,P1TS,P1TI,P3TS,P2TS,P4TS,P4TI,P6TA-FS,P6TA-FG,P6TA-AS,P6TA-AG,P5TA-AS,P5TA-AG,P7TA-AS,P7TA-AG,P8H,P9H,P10H
"('Hex(1)', 'HexNAc(3)', 'dHex(1)', 'Sul(1)')",0.2,2.060290288561838,0.0,1.7222902116001373,1.4788291286306554,0.0,3.5044603943872343,1.3199561365568078,0.0,0.0,2.027657961271919,0.0,0.0,0.0,2.2940522727335697,0.0,0.942121184759772
"('Hex(1)', 'HexNAc(3)', 'dHex(2)')",0.2832564664185204,0.42248019558137145,0.9023052673364528,0.75019225313408,1.0456064770565474,0.8678113625085915,2.7249660369173463,0.16489650899852132,0.7949909229022047,0.35630495124617634,0.08582630882984882,1.8102288100218527,0.0,0.5291229564514836,1.0439738831842225,0.3666733196776051,0.34718827913001693
"('Hex(1)', 'HexNAc(4)')",0.0,0.0,0.0,0.34089559265365976,0.5329427734689518,0.3621603128958586,0.0,0.0,0.0,0.0,0.528397414255114,0.0,0.0,0.0,0.0,0.0,1.0457401688600243
"('Hex(1)', 'HexNAc(4)', 'dHex(1)')",0.0,0.0,0.0,0.34089559265365976,0.5329427734689518,0.3621603128958586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Hex(1)', 'Sul(1)')",0.8652884895643531,5.355001095921496,0.0,12.9415456025887,12.736174321627768,0.0,4.020668654569032,1.7963397804545582,0.0,0.0,14.483472028886323,0.0,0.0,0.2772022210739836,3.1601725540821235,1.3405621215610464,3.259841095720495
"('Hex(1)', 'dHex(1)')",0.9069753125094652,9.022410481686865,0.0,16.879225800170794,14.626555907350618,0.3621603128958586,3.8125362824821796,1.7963397804545582,0.0,0.0,27.884016632373438,0.0,0.0,0.2772022210739836,3.1601725540821235,1.3405621215610464,8.106730151975846
"('Hex(1)', 'dHex(1)', 'Sul(1)')",0.8652884895643531,5.355001095921496,0.0,12.347260924100963,12.736174321627768,0.0,3.8125362824821796,1.7963397804545582,0.0,0.0,14.483472028886323,0.0,0.0,0.2772022210739836,3.1601725540821235,1.3405621215610464,3.1175720775981786
"('Hex(1)', 'dHex(2)')",0.2832564664185204,0.42248019558137145,0.9023052673364528,0.75019225313408,1.0456064770565474,0.8678113625085915,2.7249660369173463,0.16489650899852132,0.7949909229022047,0.35630495124617634,0.08582630882984882,1.8102288100218527,0.0,0.5291229564514836,1.0439738831842225,0.3666733196776051,0.34718827913001693
"('Hex(2)',)",76.44557832896052,49.195780888423506,42.16331820163676,38.28664588116956,48.52710886713353,61.36601603313885,69.75795470499122,51.65311915977725,54.80111389531898,43.603700614617196,36.551510646532904,61.863944035142886,55.689977423726845,45.25823663619368,65.94804695797889,66.09115153082674,48.76504839470852
"('Hex(2)', 'HexNAc(1)')",0.14174839190992433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21909688474294972,0.0,0.0,0.0,0.33809539465618976,0.0,0.40688635120445704
"('Hex(2)', 'HexNAc(1)', 'dHex(1)')",0.14174839190992433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21909688474294972,0.0,0.0,0.0,0.33809539465618976,0.0,0.40688635120445704
"('Hex(2)', 'HexNAc(2)')",4.829204292611465,26.316708898088944,20.21196150853378,28.443812137175552,27.553571461372734,17.06114599032834,57.080358568994946,17.40685920298548,12.657291043893451,19.902021449345632,29.50706041341222,33.68563731582891,6.807255418258853,10.050573890753942,26.97937454915123,18.329023973732003,17.33540914062939
"('Hex(2)', 'HexNAc(2)', 'Sul(1)')",1.7769575205596098,8.271710033680325,3.820764232796954,10.475939570217523,5.659009154359114,7.036143909903748,3.150400078145649,2.972491849225487,0.5912590591125192,5.1623382716011506,18.133907994625194,3.201399355276988,0.0,3.8536497987807055,2.4863805872023503,16.557157613897246,8.426400310832998
"('Hex(2)', 'HexNAc(2)', 'dHex(1)')",1.1898065455325206,5.5992418356834035,7.814490915868944,7.398507236600489,6.224569881050277,3.217723368253646,48.631527311102765,6.642186428468095,3.898136204639089,7.567591426918127,1.5796949083972909,10.600221455455765,0.0,1.5467077010977166,19.250169148026856,1.3956474981621465,4.583321199625667
"('Hex(2)', 'HexNAc(2)', 'dHex(1)', 'Sul(1)')",0.0,0.0,0.0,0.0,0.0,0.0,0.5347715536889611,1.875824786231973,0.0,0.0,0.0,0.0,0.0,1.2724568725199892,0.0,0.6077565289081537,0.1826876825662304
"('Hex(2)', 'HexNAc(2)', 'dHex(2)')",0.05949701257688357,0.11055424656405777,0.0,0.7825111219845677,2.5448003962745793,0.0,0.0,0.0,0.0,0.0,0.06323425055375471,0.0,0.0,0.0,0.0,0.0,0.1695563272877731
"('Hex(2)', 'HexNAc(2)', 'dHex(2)', 'Sul(1)')",0.0,0.0,0.0,0.16039560010040382,0.0,0.0,0.0,0.0,0.0,0.0,0.06323425055375471,0.0,0.0,0.0,0.0,0.0,0.1695563272877731
"('Hex(2)', 'HexNAc(2)', 'dHex(3)')",0.0,0.0,0.0,1.8049999255325593,2.186338446165254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Hex(2)', 'HexNAc(3)')",70.86673217554103,20.83165396630838,10.610774524085988,8.051702925044703,17.465635487392635,39.851282003864966,6.432708535305533,29.46872447418899,40.16403038965805,16.31562741241997,6.273796843839807,13.632372250953225,39.26067142228653,32.84802840097305,35.85125878888633,46.69082192252257,28.48222748253483
"('Hex(2)', 'HexNAc(3)', 'Sul(1)')",12.541670011525593,9.229609976662228,5.227677338804669,3.312709485081264,5.993043152415703,7.902580651126666,2.2808420376563854,11.696321853720052,11.965220966515204,6.578836335646111,4.24444807331866,6.278507712940409,13.208941212953944,7.529029160723198,12.057372775446177,1.8505313287076084,8.8076265481442
"('Hex(2)', 'HexNAc(3)', 'dHex(1)')",5.834222070866761,3.6348207789496607,0.4075796691727088,1.0274472452677754,1.9651912704482162,5.877751168890409,0.47307725411979895,4.1670473490335205,3.2570858898992654,0.0,0.3472373010305996,3.948899212044183,0.0,5.536404033827166,1.7235221152573896,7.908920254984412,2.9762193933933045
"('Hex(2)', 'HexNAc(3)', 'dHex(1)', 'Sul(1)')",0.0,0.6251994472528964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1300793676442266,0.0,0.0,0.0,0.035452293653604784,0.0,0.3515561835399054
"('Hex(2)', 'HexNAc(3)', 'dHex(2)')",0.05268095138038717,0.7684741927792176,0.0,0.6444230607861362,3.3132767290937926,0.0,0.0,0.6228343897345701,0.0,0.6787615222282243,0.0,0.0,10.671095364905245,0.6092686922566585,0.0,0.7297943029506772,0.0
"('Hex(2)', 'HexNAc(3)', 'dHex(3)')",0.0,1.5440930547065868,0.0,0.2042496569957073,0.3781605683527727,3.8172185185527647,0.06945293553843622,1.6392691929251604,1.1097958445015914,0.3607189310993088,0.0,1.2066633070291644,0.0,7.374267000309588,0.25149586038817084,0.0,0.0
"('Hex(2)', 'HexNAc(4)')",0.607893468898107,2.047418024026173,11.340582169016995,1.7911308189493107,3.507901918368173,4.453588038945548,6.24488760069074,4.777535482602785,1.979792461767476,7.386051752851591,0.4499723321550305,14.545934468360747,9.622050583181467,2.359634344466687,2.7793182252851354,1.0713056345721679,2.3175148990988514
"('Hex(2)', 'HexNAc(4)', 'Sul(1)')",0.0,0.0,0.0,0.39698773757383604,1.69483306198648,0.0,0.0,0.0,0.0,0.0,0.2517966401785393,0.0,9.622050583181467,0.0,0.0,0.0,0.2490092502319548
"('Hex(2)', 'HexNAc(4)', 'dHex(1)')",0.4116287603564749,1.0543703576175398,0.6668420617161261,0.691461054800407,1.0186313954534967,2.4908137696368966,1.4062975213380486,3.5461031806885996,1.4778405210285177,4.224084302766444,0.1981756919764912,11.654151822096669,0.0,0.9643536511360064,0.5132253335215033,0.6810242963512341,1.7813600460195889
"('Hex(2)', 'HexNAc(4)', 'dHex(2)')",0.19626470854163214,0.5060773232616046,10.673740107300869,0.7026820265750677,0.7944374609281966,0.9919895947949317,4.8385900793526915,1.2314323019141848,0.5019519407389582,3.1619674500851467,0.0,2.8917826462640783,0.0,0.0,2.266092891763632,0.3902813382209338,0.28714560284730795
"('Hex(2)', 'HexNAc(4)', 'dHex(3)')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3379613435947685,0.0,0.0,0.0
"('Hex(2)', 'HexNAc(5)')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015841723829028,0.0,0.0,0.0,0.0,0.0,0.22301052124100032
"('Hex(2)', 'HexNAc(5)', 'dHex(2)')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015841723829028,0.0,0.0,0.0,0.0,0.0,0.22301052124100032
"('Hex(2)', 'Sul(1)')",14.318627532085202,17.501320010342553,9.048441571601623,14.185636792872623,13.346885368761297,14.938724561030412,5.431242115802034,14.66881370294554,12.556480025627723,11.741174607247261,22.630152708122395,9.479907068217397,22.83099179613541,11.382678959503902,14.543753362648529,18.407688942604857,17.48303610920915
"('Hex(2)', 'dHex(1)')",7.577405768665681,10.288432972250604,8.88891264675778,9.117415536668672,9.20839254695199,11.58628830678095,50.51090208656061,14.355336958190216,8.633062615566871,11.79167572968457,2.344204786147331,26.203272489596618,0.0,8.047465386060889,21.82501199146194,9.985592049497793,9.747786990243018
"('Hex(2)', 'dHex(1)', 'Sul(1)')",0.0,0.6251994472528964,0.0,0.0,0.0,0.0,0.5347715536889611,1.875824786231973,0.0,0.0,0.1300793676442266,0.0,0.0,1.2724568725199892,0.035452293653604784,0.6077565289081537,0.5342438661061358
"('Hex(2)', 'dHex(2)')",0.3084426724989029,1.38510576260488,10.673740107300869,2.129616209345772,6.652514586296569,0.9919895947949317,4.8385900793526915,1.854266691648755,0.5019519407389582,3.840728972313371,0.1648184229366575,2.8917826462640783,10.671095364905245,0.6092686922566585,2.266092891763632,1.1200756411716108,0.6797124513760814
"('Hex(2)', 'dHex(2)', 'Sul(1)')",0.0,0.0,0.0,0.16039560010040382,0.0,0.0,0.0,0.0,0.0,0.0,0.06323425055375471,0.0,0.0,0.0,0.0,0.0,0.1695563272877731
"('Hex(2)', 'dHex(3)')",0.0,1.5440930547065868,0.0,2.0092495825282666,2.564499014518027,3.8172185185527647,0.06945293553843622,1.6392691929251604,1.1097958445015914,0.3607189310993088,0.0,1.2066633070291644,0.0,7.712228343904356,0.25149586038817084,0.0,0.0
"('Hex(3)',)",13.969565524967184,23.989380158870578,8.816213567953653,9.36482179941668,18.727894926007732,31.88525302586199,8.404879824298602,36.8749063631809,35.24375966009614,40.24542908191934,8.6316872340295,32.8252758546906,9.430100888012529,50.49094000838194,15.88330979766462,23.688483842734648,15.431957850703737
"('Hex(3)', 'HexNAc(2)')",12.33976491221161,17.386121933316147,8.816213567953653,5.394937158562245,11.483008625339902,18.659325079441395,4.121575746373823,22.128238361518545,24.04264668615742,17.49899888812556,6.530493765803234,15.910680022589855,9.430100888012529,13.605799136519087,7.033729381844809,16.745746027409595,11.371758278152088
"('Hex(3)', 'HexNAc(2)', 'dHex(1)')",0.5702641618156173,8.70107827105493,1.7653046900202392,1.6693874526359829,3.073327328801975,4.506131858851667,0.8952015339455763,4.555282625828559,5.239682552452992,2.1607139506193676,3.6098380695565155,6.369884396510496,9.430100888012529,9.670192412275316,4.767633839867001,7.381606284464959,2.9802095231363745
"('Hex(3)', 'HexNAc(2)', 'dHex(2)')",11.105226345290674,7.645696740313818,5.67784453738936,1.9233977058942968,4.816389309158463,12.746918660021636,2.8593628822372796,16.407410624921543,17.734613709156775,13.194648604126082,2.7743626981162275,5.761641903955679,0.0,2.9346004180912537,1.9325804746242814,8.793300412931389,7.813949717482369
"('Hex(3)', 'HexNAc(2)', 'dHex(3)')",0.6642744051053169,1.0393469219473994,1.3730643405440537,1.8021520000319655,3.5932919873794646,1.4062745605680944,0.3670113301909675,1.1655451107684456,1.0683504245476532,2.143636333380109,0.1462929981304906,3.7791537221236795,0.0,1.0010063061525167,0.3335150673535273,0.5708393300132458,0.5775990375333461
"('Hex(3)', 'HexNAc(3)')",1.1142677574037374,6.403027543531817,0.0,2.8726087324515657,3.4182503056861617,11.560904044653617,2.1258324205366117,10.137003319942885,9.856852560363842,19.806412757393154,1.8968515918360267,8.46374339229068,0.0,32.694512471975415,6.323518550340716,5.249681398348182,2.228310322041801
"('Hex(3)', 'HexNAc(3)', 'Sul(1)')",0.07415107293875997,2.63911093602014,0.0,0.3301268743545397,0.6875657829882363,8.572828730201293,0.6464879300462709,7.0544056146385214,9.856852560363842,3.382147150994344,0.34706515506780256,2.158518376476613,0.0,25.171864807360073,4.366644319555918,1.3506430250040515,0.0
"('Hex(3)', 'HexNAc(3)', 'dHex(1)')",0.21793057883294964,2.63911093602014,0.0,0.3301268743545397,0.6875657829882363,8.572828730201293,1.0826922153911513,7.820633634603087,9.856852560363842,15.411800126022667,0.34706515506780256,2.158518376476613,0.0,30.581158775563622,5.693071214934957,2.7260216439905873,0.13098184819907285
"('Hex(3)', 'HexNAc(3)', 'dHex(1)', 'Sul(1)')",0.07415107293875997,2.63911093602014,0.0,0.3301268743545397,0.6875657829882363,8.572828730201293,0.6464879300462709,7.0544056146385214,9.856852560363842,3.382147150994344,0.34706515506780256,2.158518376476613,0.0,25.171864807360073,4.366644319555918,1.3506430250040515,0.0
"('Hex(3)', 'HexNAc(3)', 'dHex(2)')",0.366565320852504,3.6067144602772667,0.0,2.154633636542952,2.417216146597103,2.6062634649702727,0.0,0.0,0.0,0.0,1.549786436768224,6.305225015814068,0.0,0.4156478494057437,0.3060315891294513,1.8868657890352214,1.9091229776368777
"('Hex(3)', 'HexNAc(3)', 'dHex(3)')",0.2952499539818681,0.0,0.0,0.0,0.0,0.3818118494820513,0.5141827845275139,1.4837704155873508,0.0,3.3838348491734824,0.0,0.0,0.0,1.6977058470060478,0.0,0.6367939653223743,0.1882054962058501
"('Hex(3)', 'HexNAc(3)', 'dHex(4)')",0.07181916952734198,0.0,0.0,0.0,0.0,0.0,0.5289574206179464,0.8325992697524452,0.0,1.010777782197003,0.0,0.0,0.0,0.0,0.3244157462763088,0.0,0.0
"('Hex(3)', 'HexNAc(4)')",0.5097887982495027,0.0,0.0,0.407863616335032,1.8914763615968795,0.9454497261544814,0.9131725695800986,2.880224382346694,0.0,0.5990738431684633,0.0,3.1320922162031954,0.0,3.937679029055485,0.3497817033726124,0.5781012948583621,0.5674820476756144
"('Hex(3)', 'HexNAc(4)', 'Sul(1)')",0.0,0.0,0.0,0.0,0.48390563129932396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.294907680047087,0.0,0.0,0.0
"('Hex(3)', 'HexNAc(4)', 'dHex(1)')",0.5097887982495027,0.0,0.0,0.0,0.6729418305411856,0.9454497261544814,0.9131725695800986,1.6270260062806146,0.0,0.5990738431684633,0.0,1.5417988403404377,0.0,0.2683789026488486,0.3497817033726124,0.5781012948583621,0.39560747389585116
"('Hex(3)', 'HexNAc(4)', 'dHex(1)', 'Sul(1)')",0.0,0.0,0.0,0.0,0.48390563129932396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Hex(3)', 'HexNAc(4)', 'dHex(2)')",0.0,0.0,0.0,0.407863616335032,0.7591915557757085,0.0,0.0,0.5835078459832149,0.0,0.0,0.0,0.0,0.0,0.37439244635954905,0.0,0.0,0.17187457377976328
"('Hex(3)', 'HexNAc(4)', 'dHex(3)')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6696905300828642,0.0,0.0,0.0,1.5902933758627578,0.0,0.0,0.0,0.0,0.0
"('Hex(3)', 'HexNAc(5)')",0.00574405710233606,0.2002306820226124,0.0,0.09552174612705737,0.5975051600803574,0.4174287184892728,0.2888477504231339,1.3649864739659272,0.0,2.3409435932321654,0.20434187639023868,5.318760223606869,0.0,0.25294937083195923,0.4866058251192719,0.06725182083535033,0.8413705239224634
"('Hex(3)', 'HexNAc(5)', 'dHex(1)')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06724234541149188,0.5613312311186667
"('Hex(3)', 'HexNAc(5)', 'dHex(2)')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3546887642231504,0.0,0.0
"('Hex(3)', 'HexNAc(5)', 'dHex(3)')",0.00574405710233606,0.2002306820226124,0.0,0.09552174612705737,0.0,0.0,0.21202918597055956,0.0,0.0,0.0,0.20434187639023868,0.0,0.0,0.0,0.13191706089612154,0.0,0.2800392928037967
"('Hex(3)', 'HexNAc(6)')",0.0,0.0,0.0,0.5938905459407796,1.3376544733044298,0.3021454571232197,0.955451337384934,0.36445382540685767,1.3442604135748821,0.0,0.0,0.0,0.0,0.0,1.6896743369872107,1.0477033012831543,0.4230366789117718
"('Hex(3)', 'Sul(1)')",0.07415107293875997,2.63911093602014,0.0,0.3301268743545397,1.1714714142875602,8.572828730201293,0.6464879300462709,7.0544056146385214,9.856852560363842,3.382147150994344,0.34706515506780256,2.158518376476613,0.0,28.46677248740716,4.366644319555918,1.3506430250040515,0.0
"('Hex(3)', 'dHex(1)')",1.2979835388980698,11.34018920707507,1.7653046900202392,1.9995143269905227,4.433834942331397,14.02441031520744,2.8910663189168266,14.002942266712262,15.096535112816834,18.1715879198105,3.956903224624318,10.070201613327546,9.430100888012529,40.51973009048778,10.81048675817457,10.7529715687254,4.0681300763499655
"('Hex(3)', 'dHex(1)', 'Sul(1)')",0.07415107293875997,2.63911093602014,0.0,0.3301268743545397,1.1714714142875602,8.572828730201293,0.6464879300462709,7.0544056146385214,9.856852560363842,3.382147150994344,0.34706515506780256,2.158518376476613,0.0,25.171864807360073,4.366644319555918,1.3506430250040515,0.0
"('Hex(3)', 'dHex(2)')",11.471791666143178,11.252411200591085,5.67784453738936,4.485894958772281,7.992797011531275,15.353182124991909,2.8593628822372796,16.990918470904756,17.734613709156775,13.194648604126082,4.324149134884451,12.066866919769748,0.0,3.7246407138565467,2.593300827976883,10.68016620196661,9.89494726889901
"('Hex(3)', 'dHex(3)')",0.965268416189521,1.239577603970012,1.3730643405440537,1.897673746159023,3.5932919873794646,1.7880864100501457,1.093223300689041,3.3190060564386608,1.0683504245476532,5.527471182553592,0.3506348745207293,5.369447097986438,0.0,2.6987121531585645,0.46543212824964886,1.2076332953356201,1.0458438265429928
"('Hex(3)', 'dHex(4)')",0.07181916952734198,0.0,0.0,0.0,0.0,0.0,0.5289574206179464,0.8325992697524452,0.0,1.010777782197003,0.0,0.0,0.0,0.0,0.3244157462763088,0.0,0.0
"('Hex(4)',)",5.946494080604454,11.909353713534118,18.501543693354918,14.99878672561581,6.909995095551037,4.2583486668331005,10.320262316795557,7.911141557520338,4.727418497156023,11.892382922429972,12.813043392114864,3.500551300144635,12.177176574104257,3.054809922331534,10.437822726991936,5.640193936911262,14.951851397856796
"('Hex(4)', 'HexNAc(2)')",0.0,0.0,0.0,0.0,0.6203680969574663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3263559618943419,0.0,0.0,0.0
"('Hex(4)', 'HexNAc(2)', 'dHex(2)')",0.0,0.0,0.0,0.0,0.6203680969574663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Hex(4)', 'HexNAc(2)', 'dHex(3)')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3263559618943419,0.0,0.0,0.0
"('Hex(4)', 'HexNAc(3)')",0.9174968901524452,2.045063391363295,0.0,0.0,0.2282717909688339,0.3910581810000216,0.6074127914958847,0.8986152977991343,0.0,0.0,0.03329890735976348,1.1380869475744544,0.0,0.5656608790519195,0.8143964298495344,0.1501949435802942,1.1762474952215076
"('Hex(4)', 'HexNAc(3)', 'dHex(1)')",0.9174968901524452,1.1692974934126572,0.0,0.0,0.2282717909688339,0.0,0.6074127914958847,0.3330617942268552,0.0,0.0,0.03329890735976348,1.1380869475744544,0.0,0.0,0.8143964298495344,0.1501949435802942,1.1762474952215076
"('Hex(4)', 'HexNAc(3)', 'dHex(2)')",0.0,0.8757658979506378,0.0,0.0,0.0,0.3910581810000216,0.0,0.5655535035722791,0.0,0.0,0.0,0.0,0.0,0.5656608790519195,0.0,0.0,0.0
"('Hex(4)', 'HexNAc(4)')",0.7673110799380434,3.6227500914907202,0.0,0.7467231602092496,2.234550220394059,1.2243375773995,0.8601553683842664,3.336614379744188,1.7298613900243025,2.604779207180767,0.5352085162270472,2.3624643525701807,0.0,2.0491747566339504,3.6389235229814965,3.6036950969305535,1.7468646119309046
"('Hex(4)', 'HexNAc(4)', 'Sul(1)')",0.1820510337444447,0.046540546597576164,0.0,0.4740488237595448,0.6704730742078032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20045614274895562,0.5974918022422946,0.0
"('Hex(4)', 'HexNAc(4)', 'dHex(1)')",0.0,0.6032583196170443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2860763596580437,0.0,0.0,0.0,0.0,0.0,0.561857812148147
"('Hex(4)', 'HexNAc(4)', 'dHex(2)')",0.21987078844073216,0.0,0.0,0.27267433644970474,0.7812511671792564,0.3172539628235831,0.7800929774876447,1.6757815706543402,0.0,0.6208486903049057,0.0,0.0,0.0,0.0,0.7274118573217365,0.8920391430517625,0.22382688308197934
"('Hex(4)', 'HexNAc(4)', 'dHex(3)')",0.3653892577528665,0.0,0.0,0.0,0.0,0.0,0.08006239089662168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13878565927375927
"('Hex(4)', 'HexNAc(5)')",2.8795335615158835,3.91487585980925,14.230928344924594,2.080494943297584,2.370620819967537,1.6637602364595176,5.455159732801355,2.8434690550328656,2.126642447941765,6.377091491770585,6.261715136328874,0.0,0.0,0.11361832475132222,4.474865058287521,1.2221259561271196,7.133822635374411
"('Hex(4)', 'HexNAc(5)', 'dHex(1)')",0.0,0.0,0.0,0.0,0.0,0.43934868840787417,0.2408300385350212,1.4009172451136762,0.0,3.4341589403332615,0.0,0.0,0.0,0.11361832475132222,0.0,0.17391192949799505,0.0
"('Hex(4)', 'HexNAc(5)', 'dHex(2)')",0.01934712150889374,0.10455264268603114,0.0,0.11800546409379843,0.0,0.0,0.1677420046278879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11527674467801778,0.0,0.0
"('Hex(4)', 'HexNAc(5)', 'dHex(3)')",2.8601864400069896,3.810323217123219,0.0,0.43776138525421165,0.9404149249545837,1.2244115480516435,1.5241658028343634,0.9622349594881566,2.126642447941765,2.146999927653218,6.261715136328874,0.0,0.0,0.0,2.7323352283475253,0.9059831768018578,7.133822635374411
"('Hex(4)', 'HexNAc(6)')",0.2374614724722709,0.0,0.0,1.5300588728680962,0.0,0.0,0.9165375659697692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Hex(4)', 'HexNAc(6)', 'dHex(1)')",0.0,0.0,0.0,1.5300588728680962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Hex(4)', 'HexNAc(7)')",1.1446910765258111,2.326664370870852,4.270615348430324,10.641509749240882,1.4561841672631406,0.979192671974061,2.480996858144282,0.8324428249441491,0.8709146591899551,2.9105122234786203,5.98282083219918,0.0,12.177176574104257,0.0,1.5096377158733845,0.6641779402732955,4.894916655329972
"('Hex(4)', 'Sul(1)')",0.1820510337444447,0.046540546597576164,0.0,0.4740488237595448,0.6704730742078032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20045614274895562,0.5974918022422946,0.0
"('Hex(4)', 'dHex(1)')",0.9174968901524452,1.7725558130297014,0.0,1.5300588728680962,0.2282717909688339,0.43934868840787417,0.8482428300309058,1.7339790393405314,0.0,3.4341589403332615,0.31937526701780716,1.1380869475744544,0.0,0.11361832475132222,0.8143964298495344,0.3241068730782892,1.7381053073696546
"('Hex(4)', 'dHex(2)')",0.23921790994962588,0.9803185406366689,0.0,0.39067980054350315,1.4016192641367227,0.7083121438236046,0.9478349821155326,2.2413350742266194,0.0,0.6208486903049057,0.0,0.0,0.0,0.5656608790519195,0.8426886019997543,0.8920391430517625,0.22382688308197934
