"X5","X18","X32","X34","X35","X37","X40","X61","X62","X63","X64","X65","X66","X94","X106","X113","X120","X127","X141","X142","X143"
"1",1,0.249908141304918,0.0789197417458401,0.151724318933389,0.571229856700436,0.0581071859744895,0.191800955330429,0.0309957482546848,0.00894966143509527,0.0275838538659388,0.0631987822161566,0.096504120518608,0.0171644533095376,0.00393680121778384,0.00771613038685633,0.0517820586845835,0.00259828880373734,0.0132276520917537,0.00133851241404651,0.00501286021731143,0.00821479187444229
"2",1,0.348901009177308,0.0556190600607466,0.0762598386622685,0.561971324994285,0.0580032006270616,0.290897808550246,0.0271073516444038,0.0138149515007022,0.0204774813024593,0.0568274600738104,0.173780985662497,0.0140762271792025,0.00656455142231948,0.0107123028185114,0.0427512328946079,0.0016982919102518,0.00751167575688298,0.00486625951206767,0.0072504000783827,0.000261275678500278
"3",1,0.501847745750185,0.0519438285291944,0.0258388765705839,0.468322246858832,0.0740872135994087,0.427760532150776,0.0436659275683666,0.00872135994087214,0.0102586844050259,0.0629120473022912,0.248455284552845,0.009490022172949,0.00348854397634885,0.00644493717664449,0.0479526977087953,0.00269031781226903,0.00600147819660015,0.000798226164079823,0.00405025868440503,0.00195121951219512
"4",1,0.515666586015001,0.0587345753689814,0.0222598596661021,0.460107669973385,0.0878599080571014,0.4278066779579,0.0563150254052746,0.0128236148076458,0.0128841035567384,0.0701971933220421,0.246098475683523,0.0161504960077426,0.00559520929107186,0.0117953060730704,0.0567686910234696,0.00444592305831115,0.0105552867166707,0.00114928623276071,0.00698645052020324,0.00356883619646746
"5",1,0.526472311089082,0.0732663452439959,0.0328481953769207,0.438832064164376,0.0571351326994998,0.469337178389582,0.0249177668634254,0.00977785788311629,0.0175731086378588,0.0941287793448385,0.214842517911053,0.0282521515793268,0.0135628351281936,0.00779525075474249,0.0714189158743748,0.00995809489478664,0.0146893164511332,0.00360474023340693,0.0121659982877484,0.00252331816338485
"6",1,0.558496984691511,0.0565022421524664,0.0285139941240142,0.412772537498067,0.093211690119066,0.465285294572445,0.0494201329828359,0.0116901190660275,0.0208752126179063,0.0737590845832689,0.237977423844132,0.022483377145508,0.00859749497448585,0.00742229781970002,0.0562857584660584,0.00668006803773001,0.0138858821710221,0.00191742693675584,0.0107314055976496,0.00315447657337251
"7",1,0.472821308507887,0.0681148176881303,0.0328937160589604,0.491233514352211,0.0525471942073959,0.420274114300491,0.0197569175071115,0.0114817688130334,0.0155676234807344,0.0891130074993535,0.179260408585467,0.0275665890871477,0.0143780708559607,0.00889578484613395,0.065063356607189,0.00972329971554176,0.013188518231187,0.00465477114041893,0.0106542539436255,0.00253426428756142
"8",1,0.494285151246428,0.071731205044832,0.0351266134594541,0.468322002167701,0.0612375603507735,0.433047590895655,0.0230071928268795,0.0134003350083752,0.0138929943836831,0.099812789437383,0.184796531677998,0.0243866390777416,0.0123164843826978,0.0104443787565277,0.0694649719184156,0.0078332840673958,0.0120701546950438,0.004483200315302,0.00926199625578875,0.0028081584392551
"9",1,0.843469591226321,0.169990029910269,0.106763044200731,0.000166168162180126,0.148471252907943,0.694998338318378,0.0741940844134264,0.0456962445995347,0.0526753074111,0.420239282153539,0.0217680292455965,0.0619807244931871,0.00938850116317714,0.0174476570289133,0.120388833499501,0.00764373546028581,0.05259222333001,0.00174476570289133,0.0396311066799601,0.0129611166500499
"10",1,0.910120249275871,0.0707451944176249,0.0720617923286228,0.000702185552532257,0.158167295707891,0.75195295356798,0.0740805757921531,0.031510576669885,0.0279118757131572,0.320459931536909,0.0311594838936189,0.0424822259282015,0.0169402264548407,0.00781181427192135,0.0536294215746511,0.0144825770209778,0.0255419994733608,0.0024576494338629,0.0208900201878346,0.0046519792855262
