,1A,2A,3A,4A,5A,6A,1B,2B,3B,4B,5B,6B,1C,2C,3C,4C,5C,6C,1D,2D,3D,4D,5D,6D
478,0.03642596120291344,0.00885460804889049,0.007987807479273917,0.008702482197043254,0.007463593589362512,0.007793164216925409,0.016176179325433845,0.008341270895060421,0.007746339742504754,0.00859766838668136,0.007594045063893237,0.007752526512505322,0.03976564509038719,0.008408055201095825,0.007645291393819707,0.007982578401499385,0.007466201152554522,0.007694205902334572,0.05138144494820597,0.008679566030915289,0.0076897145270907515,0.007323855555038684,0.008401946825068576,0.0076590607807125715
479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,0.01369677695480356,0.019162876790914593,0.012677687808624643,0.021104139104385942,0.017396735837208775,0.020042411602269373,0.07815252717895246,0.018837088736965657,0.01495190735039483,0.0690864682051582,0.01459771575849417,0.03578187300693595,0.014722121193535815,0.021368726326400935,0.015381374356485577,0.017734248791708512,0.017755937889680832,0.01711577588251043,0.016667029223403365,0.054013857073711716,0.03062536101860161,0.025811040476341862,0.01030818723521452,0.03335768269957305
482,0.008701859872954031,0.00957525960754115,0.007119609692658601,0.01157913773957538,0.011332414680767493,0.01138607422970144,0.02170874000271566,0.012792184242417041,0.00851726920438313,0.05036967834619316,0.009543474608626567,0.02925565941897052,0.008901916383421239,0.010828950539110654,0.009905342659840152,0.011828256209388068,0.011140581006783983,0.009967576529002094,0.007536718981847384,0.03654356503287744,0.020312987231342786,0.015193620423479725,0.005422843358666971,0.025894290806716163
483,0.010102153024746043,0.017906737720965644,0.009898515480445177,0.01705989268270578,0.007800516323161525,0.01586498366977922,0.006237569917177668,0.015487406329625994,0.00981790836260149,0.007911116750568716,0.014561884120381901,0.010645535767277028,0.009728582723394613,0.01793348979459703,0.010983722753657338,0.011237129425959167,0.009405466714651861,0.013149816243209484,0.00856199307163902,0.009720020626940754,0.0076272940623749955,0.010515984145559303,0.011391337117756634,0.010327564283334659
484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,0.010050910609752904,0.00978834237480987,0.020513795603332996,0.005731400105304353,0.00477388458871006,0.008987208079756281,0.00525599596024787,0.028210576341870526,0.039691282824414795,0.02239039479302744,0.005136300181841765,0.009177771194189771,0.010036894604527273,0.008836405378174468,0.019130398685622652,0.007603294121334763,0.01243528063934377,0.009247775215678442,0.007035099980051748,0.012046381059436995,0.03200042396960015,0.01698296465255773,0.024316271684104013,0.011177531203642637
487,0.010050910609752904,0.00978834237480987,0.020513795603332996,0.005731400105304353,0.00477388458871006,0.008987208079756281,0.00525599596024787,0.028210576341870526,0.039691282824414795,0.02239039479302744,0.005136300181841765,0.009177771194189771,0.010036894604527273,0.008836405378174468,0.019130398685622652,0.007603294121334763,0.01243528063934377,0.009247775215678442,0.007035099980051748,0.012046381059436995,0.03200042396960015,0.01698296465255773,0.024316271684104013,0.011177531203642637
488,0.010050910609752904,0.00978834237480987,0.020513795603332996,0.005731400105304353,0.00477388458871006,0.008987208079756281,0.00525599596024787,0.028210576341870526,0.039691282824414795,0.02239039479302744,0.005136300181841765,0.009177771194189771,0.010036894604527273,0.008836405378174468,0.019130398685622652,0.007603294121334763,0.01243528063934377,0.009247775215678442,0.007035099980051748,0.012046381059436995,0.03200042396960015,0.01698296465255773,0.024316271684104013,0.011177531203642637
489,0.024780761462468884,0.014215646399255115,0.024507699342969955,0.01008264120382598,0.008505681383391316,0.012883790188218986,0.011732024594733227,0.03238121178940074,0.04356445269566717,0.02668922898636812,0.008933322713788383,0.013054034450442432,0.027570435174178093,0.01304043297872238,0.022953044382532505,0.011594583322084457,0.016168381215621034,0.013094878166845726,0.020019544993997333,0.01638616407489464,0.03584528123314552,0.020644892430077073,0.028517245096638305,0.015007061593998923
490,0.006371765874163445,0.01183674325246733,0.006826780071317995,0.008289983785049214,0.004230152215470822,0.010476134357943583,0.010466531806735412,0.008051001780610953,0.006488408165048168,0.017221107872881017,0.005412636600271765,0.008687932287651119,0.006408699508769638,0.012344150278897023,0.010065111259460493,0.006556505062933447,0.006169345349270296,0.006917017097465403,0.007102562272212558,0.010255035258554587,0.009936712154602729,0.010758461319044841,0.005680556788183073,0.008751806301621621
491,0.006371765874163445,0.01183674325246733,0.006826780071317995,0.008289983785049214,0.004230152215470822,0.010476134357943583,0.010466531806735412,0.008051001780610953,0.006488408165048168,0.017221107872881017,0.005412636600271765,0.008687932287651119,0.006408699508769638,0.012344150278897023,0.010065111259460493,0.006556505062933447,0.006169345349270296,0.006917017097465403,0.007102562272212558,0.010255035258554587,0.009936712154602729,0.010758461319044841,0.005680556788183073,0.008751806301621621
492,0.006371765874163445,0.01183674325246733,0.006826780071317995,0.008289983785049214,0.004230152215470822,0.010476134357943583,0.010466531806735412,0.008051001780610953,0.006488408165048168,0.017221107872881017,0.005412636600271765,0.008687932287651119,0.006408699508769638,0.012344150278897023,0.010065111259460493,0.006556505062933447,0.006169345349270296,0.006917017097465403,0.007102562272212558,0.010255035258554587,0.009936712154602729,0.010758461319044841,0.005680556788183073,0.008751806301621621
493,0.014872925171782495,0.004427304024445245,0.011854675220975832,0.004351241098521627,0.015395981811554677,0.012853385816699285,0.01352547417809696,0.004170635447530211,0.01071218699594323,0.00429883419334068,0.008357634819739319,0.015703354057749728,0.015318262607506681,0.0042040276005479126,0.011806623801165293,0.003991289200749692,0.014498926532141463,0.013554097415460582,0.013922572953233157,0.0043397830154576445,0.010481572321351424,0.003661927777519342,0.006767358892558074,0.015163585438351402
