,1A,2A,3A,4A,5A,6A,1B,2B,3B,4B,5B,6B,1C,2C,3C,4C,5C,6C,1D,2D,3D,4D,5D,6D
0,-0.51677,-0.39000999999999997,-0.6618,-1.5343,-1.4887000000000001,-1.4783,-1.6252,-1.1809,-0.5334,-1.5824,-1.0084,-1.4447,-0.7133,-0.48452,-0.8091999999999999,-0.8229,-1.3739,-1.5447,-1.6127,-1.4992,-0.445,-0.6988,-1.3617,-1.2286000000000001
1,-4.90794,-20.3508,-12.852200000000005,-23.785359999999987,-16.654479999999996,-13.744840000000002,-20.56142,-19.951819999999987,-12.699570000000001,-25.888750000000012,-15.827670000000003,-19.627550000000003,-4.57006,-18.63347,-12.446310000000002,-23.64600000000001,-12.494490000000003,-12.268309999999998,-10.532629999999997,-27.140370000000008,-13.761119999999998,-11.759599999999997,-17.513840000000002,-18.41004999999999
2,-2.224140000000002,-24.991349999999994,-15.582280000000003,-25.203779999999988,-12.515590000000005,-14.260960000000003,-19.62364,-20.370099999999987,-12.79757,-24.977650000000015,-12.441900000000004,-14.249050000000006,-4.19345,-20.553620000000002,-11.029179999999998,-18.985220000000016,-11.843940000000005,-13.73476,-14.619560000000002,-23.95076,-12.67682,-8.237799999999998,-21.17354,-12.815689999999998
3,-3.499759999999999,-26.939549999999993,-18.067380000000007,-26.17031999999999,-11.793990000000003,-15.589940000000006,-18.714530000000003,-22.681999999999988,-14.958870000000001,-25.514670000000013,-13.775080000000004,-15.032950000000001,-5.440250000000002,-22.556520000000003,-13.43878,-18.855330000000013,-11.229390000000006,-14.456429999999996,-16.689170000000004,-25.50886,-13.73572,-8.822650000000001,-23.207340000000002,-13.41898
4,-2.73693,-24.979879999999994,-15.350440000000003,-25.51017999999999,-13.047000000000002,-14.838450000000007,-19.35743,-20.67317999999999,-12.353490000000003,-27.14294000000001,-13.094260000000004,-17.098989999999997,-4.355960000000001,-21.36715,-11.584540000000004,-19.371900000000007,-12.88648,-14.123280000000001,-14.049209999999999,-27.186079999999997,-14.719059999999995,-9.01134,-18.965860000000003,-15.651089999999998
5,-5.097459999999998,-9.8714,-10.471499999999997,-7.967879999999998,-2.7274599999999993,-6.26801,4.569150000000001,-8.82864,-9.006809999999998,1.9123799999999997,-6.30372,-1.4606799999999989,-5.05959,-8.4085,-8.618789999999999,-4.93414,-2.5365200000000003,-5.83268,-8.94987,-1.3040800000000004,-3.76425,-2.33444,-11.40696,-1.2126699999999992
6,2.07614,-2.22299,-0.000749999999999959,-2.4712099999999997,1.7837299999999998,-0.04319000000000002,-1.9565599999999996,-1.4841300000000002,0.9602400000000001,-3.2127,2.12605,0.35131999999999997,0.8647199999999999,-1.47943,0.3854500000000001,-0.36017999999999983,0.65471,0.7054199999999999,-1.85331,-2.73371,-1.2723600000000002,1.8063799999999997,-0.64463,0.20996999999999988
7,-0.0332,-0.1532,-0.5502,-0.0647,0.11032,-0.2668,0.02536,-0.2476,-0.032,-0.1182,-0.1072,0.48901000000000006,-0.1402,0.047889999999999995,-0.1695,0.11123,-0.2552,-0.2599,-0.4702,0.09957,0.31833,0.5259699999999999,-0.7431,0.43785
8,-1.1087,-0.56654,-0.9183,-1.3572,-1.4976,-1.5992000000000002,-1.8149,-1.2104,-0.8012,-1.7155,-1.0081,-1.4865,-1.1307,-0.73541,-0.9841,-1.0162,-1.4438,-1.4537,-1.1200999999999999,-1.3663,-0.7576,-0.8188,-1.5765,-1.4819
9,-0.51677,-0.39000999999999997,-0.6618,-1.5343,-1.4887000000000001,-1.4783,-1.6252,-1.1809,-0.5334,-1.5824,-1.0084,-1.4447,-0.7133,-0.48452,-0.8091999999999999,-0.8229,-1.3739,-1.5447,-1.6127,-1.4992,-0.445,-0.6988,-1.3617,-1.2286000000000001
