,1A,2A,3A,4A,5A,6A,1B,2B,3B,4B,5B,6B,1C,2C,3C,4C,5C,6C,1D,2D,3D,4D,5D,6D
L26797,0.018306397917551183,0.025338219884027992,0.01879978392743645,0.011982673759874813,0.010610010766863746,0.01099833337520852,0.010547108228694379,0.014148063997064019,0.01934805360691973,0.011343829056187816,0.014308338395274088,0.01116590273762161,0.016340961665288648,0.02228613111767876,0.01629144582162749,0.017328390825659595,0.011237438493713428,0.010420782779755307,0.010192115494090924,0.01209774458163532,0.02011326735601662,0.01676225198080275,0.012833012904295536,0.012659282919880086
L28818,1.131033743815547,1.2070895459344595,1.2293906883255628,1.1134931239759032,0.9956071722479656,1.1159803733816,1.0292988085860293,1.159631113156301,1.182240028885421,0.9867899096869656,1.0097246877446198,0.9089138412910822,1.1656505766795042,1.1546883956024472,1.1513461339733604,0.9684025629357762,1.0791810058212814,1.1317606187938127,1.2330469306627359,0.9178551799034309,1.131769273389646,1.0891247644410702,1.2069632077164787,0.9217666917063072
L28819,2.1837387268802817,2.1606877817617183,2.1664022045377056,2.098448668456808,2.070071844892188,2.144397515003942,2.0675173587710223,2.173092374896251,2.1852851831621187,1.9987349039896394,2.113591884092296,2.0548990644676985,2.160305340901187,2.1751966862228995,2.170030225236004,2.1139296218273222,2.0330474744577485,2.0972533592704368,2.090188023350779,2.034442950858028,2.0259954369108164,2.2028160888301107,2.0515509508452467,2.053136561866845
L28820,1.203018743837074,1.1264396708319349,1.194215577570698,1.1143158567692562,1.2017041408799078,1.1778137329104217,1.1879061034288183,1.117154631292808,1.1968737987887748,1.0948489596679858,1.1853584349102035,1.1771289206120574,1.2102656868990358,1.1211455403822426,1.1840538269158245,1.1091357448507289,1.2149420074736823,1.2140232721226327,1.2351384196911108,1.0974226540512415,1.1705093488303009,1.1112175353404905,1.2223766209592724,1.1796742920517291
L26790,1.3775574569127311,1.3643786816674797,1.3850952633856295,1.3251359163533227,1.329999146425573,1.3547386414047058,1.2753544710267006,1.3788712399730525,1.4138539024367958,1.2057888533539716,1.3404494068695476,1.2714536632091864,1.3668878050352409,1.3759147216348293,1.383089766194168,1.3590935915594395,1.2960537933823124,1.3354208500794755,1.3083740629227758,1.2187598845048606,1.2488125043701257,1.4238143271562922,1.2941761864342929,1.272632258083069
L26793,0.2144097134938794,0.1941437237610648,0.17215321312285592,0.22621970820981616,0.2844242477045663,0.23405639219715355,0.4782955399468749,0.21343865899012526,0.18141804638673886,0.528220817298408,0.2240754041648064,0.3678740803367873,0.22108673185382816,0.2093462816797218,0.1964552233560664,0.2665158711080047,0.27746979223464663,0.2257456497001877,0.18231846523031686,0.4580041790458692,0.2824571985658163,0.2712893887880034,0.15556501958250432,0.35826042417743753
L26794,0.18254116268999168,0.1404887167414621,0.16472916569448354,0.1359013568287365,0.1978258368094264,0.1574928944147827,0.13319047883612395,0.14829076740919594,0.19130276581709685,0.11634367717466634,0.20731875209470801,0.16581727389010775,0.15790660633264098,0.14909351185107458,0.16748181706068682,0.1829581657651232,0.16270194138987965,0.1673570741967958,0.12298201427795133,0.129390298375439,0.1326021389070698,0.18800983678703687,0.1537344801122695,0.1604342823689869
L26798,0.013116775714133043,0.024947087790535272,0.017542403122721317,0.013464666264738464,0.010606304545688536,0.010299063670193807,0.009189907311094474,0.014819490947965062,0.018049425493012847,0.010448642920479251,0.015640997793679078,0.0109518287910421,0.012804158231830896,0.02111722869255863,0.015555942919883138,0.015558240845878743,0.011025604459943538,0.011198999586346913,0.014072675008605031,0.01338676335270975,0.01770754697705682,0.015639680145635815,0.011364299201550849,0.01094420508570243
L28821,0.018306397917551183,0.025338219884027992,0.01879978392743645,0.011982673759874813,0.010610010766863746,0.01099833337520852,0.010547108228694379,0.014148063997064019,0.01934805360691973,0.011343829056187816,0.014308338395274088,0.01116590273762161,0.016340961665288648,0.02228613111767876,0.01629144582162749,0.017328390825659595,0.011237438493713428,0.010420782779755307,0.010192115494090924,0.01209774458163532,0.02011326735601662,0.01676225198080275,0.012833012904295536,0.012659282919880086
L26804,0.7328170837961363,0.7244152592389127,0.7149359065054548,0.6835624254337358,0.6926418749397738,0.7261219077979795,0.6772932173370174,0.7109837399734099,0.7082107281746006,0.603563881186065,0.6718358124160518,0.669518963320511,0.7271041807959571,0.7450902619243631,0.7092609153729929,0.7069459514021121,0.6749546003607317,0.7029176661440982,0.6337683828264377,0.6402289804131757,0.6050726593738435,0.7909324256623516,0.6057047749556115,0.6683140495755299
