,1A,2A,3A,4A,5A,6A,1B,2B,3B,4B,5B,6B,1C,2C,3C,4C,5C,6C,1D,2D,3D,4D,5D,6D
b-D-GalxS-(1-3)-?-D-Galx2NAc,1.3966985111087311,1.5331199631502723,1.2609406587959766,0.7377003199444793,0.7616180385548588,0.7561055602984432,0.6967640027951498,0.9087285438567116,1.3381664012327144,0.7068843439049898,1.0094513954471844,0.7716492889650605,1.2292823997773434,1.4200659265175155,1.1416552169876175,1.1630126050265013,0.8063749375047193,0.7256144436589207,0.6929904804315139,0.7467509427131044,1.4013344189774397,1.2262018713089236,0.8183104218397714,0.8855293700628295
b-D-Glcx2NAc-(1-6)-?-D-Galx2NAc,62.92605263931619,48.79550890372501,55.51955782360989,48.84710512117389,56.520991703953456,55.1647279493835,52.124938607128286,52.517315038317356,58.53678179086561,46.0528580829529,56.94637401703874,52.00393190758748,61.89648832859767,51.36897239018561,58.04176590226302,53.27297027748574,55.88959500346553,55.81906327850564,56.53235996368041,44.31203553685469,54.38332147130572,59.07183001601907,53.08250904183434,52.76906374980688
a-D-Neux5Ac-(2-6)-?-D-Galx2NAc,5.414445205100619,3.536133261165893,3.8173771761435313,4.743080351491259,7.778528596060608,5.793916984674947,8.647214460569979,3.9827915380165932,3.665812757084133,8.260379006701093,5.149886309677338,8.231787468193914,5.475480384857921,3.903169036680718,4.068144190745066,5.216890439112085,8.696365434777883,6.296029110791747,4.143268767507401,8.645621554216753,5.679953790998832,4.800680905138152,3.759616741095975,8.343037567507048
b-D-Galx-(1-3)-?-D-Galx2NAc,68.60045788514094,52.636229336676685,60.80681276663151,53.50477451940176,63.28103565986572,60.655320410445356,58.55902445044055,57.614043612887286,63.411031418614904,55.73611238948512,63.43520803570021,62.090050304780505,67.39193936463572,55.9574797373168,63.98264590647597,58.39504633018547,62.729383198510895,60.835495594674704,61.61339081469553,55.32417576446204,62.311959130249825,64.54543278596317,56.97228356686186,62.623359831155575
?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-?-D-Galx2NAc,51.75192847200813,41.137600314037364,46.3329470252388,40.87959084974619,46.800201731649196,46.983522032972935,43.105184333838494,44.592367976419155,49.04281948932494,38.58970719225694,48.11946621399274,42.60935108517256,49.75685122366498,43.38160907470253,48.65229605371104,44.60953605858412,45.688333513286686,46.546494427043505,43.44325615884461,37.30428865028758,44.24896204078468,50.563475026083964,43.778326416246856,42.895181601771
a-D-Neux5Ac-(2-3)-b-D-Galx-(1-3)-?-D-Galx2NAc,6.761666014792013,4.781558380101046,4.62079421724669,5.737999344689444,7.599702592498421,6.544103601712374,14.417186930648176,5.939887910047657,5.149016326026753,15.236914015736305,6.349003326694678,11.29268903969821,7.417094516908365,5.5909078253033115,5.887047142350067,6.829811308502817,7.322774496090045,6.056374302654731,5.077679442490459,13.604076896999256,9.061464681783592,8.82692733055282,3.6526823282933183,11.094545497567935
a-D-Neux5Ac-(2-6)-[b-D-Galx-(1-3)]?-D-Galx2NAc,3.3286914258515137,2.2890444193089188,2.687901510949989,2.763767870739973,3.7477182636627315,3.4741915738224236,4.850068787875012,2.843537646795344,2.2783310431092585,5.780091519405112,2.933430692270705,6.116514487369548,3.4819273575491345,2.692380355284689,2.93452425666884,2.7109235065028097,4.568168111666425,3.397324460992785,2.5029020502070303,7.100328582781334,3.813286238787718,2.638371563085532,2.14219263688204,6.130059981934561
b-D-Glcx2NAc-(1-6)-[b-D-Galx-(1-3)]?-D-Galx2NAc,58.34947151947324,43.1215014594576,51.295206084581395,42.99361266504955,52.270506488993256,49.97364729287477,48.279668855364406,47.535750178723966,55.04528868557014,42.312017026253365,52.84597112947635,47.598706320166606,56.98172361855322,45.697402520959606,53.85770623966639,47.70712198002674,51.002660618489294,50.4523518154092,52.42735269242077,39.905931860021475,49.61067667423927,53.274723282551314,48.68262425090925,48.16238382390415
b-D-Glcx2NAc-(1-3)-b-D-Galx-(1-3)-?-D-Galx2NAc,29.44919301281406,22.10855400850856,26.607140105832297,22.312571173425265,27.738070949881592,26.281786350464984,21.0080176796222,24.64401261453597,28.25524115335722,20.319918820217246,26.30373907536247,26.250660722790712,29.42364712057193,24.281251937687426,27.41884505295873,24.485176199096703,26.64963463571673,26.05875835955153,23.61877727899803,21.00023168171405,23.178618509913512,30.9767897374584,19.897815268507987,25.742764826792268
a-L-Fucx-(1-2)-b-D-Galx-(1-3)-?-D-Galx2NAc,23.624332215928124,21.33090563211448,24.41483769620907,19.70459185488618,20.50616358734861,21.94162528781364,15.037491975407946,21.375072822551815,24.56589071370133,15.718015160741976,21.017075051173705,16.148779859661342,23.63036798889091,20.58500137360676,23.38538901506039,16.823813479929694,23.39904334048872,23.54386481144897,28.729310261690554,14.470543211400134,23.575964590784412,17.48465838000104,25.57727042604419,17.072822091994563
b-D-Glcx2NAc(6S)-(1-6)-[b-D-Galx-(1-3)]?-D-Galx2NAc,1.8680979879384287,2.2674121508096077,1.6534399416692749,1.6662862077083642,1.777987331608454,1.3738588879120064,1.5327887753635825,1.6325263703573312,2.116856170466981,1.439619653222194,1.9018163268836727,2.287556168320465,1.7324034793006349,2.294639049855414,1.834200154119194,2.0618591228840413,1.4659357031976412,1.4509315202032098,1.4817178715503438,1.8310133046066832,2.508552607399104,2.7361822415392,1.1002935167930494,2.2149304621398427
a-D-Neux5Ac-(2-6)-[a-D-Galx2NAc-(1-3)]?-D-Galx2NAc,0.4812932013147178,0.3486106126090889,0.3349170307471835,0.3714227637391309,1.220235328664892,0.43381817193515537,1.592877933766093,0.3178636900493801,0.442644971877295,0.5223205284019418,0.4946394639709921,0.8618468890261952,0.6982766998233859,0.4014757638830949,0.33596208518467563,0.4839149151526288,1.4141133195475477,0.853896599191329,0.36074985368066137,0.5181649177029258,0.5097538060019323,0.9072763448783052,0.3513555007433785,0.9863353852154516
a-D-Neux5Ac-(2-6)-[b-D-Glcx2NAc-(1-3)]?-D-Galx2NAc,0.6200029282258205,0.4114016447289959,0.3604734866868422,0.40398942161004303,0.7387018493286375,0.3710928832761457,0.7943125110136224,0.3339612650073457,0.3840340613749785,0.3311496643859875,0.4478246636907027,0.4848499268267431,0.6560861154230696,0.357032854037078,0.3323585751314904,0.4101757524408203,1.1196817938361332,0.6791123656970042,0.3283562799020856,0.3134577277892514,0.4941045292101687,0.4302535450180275,0.4614121348226618,0.5168681334757564
a-D-Glcx2NAc-(1-4)-b-D-Galx-(1-3)-?-D-Galx2NAc,5.044419259176709,2.8614154535246468,3.9234984437233513,3.117194728973612,4.797388970984286,3.641747104627077,3.2911621855591866,3.43539542278324,4.398512132436349,2.7401341537689934,5.144103425861119,3.9947647478709616,4.348503585985487,3.1416152738288794,4.082194916756841,4.9615926327175055,3.840420094213687,3.9052491092496986,3.2596852267943377,2.7997927310066304,3.3451388746894466,5.545816075063417,3.824616494349864,4.115736205351118
?-D-Galx-(1-?)-[?-L-Fucx-(1-?)]b-D-Glcx2NAc-(1-6)-?-D-Galx2NAc,13.168960989457526,8.957573142528737,11.68851928374815,8.921350491392623,11.000146940605834,9.706490776355027,13.898171628169804,10.744599634620485,12.767691491034258,12.567737805383072,9.86576162910844,9.944876210122834,13.04205114202743,9.292397214906435,12.238458197555385,10.457494836868843,11.058135669757291,9.794223230151019,10.864091549293656,9.09573689217531,12.684531324014573,14.407222906044824,10.486950788962153,10.131257250666447
