,enzyme,index_source,index_target,node_source_linear,node_target_linear
2241,B4GALT,772,944,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2242,B4GALT,772,950,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2243,B4GALT,773,945,Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2244,B4GALT,773,947,Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2245,IGNT,773,951,Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2246,A3SIAT,773,996,Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2247,B4GALT,774,946,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2248,B4GALT,774,948,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2249,IGNT,774,952,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2250,A3SIAT,774,997,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2251,A3SIAT,775,932,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2252,IGNT,775,953,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2253,A3SIAT,775,998,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2254,A3SIAT,776,932,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2255,IGNT,776,954,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2256,A3SIAT,776,999,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2257,B4GALT,777,949,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2258,B4GALT,777,950,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2259,IGNT,777,955,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2260,A3SIAT,777,1000,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2261,B4GALT,778,953,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2262,B4GALT,778,956,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2263,B4GALT,779,954,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2264,B4GALT,779,957,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
2265,B4GALT,780,958,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2266,B4GALT,780,960,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
2267,A3SIAT,781,933,GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2268,A3SIAT,781,934,GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2269,B4GALT,781,961,GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2270,A3SIAT,782,933,GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2271,A3SIAT,782,935,GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2272,B4GALT,782,962,GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2273,A3SIAT,783,934,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2274,A3SIAT,783,935,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2275,B4GALT,783,963,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2276,A3SIAT,784,936,Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2277,B4GALT,784,961,Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2278,IGNT,784,964,Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2279,A3SIAT,784,1001,Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2280,A3SIAT,785,936,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2281,B4GALT,785,962,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2282,IGNT,785,965,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2283,A3SIAT,785,1002,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2284,A3SIAT,786,937,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2285,B4GALT,786,961,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2286,IGNT,786,966,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2287,A3SIAT,786,1003,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2288,A3SIAT,787,938,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2289,B4GALT,787,962,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2290,IGNT,787,967,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2291,A3SIAT,787,1004,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2292,A3SIAT,788,937,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2293,B4GALT,788,963,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2294,IGNT,788,968,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2295,A3SIAT,788,1005,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2296,A3SIAT,789,938,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2297,B4GALT,789,963,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2298,IGNT,789,969,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2299,A3SIAT,789,1006,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2300,B4GALT,790,964,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2301,B4GALT,790,966,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2302,B4GALT,790,970,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2303,B4GALT,791,965,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2304,B4GALT,791,967,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2305,B4GALT,791,971,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2306,A3SIAT,792,939,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
2307,B4GALT,792,972,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
2308,A3SIAT,793,939,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
2309,B4GALT,793,973,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
2310,B4GALT,794,968,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2311,B4GALT,794,969,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2312,B4GALT,794,974,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
2313,A3SIAT,795,940,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
2314,B4GALT,795,972,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
2315,A3SIAT,796,941,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
2316,B4GALT,796,973,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
2317,A3SIAT,797,940,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
2318,B4GALT,797,977,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
2319,B4GALT,798,975,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2320,B4GALT,798,976,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2321,B4GALT,798,978,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
2322,A3SIAT,799,941,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
2323,B4GALT,799,977,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
2324,B4GALT,800,982,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2325,B4GALT,801,983,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2326,B4GALT,802,985,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
2327,B4GALT,802,987,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
2328,B4GALT,803,986,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2329,B4GALT,803,988,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2330,A6SIAT,804,979,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?
2331,A6SIAT,805,979,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?
2332,B4GALT,806,989,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2333,B4GALT,806,990,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
