3361,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3362,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3363,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3364,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3365,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3366,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4GN
3367,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3368,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3369,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3370,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3371,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3372,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3373,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3374,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4GN
3375,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
3376,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb2Ma6)Mb4GNb4GN
3377,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3378,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3379,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3380,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3381,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3382,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3383,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
3384,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3385,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3386,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3387,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3388,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3389,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3390,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
3391,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
3392,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3393,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3394,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3395,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3396,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3397,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4GN
3398,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3399,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3400,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3401,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3402,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3403,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4GN
3404,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
3405,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
3406,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3407,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3408,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3409,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3410,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
3411,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3412,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3413,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3414,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3415,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
3416,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
3417,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3418,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3419,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3420,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4GN
3421,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3422,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3423,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3424,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4GN
3425,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
3426,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
3427,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3428,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3429,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
3430,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3431,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3432,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
3433,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
3434,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3435,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4GN
3436,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3437,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4GN
3438,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
3439,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
3440,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
3441,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
3442,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
3443,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
3444,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
3445,Ab4GNb2(NNa3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
3446,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3447,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3448,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3449,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3450,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3451,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3452,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3453,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3454,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3455,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
3456,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3457,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3458,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3459,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3460,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3461,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3462,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3463,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3464,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3465,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
3466,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(GNb6)Ma6)Mb4GNb4GN
3467,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3468,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3469,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3470,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3471,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3472,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3473,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3474,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3475,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4GN
3476,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3477,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3478,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3479,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3480,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3481,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3482,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3483,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3484,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4GN
3485,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2Ma6)Mb4GNb4(Fa6)GN
3486,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb2Ma6)Mb4GNb4GN
3487,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3488,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3489,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3490,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3491,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3492,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3493,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3494,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
3495,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3496,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3497,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3498,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3499,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3500,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3501,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3502,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
3503,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
3504,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3505,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3506,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3507,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3508,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3509,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3510,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4GN
3511,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3512,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3513,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa6Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3514,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3515,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3516,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3517,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4GN
3518,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
3519,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb2Ma6)Mb4GNb4GN
3520,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3521,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3522,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3523,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3524,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3525,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
3526,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
3527,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
3528,Ab4GNb2(NNa3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
