43,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4GN
44,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
45,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(GNb6)Ma6)Mb4GNb4GN
46,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
47,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4GN
48,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
49,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4GN
50,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2Ma6)Mb4GNb4(Fa6)GN
51,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2Ma6)Mb4GNb4GN
52,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
53,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
54,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
55,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
56,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2Ma6)Mb4GNb4GN
57,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
58,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma3(Ma6)Ma6)Mb4GNb4(Fa6)GN
59,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma3(Ma6)Ma6)Mb4GNb4GN
60,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma6)Mb4GNb4(Fa6)GN
61,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma6)Mb4GNb4GN
62,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma6Ma6)Mb4GNb4(Fa6)GN
63,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma6Ma6)Mb4GNb4GN
64,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
65,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa3Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
66,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa3Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
67,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa3Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
68,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa3Ab4GNb2Ma6)Mb4GNb4GN
69,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
70,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa6Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
71,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa6Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
72,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa6Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
73,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa6Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
74,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa6Ab4GNb2Ma6)Mb4GNb4GN
75,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa6Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
76,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
77,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
78,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
79,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
80,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
81,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
82,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4GN
83,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
84,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
85,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
86,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
87,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4GN
88,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
89,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
90,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4GN
91,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
92,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb2Ma6)Mb4GNb4GN
93,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
94,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
95,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4GN
96,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
97,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
98,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4GN
99,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4GN
100,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
101,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
102,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
103,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
104,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ab4GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
105,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(Ab4GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
106,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
107,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
108,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
109,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
110,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
111,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
112,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
113,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4GN
114,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
115,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(GNb6)Ma6)Mb4GNb4GN
116,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
117,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
118,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
119,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4GN
120,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
121,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
122,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
123,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4GN
124,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2Ma6)Mb4GNb4(Fa6)GN
125,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb2Ma6)Mb4GNb4GN
126,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
127,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
128,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
129,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
130,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4GN
131,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
132,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
133,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
134,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa3Ab4GNb6)Ma6)Mb4GNb4GN
135,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
136,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2(NNa6Ab4GNb6)Ma6)Mb4GNb4GN
137,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
138,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb2Ma6)Mb4GNb4GN
139,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
140,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4(Fa6)GN
141,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2(GNb6)Ma6)Mb4GNb4GN
142,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4(Fa6)GN
143,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
144,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(GNb3Ab4GNb3Ab4GNb3Ab4GNb2Ma6)Mb4GNb4GN
145,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma3(Ma6)Ma6)Mb4GNb4(Fa6)GN
146,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma3(Ma6)Ma6)Mb4GNb4GN
147,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma6)Mb4GNb4(Fa6)GN
148,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma6)Mb4GNb4GN
149,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma6Ma6)Mb4GNb4(Fa6)GN
150,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(Ma6Ma6)Mb4GNb4GN
151,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa3Ab4GNb2(Ab4GNb3Ab4GNb6)Ma6)Mb4GNb4GN
152,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
153,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa3Ab4GNb2(Ab4GNb6)Ma6)Mb4GNb4GN
154,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4(Fa6)GN
155,Ab4GNb2(Ab4GNb3Ab4GNb3Ab4GNb3Ab4GNb4)Ma3(NNa3Ab4GNb2(GNb3Ab4GNb6)Ma6)Mb4GNb4GN
