,enzyme,index_source,index_target
121,B4GALT,23,42
122,B4GALT,23,43
123,B4GALT,17,33
124,B4GALT,17,33
125,B4GALT,18,35
126,GNTV,18,36
127,B4GALT,18,35
128,B4GALT,27,47
129,A3SIAT,28,46
130,IGNT,28,54
131,B4GALT,29,49
132,B4GALT,29,50
133,B4GALT,30,53
134,B4GALT,30,52
135,B4GALT,31,57
136,B4GALT,31,57
137,B4GALT,32,59
138,GNTV,32,60
139,B4GALT,32,59
140,A6SIAT,33,55
141,A6SIAT,33,55
142,B4GALT,34,61
143,B4GALT,34,62
144,GNTV,34,64
145,B4GALT,34,61
146,GNTV,34,64
147,B4GALT,34,62
148,A6SIAT,35,56
149,A6SIAT,35,56
150,B4GALT,36,63
151,B4GALT,36,63
152,B4GALT,36,63
153,B4GALT,36,63
154,B4GALT,34,62
155,B4GALT,34,61
156,IGNT,37,80
157,A3SIAT,37,57
158,A6SIAT,37,57
159,A3SIAT,37,57
160,A6SIAT,37,57
161,GNTV,38,67
162,A6SIAT,38,58
163,A3SIAT,38,58
164,B4GALT,38,66
165,B4GALT,38,65
166,B4GALT,38,66
167,A3SIAT,38,58
168,A6SIAT,38,58
169,GNTV,38,67
170,B4GALT,38,65
171,A6SIAT,39,59
172,IGNT,39,84
173,A3SIAT,39,59
174,A6SIAT,39,59
175,A3SIAT,39,59
176,B4GALT,40,66
177,A3SIAT,40,60
178,A6SIAT,40,60
179,B4GALT,40,66
180,A6SIAT,40,60
181,B4GALT,40,66
182,B4GALT,40,66
183,A3SIAT,40,60
184,B4GALT,41,67
185,B4GALT,41,67
186,B4GALT,41,67
187,B4GALT,41,67
188,A6SIAT,38,58
189,A3SIAT,38,58
190,B4GALT,38,65
191,B4GALT,38,66
192,IGNT,38,68
193,A3SIAT,38,58
194,B4GALT,38,65
195,B4GALT,38,66
196,A6SIAT,38,58
197,B4GALT,42,69
198,A6SIAT,42,61
199,A6SIAT,42,61
200,A3SIAT,42,61
201,GNTV,42,70
202,A3SIAT,42,61
203,A6SIAT,43,63
204,A6SIAT,43,62
205,A3SIAT,43,63
206,A3SIAT,43,62
207,B4GALT,43,69
208,B4GALT,43,69
209,A3SIAT,43,62
210,A3SIAT,43,63
211,A6SIAT,43,62
212,A6SIAT,43,63
213,B4GALT,44,70
214,B4GALT,44,71
215,B4GALT,44,71
216,A6SIAT,44,64
217,A3SIAT,44,64
218,A6SIAT,44,64
219,A3SIAT,44,64
220,B4GALT,44,71
221,B4GALT,44,71
222,B4GALT,44,70
223,A6SIAT,43,62
224,A6SIAT,43,63
225,A3SIAT,43,62
226,A3SIAT,43,63
227,B4GALT,43,69
228,B4GALT,44,71
229,A6SIAT,44,64
230,A3SIAT,44,64
231,B4GALT,44,70
232,B4GALT,44,71
233,A6SIAT,43,63
234,A3SIAT,43,62
235,A3SIAT,43,63
236,B4GALT,43,69
237,IGNT,43,72
238,A6SIAT,43,62
239,B4GALT,44,71
240,A6SIAT,44,64
241,IGNT,44,73
242,A3SIAT,44,64
243,B4GALT,44,70
244,B4GALT,44,71
245,IGNT,42,74
246,A3SIAT,42,61
247,A3SIAT,42,61
248,B4GALT,42,69
249,A6SIAT,42,61
250,A6SIAT,42,61
251,B4GALT,45,75
252,B4GALT,45,74
253,B4GALT,45,72
254,B4GALT,31,57
255,B4GALT,31,57
256,GNTV,32,60
257,B4GALT,32,59
258,B4GALT,32,59
259,A3SIAT,33,55
260,A3SIAT,33,55
261,IGNT,33,78
262,B4GALT,34,62
263,B4GALT,34,61
264,GNTV,34,64
265,B4GALT,34,61
266,B4GALT,34,62
267,GNTV,34,64
268,IGNT,35,82
269,A3SIAT,35,56
270,A3SIAT,35,56
271,B4GALT,36,63
272,B4GALT,36,63
273,B4GALT,36,63
274,B4GALT,36,63
275,B4GALT,34,62
276,B4GALT,34,61
277,B4GALT,34,62
278,B4GALT,34,61
279,B4GALT,34,62
280,B4GALT,34,61
281,IGNT,47,87
282,A3SIAT,47,76
283,B4GALT,48,79
284,B4GALT,48,80
285,B4GALT,49,81
286,A3SIAT,49,77
287,B4GALT,50,81
288,A3SIAT,50,78
289,B4GALT,51,85
290,B4GALT,51,84
291,A3SIAT,52,82
292,B4GALT,52,86
293,B4GALT,53,86
294,A3SIAT,53,83
295,B4GALT,54,88
296,A6SIAT,57,89
297,A6SIAT,57,89
298,GNTV,58,96
299,B4GALT,58,93
300,B4GALT,58,94
301,B4GALT,58,94
302,B4GALT,58,93
303,GNTV,58,96
304,A6SIAT,59,90
305,A6SIAT,59,90
306,B4GALT,60,95
307,B4GALT,60,95
308,B4GALT,60,95
309,B4GALT,60,95
310,B4GALT,58,93
311,B4GALT,58,94
312,B4GALT,61,97
313,A6SIAT,61,91
314,GNTV,61,99
315,A6SIAT,61,91
316,B4GALT,61,97
317,GNTV,61,99
318,A6SIAT,62,92
319,B4GALT,62,97
320,B4GALT,62,97
321,A6SIAT,62,92
322,A6SIAT,63,92
323,B4GALT,63,98
324,A6SIAT,63,92
325,B4GALT,63,98
326,B4GALT,64,99
327,B4GALT,64,100
328,B4GALT,64,100
329,B4GALT,64,100
330,B4GALT,64,100
331,B4GALT,64,99
332,A6SIAT,63,92
333,B4GALT,63,98
334,B4GALT,62,97
335,A6SIAT,62,92
336,B4GALT,64,100
337,B4GALT,64,99
338,B4GALT,64,100
339,B4GALT,63,98
340,IGNT,63,101
341,IGNT,61,102
342,A6SIAT,61,91
343,B4GALT,61,97
344,A3SIAT,65,93
345,A3SIAT,65,93
346,A6SIAT,65,93
347,A6SIAT,65,93
348,B4GALT,65,103
349,GNTV,65,104
350,A6SIAT,66,94
351,B4GALT,66,103
352,A3SIAT,66,94
353,A3SIAT,66,95
354,A6SIAT,66,95
355,A6SIAT,66,95
356,A6SIAT,66,94
357,A3SIAT,66,95
358,A3SIAT,66,94
359,B4GALT,66,103
360,B4GALT,67,104
361,A6SIAT,67,96
362,A3SIAT,67,96
363,B4GALT,67,105
364,B4GALT,67,105
365,B4GALT,67,105
366,A6SIAT,67,96
367,B4GALT,67,105
368,A3SIAT,67,96
369,B4GALT,67,104
370,A6SIAT,66,94
371,A6SIAT,66,95
372,A3SIAT,66,94
373,A3SIAT,66,95
374,B4GALT,66,103
375,B4GALT,67,105
376,B4GALT,67,105
377,B4GALT,67,104
378,A3SIAT,67,96
379,A6SIAT,67,96
380,A6SIAT,66,95
381,B4GALT,66,103
382,IGNT,66,106
383,A6SIAT,66,94
384,A3SIAT,66,95
385,A3SIAT,66,94
386,A6SIAT,67,96
387,B4GALT,67,104
388,B4GALT,67,105
389,IGNT,67,107
390,A3SIAT,67,96
391,B4GALT,67,105
392,B4GALT,65,103
393,A6SIAT,65,93
394,A6SIAT,65,93
395,IGNT,65,108
396,A3SIAT,65,93
397,A3SIAT,65,93
398,B4GALT,68,108
399,B4GALT,68,109
400,B4GALT,68,106
401,A6SIAT,69,97
402,A6SIAT,69,98
403,A3SIAT,69,97
404,A3SIAT,69,97
405,A3SIAT,69,98
406,A6SIAT,69,97
407,A3SIAT,70,99
408,B4GALT,70,110
409,B4GALT,70,110
410,A6SIAT,70,99
411,A6SIAT,70,99
412,A3SIAT,70,99
413,B4GALT,71,110
414,A6SIAT,71,100
415,A6SIAT,71,100
416,A3SIAT,71,100
417,A3SIAT,71,100
418,B4GALT,71,110
419,A6SIAT,71,100
420,B4GALT,71,110
421,B4GALT,71,110
422,A6SIAT,71,100
423,A3SIAT,71,100
424,A3SIAT,71,100
425,IGNT,71,111
426,A6SIAT,71,100
427,A6SIAT,71,100
428,A3SIAT,71,100
429,B4GALT,71,110
430,B4GALT,71,110
431,A3SIAT,71,100
432,B4GALT,71,110
433,A6SIAT,71,100
434,A3SIAT,71,100
435,A3SIAT,71,100
436,IGNT,71,111
437,A6SIAT,71,100
438,B4GALT,71,110
439,A3SIAT,69,97
440,A3SIAT,69,97
441,IGNT,69,112
442,A3SIAT,69,98
443,A6SIAT,69,98
444,A6SIAT,69,97
445,A6SIAT,69,97
446,B4GALT,70,110
447,A3SIAT,70,99
448,A3SIAT,70,99
449,IGNT,70,113
450,A6SIAT,70,99
451,A6SIAT,70,99
452,B4GALT,70,110
453,B4GALT,72,112
454,B4GALT,72,114
455,A3SIAT,72,101
456,A6SIAT,72,101
457,B4GALT,73,115
458,B4GALT,73,113
459,B4GALT,73,111
460,B4GALT,73,111
461,A3SIAT,74,102
462,B4GALT,74,116
463,B4GALT,74,112
464,A6SIAT,74,102
465,B4GALT,75,114
466,B4GALT,75,116
467,A3SIAT,75,118
468,IGNT,75,117
469,A6SIAT,75,118
470,A3SIAT,57,89
471,IGNT,57,120
472,A3SIAT,57,89
473,B4GALT,58,93
474,B4GALT,58,94
475,GNTV,58,96
476,B4GALT,58,94
477,B4GALT,58,93
478,GNTV,58,96
479,IGNT,59,124
480,A3SIAT,59,90
481,A3SIAT,59,90
482,B4GALT,60,95
483,B4GALT,60,95
484,B4GALT,60,95
485,B4GALT,60,95
486,B4GALT,58,94
487,B4GALT,58,93
488,GNTV,61,99
489,B4GALT,61,97
490,A3SIAT,61,91
491,GNTV,61,99
492,B4GALT,61,97
493,A3SIAT,61,91
494,B4GALT,62,97
495,A3SIAT,62,92
496,A3SIAT,62,92
497,B4GALT,62,97
498,B4GALT,63,98
499,A3SIAT,63,92
500,A3SIAT,63,92
501,B4GALT,63,98
502,B4GALT,64,99
503,B4GALT,64,100
504,B4GALT,64,100
505,B4GALT,64,99
506,B4GALT,64,100
507,B4GALT,64,100
508,B4GALT,63,98
509,A3SIAT,63,92
510,A3SIAT,62,92
511,B4GALT,62,97
512,B4GALT,64,100
513,B4GALT,64,99
514,B4GALT,64,100
515,IGNT,63,101
516,A3SIAT,63,92
517,B4GALT,63,98
518,IGNT,61,102
519,B4GALT,61,97
520,A3SIAT,61,91
521,B4GALT,58,94
522,B4GALT,58,93
523,B4GALT,62,97
524,A3SIAT,62,92
525,B4GALT,64,100
526,B4GALT,64,99
527,B4GALT,64,100
528,B4GALT,61,97
529,A3SIAT,61,91
530,B4GALT,62,97
531,B4GALT,58,94
532,B4GALT,58,93
533,B4GALT,64,100
534,B4GALT,64,100
535,B4GALT,64,99
536,B4GALT,61,97
537,A6SIAT,61,91
538,B4GALT,77,121
539,B4GALT,78,122
540,A3SIAT,79,119
541,B4GALT,79,123
542,A3SIAT,80,120
543,B4GALT,80,123
544,A3SIAT,81,121
545,A3SIAT,81,122
546,B4GALT,82,126
547,B4GALT,83,127
548,B4GALT,84,128
549,A3SIAT,84,124
550,A3SIAT,85,125
551,B4GALT,85,128
552,A3SIAT,86,126
553,A3SIAT,86,127
554,B4GALT,87,130
555,A3SIAT,88,129
556,B4GALT,91,133
557,GNTV,91,135
558,B4GALT,92,134
559,B4GALT,92,134
560,B4GALT,92,134
561,A6SIAT,93,131
562,GNTV,93,139
563,B4GALT,93,137
564,A6SIAT,93,131
565,GNTV,93,139
566,B4GALT,93,137
567,A6SIAT,94,132
568,B4GALT,94,137
569,B4GALT,94,137
570,A6SIAT,94,132
571,A6SIAT,95,132
572,B4GALT,95,138
573,A6SIAT,95,132
574,B4GALT,95,138
575,B4GALT,96,139
576,B4GALT,96,140
577,B4GALT,96,140
578,B4GALT,96,140
579,B4GALT,96,140
580,B4GALT,96,139
581,B4GALT,95,138
582,A6SIAT,95,132
583,A6SIAT,94,132
584,B4GALT,94,137
585,B4GALT,96,139
586,B4GALT,96,140
587,B4GALT,96,140
588,IGNT,95,141
589,B4GALT,95,138
590,B4GALT,93,137
591,A6SIAT,93,131
592,IGNT,93,142
593,A6SIAT,97,134
594,A6SIAT,97,133
595,A6SIAT,97,134
596,A6SIAT,97,133
597,A6SIAT,98,134
598,A6SIAT,98,134
599,B4GALT,99,143
600,A6SIAT,99,135
601,B4GALT,99,143
602,A6SIAT,99,135
603,B4GALT,99,143
604,B4GALT,99,143
605,B4GALT,100,144
606,B4GALT,100,143
607,A6SIAT,100,136
608,A6SIAT,100,136
609,B4GALT,100,143
610,B4GALT,100,144
611,B4GALT,100,144
612,A6SIAT,100,136
613,B4GALT,100,143
614,B4GALT,100,144
615,A6SIAT,100,136
616,B4GALT,100,143
617,B4GALT,100,144
618,B4GALT,100,143
619,IGNT,100,145
620,IGNT,100,145
621,B4GALT,100,144
622,B4GALT,100,143
623,A6SIAT,100,136
624,A6SIAT,98,134
625,IGNT,98,146
626,A6SIAT,97,133
627,IGNT,97,147
628,A6SIAT,97,134
629,IGNT,99,148
630,A6SIAT,99,135
631,B4GALT,99,143
632,B4GALT,99,143
633,B4GALT,101,146
634,B4GALT,101,149
635,B4GALT,102,147
636,B4GALT,102,150
637,A3SIAT,103,138
638,A3SIAT,103,137
639,A6SIAT,103,137
640,A6SIAT,103,137
641,A6SIAT,103,138
642,A3SIAT,103,137
643,B4GALT,104,151
644,B4GALT,104,151
645,A3SIAT,104,139
646,A3SIAT,104,139
647,A6SIAT,104,139
648,A6SIAT,104,139
649,A3SIAT,105,140
650,A3SIAT,105,140
651,A6SIAT,105,140
652,A6SIAT,105,140
653,B4GALT,105,151
654,B4GALT,105,151
655,B4GALT,105,151
656,A6SIAT,105,140
657,A6SIAT,105,140
658,B4GALT,105,151
659,A3SIAT,105,140
660,A3SIAT,105,140
661,B4GALT,105,151
662,IGNT,105,152
663,A6SIAT,105,140
664,A6SIAT,105,140
665,A3SIAT,105,140
666,A3SIAT,105,140
667,B4GALT,105,151
668,B4GALT,105,151
669,A3SIAT,105,140
670,B4GALT,105,151
671,IGNT,105,152
672,A3SIAT,105,140
673,A6SIAT,105,140
674,A6SIAT,105,140
675,IGNT,103,153
676,A3SIAT,103,137
677,A6SIAT,103,137
678,A6SIAT,103,138
679,A6SIAT,103,137
680,A3SIAT,103,137
681,A3SIAT,103,138
682,IGNT,104,154
683,B4GALT,104,151
684,A3SIAT,104,139
685,A6SIAT,104,139
686,B4GALT,104,151
687,A6SIAT,104,139
688,A3SIAT,104,139
689,A6SIAT,106,141
690,A3SIAT,106,141
691,B4GALT,106,155
692,B4GALT,106,153
693,B4GALT,107,152
694,B4GALT,107,152
695,B4GALT,107,156
696,B4GALT,107,154
697,A6SIAT,108,142
698,A3SIAT,108,142
699,B4GALT,108,153
700,B4GALT,108,157
701,IGNT,109,158
702,A6SIAT,109,169
703,A3SIAT,109,169
704,B4GALT,109,155
705,B4GALT,109,157
706,A6SIAT,110,143
707,A6SIAT,110,143
708,A3SIAT,110,144
709,A6SIAT,110,144
710,B4GALT,110,159
711,A3SIAT,110,143
712,A3SIAT,110,143
713,IGNT,110,160
714,A6SIAT,110,144
715,A6SIAT,110,143
716,A6SIAT,110,143
717,A3SIAT,110,144
718,A3SIAT,110,143
719,A3SIAT,110,143
720,B4GALT,110,159
721,IGNT,110,161
722,A6SIAT,110,143
723,A6SIAT,110,144
724,A3SIAT,110,143
725,A3SIAT,110,143
726,B4GALT,110,159
727,A6SIAT,110,143
728,A3SIAT,110,144
729,A6SIAT,110,143
730,A3SIAT,110,143
731,A3SIAT,110,143
732,A6SIAT,110,144
733,B4GALT,110,159
734,A6SIAT,110,143
735,IGNT,110,161
736,A3SIAT,110,144
737,A6SIAT,111,145
738,A3SIAT,111,145
739,B4GALT,111,162
740,B4GALT,111,161
741,B4GALT,111,160
742,B4GALT,111,160
743,B4GALT,111,161
744,B4GALT,111,162
745,A3SIAT,111,145
746,A6SIAT,111,145
747,A3SIAT,112,147
748,A6SIAT,112,146
749,A6SIAT,112,147
750,A3SIAT,112,146
751,B4GALT,112,163
752,B4GALT,113,161
753,B4GALT,113,161
754,B4GALT,113,164
755,A3SIAT,113,148
756,A6SIAT,113,148
757,IGNT,114,165
758,B4GALT,114,163
759,A3SIAT,114,149
760,A3SIAT,114,170
761,A6SIAT,114,170
762,A6SIAT,114,149
763,B4GALT,115,164
764,B4GALT,115,162
765,B4GALT,115,162
766,IGNT,115,166
767,A6SIAT,115,171
768,A3SIAT,115,171
769,A6SIAT,116,150
770,A6SIAT,116,172
771,IGNT,116,167
772,A3SIAT,116,150
773,A3SIAT,116,172
774,B4GALT,116,163
775,B4GALT,117,167
776,B4GALT,117,168
777,B4GALT,117,165
778,B4GALT,91,133
779,GNTV,91,135
780,B4GALT,92,134
781,B4GALT,92,134
782,B4GALT,92,134
783,A3SIAT,93,131
784,B4GALT,93,137
785,GNTV,93,139
786,GNTV,93,139
787,B4GALT,93,137
788,A3SIAT,93,131
789,B4GALT,94,137
790,A3SIAT,94,132
791,B4GALT,94,137
792,A3SIAT,94,132
793,B4GALT,95,138
794,A3SIAT,95,132
795,B4GALT,95,138
796,A3SIAT,95,132
797,B4GALT,96,140
798,B4GALT,96,140
799,B4GALT,96,139
800,B4GALT,96,140
801,B4GALT,96,140
802,B4GALT,96,139
803,B4GALT,95,138
804,A3SIAT,95,132
805,B4GALT,94,137
806,A3SIAT,94,132
807,B4GALT,96,140
808,B4GALT,96,139
809,B4GALT,96,140
810,A3SIAT,95,132
811,B4GALT,95,138
812,IGNT,95,141
813,B4GALT,93,137
814,A3SIAT,93,131
815,IGNT,93,142
816,A3SIAT,97,133
817,A3SIAT,97,134
818,A3SIAT,97,134
819,A3SIAT,97,133
820,A3SIAT,98,134
821,A3SIAT,98,134
822,A3SIAT,99,135
823,B4GALT,99,143
824,B4GALT,99,143
825,B4GALT,99,143
826,B4GALT,99,143
827,A3SIAT,99,135
828,B4GALT,100,143
829,A3SIAT,100,136
830,B4GALT,100,144
831,B4GALT,100,144
832,B4GALT,100,143
833,A3SIAT,100,136
834,B4GALT,100,144
835,A3SIAT,100,136
836,B4GALT,100,143
837,B4GALT,100,144
838,B4GALT,100,143
839,A3SIAT,100,136
840,IGNT,100,145
841,B4GALT,100,143
842,B4GALT,100,144
843,A3SIAT,100,136
844,IGNT,100,145
845,A3SIAT,100,136
846,B4GALT,100,143
847,B4GALT,100,144
848,A3SIAT,98,134
849,A3SIAT,98,134
850,IGNT,98,146
851,IGNT,97,147
852,A3SIAT,97,134
853,A3SIAT,97,133
854,IGNT,99,148
855,B4GALT,99,143
856,B4GALT,99,143
857,A3SIAT,99,135
858,B4GALT,101,149
859,B4GALT,101,146
860,B4GALT,102,147
861,B4GALT,102,150
862,B4GALT,118,172
863,B4GALT,118,170
864,B4GALT,118,170
865,B4GALT,118,172
866,B4GALT,92,134
867,B4GALT,91,133
868,A3SIAT,94,132
869,B4GALT,94,137
870,B4GALT,96,139
871,B4GALT,96,140
872,B4GALT,96,140
873,A3SIAT,93,131
874,B4GALT,93,137
875,A3SIAT,100,136
876,B4GALT,100,144
877,B4GALT,100,143
878,A3SIAT,100,136
879,B4GALT,100,143
880,B4GALT,100,144
881,A3SIAT,97,134
882,A3SIAT,97,133
883,B4GALT,99,143
884,B4GALT,99,143
885,A3SIAT,99,135
886,B4GALT,94,137
887,B4GALT,100,143
888,B4GALT,100,144
889,A6SIAT,97,133
890,B4GALT,91,133
891,B4GALT,96,139
892,B4GALT,96,140
893,B4GALT,96,140
894,B4GALT,93,137
895,A6SIAT,93,131
896,B4GALT,100,143
897,A6SIAT,100,136
898,B4GALT,100,144
899,B4GALT,99,143
900,A6SIAT,99,135
901,B4GALT,99,143
902,B4GALT,119,174
903,B4GALT,120,175
904,A3SIAT,121,173
905,A3SIAT,122,173
906,A3SIAT,123,174
907,A3SIAT,123,175
908,B4GALT,124,177
909,B4GALT,125,178
910,A3SIAT,126,176
911,A3SIAT,127,176
912,A3SIAT,128,178
913,A3SIAT,128,177
914,A3SIAT,130,179
915,B4GALT,131,181
916,GNTV,131,183
917,B4GALT,132,182
918,B4GALT,132,182
919,B4GALT,132,182
920,A6SIAT,133,180
921,A6SIAT,134,180
922,A6SIAT,134,180
923,B4GALT,135,185
924,B4GALT,135,185
925,B4GALT,136,186
926,B4GALT,136,186
927,B4GALT,136,186
928,B4GALT,136,186
929,IGNT,134,187
930,A6SIAT,137,182
931,A6SIAT,137,181
932,A6SIAT,137,182
933,A6SIAT,137,181
934,A6SIAT,138,182
935,A6SIAT,138,182
936,B4GALT,139,188
937,B4GALT,139,188
938,A6SIAT,139,183
939,B4GALT,139,188
940,A6SIAT,139,183
941,B4GALT,139,188
942,B4GALT,140,189
943,A6SIAT,140,184
944,B4GALT,140,188
945,A6SIAT,140,184
946,B4GALT,140,189
947,B4GALT,140,188
948,B4GALT,140,189
949,B4GALT,140,188
950,A6SIAT,140,184
951,A6SIAT,140,184
952,B4GALT,140,189
953,B4GALT,140,188
954,B4GALT,140,188
955,B4GALT,140,189
956,IGNT,140,190
957,IGNT,140,190
958,B4GALT,140,188
959,A6SIAT,140,184
960,B4GALT,140,189
961,IGNT,138,191
962,A6SIAT,138,182
963,IGNT,137,192
964,A6SIAT,137,181
965,A6SIAT,137,182
966,B4GALT,139,188
967,A6SIAT,139,183
968,IGNT,139,193
969,B4GALT,139,188
970,B4GALT,141,191
971,B4GALT,141,194
972,B4GALT,142,195
973,B4GALT,142,192
974,A6SIAT,143,186
975,A6SIAT,143,185
976,B4GALT,143,196
977,A6SIAT,143,186
978,B4GALT,143,196
979,A6SIAT,143,185
980,B4GALT,144,196
981,A6SIAT,144,186
982,A6SIAT,144,186
983,IGNT,143,197
984,B4GALT,143,196
985,A6SIAT,143,185
986,IGNT,143,197
987,A6SIAT,143,186
988,B4GALT,143,196
989,A6SIAT,143,185
990,B4GALT,144,196
991,A6SIAT,144,186
992,IGNT,144,198
993,IGNT,144,198
994,B4GALT,144,196
995,A6SIAT,144,186
996,A6SIAT,144,186
997,B4GALT,143,196
998,A6SIAT,143,186
999,A6SIAT,143,185
1000,IGNT,143,199
1001,A6SIAT,143,186
1002,A6SIAT,143,185
1003,IGNT,143,199
1004,B4GALT,143,196
1005,B4GALT,145,198
1006,B4GALT,145,200
1007,B4GALT,145,197
1008,B4GALT,145,197
1009,B4GALT,145,200
1010,B4GALT,145,198
1011,B4GALT,146,201
1012,A6SIAT,146,187
1013,A6SIAT,147,187
1014,B4GALT,147,202
1015,B4GALT,148,199
1016,B4GALT,148,199
1017,B4GALT,148,203
1018,IGNT,149,204
1019,A6SIAT,149,226
1020,B4GALT,149,201
1021,IGNT,150,205
1022,B4GALT,150,202
1023,A6SIAT,150,227
1024,A6SIAT,151,188
1025,A6SIAT,151,189
1026,B4GALT,151,207
1027,A3SIAT,151,188
1028,A3SIAT,151,188
1029,A3SIAT,151,189
1030,A6SIAT,151,188
1031,A6SIAT,151,189
1032,A6SIAT,151,188
1033,A6SIAT,151,188
1034,A3SIAT,151,189
1035,A3SIAT,151,188
1036,A3SIAT,151,188
1037,B4GALT,151,207
1038,IGNT,151,208
1039,A3SIAT,151,188
1040,A6SIAT,151,188
1041,A3SIAT,151,188
1042,B4GALT,151,207
1043,A3SIAT,151,189
1044,IGNT,151,209
1045,A6SIAT,151,189
1046,A6SIAT,151,188
1047,A6SIAT,151,188
1048,IGNT,151,209
1049,A6SIAT,151,188
1050,B4GALT,151,207
1051,A3SIAT,151,189
1052,A3SIAT,151,188
1053,A3SIAT,151,188
1054,A6SIAT,151,189
1055,B4GALT,152,210
1056,A6SIAT,152,190
1057,A3SIAT,152,190
1058,B4GALT,152,209
1059,B4GALT,152,208
1060,B4GALT,152,208
1061,B4GALT,152,209
1062,B4GALT,152,210
1063,A3SIAT,152,190
1064,A6SIAT,152,190
1065,B4GALT,153,211
1066,A3SIAT,153,191
1067,A3SIAT,153,192
1068,A6SIAT,153,191
1069,A6SIAT,153,192
1070,A3SIAT,154,193
1071,A6SIAT,154,193
1072,B4GALT,154,212
1073,B4GALT,154,209
1074,B4GALT,154,209
1075,B4GALT,155,211
1076,A3SIAT,155,194
1077,IGNT,155,213
1078,A6SIAT,155,228
1079,A6SIAT,155,194
1080,A3SIAT,155,228
1081,IGNT,156,214
1082,A3SIAT,156,229
1083,A6SIAT,156,229
1084,B4GALT,156,210
1085,B4GALT,156,210
1086,B4GALT,156,212
1087,IGNT,157,215
1088,A3SIAT,157,195
1089,A3SIAT,157,230
1090,B4GALT,157,211
1091,A6SIAT,157,195
1092,A6SIAT,157,230
1093,B4GALT,158,215
1094,B4GALT,158,216
1095,B4GALT,158,213
1096,A6SIAT,159,196
1097,A3SIAT,159,196
1098,A3SIAT,159,196
1099,A6SIAT,159,196
1100,A3SIAT,159,196
1101,A6SIAT,159,196
1102,A6SIAT,159,196
1103,IGNT,159,217
1104,A3SIAT,159,196
1105,B4GALT,160,217
1106,B4GALT,160,218
1107,A6SIAT,160,197
1108,A6SIAT,160,197
1109,A3SIAT,160,197
1110,A3SIAT,160,197
1111,A6SIAT,161,198
1112,B4GALT,161,217
1113,B4GALT,161,219
1114,A3SIAT,161,198
1115,A6SIAT,161,199
1116,A3SIAT,161,199
1117,A6SIAT,161,198
1118,A3SIAT,161,199
1119,A6SIAT,161,199
1120,B4GALT,161,219
1121,B4GALT,161,217
1122,A3SIAT,161,198
