,WT,mgat4a,mgat4b,mgat5,mgat1,mgat3,st3gal4,b4galt1,b4galt2,b4galt3,b4galt4,mgat2,fut8,b4galt1/2/3,b3gnt1,b3gnt2,b3gnt8,b3gnt2/mgat4a/4b/5,st3gal3,st6gal-KI/st3gal4/6_mgat4a/4b/5,b4galt1/2,b4galt1/3,mgat4a/4b,mgat4c,mgat5b,st3gal6,st3gal3/4,st3gal4/6,st6gal-KI/st3gal4/6,mgat2/st3gal4/6,mgat2/4a/4b/5,mgat2/4a/4b/5/st3gal4/6
15,0.9999999999999999,0.9748262900102517,1.0,0.9600154903669282,0.0,0.9999999999999998,1.0,0.43737408822507806,0.965078373577466,0.9757341224675621,0.994504579517069,0.0,1.0,0.0,0.975029295240221,0.9999999999999999,1.0,0.9863818424566086,0.9406409438775509,0.9856074766355141,0.38848563339557846,0.020913380953608913,1.0,0.9999999999999999,1.0,0.7422348326796295,1.0,1.0,0.8993534642919071,0.0,0.0,0.0
16,0.7339295360422543,0.6438090898735618,0.9437706329840678,0.0,0.0,0.7441712834718374,0.6591686235735179,0.5840743313650572,0.5562669581682251,0.6481220122922832,0.7762281432139883,0.0,0.918876126320638,1.0,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.5128348214285714,0.0,0.8711975182217939,0.5857036024652518,0.8444961877368397,0.6959176996619287,0.7247376082126714,0.2076107819410832,0.7131607473060002,0.7612068965517241,0.3850231613366692,0.0,0.0,0.0
17,0.4065182161935057,0.3503588107984964,0.5160757858475671,0.701616807048117,0.0,0.3844067405355493,0.0,0.11408475164987843,0.3532569443088876,0.30828590940132033,0.6481681931723563,0.8923,0.7882373261939719,0.0,0.09527928129010658,0.5141436002581918,0.359114678341238,0.6675567423230974,0.28585778061224487,0.9345794392523364,0.008132040238539846,0.0,0.6067205405652194,0.4924206623286924,0.5103041446410786,0.0009680380539097054,0.0,0.0,0.049790680968069545,0.1266910303263448,0.8779631255487269,0.03579186413902054
19,0.0,0.0,0.0,0.0,0.4817187725805675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25638484976095516,0.0,0.0,0.0
25,0.902556869335574,0.8562478642214374,0.0,0.6485623003194889,0.0,0.9063077100646351,0.8042681168376384,0.16179228898923237,0.7757715356536338,0.8354655133166401,0.9169858451290589,0.4566,0.0,0.0,0.6745438312594164,0.9761552188935717,0.9012829867444972,0.0,0.675797193877551,0.0,0.03401903499789169,0.0,0.0,0.9001781235232105,0.9399754845629357,0.3340899607777686,0.8551935216476441,0.8425412293853074,0.5950357947930341,0.263512213887286,0.0,0.0
26,0.902556869335574,0.8562478642214374,0.0,0.6485623003194889,0.0,0.9063077100646351,0.875293536027685,0.2063390065995137,0.7866833238985731,0.8354655133166401,0.9169858451290589,0.4566,0.0,0.0,0.6968361140561353,0.9761552188935717,0.9012829867444972,0.0,0.675797193877551,0.0,0.13774772604059993,0.003842285773227778,0.0,0.9001781235232105,0.9399754845629357,0.3860635900859551,0.8940253777976153,0.9198275862068965,0.6025910971289851,0.263512213887286,0.0,0.0
27,0.9999999999999999,0.9846223943501536,1.0,0.9776357827476039,0.0,0.9999999999999998,0.9289745808099534,0.27622438346648137,0.932050205938043,0.9489870248122013,0.9831390507910074,0.0,0.0,0.0,0.9527370124435021,0.9999999999999999,1.0,0.9863818424566086,0.9406409438775509,0.955607476635514,0.03401903499789169,0.0,1.0,0.9999999999999999,1.0,0.5009930735208211,0.9518587005037302,0.8848950524737632,0.8606356362555424,0.0,0.0,0.0
28,0.902556869335574,0.8658844970953411,0.0,0.6485623003194889,0.0,0.9063077100646351,0.875293536027685,0.4879819381729766,0.8122157371801129,0.8631231504666516,0.9283513738551206,0.0,0.0,0.7282321899736148,0.7218068188159142,0.9761552188935717,0.9012829867444972,0.0,0.73515625,0.0,0.7206041804710559,0.3017870496918435,0.0,0.9001781235232105,0.9399754845629357,0.6319786364015689,0.8940253777976153,0.9471889055472265,0.612871262602492,0.0,0.0,0.0
29,0.9999999999999999,0.9748262900102517,1.0,0.9600154903669282,0.0,0.9999999999999998,1.0,0.43737408822507806,0.965078373577466,0.9757341224675621,0.994504579517069,0.0,0.0,0.0,0.975029295240221,0.9999999999999999,1.0,0.9863818424566086,0.9406409438775509,0.9856074766355141,0.38848563339557846,0.020913380953608913,1.0,0.9999999999999999,1.0,0.7422348326796295,1.0,1.0,0.8993534642919071,0.0,0.0,0.0
30,0.7339295360422543,0.6438090898735618,0.9437706329840678,0.0,0.0,0.7441712834718374,0.6591686235735179,0.5840743313650572,0.5562669581682251,0.6481220122922832,0.7762281432139883,0.0,0.0,1.0,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.5128348214285714,0.0,0.8711975182217939,0.5857036024652518,0.8444961877368397,0.6959176996619287,0.7247376082126714,0.2076107819410832,0.7131607473060002,0.7612068965517241,0.3850231613366692,0.0,0.0,0.0
31,0.902556869335574,0.8562478642214374,0.0,0.6485623003194889,0.0,0.9063077100646351,0.8042681168376384,0.16179228898923237,0.7757715356536338,0.8354655133166401,0.9169858451290589,0.4566,0.5952154762932895,0.0,0.6745438312594164,0.9761552188935717,0.9012829867444972,0.0,0.675797193877551,0.0,0.03401903499789169,0.0,0.0,0.9001781235232105,0.9399754845629357,0.3340899607777686,0.8551935216476441,0.8425412293853074,0.5741534345661274,0.263512213887286,0.0,0.0
34,0.9999999999999999,0.9748262900102517,1.0,0.9600154903669282,0.0,0.9999999999999998,0.9289745808099534,0.220910038207711,0.932050205938043,0.9489870248122013,0.9831390507910074,0.0,1.0,0.0,0.9527370124435021,0.9999999999999999,1.0,0.9863818424566086,0.9406409438775509,0.955607476635514,0.03401903499789169,0.0,1.0,0.9999999999999999,1.0,0.5009930735208211,0.9518587005037302,0.8848950524737632,0.8606356362555424,0.0,0.0,0.0
35,0.902556869335574,0.8562478642214374,0.0,0.6485623003194889,0.0,0.9063077100646351,0.875293536027685,0.3262938520319555,0.7977122333053545,0.8541998634190758,0.9283513738551206,0.0,0.5952154762932895,0.0,0.6968361140561353,0.9761552188935717,0.9012829867444972,0.0,0.675797193877551,0.0,0.38848563339557846,0.014956548647463833,0.0,0.9001781235232105,0.9399754845629357,0.49570224484686637,0.8940253777976153,0.9471889055472265,0.612871262602492,0.0,0.0,0.0
37,0.7339295360422543,0.6438090898735618,0.0,0.0,0.0,0.7441712834718374,0.6591686235735179,0.3483153872872525,0.5348923461320737,0.6247666742544958,0.7707327227310574,0.0,0.5952154762932895,0.7282321899736148,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.5128348214285714,0.0,0.7206041804710559,0.3017870496918435,0.0,0.6959176996619287,0.7247376082126714,0.2076107819410832,0.7131607473060002,0.7612068965517241,0.3433822982981991,0.0,0.0,0.0
39,0.7339295360422543,0.6438090898735618,0.9437706329840678,0.0,0.0,0.7441712834718374,0.6591686235735179,0.32254254949635286,0.5376251732417187,0.6306851809697246,0.7707327227310574,0.0,0.918876126320638,0.4762532981530343,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.4732461734693878,0.0,0.5721793867839287,0.07452487170891461,0.8444961877368397,0.6959176996619287,0.7247376082126714,0.2076107819410832,0.7131607473060002,0.7612068965517241,0.3534890633902252,0.0,0.0,0.0
40,0.4065182161935057,0.3503588107984964,0.5160757858475671,0.701616807048117,0.0,0.3844067405355493,0.0,0.11408475164987843,0.3532569443088876,0.30828590940132033,0.6481681931723563,0.8923,0.0,0.0,0.09527928129010658,0.5141436002581918,0.359114678341238,0.6675567423230974,0.28585778061224487,0.9345794392523364,0.008132040238539846,0.0,0.6067205405652194,0.4924206623286924,0.5103041446410786,0.0009680380539097054,0.0,0.0,0.049790680968069545,0.1266910303263448,0.8779631255487269,0.03579186413902054
41,0.3594922273573014,0.29053422941109464,0.0,0.48407396650208157,0.0,0.3391909048938134,0.0,0.08395276137547758,0.2715258935368639,0.24101980423400868,0.592797668609492,0.4566,0.38345280248726143,0.0,0.05928798616148653,0.5141436002581918,0.3114739146296972,0.0,0.20213647959183673,0.0,0.008132040238539846,0.0,0.0,0.4354574866407357,0.4502796292040144,0.0009680380539097054,0.0,0.0,0.049790680968069545,0.031352183112136944,0.0,0.0
42,0.7431426685072924,0.6015947146599839,0.0,0.6157904927872979,0.0,0.7080736380424745,0.0,0.16516151441472732,0.6111577426848075,0.6285454131572957,0.8192756036636135,0.3883,0.5952154762932895,0.0,0.2628620054684449,0.8546151801647871,0.7001398516356562,0.0,0.45460778061224494,0.0,0.06999578338654297,0.003842285773227778,0.0,0.9001781235232105,0.9399754845629357,0.03585078861720771,0.0,0.0,0.028908320741162768,0.11322690260947617,0.0,0.0
44,0.9849648880619409,0.8831757603371682,0.8973015645184441,0.9183851292477492,0.0,0.9405874884579869,0.004943764676801384,0.3142757902049322,0.9046438540670324,0.9197587070339178,0.9823480432972522,0.0,1.0,0.0,0.7049132302884883,0.9999999999999999,0.9847683327252829,0.9522696929238984,0.8416932397959183,0.9856074766355141,0.24679236190590925,0.020913380953608913,0.967584349175912,0.9999999999999999,1.0,0.11796712008678961,0.0,0.0,0.028908320741162768,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017118676668590113,0.057155399473222124,0.537272906793049
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15744754638460204,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6777230052763258,0.0,0.0,0.0
62,0.902556869335574,0.8562478642214374,0.0,0.6485623003194889,0.0,0.9063077100646351,0.8042681168376384,0.16179228898923237,0.7757715356536338,0.8354655133166401,0.9169858451290589,0.4566,0.0,0.0,0.6745438312594164,0.9761552188935717,0.9012829867444972,0.0,0.675797193877551,0.0,0.03401903499789169,0.0,0.0,0.9001781235232105,0.9399754845629357,0.3340899607777686,0.8551935216476441,0.8425412293853074,0.5741534345661274,0.263512213887286,0.0,0.0
65,0.9999999999999999,0.9748262900102517,1.0,0.9600154903669282,0.0,0.9999999999999998,0.9289745808099534,0.220910038207711,0.932050205938043,0.9489870248122013,0.9831390507910074,0.0,0.0,0.0,0.9527370124435021,0.9999999999999999,1.0,0.9863818424566086,0.9406409438775509,0.955607476635514,0.03401903499789169,0.0,1.0,0.9999999999999999,1.0,0.5009930735208211,0.9518587005037302,0.8848950524737632,0.8606356362555424,0.0,0.0,0.0
66,0.902556869335574,0.8562478642214374,0.0,0.6485623003194889,0.0,0.9063077100646351,0.875293536027685,0.3262938520319555,0.7977122333053545,0.8541998634190758,0.9283513738551206,0.0,0.0,0.0,0.6968361140561353,0.9761552188935717,0.9012829867444972,0.0,0.675797193877551,0.0,0.38848563339557846,0.014956548647463833,0.0,0.9001781235232105,0.9399754845629357,0.49570224484686637,0.8940253777976153,0.9471889055472265,0.612871262602492,0.0,0.0,0.0
68,0.7339295360422543,0.6438090898735618,0.0,0.0,0.0,0.7441712834718374,0.6591686235735179,0.3483153872872525,0.5348923461320737,0.6247666742544958,0.7707327227310574,0.0,0.0,0.7282321899736148,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.5128348214285714,0.0,0.7206041804710559,0.3017870496918435,0.0,0.6959176996619287,0.7247376082126714,0.2076107819410832,0.7131607473060002,0.7612068965517241,0.3433822982981991,0.0,0.0,0.0
70,0.7339295360422543,0.6438090898735618,0.9437706329840678,0.0,0.0,0.7441712834718374,0.6591686235735179,0.32254254949635286,0.5376251732417187,0.6306851809697246,0.7707327227310574,0.0,0.0,0.4762532981530343,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.4732461734693878,0.0,0.5721793867839287,0.07452487170891461,0.8444961877368397,0.6959176996619287,0.7247376082126714,0.2076107819410832,0.7131607473060002,0.7612068965517241,0.3534890633902252,0.0,0.0,0.0
73,0.902556869335574,0.8562478642214374,0.0,0.6485623003194889,0.0,0.9063077100646351,0.875293536027685,0.2063390065995137,0.7866833238985731,0.8354655133166401,0.9169858451290589,0.0,0.5952154762932895,0.0,0.6968361140561353,0.9761552188935717,0.9012829867444972,0.0,0.675797193877551,0.0,0.13774772604059993,0.003842285773227778,0.0,0.9001781235232105,0.9399754845629357,0.3860635900859551,0.8940253777976153,0.9198275862068965,0.6025910971289851,0.0,0.0,0.0
79,0.7339295360422543,0.6438090898735618,0.0,0.0,0.0,0.7441712834718374,0.6591686235735179,0.2604550191038555,0.527123309063226,0.6158433872069201,0.7707327227310574,0.0,0.5952154762932895,0.20448548812664907,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.4732461734693878,0.0,0.5721793867839287,0.048479847340055185,0.0,0.6959176996619287,0.7247376082126714,0.2076107819410832,0.7131607473060002,0.7612068965517241,0.3433822982981991,0.0,0.0,0.0
80,0.7339295360422543,0.6438090898735618,0.9437706329840678,0.0,0.0,0.7441712834718374,0.6591686235735179,0.21297325460229244,0.5274161119678308,0.6238561347598451,0.7707327227310574,0.0,0.918876126320638,0.0,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.45347576530612244,0.0,0.38848563339557846,0.020913380953608913,0.8444961877368397,0.6959176996619287,0.7247376082126714,0.2076107819410832,0.7131607473060002,0.7612068965517241,0.3433822982981991,0.0,0.0,0.0
82,0.3594922273573014,0.29053422941109464,0.0,0.48407396650208157,0.0,0.3391909048938134,0.0,0.08395276137547758,0.2715258935368639,0.24101980423400868,0.592797668609492,0.4566,0.0,0.0,0.05928798616148653,0.5141436002581918,0.3114739146296972,0.0,0.20213647959183673,0.0,0.008132040238539846,0.0,0.0,0.4354574866407357,0.4502796292040144,0.0009680380539097054,0.0,0.0,0.049790680968069545,0.031352183112136944,0.0,0.0
83,0.7431426685072924,0.6015947146599839,0.0,0.6157904927872979,0.0,0.7080736380424745,0.0,0.16516151441472732,0.6111577426848075,0.6285454131572957,0.8192756036636135,0.3883,0.0,0.0,0.2628620054684449,0.8546151801647871,0.7001398516356562,0.0,0.45460778061224494,0.0,0.06999578338654297,0.003842285773227778,0.0,0.9001781235232105,0.9399754845629357,0.03585078861720771,0.0,0.0,0.028908320741162768,0.11322690260947617,0.0,0.0
85,0.9849648880619409,0.8831757603371682,0.8973015645184441,0.9183851292477492,0.0,0.9405874884579869,0.004943764676801384,0.3142757902049322,0.9046438540670324,0.9197587070339178,0.9823480432972522,0.0,0.0,0.0,0.7049132302884883,0.9999999999999999,0.9847683327252829,0.9522696929238984,0.8416932397959183,0.9856074766355141,0.24679236190590925,0.020913380953608913,0.967584349175912,0.9999999999999999,1.0,0.11796712008678961,0.0,0.0,0.028908320741162768,0.0,0.0,0.0
86,0.3594922273573014,0.29053422941109464,0.0,0.48407396650208157,0.0,0.3391909048938134,0.0,0.08395276137547758,0.2715258935368639,0.24101980423400868,0.592797668609492,0.4566,0.38345280248726143,0.0,0.05928798616148653,0.5141436002581918,0.3114739146296972,0.0,0.20213647959183673,0.0,0.008132040238539846,0.0,0.0,0.4354574866407357,0.4502796292040144,0.0009680380539097054,0.0,0.0,0.028908320741162768,0.031352183112136944,0.0,0.0
87,0.7431426685072924,0.6015947146599839,0.0,0.6157904927872979,0.0,0.7080736380424745,0.0,0.13751302535602639,0.6042475941361339,0.6285454131572957,0.8192756036636135,0.3883,0.5952154762932895,0.0,0.2628620054684449,0.8546151801647871,0.7001398516356562,0.0,0.45460778061224494,0.0,0.024079874706342985,0.0,0.0,0.9001781235232105,0.9399754845629357,0.03585078861720771,0.0,0.0,0.028908320741162768,0.11322690260947617,0.0,0.0
91,0.9849648880619409,0.8831757603371682,0.8973015645184441,0.9183851292477492,0.0,0.9405874884579869,0.004943764676801384,0.20286557832580754,0.8834644439672842,0.9038242658775325,0.974895920066611,0.0,1.0,0.0,0.7049132302884883,0.9999999999999999,0.9847683327252829,0.9522696929238984,0.8416932397959183,0.955607476635514,0.03401903499789169,0.0,0.967584349175912,0.9999999999999999,1.0,0.11796712008678961,0.0,0.0,0.028908320741162768,0.0,0.0,0.0
92,0.902556869335574,0.786786649960132,0.0,0.6366056733468874,0.0,0.8613515697137579,0.004943764676801384,0.21590830149357415,0.7505124050830585,0.8055542909173686,0.9161948376353037,0.0,0.5952154762932895,0.0,0.5324479660733218,0.9761552188935717,0.9012829867444972,0.0,0.63125,0.0,0.24679236190590925,0.014956548647463833,0.0,0.9001781235232105,0.9399754845629357,0.11796712008678961,0.0,0.0,0.028908320741162768,0.0,0.0,0.0
95,0.681891843226697,0.5945551885180544,0.596239414382087,0.0,0.0,0.7006001846722067,0.05034400362542743,0.2685133726988537,0.4832614339534248,0.5427270657864786,0.6590757701915071,0.0,0.7394133056970953,0.4762532981530343,0.31408682551196926,0.723886547442761,0.6908062750820869,0.0,0.4347895408163265,0.0,0.4553189566893559,0.07452487170891461,0.6633337898917956,0.6328837834890398,0.6668964988891443,0.0877743469915714,0.031116495568449917,0.0,0.010106765092026059,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04460052677787533,0.043592022116903634
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017118676668590113,0.057155399473222124,0.537272906793049
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008670019074041961,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25638484976095516,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15744754638460204,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6777230052763258,0.0,0.0,0.0
132,0.902556869335574,0.8562478642214374,0.0,0.6485623003194889,0.0,0.9063077100646351,0.875293536027685,0.2063390065995137,0.7866833238985731,0.8354655133166401,0.9169858451290589,0.0,0.0,0.0,0.6968361140561353,0.9761552188935717,0.9012829867444972,0.0,0.675797193877551,0.0,0.13774772604059993,0.003842285773227778,0.0,0.9001781235232105,0.9399754845629357,0.3860635900859551,0.8940253777976153,0.9198275862068965,0.6025910971289851,0.0,0.0,0.0
138,0.7339295360422543,0.6438090898735618,0.0,0.0,0.0,0.7441712834718374,0.6591686235735179,0.2604550191038555,0.527123309063226,0.6158433872069201,0.7707327227310574,0.0,0.0,0.20448548812664907,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.4732461734693878,0.0,0.5721793867839287,0.048479847340055185,0.0,0.6959176996619287,0.7247376082126714,0.2076107819410832,0.7131607473060002,0.7612068965517241,0.3433822982981991,0.0,0.0,0.0
139,0.7339295360422543,0.6438090898735618,0.9437706329840678,0.0,0.0,0.7441712834718374,0.6591686235735179,0.21297325460229244,0.5274161119678308,0.6238561347598451,0.7707327227310574,0.0,0.0,0.0,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.45347576530612244,0.0,0.38848563339557846,0.020913380953608913,0.8444961877368397,0.6959176996619287,0.7247376082126714,0.2076107819410832,0.7131607473060002,0.7612068965517241,0.3433822982981991,0.0,0.0,0.0
141,0.902556869335574,0.8562478642214374,0.0,0.6485623003194889,0.0,0.9063077100646351,0.8042681168376384,0.16179228898923237,0.7757715356536338,0.8354655133166401,0.9169858451290589,0.0,0.5952154762932895,0.0,0.6745438312594164,0.9761552188935717,0.9012829867444972,0.0,0.675797193877551,0.0,0.03401903499789169,0.0,0.0,0.9001781235232105,0.9399754845629357,0.3340899607777686,0.8551935216476441,0.8425412293853074,0.5741534345661274,0.0,0.0,0.0
147,0.7339295360422543,0.6438090898735618,0.9437706329840678,0.0,0.0,0.7441712834718374,0.612120463065958,0.10121569989579714,0.5074079134865018,0.6017755520145686,0.7593671940049957,0.0,0.918876126320638,0.0,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.45347576530612244,0.0,0.03401903499789169,0.0,0.8444961877368397,0.6959176996619287,0.7247376082126714,0.18135692230660103,0.6927883695721483,0.6885307346326837,0.32710743392206887,0.0,0.0,0.0
148,0.7339295360422543,0.6438090898735618,0.0,0.0,0.0,0.7441712834718374,0.6591686235735179,0.18662730114623133,0.5203888422573153,0.6158433872069201,0.7707327227310574,0.0,0.5952154762932895,0.0,0.3390575302717483,0.723886547442761,0.6908062750820869,0.0,0.45347576530612244,0.0,0.38848563339557846,0.014956548647463833,0.0,0.6959176996619287,0.7247376082126714,0.2076107819410832,0.7131607473060002,0.7612068965517241,0.3433822982981991,0.0,0.0,0.0
