,WT,mgat4a,mgat4b,mgat5,mgat1,mgat3,st3gal4,b4galt1,b4galt2,b4galt3,b4galt4,mgat2,fut8,b4galt1/2/3,b3gnt1,b3gnt2,b3gnt8,b3gnt2/mgat4a/4b/5,st3gal3,st6gal-KI/st3gal4/6_mgat4a/4b/5,b4galt1/2,b4galt1/3,mgat4a/4b,mgat4c,mgat5b,st3gal6,st3gal3/4,st3gal4/6,st6gal-KI/st3gal4/6,mgat2/st3gal4/6,mgat2/4a/4b/5,mgat2/4a/4b/5/st3gal4/6
0,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999
3,0.9999999999999999,0.9846223943501536,1.0,0.9776357827476039,0.0,0.9999999999999998,0.9289745808099534,0.27622438346648137,0.932050205938043,0.9489870248122013,0.9831390507910074,1.0,1.0,0.0,0.9527370124435021,0.9999999999999999,1.0,0.9863818424566086,0.9406409438775509,0.955607476635514,0.03401903499789169,0.0,1.0,0.9999999999999999,1.0,0.5009930735208211,0.9518587005037302,0.8848950524737632,0.8815179964824492,1.0,0.9999999999999999,0.9728969194312795
5,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0000000000000002,0.9999999999999998,0.0,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999998,1.0,1.0,0.8348332860568866,1.0,0.9999999999999999,1.0,0.9886005173996497,1.0,1.0,0.9791176397730931,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.9482634038248472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25638484976095516,0.0,0.0,0.0
8,0.9999999999999999,0.9846223943501536,1.0,0.9776357827476039,0.0,0.9999999999999998,0.9289745808099534,0.27622438346648137,0.932050205938043,0.9489870248122013,0.9831390507910074,1.0,0.0,0.0,0.9527370124435021,0.9999999999999999,1.0,0.9863818424566086,0.9406409438775509,0.955607476635514,0.03401903499789169,0.0,1.0,0.9999999999999999,1.0,0.5009930735208211,0.9518587005037302,0.8848950524737632,0.8815179964824492,1.0,0.9999999999999999,0.9728969194312795
10,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0000000000000002,0.9999999999999998,0.0,0.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999998,1.0,1.0,0.8348332860568866,1.0,0.9999999999999999,1.0,0.9886005173996497,1.0,1.0,0.9791176397730931,0.0,0.0,0.0
11,0.902556869335574,0.8562478642214374,0.0,0.6485623003194889,0.0,0.9063077100646351,0.8042681168376384,0.16179228898923237,0.7757715356536338,0.8354655133166401,0.9169858451290589,0.4566,0.5952154762932895,0.0,0.6745438312594164,0.9761552188935717,0.9012829867444972,0.0,0.675797193877551,0.0,0.03401903499789169,0.0,0.0,0.9001781235232105,0.9399754845629357,0.3340899607777686,0.8551935216476441,0.8425412293853074,0.5950357947930341,0.263512213887286,0.0,0.0
12,0.902556869335574,0.8562478642214374,0.0,0.6485623003194889,0.0,0.9063077100646351,0.875293536027685,0.2063390065995137,0.7866833238985731,0.8354655133166401,0.9169858451290589,0.4566,0.5952154762932895,0.0,0.6968361140561353,0.9761552188935717,0.9012829867444972,0.0,0.675797193877551,0.0,0.13774772604059993,0.003842285773227778,0.0,0.9001781235232105,0.9399754845629357,0.3860635900859551,0.8940253777976153,0.9198275862068965,0.6025910971289851,0.263512213887286,0.0,0.0
13,0.9999999999999999,0.9846223943501536,1.0,0.9776357827476039,0.0,0.9999999999999998,0.9289745808099534,0.27622438346648137,0.932050205938043,0.9489870248122013,0.9831390507910074,0.0,1.0,0.0,0.9527370124435021,0.9999999999999999,1.0,0.9863818424566086,0.9406409438775509,0.955607476635514,0.03401903499789169,0.0,1.0,0.9999999999999999,1.0,0.5009930735208211,0.9518587005037302,0.8848950524737632,0.8606356362555424,0.0,0.0,0.0
