,WT,mgat4a/4b/5,mgat4b,mgat5,mgat1,mgat2/4a/4b/5/st3gal4/6,b4galt1,b4galt2,b4galt3,b4galt4,mgat2,fut8,b3gnt2/mgat4a/4b/5,mgat4a/4b,st3gal4/6,st6gal-KI/st3gal4/6_mgat4a/4b/5
0,0.9999999999999999,1.0,1.0,1.0,0.4817187725805675,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0,0.9999999999999999,1.0,1.0,1.0
1,0.9849648880619409,0.972811230144071,1.0,0.9348575933773529,0.0,0.07938388625592417,0.4400955970217851,0.9396240410704875,0.9705668108354201,0.994504579517069,0.8923,1.0,0.9522696929238984,0.967584349175912,0.04321589205397301,0.9856074766355141
2,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
3,0.9999999999999999,1.0,1.0,0.977234650635656,0.0,0.9728969194312795,0.5789686552072799,0.9752874348513537,0.9825631686774415,0.994504579517069,1.0,1.0,0.9863818424566086,1.0,1.0,0.9856074766355141
4,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
5,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
6,0.9999999999999999,1.0,1.0,1.0,0.4817187725805675,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0,0.9999999999999999,1.0,1.0,1.0
7,0.9849648880619409,0.972811230144071,1.0,0.9348575933773529,0.0,0.07938388625592417,0.4400955970217851,0.9396240410704875,0.9705668108354201,0.994504579517069,0.8923,1.0,0.9522696929238984,0.967584349175912,0.04321589205397301,0.9856074766355141
8,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
9,0.9999999999999999,1.0,1.0,0.977234650635656,0.0,0.9728969194312795,0.5789686552072799,0.9752874348513537,0.9825631686774415,0.994504579517069,1.0,1.0,0.9863818424566086,1.0,1.0,0.9856074766355141
10,0.052037692815557285,0.0,0.3475312186019808,0.0,0.0,0.537272906793049,0.015497747954775255,0.047258388803216936,0.08795811518324609,0.11165695253955037,0.0,0.09557532314247057,0.0,0.18116239784504407,0.31371814092953526,0.0
11,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
12,0.9999999999999999,1.0,1.0,1.0,0.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
13,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.9999999999999999,1.0,1.0,1.0,0.4817187725805675,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0,0.9999999999999999,1.0,1.0,1.0
16,0.9849648880619409,0.972811230144071,1.0,0.9348575933773529,0.0,0.07938388625592417,0.4400955970217851,0.9396240410704875,0.9705668108354201,0.994504579517069,0.8923,1.0,0.9522696929238984,0.967584349175912,0.04321589205397301,0.9856074766355141
17,0.052037692815557285,0.0,0.3475312186019808,0.0,0.0,0.537272906793049,0.015497747954775255,0.047258388803216936,0.08795811518324609,0.11165695253955037,0.0,0.09557532314247057,0.0,0.18116239784504407,0.31371814092953526,0.0
18,0.052037692815557285,0.0,0.3475312186019808,0.0,0.0,0.537272906793049,0.015497747954775255,0.047258388803216936,0.08795811518324609,0.11165695253955037,0.0,0.09557532314247057,0.0,0.18116239784504407,0.30078710644677664,0.0
19,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
20,0.9999999999999999,1.0,1.0,0.977234650635656,0.0,0.9728969194312795,0.5789686552072799,0.9752874348513537,0.9825631686774415,0.994504579517069,1.0,1.0,0.9863818424566086,1.0,1.0,0.9856074766355141
21,0.902556869335574,0.0,0.9437706329840678,0.6601951315659801,0.0,0.0,0.7661182093942457,0.8335903492162643,0.8864784885044389,0.9338467943380515,0.4566,0.918876126320638,0.0,0.8444961877368397,0.9471889055472265,0.0
22,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
23,0.9999999999999999,1.0,1.0,1.0,0.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
24,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
25,0.0,0.0,0.0,0.0,0.9482634038248472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.052037692815557285,0.0,0.3475312186019808,0.0,0.0,0.043592022116903634,0.015497747954775255,0.047258388803216936,0.08795811518324609,0.11165695253955037,0.0,0.09557532314247057,0.0,0.18116239784504407,0.04321589205397301,0.0
28,0.9999999999999999,1.0,1.0,1.0,0.4817187725805675,0.9999999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0,0.9999999999999999,1.0,1.0,1.0
29,0.9849648880619409,0.972811230144071,0.9440935840390412,0.9348575933773529,0.0,0.03579186413902054,0.4400955970217851,0.9337875031720315,0.9580924197587072,0.994504579517069,0.8923,1.0,0.9522696929238984,0.967584349175912,0.0,0.9856074766355141
