,start,end,edge_list
1230,1136,1318,B4GALT
1231,1136,1335,N
1232,1148,1312,"A3SIAT, A6SIAT"
1233,1148,1313,"A3SIAT, A6SIAT"
1234,1148,1323,B4GALT
1235,1148,1336,N
1236,1148,1390,IGNT
1237,1149,1313,"A3SIAT, A6SIAT"
1238,1149,1324,B4GALT
1239,1149,1337,N
1240,1150,1314,"A3SIAT, A6SIAT"
1241,1150,1316,"A3SIAT, A6SIAT"
1242,1150,1323,B4GALT
1243,1150,1338,N
1244,1151,1315,"A3SIAT, A6SIAT"
1245,1151,1317,"A3SIAT, A6SIAT"
1246,1151,1323,B4GALT
1247,1151,1339,N
1248,1151,1391,IGNT
1249,1152,1315,"A3SIAT, A6SIAT"
1250,1152,1318,"A3SIAT, A6SIAT"
1251,1152,1324,B4GALT
1252,1152,1340,N
1253,1153,1316,"A3SIAT, A6SIAT"
1254,1153,1325,B4GALT
1255,1153,1341,N
1256,1154,1317,"A3SIAT, A6SIAT"
1257,1154,1318,"A3SIAT, A6SIAT"
1258,1154,1325,B4GALT
1259,1154,1342,N
1260,1154,1392,IGNT
1261,1158,1323,"A3SIAT, A6SIAT"
1262,1158,1324,"A3SIAT, A6SIAT"
1263,1158,1325,"A3SIAT, A6SIAT"
1264,1158,1326,N
1265,1158,1410,IGNT
1266,1159,1326,B4GALT
1267,1159,1336,"A3SIAT, A6SIAT"
1268,1159,1337,"A3SIAT, A6SIAT"
1269,1159,1404,IGNT
1270,1160,1326,B4GALT
1271,1160,1339,"A3SIAT, A6SIAT"
1272,1160,1340,"A3SIAT, A6SIAT"
1273,1160,1342,"A3SIAT, A6SIAT"
1274,1160,1405,IGNT
1275,1161,1327,B4GALT
1276,1161,1334,N
1277,1162,1328,B4GALT
1278,1162,1333,N
1279,1163,1329,B4GALT
1280,1163,1335,N
1281,1164,1327,"A3SIAT, A6SIAT"
1282,1164,1328,"A3SIAT, A6SIAT"
1283,1164,1339,N
1284,1164,1373,IGNT
1285,1165,1327,"A3SIAT, A6SIAT"
1286,1165,1329,"A3SIAT, A6SIAT"
1287,1165,1342,N
1288,1165,1374,IGNT
1289,1166,1328,"A3SIAT, A6SIAT"
1290,1166,1329,"A3SIAT, A6SIAT"
1291,1166,1340,N
1292,1167,1330,N
1293,1167,1332,N
1294,1168,1331,N
1295,1168,1333,N
1296,1169,1330,N
1297,1169,1331,N
1298,1169,1336,N
1299,1169,1369,N
1300,1170,1331,N
1301,1170,1337,N
1302,1171,1332,"A3SIAT, A6SIAT"
1303,1171,1336,B4GALT
1304,1171,1338,B4GALT
1305,1172,1333,"A3SIAT, A6SIAT"
1306,1172,1336,B4GALT
1307,1172,1339,B4GALT
1308,1172,1372,IGNT
1309,1173,1333,"A3SIAT, A6SIAT"
1310,1173,1337,B4GALT
1311,1173,1340,B4GALT
1312,1174,1334,"A3SIAT, A6SIAT"
1313,1174,1338,B4GALT
1314,1174,1339,B4GALT
1315,1175,1335,"A3SIAT, A6SIAT"
1316,1175,1340,B4GALT
1317,1176,1334,"A3SIAT, A6SIAT"
1318,1176,1341,B4GALT
1319,1176,1342,B4GALT
1320,1177,1335,"A3SIAT, A6SIAT"
1321,1177,1342,B4GALT
1322,1177,1375,IGNT
1323,1185,1346,N
1324,1185,1358,N
1325,1185,1360,N
1326,1186,1347,N
1327,1186,1361,N
1328,1196,1369,N
1329,1196,1370,N
1330,1196,1372,N
1331,1197,1346,N
1332,1197,1370,N
1333,1197,1376,N
1334,1198,1346,N
1335,1198,1371,N
1336,1198,1378,N
1337,1199,1371,N
1338,1199,1379,N
1339,1200,1372,N
1340,1200,1373,B4GALT
1341,1200,1376,B4GALT
1342,1201,1374,B4GALT
1343,1201,1375,N
1344,1201,1377,B4GALT
1345,1202,1347,N
1346,1202,1377,N
1347,1203,1378,B4GALT
1348,1203,1379,N
1349,1203,1380,B4GALT
1350,1204,1347,N
1351,1204,1380,N
1352,1217,1357,N
1353,1217,1369,N
1354,1217,1388,N
1355,1217,1390,N
1356,1218,1358,N
1357,1218,1370,N
1358,1218,1388,N
1359,1218,1393,N
1360,1219,1358,N
1361,1219,1371,N
1362,1219,1389,N
1363,1219,1397,N
1364,1220,1372,N
1365,1220,1390,B4GALT
1366,1220,1391,B4GALT
1367,1220,1393,B4GALT
1368,1221,1359,"A3SIAT, A6SIAT"
1369,1221,1373,N
1370,1221,1391,N
1371,1221,1394,B4GALT
1372,1222,1359,"A3SIAT, A6SIAT"
1373,1222,1374,N
1374,1222,1392,N
1375,1222,1395,B4GALT
1376,1223,1375,N
1377,1223,1392,B4GALT
1378,1223,1396,B4GALT
1379,1224,1360,"A3SIAT, A6SIAT"
1380,1224,1376,N
1381,1224,1393,N
1382,1224,1394,B4GALT
1383,1225,1361,"A3SIAT, A6SIAT"
1384,1225,1377,N
1385,1225,1395,B4GALT
1386,1225,1396,N
1387,1226,1360,"A3SIAT, A6SIAT"
1388,1226,1378,N
1389,1226,1397,N
1390,1226,1398,B4GALT
1391,1227,1379,N
1392,1227,1397,B4GALT
1393,1227,1399,B4GALT
1394,1228,1361,"A3SIAT, A6SIAT"
1395,1228,1380,N
1396,1228,1398,B4GALT
1397,1228,1399,N
1398,1236,1369,N
1399,1236,1403,N
1400,1236,1404,N
1401,1237,1370,N
1402,1237,1371,N
1403,1237,1403,N
1404,1237,1406,N
1405,1238,1372,"A3SIAT, A6SIAT"
1406,1238,1404,B4GALT
1407,1238,1405,B4GALT
1408,1238,1406,B4GALT
1409,1239,1373,"A3SIAT, A6SIAT"
1410,1239,1374,"A3SIAT, A6SIAT"
1411,1239,1405,N
1412,1239,1407,B4GALT
1413,1240,1375,"A3SIAT, A6SIAT"
1414,1240,1405,B4GALT
1415,1240,1408,B4GALT
1416,1241,1376,"A3SIAT, A6SIAT"
1417,1241,1378,"A3SIAT, A6SIAT"
1418,1241,1406,N
1419,1241,1407,B4GALT
1420,1242,1379,"A3SIAT, A6SIAT"
1421,1242,1406,B4GALT
1422,1242,1408,B4GALT
1423,1243,1377,"A3SIAT, A6SIAT"
1424,1243,1380,"A3SIAT, A6SIAT"
1425,1243,1407,B4GALT
1426,1243,1408,N
1427,1247,1388,N
1428,1247,1389,N
1429,1247,1403,N
1430,1247,1411,N
1431,1248,1390,"A3SIAT, A6SIAT"
1432,1248,1404,N
1433,1248,1410,B4GALT
1434,1248,1411,B4GALT
1435,1249,1391,"A3SIAT, A6SIAT"
1436,1249,1392,"A3SIAT, A6SIAT"
1437,1249,1405,N
1438,1249,1410,B4GALT
1439,1249,1412,B4GALT
1440,1250,1393,"A3SIAT, A6SIAT"
1441,1250,1397,"A3SIAT, A6SIAT"
1442,1250,1406,N
1443,1250,1411,B4GALT
1444,1250,1412,B4GALT
1445,1251,1394,"A3SIAT, A6SIAT"
1446,1251,1395,"A3SIAT, A6SIAT"
1447,1251,1398,"A3SIAT, A6SIAT"
1448,1251,1407,N
1449,1251,1412,N
1450,1252,1396,"A3SIAT, A6SIAT"
1451,1252,1399,"A3SIAT, A6SIAT"
1452,1252,1408,N
1453,1252,1412,B4GALT
1454,1296,1455,N
1455,1296,1458,IGNT
1456,1296,1479,A3SIAT
1457,1298,1454,IGNT
1458,1299,1453,B4GALT
1459,1299,1454,N
1460,1300,1454,B4GALT
1461,1301,1455,"A3SIAT, A6SIAT"
1462,1301,1473,IGNT
1463,1302,1455,"A3SIAT, A6SIAT"
1464,1302,1471,IGNT
1465,1303,1455,B4GALT
1466,1304,1457,N
1467,1304,1468,N
1468,1305,1459,N
1469,1305,1467,N
1470,1312,1457,"A3SIAT, A6SIAT"
1471,1312,1463,B4GALT
1472,1312,1469,N
1473,1312,1499,IGNT
1474,1313,1457,"A3SIAT, A6SIAT"
1475,1313,1464,B4GALT
1476,1313,1470,N
1477,1314,1458,"A3SIAT, A6SIAT"
1478,1314,1463,B4GALT
1479,1314,1471,N
1480,1315,1459,"A3SIAT, A6SIAT"
1481,1315,1464,B4GALT
1482,1315,1472,N
1483,1316,1458,"A3SIAT, A6SIAT"
1484,1316,1465,B4GALT
1485,1316,1473,N
1486,1317,1459,"A3SIAT, A6SIAT"
1487,1317,1465,B4GALT
1488,1317,1474,N
1489,1317,1500,IGNT
1490,1318,1459,"A3SIAT, A6SIAT"
1491,1318,1466,B4GALT
1492,1318,1475,N
1493,1323,1463,"A3SIAT, A6SIAT"
1494,1323,1464,"A3SIAT, A6SIAT"
1495,1323,1465,"A3SIAT, A6SIAT"
1496,1323,1476,N
1497,1323,1525,IGNT
1498,1324,1464,"A3SIAT, A6SIAT"
1499,1324,1466,"A3SIAT, A6SIAT"
1500,1324,1477,N
1501,1325,1465,"A3SIAT, A6SIAT"
1502,1325,1466,"A3SIAT, A6SIAT"
1503,1325,1478,N
1504,1325,1526,IGNT
1505,1326,1476,"A3SIAT, A6SIAT"
1506,1326,1477,"A3SIAT, A6SIAT"
1507,1326,1478,"A3SIAT, A6SIAT"
1508,1326,1532,IGNT
1509,1327,1467,"A3SIAT, A6SIAT"
1510,1327,1474,N
1511,1327,1487,IGNT
1512,1328,1467,"A3SIAT, A6SIAT"
1513,1328,1472,N
1514,1329,1467,"A3SIAT, A6SIAT"
1515,1329,1475,N
1516,1330,1468,N
1517,1330,1469,N
1518,1330,1485,N
1519,1331,1468,N
1520,1331,1470,N
1521,1332,1469,B4GALT
1522,1332,1471,B4GALT
1523,1333,1470,B4GALT
1524,1333,1472,B4GALT
1525,1334,1473,B4GALT
1526,1334,1474,B4GALT
1527,1335,1475,B4GALT
1528,1336,1469,"A3SIAT, A6SIAT"
1529,1336,1470,"A3SIAT, A6SIAT"
1530,1336,1476,B4GALT
1531,1336,1512,IGNT
1532,1337,1470,"A3SIAT, A6SIAT"
1533,1337,1477,B4GALT
1534,1338,1471,"A3SIAT, A6SIAT"
1535,1338,1473,"A3SIAT, A6SIAT"
1536,1338,1476,B4GALT
1537,1339,1472,"A3SIAT, A6SIAT"
1538,1339,1474,"A3SIAT, A6SIAT"
1539,1339,1476,B4GALT
1540,1339,1513,IGNT
1541,1340,1472,"A3SIAT, A6SIAT"
1542,1340,1475,"A3SIAT, A6SIAT"
1543,1340,1477,B4GALT
1544,1341,1473,"A3SIAT, A6SIAT"
1545,1341,1478,B4GALT
1546,1342,1474,"A3SIAT, A6SIAT"
1547,1342,1475,"A3SIAT, A6SIAT"
1548,1342,1478,B4GALT
1549,1342,1514,IGNT
1550,1346,1486,N
1551,1346,1488,N
1552,1347,1489,N
1553,1357,1485,N
1554,1357,1497,N
1555,1357,1499,N
1556,1358,1486,N
1557,1358,1498,N
1558,1358,1502,N
1559,1359,1487,N
1560,1359,1500,N
1561,1359,1501,B4GALT
1562,1360,1488,N
1563,1360,1502,N
1564,1360,1503,B4GALT
1565,1361,1489,N
1566,1361,1504,B4GALT
1567,1361,1505,N
1568,1369,1485,N
1569,1369,1510,N
1570,1369,1512,N
1571,1370,1486,N
1572,1370,1510,N
1573,1370,1515,N
1574,1371,1486,N
1575,1371,1511,N
1576,1371,1519,N
1577,1372,1512,B4GALT
1578,1372,1513,B4GALT
1579,1372,1515,B4GALT
1580,1373,1487,"A3SIAT, A6SIAT"
1581,1373,1513,N
1582,1373,1516,B4GALT
1583,1374,1487,"A3SIAT, A6SIAT"
1584,1374,1514,N
1585,1374,1517,B4GALT
1586,1375,1514,B4GALT
1587,1375,1518,B4GALT
1588,1376,1488,"A3SIAT, A6SIAT"
1589,1376,1515,N
1590,1376,1516,B4GALT
1591,1377,1489,"A3SIAT, A6SIAT"
1592,1377,1517,B4GALT
1593,1377,1518,N
1594,1378,1488,"A3SIAT, A6SIAT"
1595,1378,1519,N
1596,1378,1520,B4GALT
1597,1379,1519,B4GALT
1598,1379,1521,B4GALT
1599,1380,1489,"A3SIAT, A6SIAT"
1600,1380,1520,B4GALT
1601,1380,1521,N
1602,1388,1497,N
1603,1388,1498,N
1604,1388,1510,N
1605,1388,1527,N
1606,1389,1498,N
1607,1389,1511,N
1608,1389,1530,N
1609,1390,1499,"A3SIAT, A6SIAT"
1610,1390,1512,N
1611,1390,1525,B4GALT
1612,1390,1527,B4GALT
1613,1391,1500,"A3SIAT, A6SIAT"
1614,1391,1513,N
1615,1391,1525,B4GALT
1616,1391,1528,B4GALT
1617,1392,1500,"A3SIAT, A6SIAT"
1618,1392,1514,N
1619,1392,1526,B4GALT
1620,1392,1529,B4GALT
1621,1393,1502,"A3SIAT, A6SIAT"
1622,1393,1515,N
1623,1393,1527,B4GALT
1624,1393,1528,B4GALT
1625,1394,1501,"A3SIAT, A6SIAT"
1626,1394,1503,"A3SIAT, A6SIAT"
1627,1394,1516,N
1628,1394,1528,N
1629,1395,1501,"A3SIAT, A6SIAT"
1630,1395,1504,"A3SIAT, A6SIAT"
1631,1395,1517,N
1632,1395,1529,N
1633,1396,1505,"A3SIAT, A6SIAT"
1634,1396,1518,N
1635,1396,1529,B4GALT
1636,1397,1502,"A3SIAT, A6SIAT"
1637,1397,1519,N
1638,1397,1530,B4GALT
1639,1397,1531,B4GALT
1640,1398,1503,"A3SIAT, A6SIAT"
1641,1398,1504,"A3SIAT, A6SIAT"
1642,1398,1520,N
1643,1398,1531,N
1644,1399,1505,"A3SIAT, A6SIAT"
1645,1399,1521,N
1646,1399,1531,B4GALT
1647,1403,1510,N
1648,1403,1511,N
1649,1403,1533,N
1650,1404,1512,"A3SIAT, A6SIAT"
1651,1404,1532,B4GALT
1652,1404,1533,B4GALT
1653,1405,1513,"A3SIAT, A6SIAT"
1654,1405,1514,"A3SIAT, A6SIAT"
1655,1405,1532,B4GALT
1656,1405,1534,B4GALT
1657,1406,1515,"A3SIAT, A6SIAT"
1658,1406,1519,"A3SIAT, A6SIAT"
1659,1406,1533,B4GALT
1660,1406,1534,B4GALT
1661,1407,1516,"A3SIAT, A6SIAT"
1662,1407,1517,"A3SIAT, A6SIAT"
1663,1407,1520,"A3SIAT, A6SIAT"
1664,1407,1534,N
1665,1408,1518,"A3SIAT, A6SIAT"
1666,1408,1521,"A3SIAT, A6SIAT"
1667,1408,1534,B4GALT
1668,1410,1525,"A3SIAT, A6SIAT"
1669,1410,1526,"A3SIAT, A6SIAT"
1670,1410,1532,N
1671,1410,1535,B4GALT
1672,1411,1527,"A3SIAT, A6SIAT"
1673,1411,1530,"A3SIAT, A6SIAT"
1674,1411,1533,N
1675,1411,1535,B4GALT
1676,1412,1528,"A3SIAT, A6SIAT"
1677,1412,1529,"A3SIAT, A6SIAT"
1678,1412,1531,"A3SIAT, A6SIAT"
1679,1412,1534,N
1680,1412,1535,B4GALT
1681,1453,1568,N
1682,1454,1568,B4GALT
1683,1455,1574,IGNT
1684,1455,1640,A3SIAT
1685,1457,1570,B4GALT
1686,1457,1573,N
1687,1458,1571,B4GALT
1688,1458,1574,N
1689,1459,1572,B4GALT
1690,1459,1575,N
1691,1463,1570,"A3SIAT, A6SIAT"
1692,1463,1571,"A3SIAT, A6SIAT"
1693,1463,1576,N
1694,1463,1601,IGNT
1695,1464,1570,"A3SIAT, A6SIAT"
1696,1464,1572,"A3SIAT, A6SIAT"
1697,1464,1577,N
1698,1465,1571,"A3SIAT, A6SIAT"
1699,1465,1572,"A3SIAT, A6SIAT"
1700,1465,1578,N
1701,1465,1602,IGNT
1702,1466,1572,"A3SIAT, A6SIAT"
1703,1466,1579,N
1704,1467,1575,N
1705,1468,1573,N
1706,1469,1573,"A3SIAT, A6SIAT"
1707,1469,1576,B4GALT
1708,1469,1590,IGNT
1709,1470,1573,"A3SIAT, A6SIAT"
1710,1470,1577,B4GALT
1711,1471,1574,"A3SIAT, A6SIAT"
1712,1471,1576,B4GALT
1713,1472,1575,"A3SIAT, A6SIAT"
1714,1472,1577,B4GALT
1715,1473,1574,"A3SIAT, A6SIAT"
1716,1473,1578,B4GALT
1717,1474,1575,"A3SIAT, A6SIAT"
1718,1474,1578,B4GALT
1719,1474,1591,IGNT
1720,1475,1575,"A3SIAT, A6SIAT"
1721,1475,1579,B4GALT
1722,1476,1576,"A3SIAT, A6SIAT"
1723,1476,1577,"A3SIAT, A6SIAT"
1724,1476,1578,"A3SIAT, A6SIAT"
1725,1476,1608,IGNT
1726,1477,1577,"A3SIAT, A6SIAT"
1727,1477,1579,"A3SIAT, A6SIAT"
1728,1478,1578,"A3SIAT, A6SIAT"
1729,1478,1579,"A3SIAT, A6SIAT"
1730,1478,1609,IGNT
1731,1479,1640,N
1732,1485,1588,N
1733,1485,1590,N
1734,1486,1589,N
1735,1486,1593,N
1736,1487,1591,N
1737,1487,1592,B4GALT
1738,1488,1593,N
1739,1488,1594,B4GALT
1740,1489,1595,B4GALT
1741,1489,1596,N
1742,1497,1583,N
1743,1497,1588,N
1744,1497,1603,N
1745,1498,1583,N
1746,1498,1589,N
1747,1498,1605,N
1748,1499,1590,N
1749,1499,1601,B4GALT
1750,1499,1603,B4GALT
1751,1500,1591,N
1752,1500,1602,B4GALT
1753,1500,1604,B4GALT
1754,1501,1584,"A3SIAT, A6SIAT"
1755,1501,1592,N
1756,1501,1604,N
1757,1502,1593,N
1758,1502,1605,B4GALT
1759,1502,1606,B4GALT
1760,1503,1584,"A3SIAT, A6SIAT"
1761,1503,1594,N
1762,1503,1606,N
1763,1504,1584,"A3SIAT, A6SIAT"
1764,1504,1595,N
1765,1504,1607,N
1766,1505,1596,N
1767,1505,1607,B4GALT
1768,1510,1588,N
1769,1510,1589,N
1770,1510,1610,N
1771,1511,1589,N
1772,1511,1613,N
1773,1512,1590,"A3SIAT, A6SIAT"
1774,1512,1608,B4GALT
1775,1512,1610,B4GALT
1776,1513,1591,"A3SIAT, A6SIAT"
1777,1513,1608,B4GALT
1778,1513,1611,B4GALT
1779,1514,1591,"A3SIAT, A6SIAT"
1780,1514,1609,B4GALT
1781,1514,1612,B4GALT
1782,1515,1593,"A3SIAT, A6SIAT"
1783,1515,1610,B4GALT
1784,1515,1611,B4GALT
1785,1516,1592,"A3SIAT, A6SIAT"
1786,1516,1594,"A3SIAT, A6SIAT"
1787,1516,1611,N
1788,1517,1592,"A3SIAT, A6SIAT"
1789,1517,1595,"A3SIAT, A6SIAT"
1790,1517,1612,N
1791,1518,1596,"A3SIAT, A6SIAT"
1792,1518,1612,B4GALT
1793,1519,1593,"A3SIAT, A6SIAT"
1794,1519,1613,B4GALT
1795,1519,1614,B4GALT
1796,1520,1594,"A3SIAT, A6SIAT"
1797,1520,1595,"A3SIAT, A6SIAT"
1798,1520,1614,N
1799,1521,1596,"A3SIAT, A6SIAT"
1800,1521,1614,B4GALT
1801,1525,1601,"A3SIAT, A6SIAT"
1802,1525,1602,"A3SIAT, A6SIAT"
1803,1525,1608,N
1804,1525,1615,B4GALT
1805,1526,1602,"A3SIAT, A6SIAT"
1806,1526,1609,N
1807,1526,1616,B4GALT
1808,1527,1603,"A3SIAT, A6SIAT"
1809,1527,1605,"A3SIAT, A6SIAT"
1810,1527,1610,N
1811,1527,1615,B4GALT
1812,1528,1604,"A3SIAT, A6SIAT"
1813,1528,1606,"A3SIAT, A6SIAT"
1814,1528,1611,N
1815,1528,1615,B4GALT
1816,1529,1604,"A3SIAT, A6SIAT"
1817,1529,1607,"A3SIAT, A6SIAT"
1818,1529,1612,N
1819,1529,1616,B4GALT
1820,1530,1605,"A3SIAT, A6SIAT"
1821,1530,1613,N
1822,1530,1617,B4GALT
1823,1531,1606,"A3SIAT, A6SIAT"
1824,1531,1607,"A3SIAT, A6SIAT"
1825,1531,1614,N
1826,1531,1617,B4GALT
1827,1532,1608,"A3SIAT, A6SIAT"
1828,1532,1609,"A3SIAT, A6SIAT"
1829,1532,1618,B4GALT
1830,1533,1610,"A3SIAT, A6SIAT"
1831,1533,1613,"A3SIAT, A6SIAT"
1832,1533,1618,B4GALT
1833,1534,1611,"A3SIAT, A6SIAT"
1834,1534,1612,"A3SIAT, A6SIAT"
1835,1534,1614,"A3SIAT, A6SIAT"
1836,1534,1618,B4GALT
1837,1535,1615,"A3SIAT, A6SIAT"
1838,1535,1616,"A3SIAT, A6SIAT"
1839,1535,1617,"A3SIAT, A6SIAT"
1840,1535,1618,N
1841,1570,1641,"A3SIAT, A6SIAT"
1842,1570,1642,N
1843,1571,1641,"A3SIAT, A6SIAT"
1844,1571,1643,N
1845,1571,1651,IGNT
1846,1572,1641,"A3SIAT, A6SIAT"
1847,1572,1644,N
1848,1573,1642,B4GALT
1849,1574,1643,B4GALT
1850,1575,1644,B4GALT
1851,1576,1642,"A3SIAT, A6SIAT"
1852,1576,1643,"A3SIAT, A6SIAT"
1853,1576,1654,IGNT
1854,1577,1642,"A3SIAT, A6SIAT"
1855,1577,1644,"A3SIAT, A6SIAT"
1856,1578,1643,"A3SIAT, A6SIAT"
1857,1578,1644,"A3SIAT, A6SIAT"
1858,1578,1655,IGNT
1859,1579,1644,"A3SIAT, A6SIAT"
1860,1583,1646,N
1861,1583,1652,N
1862,1584,1647,N
1863,1584,1653,N
1864,1588,1646,N
1865,1588,1656,N
1866,1589,1646,N
1867,1589,1658,N
1868,1590,1654,B4GALT
1869,1590,1656,B4GALT
1870,1591,1655,B4GALT
1871,1591,1657,B4GALT
1872,1592,1647,"A3SIAT, A6SIAT"
1873,1592,1657,N
1874,1593,1658,B4GALT
1875,1593,1659,B4GALT
1876,1594,1647,"A3SIAT, A6SIAT"
1877,1594,1659,N
1878,1595,1647,"A3SIAT, A6SIAT"
1879,1595,1660,N
1880,1596,1660,B4GALT
1881,1601,1651,"A3SIAT, A6SIAT"
1882,1601,1654,N
1883,1601,1661,B4GALT
1884,1602,1651,"A3SIAT, A6SIAT"
1885,1602,1655,N
1886,1602,1662,B4GALT
1887,1603,1652,"A3SIAT, A6SIAT"
1888,1603,1656,N
1889,1603,1661,B4GALT
1890,1604,1653,"A3SIAT, A6SIAT"
1891,1604,1657,N
1892,1604,1662,B4GALT
1893,1605,1652,"A3SIAT, A6SIAT"
1894,1605,1658,N
1895,1605,1663,B4GALT
1896,1606,1653,"A3SIAT, A6SIAT"
1897,1606,1659,N
1898,1606,1663,B4GALT
1899,1607,1653,"A3SIAT, A6SIAT"
1900,1607,1660,N
1901,1607,1664,B4GALT
1902,1608,1654,"A3SIAT, A6SIAT"
1903,1608,1655,"A3SIAT, A6SIAT"
1904,1608,1665,B4GALT
1905,1609,1655,"A3SIAT, A6SIAT"
1906,1609,1666,B4GALT
1907,1610,1656,"A3SIAT, A6SIAT"
1908,1610,1658,"A3SIAT, A6SIAT"
1909,1610,1665,B4GALT
1910,1611,1657,"A3SIAT, A6SIAT"
1911,1611,1659,"A3SIAT, A6SIAT"
1912,1611,1665,B4GALT
1913,1612,1657,"A3SIAT, A6SIAT"
1914,1612,1660,"A3SIAT, A6SIAT"
1915,1612,1666,B4GALT
1916,1613,1658,"A3SIAT, A6SIAT"
1917,1613,1667,B4GALT
1918,1614,1659,"A3SIAT, A6SIAT"
1919,1614,1660,"A3SIAT, A6SIAT"
1920,1614,1667,B4GALT
1921,1615,1661,"A3SIAT, A6SIAT"
1922,1615,1662,"A3SIAT, A6SIAT"
1923,1615,1663,"A3SIAT, A6SIAT"
1924,1615,1665,N
1925,1616,1662,"A3SIAT, A6SIAT"
1926,1616,1664,"A3SIAT, A6SIAT"
1927,1616,1666,N
1928,1617,1663,"A3SIAT, A6SIAT"
1929,1617,1664,"A3SIAT, A6SIAT"
1930,1617,1667,N
1931,1618,1665,"A3SIAT, A6SIAT"
1932,1618,1666,"A3SIAT, A6SIAT"
1933,1618,1667,"A3SIAT, A6SIAT"
1934,1641,1679,N
1935,1642,1679,"A3SIAT, A6SIAT"
1936,1643,1679,"A3SIAT, A6SIAT"
1937,1643,1681,IGNT
1938,1644,1679,"A3SIAT, A6SIAT"
1939,1646,1682,N
1940,1647,1683,N
1941,1651,1681,N
1942,1651,1684,B4GALT
1943,1652,1682,N
1944,1652,1685,B4GALT
1945,1653,1683,N
1946,1653,1686,B4GALT
1947,1654,1681,"A3SIAT, A6SIAT"
1948,1654,1687,B4GALT
1949,1655,1681,"A3SIAT, A6SIAT"
1950,1655,1688,B4GALT
1951,1656,1682,"A3SIAT, A6SIAT"
1952,1656,1687,B4GALT
1953,1657,1683,"A3SIAT, A6SIAT"
1954,1657,1688,B4GALT
1955,1658,1682,"A3SIAT, A6SIAT"
1956,1658,1689,B4GALT
1957,1659,1683,"A3SIAT, A6SIAT"
1958,1659,1689,B4GALT
1959,1660,1683,"A3SIAT, A6SIAT"
1960,1660,1690,B4GALT
1961,1661,1684,"A3SIAT, A6SIAT"
1962,1661,1685,"A3SIAT, A6SIAT"
1963,1661,1687,N
1964,1662,1684,"A3SIAT, A6SIAT"
1965,1662,1686,"A3SIAT, A6SIAT"
1966,1662,1688,N
1967,1663,1685,"A3SIAT, A6SIAT"
1968,1663,1686,"A3SIAT, A6SIAT"
1969,1663,1689,N
1970,1664,1686,"A3SIAT, A6SIAT"
1971,1664,1690,N
1972,1665,1687,"A3SIAT, A6SIAT"
1973,1665,1688,"A3SIAT, A6SIAT"
1974,1665,1689,"A3SIAT, A6SIAT"
1975,1666,1688,"A3SIAT, A6SIAT"
1976,1666,1690,"A3SIAT, A6SIAT"
1977,1667,1689,"A3SIAT, A6SIAT"
1978,1667,1690,"A3SIAT, A6SIAT"
1979,1681,1696,B4GALT
1980,1682,1697,B4GALT
1981,1683,1698,B4GALT
1982,1684,1695,"A3SIAT, A6SIAT"
1983,1684,1696,N
1984,1685,1695,"A3SIAT, A6SIAT"
1985,1685,1697,N
1986,1686,1695,"A3SIAT, A6SIAT"
1987,1686,1698,N
1988,1687,1696,"A3SIAT, A6SIAT"
1989,1687,1697,"A3SIAT, A6SIAT"
1990,1688,1696,"A3SIAT, A6SIAT"
1991,1688,1698,"A3SIAT, A6SIAT"
1992,1689,1697,"A3SIAT, A6SIAT"
1993,1689,1698,"A3SIAT, A6SIAT"
1994,1690,1698,"A3SIAT, A6SIAT"
1995,1695,1700,N
1996,1696,1700,"A3SIAT, A6SIAT"
1997,1697,1700,"A3SIAT, A6SIAT"
1998,1698,1700,"A3SIAT, A6SIAT"
