,ratio,name
0,0.2846679687500001,st3gal4.st3gal6
1,0.3019812664565979,st3gal4.st3gal6
2,0.2846679687500001,st3gal4.st3gal6
3,0.3135251411669805,st3gal4.st3gal6
4,0.3019812664565979,st3gal4.st3gal6
5,0.28793678231880493,st3gal4.st3gal6
6,0.2243271688467899,st3gal4.st3gal6
7,0.3135251411669805,st3gal4.st3gal6
8,0.3019812664565979,st3gal4.st3gal6
9,0.3842900302114805,st3gal4.st3gal6
10,0.2243271688467899,st3gal4.st3gal6
11,0.3135251411669805,st3gal4.st3gal6
12,0.3842900302114805,st3gal4.st3gal6
13,0.3842900302114805,st3gal4.st3gal6
14,0.2243271688467899,st3gal4.st3gal6
15,0.2243271688467899,st3gal4.st3gal6
16,0.3842900302114805,st3gal4.st3gal6
17,0.3842900302114805,st3gal4.st3gal6
18,0.2243271688467899,st3gal4.st3gal6
19,0.2243271688467899,st3gal4.st3gal6
20,0.2243271688467899,st3gal4.st3gal6
21,0.41162626500353033,st3gal4.st3gal6
22,0.2243271688467899,st3gal4.st3gal6
23,0.2243271688467899,st3gal4.st3gal6
24,0.2243271688467899,st3gal4.st3gal6
25,0.2243271688467899,st3gal4.st3gal6
26,0.2243271688467899,st3gal4.st3gal6
27,0.2243271688467899,st3gal4.st3gal6
28,0.09562739284377787,EPO266.fut8.
29,0.10406942138404182,EPO266.fut8.
30,0.09562739284377787,EPO266.fut8.
31,0.10406942138404182,EPO266.fut8.
32,0.10406942138404182,EPO266.fut8.
33,0.09562739284377787,EPO266.fut8.
34,0.2049969897652016,EPO266.fut8.
35,0.10406942138404182,EPO266.fut8.
36,0.10406942138404182,EPO266.fut8.
37,0.16065383499371313,EPO266.fut8.
38,0.2049969897652016,EPO266.fut8.
39,0.10406942138404182,EPO266.fut8.
40,0.16065383499371313,EPO266.fut8.
41,0.16065383499371313,EPO266.fut8.
42,0.2049969897652016,EPO266.fut8.
43,0.2049969897652016,EPO266.fut8.
44,0.16065383499371313,EPO266.fut8.
45,0.16065383499371313,EPO266.fut8.
46,0.2049969897652016,EPO266.fut8.
47,0.2049969897652016,EPO266.fut8.
48,0.2049969897652016,EPO266.fut8.
49,0.16065383499371313,EPO266.fut8.
50,0.2049969897652016,EPO266.fut8.
51,0.2049969897652016,EPO266.fut8.
52,0.2049969897652016,EPO266.fut8.
53,0.2049969897652016,EPO266.fut8.
54,0.2049969897652016,EPO266.fut8.
55,0.2049969897652016,EPO266.fut8.
56,0.05687670154492079,WT
57,0.06365638766519825,WT
58,0.05687670154492079,WT
59,0.06365638766519825,WT
60,0.06365638766519825,WT
61,0.05687670154492079,WT
62,0.12918108419838525,WT
63,0.06365638766519825,WT
64,0.06365638766519825,WT
65,0.07090284592737979,WT
66,0.12918108419838525,WT
67,0.06365638766519825,WT
68,0.07090284592737979,WT
69,0.07090284592737979,WT
70,0.12918108419838525,WT
71,0.12918108419838525,WT
72,0.07090284592737979,WT
73,0.07090284592737979,WT
74,0.12918108419838525,WT
75,0.12918108419838525,WT
76,0.12918108419838525,WT
77,0.07090284592737979,WT
78,0.12918108419838525,WT
79,0.12918108419838525,WT
80,0.12918108419838525,WT
81,0.12918108419838525,WT
82,0.12918108419838525,WT
83,0.12918108419838525,WT
