,glycan,substructure,motif
0,0.005893909626719057,0.005893909626719057,0.005893909626719057
1,0.007858546168958742,0.0825147347740668,0.06286836935166994
2,0.0137524557956778,0.4774066797642436,0.14538310412573674
3,0.0137524557956778,0.10609037328094302,0.04518664047151277
4,0.007858546168958742,0.03536345776031434,0.03536345776031434
5,0.007858546168958742,0.0825147347740668,0.06286836935166994
6,0.007858546168958742,0.03536345776031434,0.03536345776031434
7,0.01768172888015717,0.29862475442043224,0.12573673870333987
8,0.023575638506876228,0.6129666011787819,0.27111984282907664
9,0.021611001964636542,0.9548133595284872,0.2907662082514735
10,0.019646365422396856,0.9548133595284872,0.2907662082514735
11,0.01768172888015717,0.9548133595284872,0.2907662082514735
12,0.0137524557956778,0.9548133595284872,0.2907662082514735
13,0.005893909626719057,0.3182711198428291,0.17681728880157171
14,0.011787819253438114,0.44793713163064836,0.18860510805500982
15,0.011787819253438114,0.3182711198428291,0.17681728880157171
