,23,8,22,7,21,20,14,15,0,18,17,16,2,1,19,11,12,9,10,5,4,13,6,3
EPO127.mgat1.,0.0,0.16057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72793
EPO174.mgat2.,1.0,1.0,0.0,0.0,0.30769,0.0,0.98525,0.96865,0.48765,0.0,0.01538,0.07324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPO266.fut8.,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.91888,0.04455,0.40672,0.0,0.85465,0.04781,0.04291,0.0,0.15776,0.5765,0.0,0.07602,0.02247,0.03307,0.0,0.0,0.0
KI_ST6GalNAc1.st3gal4.st3gal6.mgat4a.mgat4b.mgat5,0.9928,0.9952,0.9804,0.9804,0.96691,0.9613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st3gal4.st3gal6.mgat4a.mgat4b.mgat5,0.99476,0.99651,0.97687,0.97687,0.0,0.0,0.0,0.0,0.02645,0.0,0.0,0.0,0.05289,0.0,0.0,0.0,0.0,0.0,0.0,0.00233,0.0,0.0,0.03158,0.0
B3gnt2.mgat4a.mgat4b.mgat5,0.99319,0.99546,0.99092,0.99092,0.88657,0.86686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgat4A.mgat4B.mgat5,1.0,1.0,1.0,1.0,0.9154,0.89799,0.0,0.0,0.0057,0.0,0.0,0.0,0.0076,0.00475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgat5,1.0,1.0,1.0,1.0,0.95254,0.9478,0.66784,0.66784,0.0111,0.66784,0.60704,0.55178,0.0111,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgat4A.mgat4B,1.0,1.0,1.0,1.0,0.80669,0.77205,0.94536,0.97474,0.06393,0.97474,0.57364,0.46175,0.06603,0.06288,0.0063,0.0,0.0,0.0,0.0,0.0021,0.00183,0.0,0.0,0.0
EPO78.mgat4B.,1.0,1.0,1.0,1.0,0.98373,0.97884,0.87584,0.91525,0.54083,0.91525,0.58425,0.33184,0.54083,0.54083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st3gal4.st3gal6,1.0,1.0,0.99622,0.99622,0.0,0.0,0.40792,0.90796,0.13882,0.92749,0.0,0.0,0.27765,0.0,0.0,0.72532,0.0,0.0,0.0,0.13302,0.0,0.0,0.0,0.0
B4GalT1,0.70273,0.80182,0.53808,0.53808,0.28298,0.2639,0.41762,0.29511,0.01186,0.20877,0.24671,0.25374,0.01186,0.01186,0.0,0.28987,0.15821,0.01186,0.01186,0.00395,0.00222,0.04497,0.0,0.0
B4GalT2,1.0,1.0,1.0,1.0,0.94018,0.92682,0.81962,0.81962,0.04726,0.81962,0.72007,0.63714,0.04774,0.04702,0.00144,0.55214,0.44828,0.04716,0.0463,0.01688,0.00389,0.13517,0.0,0.0
B4GalT3,1.0,1.0,1.0,1.0,0.95285,0.9387,0.87857,0.87857,0.08522,0.87857,0.75828,0.65884,0.08632,0.08468,0.00328,0.64487,0.49887,0.08499,0.08304,0.03096,0.00718,0.15585,0.0,0.0
B4GalT4,1.0,1.0,1.0,1.0,1.0,1.0,0.93554,0.93554,0.05196,0.93554,0.9228,0.91123,0.0537,0.05109,0.00523,0.75204,0.73574,0.05158,0.04847,0.02139,0.0141,0.21186,0.0,0.0
WT,1.0,1.0,1.0,1.0,0.93443,0.91969,0.8935,0.8935,0.05443,0.8935,0.80568,0.73665,0.05688,0.0532,0.00735,0.80218,0.68194,0.0539,0.04953,0.02386,0.01633,0.20829,0.0,0.0
