"","start","end","vis_group_4.substrateProduct_ratio","vis_group_4.spearman.ppcor_pvalue","vis_group_4.spearman.ppcor","vis_group_2.substrateProduct_ratio","vis_group_2.spearman.ppcor_pvalue","vis_group_2.spearman.ppcor","vis_group_1.substrateProduct_ratio","vis_group_1.spearman.ppcor_pvalue","vis_group_1.spearman.ppcor","split_group_4.substrateProduct_ratio","split_group_4.spearman.ppcor_pvalue","split_group_4.spearman.ppcor","split_group_2.substrateProduct_ratio","split_group_2.spearman.ppcor_pvalue","split_group_2.spearman.ppcor","split_group_1.substrateProduct_ratio","split_group_1.spearman.ppcor_pvalue","split_group_1.spearman.ppcor","k_2013_group_4.substrateProduct_ratio","k_2013_group_4.spearman.ppcor_pvalue","k_2013_group_4.spearman.ppcor","k_2013_group_2.substrateProduct_ratio","k_2013_group_2.spearman.ppcor_pvalue","k_2013_group_2.spearman.ppcor","k_2013_group_1.substrateProduct_ratio","k_2013_group_1.spearman.ppcor_pvalue","k_2013_group_1.spearman.ppcor","k_2010_group_4.substrateProduct_ratio","k_2010_group_4.spearman.ppcor_pvalue","k_2010_group_4.spearman.ppcor","k_2010_group_2.substrateProduct_ratio","k_2010_group_2.spearman.ppcor_pvalue","k_2010_group_2.spearman.ppcor","k_2010_group_1.substrateProduct_ratio","k_2010_group_1.spearman.ppcor_pvalue","k_2010_group_1.spearman.ppcor"
"1",176,176,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"2",176,182,0.581510355485099,2.72347673611125e-29,-0.528439808848596,0.576859154837196,1.55894019314269e-15,-0.39459430796678,0.588191091915618,2.57365826799291e-29,-0.534527713463637,0.581632983325476,2.33382888179364e-67,-0.516161909821418,0.579952661610268,8.68807805993759e-71,-0.529783891452155,0.590498760451143,4.46782930818321e-67,-0.517493358706132,0.587284106076551,6.60715779884372e-28,-0.407739129557195,0.582624549858737,5.24312153506596e-41,-0.491795027522013,0.594836192262483,4.34595589557527e-39,-0.481184043526673,0.57880628310215,7.58196138064759e-37,-0.52686599418289,0.57620354816694,4.70617926875725e-25,-0.444942951349137,0.586094262046509,6.05214503420903e-33,-0.505455270093544
"3",176,189,0.490936467635867,5.31306995005219e-67,0.734578995344093,0.491086717505129,3.7706133634842e-45,0.641153170345517,0.495076615451097,9.33574504122599e-36,0.582751720668421,0.490325253829182,9.29515913815683e-137,0.686915613552166,0.492129546928838,2.3984629299886e-126,0.669734371083402,0.494761384994879,4.72138008849347e-124,0.665173711358267,0.489238954357204,1.09850040312938e-141,0.78888048145591,0.491503976086846,7.6358058705999e-66,0.603153934307311,0.493644581785442,3.71085844050321e-86,0.669996616994176,0.490301012406197,5.36478366133697e-88,0.741969184843163,0.489940450665103,4.36546872561719e-52,0.615404182187155,0.494562108528058,2.05436643889746e-42,0.564974995850849
"4",176,190,0.469544015494707,2.98887963323427e-23,0.475192836868131,0.467359302324071,8.32952702847311e-14,0.371371045076997,0.45740628043319,5.28812997639776e-18,0.424907220314347,0.463377777152139,2.08217862385985e-91,0.587644257293991,0.462600876711223,2.84692443343598e-132,0.681149075387439,0.452784150768404,4.60250554782938e-91,0.589179026044886,0.46792628525066,1.02892463043182e-91,0.681914249244496,0.465573907392356,3.50136047705031e-40,0.487279510142262,0.457159353653678,4.71733889451394e-40,0.486564465301544,0.466879408857861,7.32198661660938e-29,0.471405532072516,0.466202403849034,5.66987165657361e-24,0.43562553142732,0.457718288424335,1.7371275986394e-24,0.440089922982031
"5",176,195,0.44466048204969,2.39193709370085e-51,0.667343273238893,0.441658303099077,1.24089687014174e-50,0.670221652674787,0.455446700828313,3.42259200706696e-55,0.692115660062777,0.44434393874888,5.77773383715125e-105,0.621308178292076,0.443727426935972,4.284307075848e-88,0.581202032554696,0.45740514519977,6.18817498832031e-111,0.637445159793897,0.449291998759952,1.79017271508641e-59,0.57479364161416,0.445174730730631,8.31969267729507e-77,0.641270751269396,0.460729474084397,4.09676432208012e-79,0.648656915669243,0.439047960447188,2.70943881938794e-69,0.682106989013991,0.440159015462263,3.92558376305949e-53,0.62035707575148,0.452776791097326,1.47561913882138e-55,0.63150730765131
"6",176,197,0.242027368925967,4.01013489359834e-12,-0.342557868323296,0.238384275151668,0.000126182081590216,-0.195923559469128,0.23868901570125,0.0603638115205675,-0.0966941991935543,0.237484947608043,1.70550993597103e-40,-0.408829206936937,0.235625683708589,7.33861172322945e-58,-0.484606581776006,0.235503084225101,2.6497006978585e-29,-0.351013553560697,0.239629021879743,1.88274194594108e-52,-0.544862924018449,0.236977328497296,7.89791404228795e-15,-0.297902243037901,0.237038600944908,4.77794681757009e-21,-0.357136886925362,0.242431520897403,5.38598274967867e-15,-0.34096146290721,0.237255063952265,5.00091467455748e-09,-0.261023030067357,0.238673164183198,0.00171018989075628,-0.141770972664363
"7",176,199,0.212770991340787,3.45298399358612e-15,-0.385405666863086,0.21416885075125,1.08945205809338e-25,-0.503498149405925,0.216986488308721,2.36867627587676e-14,-0.378912975253515,0.211357487749626,1.06709923608528e-28,-0.345712932223201,0.21617692754608,1.91979204472017e-37,-0.395658929425135,0.217404025719551,1.41007846895992e-39,-0.406302734871817,0.213776447418411,2.08022351933943e-30,-0.424945691026112,0.216700967879332,2.314076839557e-24,-0.384201076948899,0.21895182647873,4.68932179274152e-31,-0.43220239829399,0.209746415079369,1.41242610682748e-36,-0.525146691476275,0.213040720210152,3.96534524527597e-28,-0.469974431536882,0.215303266977066,7.89489867529831e-13,-0.316991579718775
"8",176,200,0.19866924091803,1.5329953242505e-10,-0.317587497914686,0.196391929302905,2.20320444105687e-16,-0.405376737275667,0.201612787057573,5.91403765154619e-08,-0.274384796518567,0.19506358609332,7.62812496402486e-39,-0.400786638120797,0.195553737641843,3.31363603862247e-56,-0.478302245191978,0.200474141522235,1.42590429927154e-50,-0.455792735755399,0.201445049932966,3.1330823356627e-35,-0.45555071637537,0.198256947166145,2.4624210084199e-41,-0.49357371828207,0.20428207085074,2.369377142726e-21,-0.359734071181971,0.193296501989945,1.35825939098983e-18,-0.380761356575975,0.194471244201924,8.13980660930658e-22,-0.416120841222524,0.200093310370277,1.45577913401061e-14,-0.339025357381323
"9",176,201,0.100322678233274,2.91598368541684e-07,0.256823802573767,0.09969228192202,1.48071951399408e-08,0.286147652825815,0.100510676209092,0.0149326843403008,0.12511391899964,0.0970135572763119,1.13542164798093e-15,0.252965752506523,0.099370621955292,5.61977363895388e-26,0.330501765231436,0.0992747922915944,2.4397718061444e-22,0.306119835497899,0.100666743990586,1.01892265700437e-19,0.343048246513751,0.100670588362319,3.59849694669354e-09,0.228500923930662,0.101218872875026,2.54970869880286e-16,0.313345452957372,0.0991384033805365,2.80746902592945e-17,0.366849611702777,0.0987248493041776,1.61648696118251e-11,0.299039505764402,0.0996541110900632,0.00720028367140781,0.121639444364063
"10",182,176,1.72021305953911,2.72347673611099e-29,-0.528439808848596,1.73381324264356,1.55894019314425e-15,-0.394594307966774,1.70044606267303,2.57365826799475e-29,-0.534527713463635,1.71991044924311,2.33382888179437e-67,-0.516161909821417,1.72458055950792,8.6880780599771e-71,-0.529783891452149,1.69380358575217,4.46782930823435e-67,-0.517493358706115,1.70337524961384,6.60715779884286e-28,-0.407739129557196,1.71667652894178,5.24312153506581e-41,-0.491795027522013,1.68139000869824,4.34595589555547e-39,-0.481184043526684,1.72850362975516,7.58196138064519e-37,-0.52686599418289,1.73578879911046,4.70617926875973e-25,-0.444942951349135,1.70656984578058,6.05214503421853e-33,-0.505455270093539
