"","start","end","kept","k_2010_group_1.spearman.ppcor","k_2010_group_1.spearman.ppcor_pvalue","k_2010_group_1.substrateProduct_ratio","k_2010_group_2.spearman.ppcor","k_2010_group_2.spearman.ppcor_pvalue","k_2010_group_2.substrateProduct_ratio","k_2010_group_4.spearman.ppcor","k_2010_group_4.spearman.ppcor_pvalue","k_2010_group_4.substrateProduct_ratio","k_2013_group_1.spearman.ppcor","k_2013_group_1.spearman.ppcor_pvalue","k_2013_group_1.substrateProduct_ratio","k_2013_group_2.spearman.ppcor","k_2013_group_2.spearman.ppcor_pvalue","k_2013_group_2.substrateProduct_ratio","k_2013_group_4.spearman.ppcor","k_2013_group_4.spearman.ppcor_pvalue","k_2013_group_4.substrateProduct_ratio","split_group_1.spearman.ppcor","split_group_1.spearman.ppcor_pvalue","split_group_1.substrateProduct_ratio","split_group_2.spearman.ppcor","split_group_2.spearman.ppcor_pvalue","split_group_2.substrateProduct_ratio","split_group_4.spearman.ppcor","split_group_4.spearman.ppcor_pvalue","split_group_4.substrateProduct_ratio","vis_group_1.spearman.ppcor","vis_group_1.spearman.ppcor_pvalue","vis_group_1.substrateProduct_ratio","vis_group_2.spearman.ppcor","vis_group_2.spearman.ppcor_pvalue","vis_group_2.substrateProduct_ratio","vis_group_4.spearman.ppcor","vis_group_4.spearman.ppcor_pvalue","vis_group_4.substrateProduct_ratio"
"1",176,189,"NotImp",0.564974995850849,2.05436643889746e-42,0.494562108528058,0.615404182187155,4.36546872561719e-52,0.489940450665103,0.741969184843163,5.36478366133697e-88,0.490301012406197,0.669996616994176,3.71085844050321e-86,0.493644581785442,0.603153934307311,7.6358058705999e-66,0.491503976086846,0.78888048145591,1.09850040312938e-141,0.489238954357204,0.665173711358267,4.72138008849347e-124,0.494761384994879,0.669734371083402,2.3984629299886e-126,0.492129546928838,0.686915613552166,9.29515913815683e-137,0.490325253829182,0.582751720668421,9.33574504122599e-36,0.495076615451097,0.641153170345517,3.7706133634842e-45,0.491086717505129,0.734578995344093,5.31306995005219e-67,0.490936467635867
"2",176,190,"NotImp",0.440089922982031,1.7371275986394e-24,0.457718288424335,0.43562553142732,5.66987165657361e-24,0.466202403849034,0.471405532072516,7.32198661660938e-29,0.466879408857861,0.486564465301544,4.71733889451394e-40,0.457159353653678,0.487279510142262,3.50136047705031e-40,0.465573907392356,0.681914249244496,1.02892463043182e-91,0.46792628525066,0.589179026044886,4.60250554782938e-91,0.452784150768404,0.681149075387439,2.84692443343598e-132,0.462600876711223,0.587644257293991,2.08217862385985e-91,0.463377777152139,0.424907220314347,5.28812997639776e-18,0.45740628043319,0.371371045076997,8.32952702847311e-14,0.467359302324071,0.475192836868131,2.98887963323427e-23,0.469544015494707
"3",176,195,"NotImp",0.63150730765131,1.47561913882138e-55,0.452776791097326,0.62035707575148,3.92558376305949e-53,0.440159015462263,0.682106989013991,2.70943881938794e-69,0.439047960447188,0.648656915669243,4.09676432208012e-79,0.460729474084397,0.641270751269396,8.31969267729507e-77,0.445174730730631,0.57479364161416,1.79017271508641e-59,0.449291998759952,0.637445159793897,6.18817498832031e-111,0.45740514519977,0.581202032554696,4.284307075848e-88,0.443727426935972,0.621308178292076,5.77773383715125e-105,0.44434393874888,0.692115660062777,3.42259200706696e-55,0.455446700828313,0.670221652674787,1.24089687014174e-50,0.441658303099077,0.667343273238893,2.39193709370085e-51,0.44466048204969
"4",182,195,"NotImp",0.713464760555314,6.09568184010632e-77,0.772586009663612,0.701667391368989,2.05984407810933e-73,0.763943029115733,0.717837455649142,7.14871472381313e-80,0.758584313643557,0.681199150185349,4.27889597662451e-90,0.774594101759132,0.798922623237096,1.16020735167348e-145,0.764128009829869,0.666467029864922,3.13416413091588e-86,0.765084010113691,0.68693154271098,2.22878208461258e-135,0.77465966820688,0.691302159441912,8.94303817523038e-138,0.765162443274476,0.631285555303031,2.62241151521835e-109,0.764003827173755,0.681145949829906,7.38929044744183e-53,0.774368550728474,0.668786788525104,2.39309588546195e-50,0.765675931184451,0.694677259180062,3.44903627579006e-57,0.764716441610272
"5",189,197,"NotImp",0.651840158338414,3.03444503690017e-60,0.482599921483557,0.750508248972468,2.73046525335846e-89,0.484254264332521,0.690723098180935,1.05464113153876e-71,0.494392601952566,0.766077077722539,6.8765000712595e-127,0.480178472860369,0.781787401356037,1.84462933221957e-135,0.482148537455443,0.84432040793407,5.34184418684931e-181,0.489788342078555,0.782199428191338,1.0932548032257e-199,0.475988259524545,0.835770921575473,1.89111631413127e-252,0.478787467066175,0.810418333862875,1.049717224517e-227,0.48432083338649,0.647300170263904,2.92978338223022e-46,0.482132740401306,0.658354118700255,2.54542169920823e-48,0.485426292232098,0.649515966647371,7.3288130947354e-48,0.492972125697217
"6",189,199,"NotImp",0.573782035005129,5.53428013391725e-44,0.435338636859438,0.690419891829161,3.31063785725407e-70,0.434819006789676,0.621836691154091,1.6284633857394e-54,0.427664393553106,0.697667656690223,3.2403041311271e-96,0.443535843624635,0.763361600957725,1.78137209178423e-125,0.440886346672216,0.637335542560625,9.74467849545461e-77,0.436941598990609,0.648091735269992,8.26267927268956e-116,0.439408535457978,0.747858521410514,3.55337378014831e-173,0.439263124813218,0.638360216274639,1.74326075068031e-112,0.431025166233131,0.639550862463228,7.26922440870214e-45,0.438289972046159,0.693630907655963,1.59837249602933e-55,0.436106734706706,0.591176684458124,6.20329964701291e-38,0.433351543239087
"7",190,197,"NotImp",0.546909785979036,2.44855122070005e-39,0.521454092771052,0.747770345799057,2.6448480802118e-88,0.508910100477964,0.660731605280118,1.16648456029743e-63,0.519257166728087,0.613597053026796,1.06630526811425e-68,0.518507882163499,0.729438950575382,2.73627387304216e-109,0.5089962866576,0.803541537243922,7.71986738298209e-151,0.512105770275104,0.626855947360237,2.83475614858669e-106,0.520122520578015,0.740571697286522,4.24945081238669e-168,0.509341977526215,0.721863888159874,2.05938591959063e-157,0.512500834768441,0.566587595829546,1.76735965350448e-33,0.521847988436062,0.700936427830847,3.80274959578142e-57,0.510072027093018,0.692414104937105,1.11196556506822e-56,0.515446277641983
"8",190,200,"NotImp",0.564461663100772,2.5276546642804e-42,0.437131758108063,0.62973326525535,3.64262543300983e-55,0.41713470412727,0.727163792526951,6.57361134555811e-83,0.413766610229152,0.685305301312876,1.3908738896139e-91,0.446844379900152,0.613300520458248,1.28951119687288e-68,0.425818863787746,0.710466476815697,8.47711287002899e-103,0.430442263223987,0.638249279998837,2.69229892378798e-111,0.442751140905528,0.660666954395008,7.97135685975927e-122,0.422717979692755,0.71058952975489,2.05881242701846e-150,0.420872876950562,0.657444172797349,3.79064096503674e-48,0.440764204431415,0.59546337152195,1.22443832363064e-37,0.420212068975781,0.661943125344787,2.88446466246036e-50,0.423024034560379
"9",195,199,"NotImp",0.666114034711243,9.33546223959457e-64,0.475502067898305,0.668393186404364,2.46187057256976e-64,0.483995543766598,0.718854207286318,3.38216593701504e-80,0.477672810025012,0.701749016960501,8.48404886132355e-98,0.475217560150246,0.443562457529767,8.36727803933993e-33,0.486784148452425,0.76740408501935,1.60709706838368e-129,0.475791891846456,0.739559537348988,2.08985417674729e-167,0.475289560943516,0.589509242497185,3.45387690253945e-91,0.487188736291068,0.695800932074008,9.99790025928813e-142,0.475626640903926,0.640484321561717,4.96154689171286e-45,0.47641581732166,0.721175466052355,6.49105721870791e-62,0.484912865856361,0.654151794701152,9.5753337113945e-49,0.478458939160149
"10",195,200,"NotImp",0.457315012120416,1.53063871277844e-26,0.441906248855598,0.467128394432203,9.13620106831059e-28,0.4418245223788,0.487039877402879,5.7494564768619e-31,0.440014367521918,0.517285304351935,6.69973478574905e-46,0.443380792050094,0.45061278070429,6.363606799478e-34,0.445332240447174,0.62518683139378,4.48706144003838e-73,0.448278096818892,0.605274391576372,2.59452245505709e-97,0.438275451612354,0.629857866962555,1.41111345875144e-107,0.44069331555978,0.596606216555234,7.34165060675646e-95,0.438884975585927,0.432471240002957,1.16711358231928e-18,0.442660319349343,0.436346596631743,5.30261404668898e-19,0.44467152711224,0.372715056500905,3.11918693138891e-14,0.446700266862548
