,EPO127.mgat1.,EPO174.mgat2.,EPO263.mgat2.st3gal4.st3gal6.magt4A.mgat4B.mgat5.,EPO259.mgat2.st3gal4.st3gal6.,EPO261.mgat2.mgat4A.mgat4B.mgat5.,EPO266.fut8.,st3gal4.st3gal6.mgat4a.mgat4b.mgat5,KI_ST6GalNAc1.st3gal4.st3gal6.mgat4a.mgat4b.mgat5,mgat4A.mgat4B.mgat5,B3gnt2.mgat4a.mgat4b.mgat5,B4GalT1.B4GalT3,EPO200.B4galt1.B4galt2.B4galt3.,B4GalT1,B4GalT1.B4GalT2,st3gal4,st3gal4.st3gal6,st3gal6,KI_ST6GalNAc1.st3gal4.st3gal6,st3gal3,B4GalT2,B4GalT3,WT,B3gnt2,B4GalT4,EPO78.mgat4B.,mgat4A.mgat4B,mgat5
740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.1290935178933153,0.28466796875000006,0.024571163653222074,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.5408328826392645,0.06602867409014905,0.01109963861641714
746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003842285773227778,0.0,0.20876924275070743,0.07993494367809169,0.05156988521269413,0.0,0.1641855114270506,0.5939744670951232,0.7548236716018475,0.8196196827685651,0.8785693833459147,0.8934955882835307,0.9761552188935718,0.9355370298565335,0.9152514872904274,0.4217866163862108,0.6678368611254518
748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014956548647463833,0.0,0.2440227408426573,0.35509909041624,0.05156988521269413,0.0,0.10115214890365563,0.35551225753918636,0.5484525402512195,0.5521359048305694,0.6448707603404743,0.802177977498606,0.7238865474427613,0.7520356727413726,0.0,0.0,0.0
750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02091338095360891,0.0,0.2563017574829314,0.24679236190590928,0.0,0.0,0.04847267295111523,0.20882891790502223,0.5484525402512195,0.6609589041095889,0.6957336595777911,0.802177977498606,0.8583361810380834,0.9037902287708415,0.1533261222282315,0.6950087160695861,0.5162622612287042
751,0.0,0.0,0.0,0.0,0.0,0.07602406517170904,0.0,0.0,0.022814237239188507,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.004052267380964646,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
752,0.0,0.48765107724645296,0.0,0.0,0.0,0.07602406517170904,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022814237239188507,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.004052267380964646,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.5408328826392645,0.06602867409014905,0.01109963861641714
811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022814237239188507,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.020594193112761644,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
814,0.0,0.48765107724645296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.010851834681227357,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.5408328826392645,0.06602867409014905,0.01109963861641714
816,0.0,0.48765107724645296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.020594193112761644,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
827,0.0,0.0,0.011718565420781552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.006296915578640292,0.0
909,0.0,0.0,0.0,0.0,0.0,0.8349981289041135,0.0,0.0,0.0,0.0,0.003842285773227778,0.0,0.20876924275070743,0.06999578338654297,0.0,0.0,0.015161661429626196,0.07566813039811557,0.3897785643372038,0.5387076423936552,0.535908582138116,0.627939777610129,0.7722975281922771,0.9037902287708415,0.1533261222282315,0.3557579422960617,0.5162622612287042
915,0.0,0.0,0.0,0.0,0.0,0.0,0.020968625303184413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.06070963541666667,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.006296915578640292,0.0
920,0.0,0.0,0.0,0.0,0.0,0.0,0.07362491197871841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,0.0,0.0,0.0,0.0,0.0,0.09562739284377789,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.1290935178933153,0.28466796875000006,0.024571163653222074,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.0,0.0,0.0
924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11635211962306276,0.03401903499789169,0.6026755570560431,0.6915690104166666,0.18480743144628173,0.35551225753918636,0.5484525402512195,0.5521359048305694,0.6448707603404743,0.802177977498606,0.7238865474427613,0.7520356727413726,0.0,0.0,0.0
927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003842285773227778,0.0,0.20876924275070743,0.06999578338654297,0.0,0.0,0.03688250141657652,0.1847209701340623,0.5157120041438253,0.6973684210526314,0.7187443059062395,0.7192573883950537,0.8546151801647872,0.9355370298565335,0.8447268793942673,0.4217866163862108,0.6678368611254518
928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003842285773227778,0.0,0.20876924275070743,0.13774772604059995,0.0,0.0,0.04847267295111523,0.20882891790502223,0.5484525402512195,0.6609589041095889,0.6957336595777911,0.802177977498606,0.8583361810380834,0.9037902287708415,0.1533261222282315,0.6950087160695861,0.5162622612287042
930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003842285773227778,0.0,0.15768022637003196,0.07993494367809169,0.05156988521269413,0.0,0.10115214890365563,0.35551225753918636,0.5484525402512195,0.5521359048305694,0.6448707603404743,0.802177977498606,0.7238865474427613,0.7520356727413726,0.0,0.0,0.0
932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014956548647463833,0.0,0.20521274110225593,0.24679236190590928,0.0,0.0,0.04847267295111523,0.20882891790502223,0.5484525402512195,0.5192411679884642,0.5833615326548143,0.802177977498606,0.7238865474427613,0.7520356727413726,0.0,0.0,0.0
963,0.0,0.0,0.0,0.0,0.0,0.07602406517170904,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.020594193112761644,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.1290935178933153,0.27062988281250006,0.024571163653222074,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.5408328826392645,0.06602867409014905,0.01109963861641714
985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022814237239188507,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.004052267380964646,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
986,0.0,0.48765107724645296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
1098,0.0,0.0,0.013041629258611727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,0.0,0.0,0.0,0.0,0.0,0.5952387806212038,0.0,0.0,0.0,0.0,0.0,0.0,0.11635211962306276,0.024079874706342992,0.0,0.0,0.018218032589845296,0.09963067438276092,0.3897785643372038,0.4298846431146358,0.4850456829007992,0.627939777610129,0.637847894596955,0.7520356727413726,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0,0.0,0.5952387806212038,0.0,0.0,0.0,0.0,0.0,0.0,0.11635211962306276,0.03401903499789169,0.0,0.0,0.04847267295111523,0.20882891790502223,0.5484525402512195,0.5192411679884642,0.5833615326548143,0.802177977498606,0.7238865474427613,0.7520356727413726,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0,0.0,0.5952387806212038,0.0,0.0,0.0,0.0,0.003842285773227778,0.0,0.15768022637003196,0.06999578338654297,0.0,0.0,0.015161661429626196,0.07566813039811557,0.3897785643372038,0.39698990627253056,0.4235364552151392,0.627939777610129,0.637847894596955,0.7520356727413726,0.0,0.0,0.0
1118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.1290935178933153,0.28466796875000006,0.024571163653222074,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.0,0.0,0.0
1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003842285773227778,0.0,0.15768022637003196,0.06999578338654297,0.0,0.0,0.018218032589845296,0.09963067438276092,0.3897785643372038,0.4298846431146358,0.4850456829007992,0.627939777610129,0.637847894596955,0.7520356727413726,0.0,0.0,0.0
1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003842285773227778,0.0,0.20876924275070743,0.06999578338654297,0.0,0.0,0.015161661429626196,0.07566813039811557,0.3897785643372038,0.5387076423936552,0.535908582138116,0.627939777610129,0.7722975281922771,0.9037902287708415,0.1533261222282315,0.3557579422960617,0.5162622612287042
1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003842285773227778,0.0,0.15768022637003196,0.13774772604059995,0.0,0.0,0.04847267295111523,0.20882891790502223,0.5484525402512195,0.5192411679884642,0.5833615326548143,0.802177977498606,0.7238865474427613,0.7520356727413726,0.0,0.0,0.0
1122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11635211962306276,0.03401903499789169,0.05156988521269413,0.0,0.10115214890365563,0.35551225753918636,0.5484525402512195,0.5521359048305694,0.6448707603404743,0.802177977498606,0.7238865474427613,0.7520356727413726,0.0,0.0,0.0
1134,0.0,0.0,0.0,0.0,0.0,0.09562739284377789,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.004052267380964646,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.5408328826392645,0.06602867409014905,0.01109963861641714
1135,0.0,0.0,0.0,0.0,0.0,0.07602406517170904,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.010851834681227357,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.5408328826392645,0.06602867409014905,0.01109963861641714
1166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.020594193112761644,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
1251,0.0,0.0,0.0,0.0,0.0,0.019603327672068856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.06070963541666667,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.006296915578640292,0.0
1296,0.0,0.0,0.0,0.0,0.0,0.5952387806212038,0.0,0.0,0.0,0.0,0.0,0.0,0.11635211962306276,0.024079874706342992,0.0,0.0,0.015161661429626196,0.07566813039811557,0.3897785643372038,0.39698990627253056,0.4235364552151392,0.627939777610129,0.637847894596955,0.7520356727413726,0.0,0.0,0.0
1298,0.0,0.0,0.0,0.0,0.0,0.0,0.020968625303184413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11635211962306276,0.024079874706342992,0.0,0.0,0.018218032589845296,0.09963067438276092,0.3897785643372038,0.4298846431146358,0.4850456829007992,0.627939777610129,0.637847894596955,0.7520356727413726,0.0,0.0,0.0
1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11635211962306276,0.03401903499789169,0.0,0.0,0.04847267295111523,0.20882891790502223,0.5484525402512195,0.5192411679884642,0.5833615326548143,0.802177977498606,0.7238865474427613,0.7520356727413726,0.0,0.0,0.0
1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003842285773227778,0.0,0.15768022637003196,0.06999578338654297,0.0,0.0,0.015161661429626196,0.07566813039811557,0.3897785643372038,0.39698990627253056,0.4235364552151392,0.627939777610129,0.637847894596955,0.7520356727413726,0.0,0.0,0.0
1305,0.0,0.0,0.0,0.0,0.0,0.07602406517170904,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.004052267380964646,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
1324,0.0,0.0,0.0,0.0,0.0,0.07602406517170904,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.020594193112761644,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.0,0.0,0.0
1326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.1290935178933153,0.27062988281250006,0.024571163653222074,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.0,0.0,0.0
1327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.004052267380964646,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.5408328826392645,0.06602867409014905,0.01109963861641714
1329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
1398,0.0,0.0,0.0,0.0,0.0,0.019603327672068856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.006296915578640292,0.0
1407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.06070963541666667,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.006296915578640292,0.0
1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11635211962306276,0.024079874706342992,0.0,0.0,0.015161661429626196,0.07566813039811557,0.3897785643372038,0.39698990627253056,0.4235364552151392,0.627939777610129,0.637847894596955,0.7520356727413726,0.0,0.0,0.0
1466,0.0,0.0,0.0,0.0,0.0,0.07602406517170904,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.0,0.0,0.0
1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.004052267380964646,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.5408328826392645,0.05973175851150876,0.01109963861641714
1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.020594193112761644,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.0,0.0,0.0
1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.010851834681227357,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.0,0.0,0.0
1479,0.0,0.0,0.0,0.0,0.0,0.28786090561040906,0.0,0.0,0.0,0.0,0.0,0.0,0.06253731730744269,0.0073640142160110835,0.0,0.0,0.0,0.0,0.153753183407433,0.15683579668348951,0.13842829997136685,0.24305441663659919,0.3796939666628698,0.48468398604110124,0.0,0.0,0.0
1520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.006296915578640292,0.0
1535,0.0,0.0,0.0,0.0,0.0,0.019603327672068856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.06070963541666667,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0,0.0,0.0,0.003677333541976371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0,0.0,0.09562739284377789,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.0009958962207455486,0.010178265042021696,0.020201148184918204,0.014847692862292717,0.024806726188926778,0.05687670154492079,0.0,0.05370298565335402,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0,0.0,0.07602406517170904,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.004052267380964646,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.004052267380964646,0.03414080902666706,0.020201148184918204,0.04774242970439797,0.08631595387458678,0.05687670154492079,0.0,0.05370298565335402,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.010851834681227357,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0,0.0,0.019603327672068856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.006296915578640292,0.0
1617,0.0,0.0,0.0,0.0,0.0,0.019603327672068856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.06070963541666667,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06253731730744269,0.0073640142160110835,0.0,0.0,0.0,0.0,0.153753183407433,0.15683579668348951,0.13842829997136685,0.24305441663659919,0.3796939666628698,0.48468398604110124,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0,0.0,0.07602406517170904,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.0009958962207455486,0.00503097100648501,0.020201148184918204,0.013405731795241528,0.021526928182835726,0.04952930757371995,0.0,0.048468398604110126,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.0009958962207455486,0.010178265042021696,0.020201148184918204,0.014847692862292717,0.024806726188926778,0.05687670154492079,0.0,0.05370298565335402,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.004052267380964646,0.02899351499113037,0.020201148184918204,0.046300468637346784,0.08303615586849572,0.04952930757371995,0.0,0.048468398604110126,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.006296915578640292,0.0
1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01186365878352068,0.0007680260225287634,0.0,0.0,0.0009958962207455486,0.00503097100648501,0.020201148184918204,0.013405731795241528,0.021526928182835726,0.04952930757371995,0.0,0.048468398604110126,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0,0.0,0.019603327672068856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005147294035536686,0.0,0.0014419610670511893,0.0032797980060910534,0.00734739397120084,0.0,0.005234587049243893,0.0,0.0,0.0
