,WT,mgat4A,mgat4A/mgat4B,mgat5,mgat4A/mgat4B/mgat5,B4GalT1,B4GalT2,B4GalT3,B4GalT4,B4GalT1/B4GalT2,B4GalT1/B4GalT3,B3gnt1,B3gnt2,st3gal3,st3gal4,st3gal6,st3gal3/st3gal4,st3gal4/st3gal6,KI_ST6GalNAc1/st3gal4/st3gal6,B3gnt2/mgat4a/mgat4b/mgat5,st3gal4/st3gal6/mgat4a/mgat4b/mgat5,KI_ST6GalNAc1/st3gal4/st3gal6/mgat4a/mgat4b/mgat5,EPO48(mgat3),EPO143(mgat4C),EPO174(mgat2),EPO200(B4galt1/B4galt2/B4galt3),EPO275(B3gnt8),EPO78(mgat4B),EPO104(mgat5B),EPO127(mgat1),EPO259(mgat2/st3gal4/st3gal6),EPO261(mgat2/mgat4A/mgat4B/mgat5),EPO263(mgat2/st3gal4/st3gal6/magt4A/mgat4B/mgat5),EPO266(fut8)
450,0.9835667661626268,0.9713259538389072,0.9221601622256217,0.9683531233866804,0.9734315211898058,0.20876924275070743,0.9847242249459263,1.0000000000000002,1.0,0.13774772604059995,0.003842285773227778,0.7391670663262,1.0,0.9263607717874565,0.05156988521269413,0.1641855114270506,0.031116495568449917,0.0,0.9182249105766717,0.9522696929238985,0.0,0.955607476635514,0.9819693370762255,1.0,0.0,0.0,0.9809331709544833,1.0,1.0,0.0,0.0,0.0,0.0,0.0
451,0.8934955882835307,0.846767545925577,0.9221601622256217,0.6678368611254518,0.0,0.2951117572233327,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.35509909041624,0.02091338095360891,0.4580487109359811,0.9406538330105936,0.6743859800578411,0.05156988521269413,0.11981661773038686,0.031116495568449917,0.0,0.44060255329048775,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.9686459975477316,0.0,0.8764271578626883,0.8447268793942673,0.9399754845629357,0.0,0.11322690260947617,0.0,0.0,0.0
452,0.8934955882835307,0.846767545925577,0.9221601622256217,0.6678368611254518,0.0,0.3465901715947146,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.45608698271188475,0.07452487170891461,0.4580487109359811,0.9406538330105936,0.6743859800578411,0.05156988521269413,0.11981661773038686,0.031116495568449917,0.0,0.44060255329048775,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.4762532981530343,0.8764271578626883,0.8447268793942673,0.9399754845629357,0.0,0.0,0.0,0.0,0.0
454,0.8934955882835307,0.846767545925577,0.4217866163862108,0.6678368611254518,0.0,0.3465901715947146,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.45608698271188475,0.048479847340055185,0.5789187157318955,0.9761552188935718,0.7548236716018475,0.05156988521269413,0.1641855114270506,0.031116495568449917,0.0,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.2717678100263852,0.8764271578626883,0.9152514872904274,0.9399754845629357,0.0,0.0,0.0,0.0,0.0
500,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.022814237239188507,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.020594193112761644,0.010851834681227357,0.04256200981954983,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.48765107724645296,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.04516760024895528,0.04172376317157303,0.0
558,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.10999171076962316,0.06070963541666667,0.005147294035536686,0.0,0.020968625303184413,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10305722251098615,0.0
563,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.022814237239188507,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.27062988281250006,0.03414080902666706,0.0,0.15867303027932084,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
571,0.8934955882835307,0.846767545925577,0.9747411860969796,0.6678368611254518,0.0,0.20876924275070743,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.13774772604059995,0.003842285773227778,0.6403582677675668,0.9761552188935718,0.7548236716018475,0.8476958136394328,0.3419358162056354,0.875565899381496,0.907958984375,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.0,0.8764271578626883,0.9152514872904274,0.9399754845629357,0.0,0.0,0.0,0.0,0.0
575,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.28466796875000006,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.09562739284377789
577,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.2440227408426573,0.5521359048305694,0.6448707603404743,0.7520356727413726,0.3884856333955785,0.014956548647463833,0.32863679373679505,0.7238865474427613,0.5484525402512195,0.6508693450371371,0.18480743144628173,0.7131607473060002,0.7407633463541666,0.35551225753918636,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
586,0.7706563453275167,0.7342498822421102,0.4217866163862108,0.8998451213216314,0.7219695328857122,0.20876924275070743,0.7917042177361211,0.7956633781919464,1.0,0.06999578338654297,0.003842285773227778,0.2776834437257774,0.8546151801647872,0.5157120041438253,0.0,0.03688250141657652,0.0,0.0,0.4755285427632537,0.6675567423230975,0.0,0.9345794392523364,0.9395378967825525,0.9571412992111673,0.0,0.0,0.9360633277515604,0.92947539210384,1.0,0.0,0.0,0.0,0.0,0.0
587,0.8934955882835307,0.846767545925577,0.4217866163862108,0.6678368611254518,0.0,0.20876924275070743,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.13774772604059995,0.003842285773227778,0.5789187157318955,0.9761552188935718,0.7548236716018475,0.05156988521269413,0.1641855114270506,0.031116495568449917,0.0,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.0,0.8764271578626883,0.9152514872904274,0.9399754845629357,0.0,0.0,0.0,0.0,0.0
588,0.802177977498606,0.739195713612812,0.6950087160695861,0.5162622612287042,0.0,0.2563017574829314,0.6609589041095889,0.6957336595777911,0.9037902287708415,0.24679236190590928,0.02091338095360891,0.2637364061750639,0.8583361810380834,0.5484525402512195,0.0,0.04847267295111523,0.0,0.0,0.20882891790502223,0.0,0.0,0.0,0.7829482473187936,0.7989748809480534,0.2744788929760028,0.0,0.7704749581367027,0.1533261222282315,0.8333333333333333,0.0,0.031352183112136944,0.0,0.0,0.0
589,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.29550115521403914,0.5521359048305694,0.6448707603404743,0.7520356727413726,0.45608698271188475,0.048479847340055185,0.31415831702290375,0.7238865474427613,0.5484525402512195,0.05156988521269413,0.10115214890365563,0.031116495568449917,0.0,0.35551225753918636,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.2717678100263852,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
599,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.022814237239188507,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.004052267380964646,0.0,0.0,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.09562739284377789
600,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.022814237239188507,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.020594193112761644,0.010851834681227357,0.04256200981954983,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.07602406517170904
604,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.020594193112761644,0.010851834681227357,0.04256200981954983,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.48765107724645296,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.07602406517170904
606,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.022320444853465373,0.0,0.020201148184918204,0.0,0.010851834681227357,0.0,0.0,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.48765107724645296,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.09562739284377789
641,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.27062988281250006,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.48765107724645296,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.01711867666859011,0.0,0.0,0.0
663,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.02002167952560097,0.0,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011718565420781552,0.019603327672068856
724,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.20521274110225593,0.5192411679884642,0.5833615326548143,0.7520356727413726,0.24679236190590928,0.014956548647463833,0.22997057641706314,0.7238865474427613,0.5484525402512195,0.0,0.04847267295111523,0.0,0.0,0.20882891790502223,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.5952387806212038
726,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.11635211962306276,0.5521359048305694,0.6448707603404743,0.7520356727413726,0.03401903499789169,0.0,0.32863679373679505,0.7238865474427613,0.5484525402512195,0.6026755570560431,0.18480743144628173,0.6927883695721483,0.6915690104166666,0.35551225753918636,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.5952387806212038
729,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.10999171076962316,0.06070963541666667,0.005147294035536686,0.0,0.020968625303184413,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019603327672068856
740,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.28466796875000006,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
746,0.8934955882835307,0.846767545925577,0.4217866163862108,0.6678368611254518,0.0,0.20876924275070743,0.8196196827685651,0.8785693833459147,0.9355370298565335,0.07993494367809169,0.003842285773227778,0.5789187157318955,0.9761552188935718,0.7548236716018475,0.05156988521269413,0.1641855114270506,0.031116495568449917,0.0,0.5939744670951232,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.0,0.8764271578626883,0.9152514872904274,0.9399754845629357,0.0,0.0,0.0,0.0,0.0
748,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.2440227408426573,0.5521359048305694,0.6448707603404743,0.7520356727413726,0.35509909041624,0.014956548647463833,0.31415831702290375,0.7238865474427613,0.5484525402512195,0.05156988521269413,0.10115214890365563,0.031116495568449917,0.0,0.35551225753918636,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
750,0.802177977498606,0.739195713612812,0.6950087160695861,0.5162622612287042,0.0,0.2563017574829314,0.6609589041095889,0.6957336595777911,0.9037902287708415,0.24679236190590928,0.02091338095360891,0.2637364061750639,0.8583361810380834,0.5484525402512195,0.0,0.04847267295111523,0.0,0.0,0.20882891790502223,0.0,0.0,0.0,0.7829482473187936,0.7989748809480534,0.0,0.0,0.7704749581367027,0.1533261222282315,0.8333333333333333,0.0,0.0,0.0,0.0,0.0
751,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.022814237239188507,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.004052267380964646,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.07602406517170904
752,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.022320444853465373,0.0,0.020201148184918204,0.0,0.010851834681227357,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.48765107724645296,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.07602406517170904
810,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.022814237239188507,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.004052267380964646,0.0,0.0,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
811,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.022814237239188507,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.020594193112761644,0.010851834681227357,0.04256200981954983,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
814,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.022320444853465373,0.0,0.020201148184918204,0.0,0.010851834681227357,0.0,0.0,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.48765107724645296,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
816,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.020594193112761644,0.010851834681227357,0.04256200981954983,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.48765107724645296,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
827,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.02002167952560097,0.0,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011718565420781552,0.0
909,0.627939777610129,0.5493699952896844,0.3557579422960617,0.5162622612287042,0.0,0.20876924275070743,0.5387076423936552,0.535908582138116,0.9037902287708415,0.06999578338654297,0.003842285773227778,0.13411709808293046,0.7722975281922771,0.3897785643372038,0.0,0.015161661429626196,0.0,0.0,0.07566813039811557,0.0,0.0,0.0,0.7829482473187936,0.7989748809480534,0.0,0.0,0.7704749581367027,0.1533261222282315,0.8333333333333333,0.0,0.0,0.0,0.0,0.8349981289041135
915,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.10999171076962316,0.06070963541666667,0.005147294035536686,0.0,0.020968625303184413,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07362491197871841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,0.05687670154492079,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.28466796875000006,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.09562739284377789
924,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.11635211962306276,0.5521359048305694,0.6448707603404743,0.7520356727413726,0.03401903499789169,0.0,0.32863679373679505,0.7238865474427613,0.5484525402512195,0.6026755570560431,0.18480743144628173,0.6927883695721483,0.6915690104166666,0.35551225753918636,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
927,0.7192573883950537,0.6569418276024493,0.4217866163862108,0.6678368611254518,0.0,0.20876924275070743,0.6973684210526314,0.7187443059062395,0.9355370298565335,0.06999578338654297,0.003842285773227778,0.24424166223800697,0.8546151801647872,0.5157120041438253,0.0,0.03688250141657652,0.0,0.0,0.1847209701340623,0.0,0.0,0.0,0.8831425897934213,0.9001781235232106,0.0,0.0,0.8764271578626883,0.8447268793942673,0.9399754845629357,0.0,0.0,0.0,0.0,0.0
928,0.802177977498606,0.739195713612812,0.6950087160695861,0.5162622612287042,0.0,0.20876924275070743,0.6609589041095889,0.6957336595777911,0.9037902287708415,0.13774772604059995,0.003842285773227778,0.2637364061750639,0.8583361810380834,0.5484525402512195,0.0,0.04847267295111523,0.0,0.0,0.20882891790502223,0.0,0.0,0.0,0.7829482473187936,0.7989748809480534,0.0,0.0,0.7704749581367027,0.1533261222282315,0.8333333333333333,0.0,0.0,0.0,0.0,0.0
930,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.15768022637003196,0.5521359048305694,0.6448707603404743,0.7520356727413726,0.07993494367809169,0.003842285773227778,0.31415831702290375,0.7238865474427613,0.5484525402512195,0.05156988521269413,0.10115214890365563,0.031116495568449917,0.0,0.35551225753918636,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
932,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.20521274110225593,0.5192411679884642,0.5833615326548143,0.7520356727413726,0.24679236190590928,0.014956548647463833,0.22997057641706314,0.7238865474427613,0.5484525402512195,0.0,0.04847267295111523,0.0,0.0,0.20882891790502223,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
963,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.020594193112761644,0.010851834681227357,0.04256200981954983,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.07602406517170904
982,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.27062988281250006,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
985,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.022814237239188507,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.004052267380964646,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
986,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.022320444853465373,0.0,0.020201148184918204,0.0,0.010851834681227357,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.48765107724645296,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011413632595804375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013041629258611727,0.0
1109,0.627939777610129,0.5493699952896844,0.0,0.0,0.0,0.11635211962306276,0.4298846431146358,0.4850456829007992,0.7520356727413726,0.024079874706342992,0.0,0.10035126832492969,0.637847894596955,0.3897785643372038,0.0,0.018218032589845296,0.0,0.0,0.09963067438276092,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.5952387806212038
1110,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.11635211962306276,0.5192411679884642,0.5833615326548143,0.7520356727413726,0.03401903499789169,0.0,0.22997057641706314,0.7238865474427613,0.5484525402512195,0.0,0.04847267295111523,0.0,0.0,0.20882891790502223,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.5952387806212038
1111,0.627939777610129,0.5493699952896844,0.0,0.0,0.0,0.15768022637003196,0.39698990627253056,0.4235364552151392,0.7520356727413726,0.06999578338654297,0.003842285773227778,0.10035126832492969,0.637847894596955,0.3897785643372038,0.0,0.015161661429626196,0.0,0.0,0.07566813039811557,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.5952387806212038
1118,0.05687670154492079,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.28466796875000006,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1119,0.627939777610129,0.5493699952896844,0.0,0.0,0.0,0.15768022637003196,0.4298846431146358,0.4850456829007992,0.7520356727413726,0.06999578338654297,0.003842285773227778,0.10035126832492969,0.637847894596955,0.3897785643372038,0.0,0.018218032589845296,0.0,0.0,0.09963067438276092,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
1120,0.627939777610129,0.5493699952896844,0.3557579422960617,0.5162622612287042,0.0,0.20876924275070743,0.5387076423936552,0.535908582138116,0.9037902287708415,0.06999578338654297,0.003842285773227778,0.13411709808293046,0.7722975281922771,0.3897785643372038,0.0,0.015161661429626196,0.0,0.0,0.07566813039811557,0.0,0.0,0.0,0.7829482473187936,0.7989748809480534,0.0,0.0,0.7704749581367027,0.1533261222282315,0.8333333333333333,0.0,0.0,0.0,0.0,0.0
1121,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.15768022637003196,0.5192411679884642,0.5833615326548143,0.7520356727413726,0.13774772604059995,0.003842285773227778,0.22997057641706314,0.7238865474427613,0.5484525402512195,0.0,0.04847267295111523,0.0,0.0,0.20882891790502223,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
1122,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.11635211962306276,0.5521359048305694,0.6448707603404743,0.7520356727413726,0.03401903499789169,0.0,0.31415831702290375,0.7238865474427613,0.5484525402512195,0.05156988521269413,0.10115214890365563,0.031116495568449917,0.0,0.35551225753918636,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
1134,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.004052267380964646,0.0,0.0,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.09562739284377789
1135,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.022320444853465373,0.0,0.020201148184918204,0.0,0.010851834681227357,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.07602406517170904
