"","154_","176_","189_","182_","195_","199_","190_","197_","200_","201_","108_","139_","164_","148_","173_","187_","165_","184_","188_","196_"
"108_",0.1886275531855,-0.0631359695733897,0.0341392015158329,-0.0748601219549444,0.0198777199632721,-0.0541110148995661,0.0379901497743431,-0.0652793367524225,0.0273944886159211,-0.00327700573919173,1,0.616646843263502,-0.142987020767239,0.596507460433876,-0.127120042095324,-0.107688636685329,0.0635965377477709,-0.0252791245144077,0.0103292803798871,-0.0135771801873662
"139_",-0.102816190344644,0.0767567571961689,0.022678462896808,-0.036321077062867,-0.0060548781178634,-0.046570550072803,0.0456255229667521,-0.0671400097499364,0.0331641655963522,-0.0443081206661917,0.616646843263502,1,0.488374003064775,-0.211815191530555,0.383112650204806,-0.137470874377045,0.0958945761258547,-0.0211364053750986,-0.0384627148964377,-0.0530818990332175
"164_",0.112408854439047,-0.0068143946209106,0.224380755119722,-0.0131303951453636,-0.121238978945348,0.0700814700592447,-0.163327803040381,-0.138214543771421,-0.0568000522731537,0.00187493488865455,-0.142987020767238,0.488374003064775,1,-0.0932579557711382,0.0920424034283223,0.213435155411885,-0.0530863092360889,0.618870908036096,-0.193902674744043,-0.0369867110978587
"148_",-0.257654647604233,0.0855161787221752,0.000652509547962146,0.257828168198834,-0.0572770923903885,-0.0904969393466412,-0.0604104052455081,0.00935197977599475,0.0382334816690666,-0.0149684569853786,0.596507460433875,-0.211815191530555,-0.0932579557711378,1,0.443481418387302,0.0760047156059301,-0.0381672145637027,-0.0344083247777364,0.00495376433830749,-0.0308747476348804
"173_",-0.0595352697531424,-0.0932289304570314,-0.124515387065059,-0.0317426656020969,0.174179638030048,0.0718568052050444,0.0349331949077624,-0.0227610578180876,-0.0950079564791371,-0.000151503176781913,-0.127120042095324,0.383112650204806,0.0920424034283224,0.443481418387301,1,0.265781249358057,-0.00332785348186341,0.0356050470053263,-0.0194590520657064,-0.0700075617020442
"187_",0.00962434717017254,0.0136008587354421,-0.000456738561555187,0.0280158275518389,-0.0444551870143031,0.0737376937243135,-0.0303586190876213,-0.132911635393697,0.00453821865712483,0.0541570613791168,-0.107688636685328,-0.137470874377044,0.213435155411885,0.0760047156059305,0.265781249358057,1,0.106212205154406,0.0529184470077671,0.0475971644067234,0.242477565926126
"165_",-0.0697633944403956,0.0223551149220038,-0.0372484270421378,-0.00026763909592841,0.0241813283050056,-0.149230751923985,0.10839544669544,0.0770157407838719,-0.00618421165374474,-0.0369110109727258,0.0635965377477712,0.0958945761258546,-0.0530863092360888,-0.0381672145637022,-0.00332785348186368,0.106212205154406,1,0.0456465217549225,0.317402992238902,0.169132537829414
"184_",-0.00118060020105884,-0.0757720630196255,-0.240557100075842,-0.0488643417234295,-0.0471374874645411,-0.00654117626929036,0.0907664310038355,0.387551894162509,-0.00753409270039133,-0.00353757957637945,-0.0252791245144079,-0.0211364053750987,0.618870908036096,-0.0344083247777365,0.0356050470053269,0.0529184470077682,0.0456465217549215,1,0.153492702540722,0.00281679280604093
"188_",-0.0730036062811581,0.0163376621223038,0.0500300972386225,-0.00793166296526678,0.0478044284702987,-0.0376588720518001,-0.120481479856595,-0.114128063795289,0.00982046043175092,0.059611872513021,0.0103292803798873,-0.0384627148964378,-0.193902674744044,0.00495376433830805,-0.0194590520657067,0.0475971644067245,0.317402992238902,0.153492702540721,1,0.277103665522734
"196_",0.117749920410607,0.0120503566380289,0.0391838023066623,-0.0554621817022176,-0.130757526396879,-0.0138978176294126,-0.0859976857722643,-0.0578003828691066,0.0658621135492827,0.104256333601488,-0.0135771801873665,-0.0530818990332184,-0.0369867110978595,-0.0308747476348811,-0.0700075617020445,0.242477565926127,0.169132537829416,0.00281679280604138,0.277103665522736,1
