"","154_","176_","189_","182_","195_","199_","190_","197_","200_","201_","108_","139_","164_","148_","173_","187_","165_","184_","188_","196_"
"154_",1,0.495779209551531,-0.190853409367116,0.807904187098958,-0.250602941555806,-0.000981316939778991,0.0624628994371204,-0.0480760091934116,-0.0384657423067229,-0.0720951123825158,0.188627553185501,-0.102816190344643,0.112408854439047,-0.257654647604233,-0.0595352697531423,0.00962434717017265,-0.0697633944403952,-0.00118060020105913,-0.0730036062811576,0.117749920410606
"176_",0.495779209551532,1,0.693071696607804,-0.487445132255953,0.547022933505724,-0.308652676385997,0.540909251779109,-0.270141912856484,-0.124064354496607,-0.052060311777228,-0.0631359695733897,0.0767567571961687,-0.0068143946209106,0.0855161787221751,-0.0932289304570311,0.0136008587354427,0.0223551149220035,-0.0757720630196254,0.0163376621223033,0.0120503566380291
"189_",-0.190853409367116,0.693071696607804,1,0.224107963421363,-0.433505261997336,0.570099763529543,-0.314982943263479,0.610487971413494,-0.100324848589634,-0.174334904131076,0.0341392015158325,0.0226784628968082,0.224380755119722,0.000652509547962322,-0.124515387065059,-0.000456738561555506,-0.0372484270421378,-0.240557100075842,0.050030097238623,0.0391838023066616
"182_",0.807904187098958,-0.487445132255952,0.224107963421363,1,0.446232868964949,-0.145408253580408,0.00755002831355623,-0.0454859649345585,0.0915528419646839,-0.0175421419982965,-0.0748601219549444,-0.0363210770628671,-0.0131303951453636,0.257828168198833,-0.0317426656020971,0.0280158275518395,-0.00026763909592817,-0.0488643417234292,-0.0079316629652648,-0.0554621817022185
"195_",-0.250602941555806,0.547022933505724,-0.433505261997336,0.446232868964949,1,0.677514752448533,-0.0564596102501571,-0.0193567895007183,0.0806734544598295,0.0354202624325639,0.0198777199632722,-0.00605487811786323,-0.121238978945349,-0.0572770923903885,0.174179638030048,-0.0444551870143038,0.0241813283050053,-0.0471374874645413,0.0478044284702981,-0.13075752639688
"199_",-0.000981316939779102,-0.308652676385997,0.570099763529543,-0.145408253580408,0.677514752448533,1,-0.143235661293913,-0.0841393957618533,0.193039099321898,0.28392136434096,-0.0541110148995661,-0.0465705500728032,0.0700814700592447,-0.0904969393466414,0.0718568052050445,0.0737376937243131,-0.149230751923985,-0.00654117626929036,-0.0376588720518008,-0.0138978176294126
"190_",0.0624628994371199,0.540909251779109,-0.31498294326348,0.00755002831355565,-0.0564596102501567,-0.143235661293914,1,0.437293285381778,0.39268068180537,0.0123119102258814,0.0379901497743432,0.0456255229667518,-0.163327803040381,-0.0604104052455084,0.0349331949077625,-0.0303586190876226,0.108395446695439,0.0907664310038351,-0.120481479856595,-0.0859976857722641
"197_",-0.0480760091934122,-0.270141912856485,0.610487971413494,-0.0454859649345582,-0.0193567895007179,-0.0841393957618533,0.437293285381778,1,0.0468131347171514,0.293069913916815,-0.065279336752422,-0.0671400097499359,-0.138214543771421,0.00935197977599456,-0.0227610578180883,-0.132911635393697,0.0770157407838736,0.387551894162511,-0.114128063795288,-0.0578003828691076
"200_",-0.0384657423067222,-0.124064354496607,-0.100324848589635,0.0915528419646833,0.0806734544598301,0.193039099321898,0.392680681805371,0.0468131347171499,1,0.289868790501563,0.0273944886159213,0.0331641655963517,-0.0568000522731535,0.0382334816690653,-0.095007956479137,0.00453821865712636,-0.00618421165374746,-0.00753409270039267,0.00982046043175182,0.0658621135492818
"201_",-0.0720951123825154,-0.0520603117772283,-0.174334904131076,-0.0175421419982966,0.0354202624325632,0.28392136434096,0.0123119102258815,0.293069913916816,0.289868790501564,1,-0.00327700573919178,-0.044308120666192,0.00187493488865436,-0.0149684569853785,-0.00015150317678231,0.0541570613791165,-0.0369110109727253,-0.00353757957637885,0.0596118725130215,0.10425633360149
