"","139_","148_","154_","164_","165_","173_","176_","182_","184_","187_","188_","189_","190_","195_","196_","197_","199_","200_","201_"
"139_",1,-0.349304082501713,-0.069433200371274,0.472875430239058,0.231191081635599,0.501437980665631,0.191029846808551,-0.145233541564299,0.0183075494275325,-0.00822037384660517,0.058975382587686,-0.0408059489954017,0.0549431920943533,0.078247118522998,-0.206719732807166,-0.0812240909365941,-0.0383966071434812,-0.0342372783473735,-0.0569383063177373
"148_",-0.349304082501713,1,-0.180398892445026,-0.113685097327698,-0.190547805370035,0.604112057125781,-0.108989817650494,0.314399533708956,-0.00982923329515457,0.129247568957166,0.0637289125958579,-0.00763534145363291,0.0692313264595665,0.0078264891063353,-0.0675373899595667,0.106768145200197,-0.0492955512429138,-0.00871376182705591,-0.0306740846705757
"154_",-0.0694332003712741,-0.180398892445026,1,-0.0115697367103737,0.096564570243831,-0.018612748364784,0.506486263764582,0.642368868008097,-0.197819484732161,0.0870684236176974,0.0930231346899411,0.14090675720021,0.159610255869477,-0.177874248438669,-0.0214308627235258,-0.00326478762415706,-0.21361591164612,-0.0463833886715884,-0.0773344342605958
"164_",0.472875430239058,-0.113685097327698,-0.0115697367103737,1,-0.314517641367369,0.0188590966696784,-0.107083124961335,0.0499103232906005,0.363999030342412,0.413925997837126,-0.242249845366908,0.205702618213333,-0.0169115509492615,-0.112335293738329,0.156888952192794,0.0943205211501299,0.0321260352648891,-0.0300633159699104,-0.118264507505977
"165_",0.231191081635599,-0.190547805370035,0.0965645702438312,-0.314517641367369,1,-0.0461200365070131,0.0415391932958362,0.0421745684127204,0.65620074273858,0.0849065347713812,0.0908449204814841,-0.138233467042474,0.151043205118303,0.0212363619159158,0.0361908923705101,0.0525205465308163,-0.132908745019237,0.191849165934144,-0.07881188160036
"173_",0.501437980665631,0.604112057125782,-0.0186127483647841,0.0188590966696784,-0.0461200365070131,1,0.0214138294525044,-0.0323583294338858,-0.0714249393635482,0.347834630527781,0.485809763575074,-0.0744848519751083,-0.0147411328256246,0.114630367564789,-0.291299691407421,-0.0728892145081307,0.00205916023662541,0.154955425082013,-0.00287324630694431
"176_",0.191029846808551,-0.108989817650494,0.506486263764582,-0.107083124961335,0.0415391932958361,0.0214138294525043,1,-0.126011683745895,-0.15383418208758,0.0144246869640736,0.00908890800914001,0.362440119672014,0.312478442900925,0.278997088955263,0.00247823249223803,0.00757655178152254,0.0701938972285876,-0.132348751082786,-0.0822096544745922
"182_",-0.145233541564299,0.314399533708956,0.642368868008097,0.0499103232906005,0.0421745684127205,-0.0323583294338858,-0.126011683745895,1,0.090871889938212,-0.087805354321303,-0.183491263910551,-0.0961299420475529,-0.131287992929512,0.459739592354706,0.0871555632019513,-0.0721786876728053,0.155075432815713,0.160079608998231,-0.046355747492392
"184_",0.0183075494275327,-0.00982923329515482,-0.197819484732161,0.363999030342412,0.65620074273858,-0.0714249393635481,-0.15383418208758,0.0908718899382122,1,-0.110697164079383,0.0889791308831931,0.164596651582288,-0.0738934129841309,-0.0249750750227025,-0.0708292084736406,0.24426483598573,0.0848720877504476,-0.0706999521357791,0.102838919179444
"187_",-0.00822037384660533,0.129247568957166,0.0870684236176975,0.413925997837126,0.0849065347713812,0.347834630527781,0.0144246869640737,-0.0878053543213032,-0.110697164079383,1,-0.278853460745386,0.0052882245538308,-0.0524356050746755,-0.0325111388550754,0.598721205027298,-0.0426951045985051,0.131737225035386,-0.0361790820865981,0.15111725483956
