"","139_","148_","154_","164_","165_","173_","176_","182_","184_","187_","188_","189_","190_","195_","196_","197_","199_","200_","201_"
"139_",1,-0.403192994338739,-0.0884857663757973,0.45910471179729,0.3395440751038,0.567766910108395,0.154741341537339,-0.112352440065362,-0.0949988710920423,-0.0546829733851011,0.0788839818668719,-0.000471355119345719,0.0246574999043839,0.068700195650123,-0.168780241170793,-0.0730886368213281,0.010568812223973,-0.0918523701258439,-0.0365700444431108
"148_",-0.403192994338739,1,-0.14910163189954,-0.123481000475619,-0.14969529512592,0.652171369137684,-0.127186137087486,0.334724497673492,-0.0210159396846789,0.191789560512515,0.0721696811694797,-0.014599209191368,0.0365565267627488,-0.00129653244661573,-0.0787758472908532,0.102243894452992,-0.042623190938591,-0.0225550365069266,-0.033745383061739
"154_",-0.0884857663757973,-0.14910163189954,1,-0.0416310411293066,0.0993335189341657,0.0187422368012108,0.516688332777363,0.650171200743335,-0.161639966630261,0.0709602594284312,0.0727655393035282,0.126169614209001,0.187596515407516,-0.211484807426931,0.0371854399717247,-0.00774454148333951,-0.207599050060196,-0.157783927075694,-0.00897767263596745
"164_",0.45910471179729,-0.123481000475619,-0.0416310411293068,1,-0.399295833408871,-0.0138922187721356,-0.0654224491087909,0.0513816085834644,0.471927350969453,0.490671347207461,-0.25123935253581,0.179892923321675,-0.00797553847023875,-0.0681985483147495,0.130613425216841,0.0380950527217919,0.00854053278736236,0.0239305646106055,-0.179302474876061
"165_",0.3395440751038,-0.14969529512592,0.0993335189341655,-0.399295833408871,1,-0.0765444539970136,0.0104022271392696,0.0693892741095907,0.672737731833869,0.0500846143676517,0.0251212110116264,-0.0930060944354485,0.0432848214919267,0.00246521322661852,0.155675074476489,0.0645940571598533,-0.132963682516015,0.252943189091662,-0.0659803287899844
"173_",0.567766910108395,0.652171369137684,0.0187422368012107,-0.0138922187721356,-0.0765444539970138,1,0.014813597430905,-0.0629582675707688,-0.0427098565904767,0.228765843004461,0.464284711794224,-0.0510192682126119,-0.013958991101394,0.0930727117598717,-0.154494347843729,-0.0611598447163877,0.0271770884983999,0.140556883169419,0.00283772735173606
"176_",0.154741341537339,-0.127186137087486,0.516688332777363,-0.0654224491087908,0.0104022271392694,0.014813597430905,1,-0.121232703392826,-0.152558530884714,0.0658723805165539,0.0304038491811324,0.330423215692085,0.344462679259585,0.295360933895521,-0.0559478527289223,0.0138595005352139,0.0663211567716806,-0.130599492431039,-0.120415920193142
"182_",-0.112352440065362,0.334724497673493,0.650171200743335,0.0513816085834646,0.069389274109591,-0.0629582675707686,-0.121232703392826,1,0.0758717950636458,-0.0964877934939914,-0.129807478801849,-0.0980006518273704,-0.159179728778429,0.446387199068734,0.00507673940348169,-0.0850975360287287,0.167271186276372,0.171052134460019,-0.00917626915496447
"184_",-0.0949988710920424,-0.0210159396846789,-0.161639966630261,0.471927350969453,0.672737731833869,-0.0427098565904767,-0.152558530884714,0.0758717950636458,1,-0.0772972185232436,0.124745981230566,0.0928085028915341,-0.0395506751517849,-0.029805556422067,-0.184858933033208,0.237057738818468,0.0559540988586731,-0.0788660920041176,0.142889574644022
"187_",-0.0546829733851013,0.191789560512514,0.0709602594284312,0.490671347207461,0.0500846143676518,0.228765843004461,0.065872380516554,-0.0964877934939914,-0.0772972185232436,1,-0.229725787197833,-0.0377514000860635,-0.036286344679243,0.0214143149871853,0.594131604715705,-0.0668645173619254,0.109830294198962,-0.0317550727266616,0.161443062102225
