"","176","182","189","190","195","197","199","200","201"
"176",0,6.60715779884372e-28,1.09850040312938e-141,1.02892463043182e-91,1.79017271508641e-59,1.88274194594108e-52,2.08022351933943e-30,3.1330823356627e-35,1.01892265700437e-19
"182",6.60715779884286e-28,0,0.0412693213662723,0.0743808360174675,3.13416413091588e-86,0.425320444261367,5.56481246273788e-07,0.234822421007704,0.188180600921402
"189",1.098500403128e-141,0.0412693213662701,0,1.00911592645844e-110,2.71930600945922e-30,5.34184418684931e-181,9.74467849545461e-77,3.79867630603837e-38,2.66539404430262e-71
"190",1.02892463043326e-91,0.0743808360174642,1.00911592646054e-110,0,8.31280165349192e-16,7.71986738298209e-151,8.39745041811783e-23,8.47711287002899e-103,3.58542781073535e-58
"195",1.79017271508559e-59,3.13416413091507e-86,2.71930600946107e-30,8.31280165348863e-16,0,1.64123119140015e-07,1.60709706838368e-129,4.48706144003838e-73,9.41550012598854e-41
"197",1.88274194594178e-52,0.425320444261372,5.3418441868566e-181,7.71986738297507e-151,1.64123119139986e-07,0,6.12370787850241e-29,1.11679254095397e-43,7.0261703250667e-105
"199",2.0802235193379e-30,5.56481246273696e-07,9.74467849545932e-77,8.39745041811131e-23,1.60709706837847e-129,6.12370787850334e-29,0,5.93129632665181e-75,3.99440333106994e-117
"200",3.13308233566406e-35,0.234822421007707,3.79867630604329e-38,8.47711287002899e-103,4.48706144004349e-73,1.11679254095488e-43,5.93129632666651e-75,0,1.30911301042484e-133
"201",1.01892265700427e-19,0.188180600921398,2.66539404430414e-71,3.585427810733e-58,9.41550012598192e-41,7.0261703250705e-105,3.9944033310688e-117,1.3091130104206e-133,0
