"","139_","148_","154_","164_","165_","173_","176_","182_","184_","187_","188_","189_","190_","195_","196_","197_","199_","200_","201_"
"139_",1,-0.524777497675872,-0.0678003138467547,0.532805087224945,0.465641952874104,0.636190554358132,0.183501082022825,-0.112824356342714,-0.163756125493559,-0.185501292894626,0.0647759234596235,0.0289922099896432,-0.0135192762368448,-0.0557122827653024,-0.160530243485152,-0.164233201380953,0.0754220536091196,-0.100061512935784,0.0473436910709373
"148_",-0.524777497675873,1,-0.211402689601416,-0.0457350634287657,-0.0351390529612055,0.666677081843451,-0.0260004331687424,0.27686443785035,0.0546631458192174,0.0752402459626948,-0.0576734249378412,0.0823501704297768,0.110162840947559,-0.16983810979976,-0.0790898002549251,-0.00664082312959288,0.0918804131788896,-0.0236943134288241,-0.103867222871342
"154_",-0.0678003138467548,-0.211402689601416,1,-0.000133901005145705,-0.0545128311935355,0.079723984696779,0.610669490585048,0.703975320477779,-0.0230691726478912,0.0359105014385526,0.0218865905175526,0.0360290012347552,0.0862169978077869,0.0266184858601122,0.0198366690732091,0.0788512484921377,-0.460093455939679,-0.348259002086139,0.153177290902853
"164_",0.532805087224945,-0.0457350634287658,-0.000133901005145769,1,-0.401156122836819,-0.132648129679931,-0.0323624278704538,0.0369184514026334,0.680505336790664,0.57290163458176,-0.222744704694683,0.217526865527118,-0.120131869753871,-0.0605425781608987,0.0421150753036716,0.00378398779909444,-0.0955618865077745,0.15116623770046,-0.23463127462742
"165_",0.465641952874104,-0.0351390529612057,-0.0545128311935353,-0.401156122836819,1,-0.268363649696761,-0.0863952959587906,0.143351700370142,0.584703542962116,0.208982874683869,0.0233666854307223,-0.103661337216145,0.304508408411007,0.0152921047192652,0.0917142114218643,0.009033051572016,-0.00546101046134531,0.191778036958248,-0.198151328356736
"173_",0.636190554358132,0.666677081843451,0.079723984696779,-0.132648129679931,-0.268363649696761,1,-0.0763024998818634,0.0186495009378601,0.0456904141397386,0.395037363540446,0.600036608100174,-0.159486402553896,0.0192824137005417,0.208541932301395,-0.252653876157932,0.0386656724930808,-0.104588424851321,0.141308540510051,-0.0294930578221331
"176_",0.183501082022825,-0.0260004331687424,0.610669490585048,-0.0323624278704537,-0.0863952959587906,-0.0763024998818634,1,-0.281757522638802,-0.137957257497394,-0.0156689431363981,0.0136481597841574,0.350879588608883,0.402691672102289,0.231497622985453,0.0456104643788524,-0.115052649336735,0.103933023661046,-0.0301309487387959,-0.0706668863293229
"182_",-0.112824356342714,0.27686443785035,0.703975320477778,0.0369184514026335,0.143351700370142,0.0186495009378601,-0.281757522638802,1,0.054911256168638,-0.0457769124139492,-0.106051972144599,-0.112432435180572,-0.153820331539514,0.423009717727078,-0.039169610656813,-0.0432718762030906,0.205345704651806,0.0981839137711257,-0.0737110825950747
"184_",-0.163756125493559,0.0546631458192174,-0.0230691726478914,0.680505336790663,0.584703542962115,0.0456904141397386,-0.137957257497394,0.0549112561686377,1,-0.405903496669631,0.0790772683369315,-0.0653911823098893,0.00357795962701722,0.00929790324054595,-0.0254436703243309,0.243084350424044,0.0613866448835867,-0.171836769713638,0.235831303375267
"187_",-0.185501292894626,0.0752402459626946,0.0359105014385526,0.57290163458176,0.208982874683869,0.395037363540446,-0.0156689431363981,-0.0457769124139492,-0.405903496669631,1,-0.39932797282367,-0.0366005543728359,0.0135653677227513,0.0066435121787191,0.677809275674773,0.0268860230627896,0.175698559778635,-0.176476873555071,0.250373435119884
