"","176_","182_","189_","190_","195_","197_","199_","200_","201_"
"176_",1,-0.547989554103255,0.518642661908923,0.381363024674787,0.560442673727907,-0.140321371693625,-0.0122788965226539,-0.11809389866792,-0.142399676759802
"182_",-0.547989554103256,1,-0.058254288945482,-0.144642131285039,0.723211072997587,0.0492787241889483,0.158078492265166,0.137730207894196,-0.148136866353782
"189_",0.518642661908924,-0.0582542889454821,1,-0.285856226132492,-0.0428728173498672,0.57883498765466,0.483549424789845,-0.072410788371864,-0.363392400396593
"190_",0.381363024674786,-0.144642131285039,-0.285856226132492,1,-0.0184348708012805,0.56515812915452,-0.149509193909636,0.701400664084343,-0.338929886542148
"195_",0.560442673727907,0.723211072997587,-0.0428728173498673,-0.0184348708012806,1,-0.176101022371285,0.34899337282813,0.338450321622876,-0.106462290491332
"197_",-0.140321371693625,0.0492787241889484,0.57883498765466,0.565158129154521,-0.176101022371285,1,0.0127075886165784,-0.165835913373491,0.664178976293929
"199_",-0.0122788965226539,0.158078492265166,0.483549424789845,-0.149509193909636,0.34899337282813,0.0127075886165784,1,-0.120842782718263,0.503298432285046
"200_",-0.11809389866792,0.137730207894195,-0.072410788371864,0.701400664084343,0.338450321622876,-0.165835913373491,-0.120842782718263,1,0.466846152497635
"201_",-0.142399676759802,-0.148136866353782,-0.363392400396594,-0.338929886542147,-0.106462290491332,0.664178976293929,0.503298432285046,0.466846152497635,1
