"","154_","176_","189_","182_","195_","199_","190_","197_","200_","201_","108_","139_","164_","148_","173_","187_","165_","184_","188_","196_"
"154_",1,0.439972371729185,-0.113840838682365,0.788515244103262,-0.201978061461878,0.0105236806650081,0.153647152562483,-0.179872511892671,-0.0700918944452327,-0.0780874284543953,0.21661492754099,-0.130574244404249,0.111595401530511,-0.22559269266955,-0.0760831718368892,-0.0623740469138399,0.0459092881741056,0.0505845603392408,-0.100254624054199,0.13725605501179
"176_",0.439972371729185,1,0.695386268783088,-0.424225864648958,0.434073512461288,-0.319880480260285,0.515161137257617,-0.300804321993128,-0.0916683780027485,-0.00275847030371499,-0.0598660367815305,0.115337418935694,0.00348347211719162,0.0384635778517841,-0.102953468951985,0.104645263448434,0.0885330804910431,-0.187336113758877,-0.0255663392226763,0.00820391459988352
"189_",-0.113840838682365,0.695386268783088,1,0.145154014061749,-0.256500944256173,0.50299982336154,-0.2937613894631,0.595347376624276,-0.249048077351916,0.0348864315203101,0.0513226849113951,-0.0331886578864953,0.128745445160805,0.0171122883965938,-0.085590658090508,-0.0675398463882501,-0.143186164514011,-0.00220727904175104,0.0923191998055669,-0.04365707670737
"182_",0.788515244103262,-0.424225864648959,0.145154014061749,1,0.373153795640002,-0.119655251650939,-0.00924082065765592,0.00709067483558709,0.0842594750294129,-0.0226843462443635,-0.102326471613147,-0.0338037133367622,-0.0484197269792577,0.270747994265766,0.0207053778678617,0.00139351072276553,-0.0824227946208583,-0.0414112422861535,0.00752675455813971,-0.036937724225444
"195_",-0.201978061461878,0.434073512461288,-0.256500944256173,0.373153795640002,1,0.690839134046018,-0.0502270928966254,-0.0753611503847453,0.211896347148505,-0.0869987653236256,0.0116072431407137,-0.0154894162610394,-0.010913378140719,-0.0205871111657865,0.159079673391339,-0.0702165052504781,0.043973970665312,-0.217192660509068,-0.0459001645751693,-0.0429334667826947
"199_",0.0105236806650079,-0.319880480260285,0.50299982336154,-0.119655251650939,0.690839134046018,1,-0.101567036106395,-0.0523251887182617,0.154540333128372,0.226706559933446,-0.1053930143559,0.00552221176220086,0.0205212929288475,-0.0501041690617343,0.0239857220639304,0.00614185425322009,-0.18882211177407,0.113626872312179,0.0848872161139418,-0.0621316452269894
"190_",0.153647152562482,0.515161137257616,-0.2937613894631,-0.00924082065765547,-0.0502270928966255,-0.101567036106396,1,0.424051638701547,0.429801253270733,-0.0742412373428237,-0.0622322469514508,0.12975113113504,-0.262517830221305,-0.0132392824376882,0.0400339324377124,-0.102173960460411,-0.00265847437583657,0.238921716585001,-0.0266364500768596,-0.160335119439695
"197_",-0.179872511892671,-0.300804321993127,0.595347376624277,0.00709067483558709,-0.0753611503847459,-0.052325188718262,0.424051638701546,1,0.112921516399831,0.0805532275051774,-0.0206081662825474,-0.111853785759189,0.0281074093650037,-0.0751893275919865,-0.0315867239271678,-0.00199506707264565,0.270184431018076,0.0465490890619527,-0.306142631654389,0.0865417776802388
"200_",-0.0700918944452324,-0.0916683780027485,-0.249048077351915,0.0842594750294129,0.211896347148505,0.154540333128372,0.429801253270733,0.112921516399831,1,0.37702174732383,0.080184665514126,-0.0840365166178855,0.0115611274071505,-0.0124543703531292,-0.098020874803558,0.101670292422721,-0.098530342458105,0.0347783182293108,0.0503463116261895,0.0286226442683677
"201_",-0.0780874284543949,-0.00275847030371511,0.0348864315203104,-0.0226843462443634,-0.0869987653236248,0.226706559933447,-0.0742412373428254,0.0805532275051769,0.37702174732383,1,0.0360760711342108,-0.077986676347684,-0.135270219203401,-0.0414784444728024,0.0395781078472866,0.0138338538561244,0.135505276906626,0.116130408517978,-0.00498327370826498,0.0555150224131442
