"","176_","182_","189_","190_","195_","197_","199_","200_","201_"
"176_",1,-0.550309426311985,0.549311858136244,0.347178278068289,0.544172514638147,-0.125144382323843,-0.0271932903907313,-0.0442269481485942,-0.192779446089374
"182_",-0.550309426311985,1,-0.0416929022547499,-0.132353301289452,0.755135613479801,0.0858659763432372,0.123291526018728,0.121828331413768,-0.141141455789095
"189_",0.549311858136244,-0.04169290225475,1,-0.242759200174,-0.0100575964684389,0.585182984160893,0.461400845657381,-0.123210834935199,-0.29924552996803
"190_",0.347178278068289,-0.132353301289452,-0.242759200174,1,-0.0147337625418927,0.517259932269528,-0.12164631212836,0.669567274586294,-0.266397861052009
"195_",0.544172514638147,0.755135613479801,-0.0100575964684389,-0.0147337625418926,1,-0.200830748785124,0.338664367628161,0.361969221470281,-0.0804879968812634
"197_",-0.125144382323843,0.0858659763432372,0.585182984160893,0.517259932269528,-0.200830748785124,1,-0.0570052149948971,-0.124615507954162,0.665513822516321
"199_",-0.0271932903907311,0.123291526018728,0.461400845657381,-0.12164631212836,0.338664367628161,-0.057005214994897,1,-0.233637238811485,0.553741071767867
"200_",-0.0442269481485943,0.121828331413768,-0.123210834935198,0.669567274586294,0.361969221470281,-0.124615507954162,-0.233637238811485,1,0.453955904987803
"201_",-0.192779446089374,-0.141141455789094,-0.29924552996803,-0.266397861052009,-0.0804879968812634,0.665513822516322,0.553741071767867,0.453955904987803,1
