"","154_","176_","189_","182_","195_","199_","190_","197_","200_","201_","108_","139_","164_","148_","173_","187_","165_","184_","188_","196_"
"108_",0.00859912224924258,0.0602342285808854,0.01619249807723,-0.0146260440790297,0.0134182763341824,-0.0934615001284052,-0.00695506654029855,-0.0204813633834685,0.0278148892086624,-0.0213604411073703,1,0.542591475203036,-0.249570627191763,0.605440108455031,-0.0958445857460428,-0.213633849538677,-0.0131242152210967,0.205704261480749,0.0326010248020216,-0.00899539339009339
"139_",0.040457780586432,-0.0476378460271457,-0.0335992897602237,-0.137877138515511,-0.00985166504496272,0.0535850817986202,0.0324800381736312,-0.0238904713969375,-0.0558354577049787,-0.00932524571037179,0.542591475203037,1,0.666616243165139,0.074471898370882,0.0497691975075224,-0.0829210016785131,0.0633234767020245,-0.034485484459139,-0.0196296878940147,-0.139205937942711
"164_",-0.0294989488477908,-0.0259392719409649,0.119853339753667,0.0494500829890609,-0.0629052108358851,0.00213230464485413,0.084097963561134,-0.12876405373405,0.00206745687990753,-0.0877710005104243,-0.249570627191763,0.666616243165139,1,-0.111626476161517,0.300257832116955,0.228094940103102,-0.295582354041058,0.267963960131967,-0.130763384584685,0.0193524702159148
"148_",-0.0750126637741935,-0.0457789655554962,-0.0449919044797076,0.173266261981636,0.0129156034195229,-0.00515726629968246,-0.0311729407027516,0.0142351237187162,-0.0482668443636162,0.0206417375208004,0.60544010845503,0.0744718983708819,-0.111626476161517,1,0.287758100173768,0.1910496208188,-0.0314051378265389,-0.189615963621913,-0.047635810830905,0.00126181524132396
"173_",0.0834818509172994,-0.0507018943149598,-0.0358683032063096,-0.0295776433694951,0.0701801344320144,-0.0257969445704869,-0.0732151089899886,-0.0172768285789419,-0.0278912526094164,0.0181789956708033,-0.0958445857460429,0.0497691975075227,0.300257832116955,0.287758100173768,1,0.0927176055392618,0.180041788120342,-0.0439933778789661,-0.0475595639652252,-0.0112686657760184
"187_",-0.0556595327972292,0.139880137735788,-0.0385318848678181,-0.0231645783072391,-0.0518489238337292,0.053540207627313,-0.00199484555652343,-0.14333840196405,0.136299072076584,-0.0540247675592539,-0.213633849538677,-0.0829210016785125,0.228094940103102,0.1910496208188,0.0927176055392613,1,-0.229952538286868,0.327882307911562,0.149109103717854,0.252889156877547
"165_",-0.0318836405647069,0.389677530035413,-0.223824925628613,0.030246207295721,-0.0824996856950495,-0.09394351163086,-0.262196527900325,0.159144232218696,0.184929082200591,0.0116459893310301,-0.0131242152210968,0.0633234767020245,-0.295582354041058,-0.031405137826539,0.180041788120342,-0.229952538286868,1,0.550057194854103,-0.00518436936935562,-0.0046204920877817
"184_",-0.0286473321121241,-0.101049851077527,-0.0102729480173515,-0.0258541038401802,-0.00480691122176979,-0.0313371137099643,-0.215431329051838,0.299907321917473,-0.130988690865418,0.170109278598735,0.205704261480749,-0.0344854844591388,0.267963960131967,-0.189615963621913,-0.0439933778789659,0.327882307911562,0.550057194854103,1,0.025102273788835,-0.0774466883645914
"188_",-0.0232130174645797,-0.0433647439151274,0.0248958817052403,-0.0483363365604965,-0.013341683675123,0.079068961632457,0.108924926911508,-0.162010280673534,0.0584065727028213,-0.11842650455059,0.0326010248020215,-0.0196296878940149,-0.130763384584685,-0.0476358108309051,-0.047559563965225,0.149109103717856,-0.00518436936935521,0.0251022737888342,1,0.190047559277167
"196_",0.042732067726148,-0.0110685205197465,0.0889452743802144,-0.0708298279098686,-0.190739380971974,-0.0449928889669665,-0.134909913440985,-0.0737861546891172,0.110206555828899,0.239678725773034,-0.00899539339009331,-0.139205937942711,0.0193524702159145,0.00126181524132334,-0.0112686657760186,0.252889156877547,-0.00462049208778148,-0.0774466883645911,0.190047559277167,1
