"","139_","148_","154_","164_","165_","173_","176_","182_","184_","187_","188_","189_","190_","195_","196_","197_","199_","200_","201_"
"139_",1,-0.456908180198618,-0.125056171893326,0.363889782822942,0.346277402510074,0.564749137149051,0.230993567951243,-0.146861284200764,0.0124819722873206,-0.104325202439467,0.115481216851596,0.032347081010055,-0.0508048528095313,0.091081950568998,-0.151678654371927,-0.0953086231545591,-0.000747960399357138,-0.142643994724481,-0.0153876775964216
"148_",-0.456908180198618,1,-0.295048225548696,-0.148395591915172,-0.160203161882899,0.597778863518359,-0.062404524122021,0.318809405576607,0.103787183933121,0.0423805801014767,-0.00261971754265379,0.0507736735360743,0.0894226113886066,-0.00368145541187491,0.0293883612219406,0.0895759923434881,0.00273425066450913,-0.0424195005390019,-0.0953793459857803
"154_",-0.125056171893326,-0.295048225548695,1,0.0220777386585387,-0.0516173842684962,-0.0990614250893808,0.478945110178996,0.70964106524197,-0.127424908772048,0.153335550679006,0.243722956100858,0.0768771324077953,0.247367616553351,-0.138036770908925,-0.0812151054488572,-0.0553165046670101,-0.152838594924187,-0.154413995503431,0.0568070218233341
"164_",0.363889782822942,-0.148395591915171,0.0220777386585386,1,-0.287270917407118,-0.043320443288523,-0.0575231806888859,0.0494493391590302,0.664563553557566,0.534074365176455,-0.168805251154301,0.223429734433492,-0.112639741350987,-0.0774073482984559,0.131366346067462,-0.0192672829083451,0.0282901078119561,0.0668126892014988,-0.271802133364389
"165_",0.346277402510074,-0.160203161882899,-0.0516173842684963,-0.287270917407118,1,-0.141059924543702,-0.0746370573269016,0.0760476619783612,0.413925881054465,0.118334661034561,0.110730991281173,-0.145849399874403,0.411431506262679,7.39833711704356e-05,0.0139787410872698,0.117001003327517,-0.0701419637223235,0.169028336903166,-0.0848060159796427
"173_",0.564749137149051,0.597778863518359,-0.0990614250893808,-0.0433204432885229,-0.141059924543702,1,-0.0231805964130721,0.0367759440400954,-0.0768700285179715,0.504307699784822,0.527385852184821,-0.129573143764914,0.0664150993407203,0.209616925676166,-0.393247250237233,0.0070610879284137,-0.0255263342287616,0.131525165274414,-0.0852060324826953
"176_",0.230993567951243,-0.0624045241220208,0.478945110178995,-0.057523180688886,-0.0746370573269016,-0.0231805964130721,1,-0.183015813980714,-0.186051388516484,-0.0524584688350732,-0.0642010602227429,0.332243624468489,0.32926919594198,0.28548825056576,0.0512951183668061,0.0288753225379457,0.0792417729340356,-0.0548566519976186,-0.0760736440397995
"182_",-0.146861284200764,0.318809405576607,0.70964106524197,0.0494493391590302,0.0760476619783611,0.0367759440400954,-0.183015813980714,1,0.0944997538025347,-0.0955484233495468,-0.116240168892534,-0.0760001472581455,-0.162588765535876,0.412336582278343,0.0476245947743038,-0.0366477123539764,0.146053289824202,0.160213982683118,-0.112698014017064
"184_",0.0124819722873207,0.103787183933121,-0.127424908772048,0.664563553557567,0.413925881054465,-0.0768700285179716,-0.186051388516484,0.0944997538025345,1,-0.411244275292761,0.00368464629354122,0.0135374244993645,0.0599315177412929,-0.0211248955494014,-0.00579664094378149,0.20818592520277,0.131508940024642,-0.0200930011104918,0.156291280759294
"187_",-0.104325202439467,0.0423805801014763,0.153335550679006,0.534074365176455,0.118334661034561,0.504307699784822,-0.0524584688350732,-0.0955484233495467,-0.411244275292762,1,-0.46889512012546,-0.00984929309771852,-0.00515814310359439,-0.139584947601854,0.605446961973303,0.0828324887689311,0.0847826188858168,-0.0398990332185086,0.281318186931908
"188_",0.115481216851596,-0.00261971754265413,0.243722956100858,-0.168805251154301,0.110730991281173,0.527385852184821,-0.0642010602227429,-0.116240168892534,0.00368464629354111,-0.468895120125461,1,0.171179778066527,-0.143788196852823,-0.263293028315692,0.805501951086658,-0.0299966653436023,0.0827692077112649,-0.017060630575427,0.125318726446458
"189_",0.0323470810100549,0.0507736735360744,0.0768771324077954,0.223429734433492,-0.145849399874404,-0.129573143764914,0.332243624468489,-0.0760001472581455,0.0135374244993644,-0.0098492930977186,0.171179778066527,1,-0.0542601657770502,0.0825597599428572,-0.142235739436905,0.5042754284199,0.344626805730067,-0.151732643678434,-0.104562418843011
"190_",-0.0508048528095313,0.0894226113886067,0.247367616553351,-0.112639741350987,0.411431506262679,0.0664150993407203,0.32926919594198,-0.162588765535877,0.0599315177412929,-0.00515814310359439,-0.143788196852823,-0.0542601657770505,1,-0.0299823739853334,0.0852789903793635,0.323679590071823,-0.155977324270467,0.436291261202378,-0.157584338952668
"195_",0.0910819505689979,-0.00368145541187491,-0.138036770908925,-0.077407348298456,7.39833711704445e-05,0.209616925676166,0.285488250565761,0.412336582278343,-0.0211248955494012,-0.139584947601854,-0.263293028315692,0.0825597599428572,-0.0299823739853334,1,0.138260260835922,-0.115475258992323,0.400864731878564,0.300333167525969,-0.133537390765188
"196_",-0.151678654371927,0.0293883612219402,-0.0812151054488565,0.131366346067462,0.0139787410872701,-0.393247250237233,0.0512951183668061,0.047624594774304,-0.00579664094378198,0.605446961973304,0.80550195108666,-0.142235739436905,0.0852789903793638,0.138260260835921,1,0.0131267225078634,-0.148401264142777,0.0086020393479905,-0.103507515903522
"197_",-0.0953086231545594,0.0895759923434882,-0.0553165046670101,-0.0192672829083453,0.117001003327517,0.00706108792841357,0.0288753225379458,-0.0366477123539764,0.20818592520277,0.082832488768931,-0.0299966653436022,0.5042754284199,0.323679590071823,-0.115475258992323,0.0131267225078633,1,-0.0862280936182056,-0.102199450863341,0.36092343405229
"199_",-0.00074796039935707,0.00273425066450913,-0.152838594924187,0.028290107811956,-0.0701419637223234,-0.0255263342287616,0.0792417729340358,0.146053289824202,0.131508940024643,0.0847826188858168,0.0827692077112646,0.344626805730067,-0.155977324270467,0.400864731878564,-0.148401264142777,-0.0862280936182055,1,-0.0620587698844923,0.466080868721455
"200_",-0.142643994724481,-0.0424195005390018,-0.154413995503431,0.0668126892014987,0.169028336903166,0.131525165274414,-0.0548566519976186,0.160213982683118,-0.0200930011104917,-0.0398990332185087,-0.0170606305754268,-0.151732643678433,0.436291261202377,0.300333167525969,0.00860203934799065,-0.102199450863341,-0.0620587698844923,1,0.544192825826313
"201_",-0.0153876775964215,-0.0953793459857801,0.0568070218233341,-0.271802133364389,-0.0848060159796426,-0.0852060324826952,-0.0760736440397993,-0.112698014017064,0.156291280759294,0.281318186931908,0.125318726446457,-0.104562418843011,-0.157584338952668,-0.133537390765188,-0.103507515903522,0.36092343405229,0.466080868721455,0.544192825826313,1
