"","Coef","naiveSE","naiveZ","robustSE","robustZ","vars","response","robustPr","data"
"smallest_motif_abundance_dropped_more.scale(X53)1",0.0731414723593158,0.131991796018231,0.554136503674922,0.14375653952512,0.508787096579596,"X53","DPP",0.610901464892692,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X54)1",0.0640603094183985,0.0840684341708099,0.762001933903527,0.073816847997876,0.867827754176685,"X54","DPP",0.38548863385732,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X55)1",0.0731414723593158,0.131991796018231,0.554136503674922,0.14375653952512,0.508787096579596,"X55","DPP",0.610901464892692,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X56)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X56","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X57)1",0.647980739651599,0.15676427802213,4.13347190971739,0.0882275605252184,7.3444254357048,"X57","DPP",2.06644853729926e-13,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X58)",-0.0559622810151865,0.121547616793643,-0.460414465469911,0.0745085548868319,-0.751085309602171,"X58","DPP",0.452601316148076,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X60)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X60","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X61)",0.109819571114931,0.124610511292455,0.881302628292643,0.0752951706175255,1.45852078180124,"X61","DPP",0.144697051182656,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X62)",0.0131152840806195,0.112321680901469,0.116765382919479,0.048925190010229,0.268068127642988,"X62","DPP",0.788646878685834,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X63)1",-0.593363407788497,0.146928918891205,-4.03843853385907,0.195025669544138,-3.04248876148177,"X63","DPP",0.00234630578584231,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X64)1",0.101587349124143,0.0837717949767089,1.21266769026959,0.050031034996873,2.03048665954027,"X64","DPP",0.0423070958413028,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X65)1",0.101587349124143,0.0837717949767089,1.21266769026959,0.050031034996873,2.03048665954027,"X65","DPP",0.0423070958413028,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X66)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X66","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X67)1",0.0559472454422147,0.112375434121191,0.497860105099825,0.0509511516665229,1.09805654263502,"X67","DPP",0.272179799956854,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X68)1",0.0559472454422147,0.112375434121191,0.497860105099825,0.0509511516665229,1.09805654263502,"X68","DPP",0.272179799956854,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X69)1",0.0559472454422147,0.112375434121191,0.497860105099825,0.0509511516665229,1.09805654263502,"X69","DPP",0.272179799956854,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X70)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X70","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X71)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X71","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X72)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X72","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X73)1",0.0559472454422147,0.112375434121191,0.497860105099825,0.0509511516665229,1.09805654263502,"X73","DPP",0.272179799956854,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X74)1",0.0559472454422147,0.112375434121191,0.497860105099825,0.0509511516665229,1.09805654263502,"X74","DPP",0.272179799956854,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X75)1",0.20827762851419,0.129251836591385,1.61140943143916,0.0572883303385588,3.6356030501033,"X75","DPP",0.000277331101298751,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X76)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X76","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X77)1",0.0640603094183985,0.0840684341708099,0.762001933903527,0.073816847997876,0.867827754176685,"X77","DPP",0.38548863385732,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X78)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X78","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X79)1",0.0640603094183985,0.0840684341708099,0.762001933903527,0.073816847997876,0.867827754176685,"X79","DPP",0.38548863385732,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X80)1",0.0731414723593158,0.131991796018231,0.554136503674922,0.14375653952512,0.508787096579596,"X80","DPP",0.610901464892692,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X81)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X81","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X82)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X82","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X83)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X83","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X84)1",0.647980739651599,0.15676427802213,4.13347190971739,0.0882275605252184,7.3444254357048,"X84","DPP",2.06644853729926e-13,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X85)1",0.647980739651599,0.15676427802213,4.13347190971739,0.0882275605252184,7.3444254357048,"X85","DPP",2.06644853729926e-13,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X86)",-0.0559622810151865,0.121547616793643,-0.460414465469911,0.0745085548868319,-0.751085309602171,"X86","DPP",0.452601316148076,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X87)1",0.608259892817893,0.18656450052535,3.26031957368676,0.0928509552077657,6.55092768250833,"X87","DPP",5.71807463450213e-11,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X88)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X88","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X89)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X89","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X90)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X90","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X91)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X91","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X93)1",0.0559472454422147,0.112375434121191,0.497860105099825,0.0509511516665229,1.09805654263502,"X93","DPP",0.272179799956854,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X94)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X94","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X95)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X95","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X96)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X96","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X97)1",0.0559472454422147,0.112375434121191,0.497860105099825,0.0509511516665229,1.09805654263502,"X97","DPP",0.272179799956854,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X98)1",0.0559472454422147,0.112375434121191,0.497860105099825,0.0509511516665229,1.09805654263502,"X98","DPP",0.272179799956854,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X99)1",0.0559472454422147,0.112375434121191,0.497860105099825,0.0509511516665229,1.09805654263502,"X99","DPP",0.272179799956854,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X100)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X100","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X101)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X101","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X102)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X102","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X103)1",0.0640603094183985,0.0840684341708099,0.762001933903527,0.073816847997876,0.867827754176685,"X103","DPP",0.38548863385732,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X104)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X104","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X105)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X105","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X106)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X106","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X107)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X107","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X108)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X108","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X109)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X109","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X110)1",0.647980739651599,0.15676427802213,4.13347190971739,0.0882275605252184,7.3444254357048,"X110","DPP",2.06644853729926e-13,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X112)1",0.608259892817893,0.18656450052535,3.26031957368676,0.0928509552077657,6.55092768250833,"X112","DPP",5.71807463450213e-11,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X113)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X113","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X114)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X114","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X115)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X115","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X116)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X116","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X117)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X117","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X118)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X118","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X119)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X119","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X121)1",0.0559472454422147,0.112375434121191,0.497860105099825,0.0509511516665229,1.09805654263502,"X121","DPP",0.272179799956854,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X122)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X122","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X123)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X123","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X124)1",0.137743098859225,0.132773184420074,1.03743161287318,0.0826262436312938,1.66706233765003,"X124","DPP",0.0955020100634811,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X126)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X126","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X127)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X127","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X128)1",0.225069223622295,0.0934878710844037,2.40746977133639,0.067837859926931,3.31775241531381,"X128","DPP",0.000907448817350581,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X130)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X130","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X131)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X131","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X132)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X132","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X133)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X133","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X134)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X134","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X135)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X135","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X136)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X136","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X140)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X140","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X141)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X141","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"smallest_motif_abundance_dropped_more.scale(X142)1",-0.0412716427532698,0.0907955323717602,-0.454555875990506,0.0341174272053407,-1.20969387594412,"X142","DPP",0.226396380661553,"smallest_motif_abundance_dropped_more"
"glycan_concentration.scale(X3FL)",0.000678981781335935,0.0760943095944732,0.00892289824238382,0.00167251647160498,0.40596418203545,"X3FL","secretor",0.684768918265341,"glycan_concentration"
"glycan_concentration.scale(LNnT)",0.00127819891659414,0.0715945112180209,0.0178533087920909,0.0032334645314226,0.395303212443707,"LNnT","secretor",0.692619128891462,"glycan_concentration"
"glycan_concentration.scale(LNT)",-0.00233696059295863,0.074408990216406,-0.0314069655583548,0.00259075337819254,-0.902039002488545,"LNT","secretor",0.367036149494148,"glycan_concentration"
"glycan_concentration.scale(LNFP.II)",-0.00930310446977906,0.0937804157425508,-0.099200930131492,0.00505162398597357,-1.84160667848799,"LNFP.II","secretor",0.0655327034510055,"glycan_concentration"
"glycan_concentration.scale(LSTb)",-0.00667105588774747,0.0816260683878425,-0.0817270269106955,0.00381112714929733,-1.7504154614672,"LSTb","secretor",0.0800466499817551,"glycan_concentration"
"glycan_concentration.scale(LSTc)",0.00792630829420332,0.0898790807132299,0.088188577712462,0.00200221210821074,3.95877552717759,"LSTc","secretor",7.53349988658525e-05,"glycan_concentration"
"glycan_concentration.scale(DSLNT)",0.00252467281306488,0.0830461601213802,0.0304008374303498,0.00403577058747981,0.625573916638667,"DSLNT","secretor",0.531594451586073,"glycan_concentration"
"glycan_concentration.scale(FLNH)",-0.00066265498300645,0.0723563673195071,-0.00915821243596069,0.00218931313558445,-0.302677114678504,"FLNH","secretor",0.762135940017811,"glycan_concentration"
"glycan_concentration.scale(DFLNH)",-0.00137592859959369,0.0714843671020534,-0.0192479650498881,0.00300869597256795,-0.457317260414094,"DFLNH","secretor",0.647443025223674,"glycan_concentration"
"glycan_concentration.scale(FDSLNH)",0.00107896828460699,0.0820045015257876,0.013157427513509,0.00449055806045465,0.240274876770605,"FDSLNH","secretor",0.810117170029078,"glycan_concentration"
"glycan_concentration.scale(DSLNH)",0.0057970475847713,0.0832502664321036,0.0696339823668816,0.00267133777974088,2.17009156563256,"DSLNH","secretor",0.0299999100163367,"glycan_concentration"
"glycan_concentration.scale(X2.FL)",-0.214548619681047,0.144032875110678,-1.48958089961186,0.123057437240767,-1.74348356744398,"X2.FL","DPP",0.0812491822248641,"glycan_concentration"
"glycan_concentration.scale(X3FL)1",-0.513385002788342,0.141175481989037,-3.63650256797572,0.0652240935664078,-7.87109447930679,"X3FL","DPP",3.51552012710409e-15,"glycan_concentration"
"glycan_concentration.scale(LNnT)1",-0.160012869515766,0.135142163259203,-1.1840336550545,0.071751716927417,-2.23009115834305,"LNnT","DPP",0.0257413916866766,"glycan_concentration"
"glycan_concentration.scale(X3.SL)",-0.588566375481974,0.145362174458489,-4.04896512916468,0.0501136508951688,-11.7446317514,"X3.SL","DPP",7.52495685609065e-32,"glycan_concentration"
"glycan_concentration.scale(LNT)1",0.0236026636228738,0.0956534255276009,0.246751890930066,0.0527222196632705,0.447679626799113,"LNT","DPP",0.654384427087288,"glycan_concentration"
"glycan_concentration.scale(LNFP.I)",-0.125117881717797,0.116931780837869,-1.07000749343995,0.0625677443130408,-1.99971859448543,"LNFP.I","DPP",0.0455306591599778,"glycan_concentration"
"glycan_concentration.scale(LNFP.II)1",-0.100087836106445,0.119599261271382,-0.836859985943694,0.0612915772397935,-1.63297863448459,"LNFP.II","DPP",0.102473490293891,"glycan_concentration"
"glycan_concentration.scale(LNFP.III)",-0.499940922508479,0.13382927675191,-3.73566184202923,0.0951200610043112,-5.25589362779971,"LNFP.III","DPP",1.47307419012376e-07,"glycan_concentration"
"glycan_concentration.scale(LSTb)1",-0.462957050420902,0.185101796421332,-2.50109431335346,0.183076211640809,-2.52876682487406,"LSTb","DPP",0.0114464044265535,"glycan_concentration"
"glycan_concentration.scale(LSTc)1",-0.755714525815092,0.143927014714428,-5.2506788063001,0.101618753530464,-7.43676240418103,"LSTc","DPP",1.03182892203547e-13,"glycan_concentration"
"glycan_concentration.scale(DFLNT)",0.0667184366640354,0.109994656157097,0.606560709356158,0.0722068307934154,0.923990652005177,"DFLNT","DPP",0.355491182842527,"glycan_concentration"
"glycan_concentration.scale(DSLNT)1",-0.631175658292435,0.144107562871055,-4.37989266987467,0.132533709006047,-4.76237828870869,"DSLNT","DPP",1.91324594033091e-06,"glycan_concentration"
"glycan_concentration.scale(FLNH)1",0.0468053728628486,0.0907542038418297,0.51573779374918,0.0185020139781485,2.52974475741545,"FLNH","DPP",0.0114145530014428,"glycan_concentration"
"glycan_concentration.scale(DFLNH)1",0.018844332497582,0.0908707497681931,0.207375118458393,0.0468409203511236,0.402304915367231,"DFLNH","DPP",0.687459637623593,"glycan_concentration"
"glycan_concentration.scale(FDSLNH)1",-0.411270401488327,0.146967319415341,-2.79837996041859,0.105209410075161,-3.90906479937982,"FDSLNH","DPP",9.26541106380951e-05,"glycan_concentration"
"glycan_concentration.scale(DSLNH)1",0.120230594961966,0.0835304193429927,1.43936299982256,0.03508568373175,3.4267707558786,"DSLNH","DPP",0.000610804488748057,"glycan_concentration"
"glycan_percent.scale(X3FL)",-0.00367081504675048,0.0693567263449698,-0.0529265904000776,0.00160730098750629,-2.2838379838525,"X3FL","secretor",0.0223810544375633,"glycan_percent"
"glycan_percent.scale(LNnT)",-0.00403325142642637,0.0731943479538007,-0.055103317936135,0.00247175208672175,-1.63173784623991,"LNnT","secretor",0.102734723672715,"glycan_percent"
"glycan_percent.scale(X3.SL)",0.00361675525257259,0.0767695696666401,0.047111834393208,0.000979718657268924,3.69162639267757,"X3.SL","secretor",0.000222824617661872,"glycan_percent"
"glycan_percent.scale(LNFP.III)",0.0020133667639534,0.0743703551046249,0.0270721682197292,0.00131271634490938,1.53374091193509,"LNFP.III","secretor",0.125093404579791,"glycan_percent"
"glycan_percent.scale(LSTc)",-0.00461416725678087,0.082924200641269,-0.0556431924709387,0.00252979400988915,-1.82393002700764,"LSTc","secretor",0.0681626514813242,"glycan_percent"
"glycan_percent.scale(DFLNT)",0.00791079947618165,0.0934688001634984,0.0846357229614999,0.00616996883883645,1.28214577460872,"DFLNT","secretor",0.199791514005239,"glycan_percent"
"glycan_percent.scale(DSLNT)",-0.00117390318059676,0.0730173021386922,-0.0160770549748195,0.000768439188864148,-1.52764616590148,"DSLNT","secretor",0.126600412936728,"glycan_percent"
"glycan_percent.scale(FLNH)",-0.0155978186070385,0.105541807992584,-0.147788055782923,0.00835707929532976,-1.86641984069185,"FLNH","secretor",0.0619826493781658,"glycan_percent"
"glycan_percent.scale(DFLNH)",-0.00851540090025798,0.0870818358988485,-0.0977861894201358,0.00480919150628094,-1.77065123922319,"DFLNH","secretor",0.0766187156562786,"glycan_percent"
"glycan_percent.scale(FDSLNH)",-0.0055569025570171,0.0835189237177925,-0.0665346523836165,0.00287650857359027,-1.9318220039516,"FDSLNH","secretor",0.0533814792191595,"glycan_percent"
"glycan_percent.scale(DSLNH)",-0.00139533082365108,0.0874859544289598,-0.0159491981628219,0.00308571982431224,-0.452189733059151,"DSLNH","secretor",0.651132303880257,"glycan_percent"
"glycan_percent.scale(X2.FL)",-0.0598219257742062,0.170037244333556,-0.35181660352514,0.113822827739692,-0.525570546455027,"X2.FL","DPP",0.599186625556316,"glycan_percent"
"glycan_percent.scale(X3FL)1",-0.12188882087249,0.134013453358421,-0.909526751366498,0.121457114339234,-1.00355439478045,"X3FL","DPP",0.315593445886902,"glycan_percent"
"glycan_percent.scale(LNnT)1",-0.0300262720250465,0.116108602356712,-0.258605059535545,0.0858132828006047,-0.349902381602337,"LNnT","DPP",0.726411959622998,"glycan_percent"
"glycan_percent.scale(X3.SL)1",-0.304662010051074,0.120824411918599,-2.52152694321681,0.072768520162743,-4.18672812597691,"X3.SL","DPP",2.83004477506601e-05,"glycan_percent"
"glycan_percent.scale(LNT)",0.280248237107928,0.162782977560281,1.72160652979915,0.0746994904715272,3.75167535064712,"LNT","DPP",0.000175656831628157,"glycan_percent"
"glycan_percent.scale(LNFP.I)",-0.0830925974096114,0.126737901966198,-0.655625476834649,0.0797419953186451,-1.04201803676441,"LNFP.I","DPP",0.297403316681787,"glycan_percent"
"glycan_percent.scale(LNFP.II)",0.0873743218433629,0.222446133975696,0.392788673292517,0.109989733714985,0.794386156709635,"LNFP.II","DPP",0.426970660688916,"glycan_percent"
"glycan_percent.scale(LNFP.III)1",-0.353748179156759,0.122947585525517,-2.87722754086408,0.0576574267663524,-6.1353445513666,"LNFP.III","DPP",8.4974820716119e-10,"glycan_percent"
"glycan_percent.scale(LSTb)",-0.0641429073872957,0.152082227065863,-0.421764650773537,0.079424419466663,-0.807596804836811,"LSTb","DPP",0.419322726691715,"glycan_percent"
"glycan_percent.scale(LSTc)1",-0.49154291696344,0.138827507650718,-3.54067378491108,0.17251298865765,-2.84930961308022,"LSTc","DPP",0.00438142198766516,"glycan_percent"
"glycan_percent.scale(DFLNT)1",0.101586107012648,0.0837734045273303,1.21262956407014,0.0500325437714237,2.03040060239091,"DFLNT","DPP",0.0423158354863989,"glycan_percent"
"glycan_percent.scale(DSLNT)1",-0.500664347188666,0.153338673031122,-3.2650885604511,0.123284173998284,-4.06105934729006,"DSLNT","DPP",4.88505505063595e-05,"glycan_percent"
"glycan_percent.scale(FLNH)1",0.608263188918856,0.186564492999279,3.2603373725632,0.0928355662018968,6.55204911010095,"FLNH","DPP",5.67528699460396e-11,"glycan_percent"
"glycan_percent.scale(DFLNH)1",0.137778472052394,0.132782672294729,1.03762388323212,0.0826330864651283,1.66735236388075,"DFLNH","DPP",0.0954443600864656,"glycan_percent"
"glycan_percent.scale(FDSLNH)1",-0.041286022543153,0.0907957507998049,-0.454713157603425,0.0341175909025433,-1.21010954909115,"FDSLNH","DPP",0.226236859462804,"glycan_percent"
"glycan_percent.scale(DSLNH)1",0.225083559344336,0.093490945720699,2.40754393496848,0.0678467436384926,3.3175292913636,"DSLNH","DPP",0.000908173925618535,"glycan_percent"
