Sample,G0F,G1F,G2F,G0FN,G1FN,G2FN,G1FS,G2FS,G1FNS,G2FNS,G0,G1,G2,G0N,G1N,G2N,G1S,G2S,G1NS,G2NS
sample_01,5.68645041287567,5.7840710586348125,5.520096551664143,5.314870722814087,5.387314714378448,4.569864912062534,4.579143847805176,5.359246604891733,3.9956552544654227,3.9174939873859347,4.342617553974002,4.606723323045858,4.420365563929097,3.819727159735928,4.22259187904142,3.664699335531972,3.7391930619024283,4.151392895432939,3.5217208997989635,3.501017334458111
sample_02,5.712380715564696,5.872029363742809,5.630932265502211,5.3958099217815105,5.606624128462398,4.846106034695094,4.610809000987742,5.425928802817469,4.09772444859747,4.1288398007319005,4.1352762836254,4.4464475093301745,4.328835142834274,3.71680374569966,4.029089048171523,3.5689682595814745,3.3599601543253432,4.093838682704904,3.0355123848914007,3.301479412156044
sample_03,5.44189701086276,5.776229992441775,5.731487341726379,5.063109537351473,5.423616515082024,4.872524980725176,4.545048630504846,5.661557758098302,4.070280300175573,4.214282336264087,3.885620580365122,4.552962766459353,4.655947271873348,2.887641764126169,3.997015231437852,3.6881152184591177,3.563756314356045,4.453874542411081,3.3706780691763107,3.4414172864332206
sample_04,5.468368123856695,5.690560622480217,5.43449552278471,5.204305744009951,5.499378486726599,4.724845407419003,4.472700828409964,5.269271188423486,4.070456027037998,4.051474188271097,4.376648943531559,4.70871255272813,4.5368156186343,3.848677049207783,4.3659736617291705,3.7208996493904083,3.632412300249488,4.259436586595631,3.4063983927282697,3.3849514667892
sample_05,5.559359793706392,5.75748580159809,5.400820166722948,5.2324835273951855,5.443343582691102,4.599738370045612,4.5766231499396355,5.224933710344114,4.0851618464818396,3.9676639280391526,4.8350693678474155,4.975024707599523,4.61569339917883,4.179550862798825,4.415086029462552,3.7194296055114413,3.8138987222932528,4.35158097880486,3.298378822463526,3.074473889518042
sample_06,5.604507695906729,5.611909896830291,5.208985589149766,5.307864743161812,5.436926491304248,4.576166650449629,4.485323882719225,5.074250700727389,4.082418797728343,3.932371775009433,4.480869296186958,4.660263743679457,4.383539907308928,4.064370981441149,4.281444067343602,3.5996108180663247,3.725103148735439,4.138923501986979,3.581320046876203,3.4317502756401965
sample_07,5.757626016468699,5.728585829559104,5.334450901566571,5.520515489591923,5.471024090913866,4.571225178891533,4.606309390395728,5.184984045459228,4.10842958856015,3.85465832841686,4.477947647447227,4.674208904468156,4.350084745734499,4.035697490536161,4.237665003659662,3.666046457192114,3.7363597923262852,4.052672451397048,3.4666323650075475,3.3699955791125626
sample_08,5.613607400382669,5.807092484976049,5.493472706757471,5.391652632152478,5.6068822087587495,4.777467397377012,4.657048130056433,5.3789434962130285,4.255292257201788,4.086160722215482,4.22046794162425,4.46683093616345,4.336688454678427,3.7698712177724483,4.209156626014782,3.606339364256236,3.422601878084511,4.121933031818174,3.3296273707911515,3.0612595675976975
sample_09,5.53004884660652,5.598456520056824,5.25813608722976,5.405612433555954,5.422314040259992,4.56433210641983,4.546854285197893,5.188122064738483,4.088812712499246,3.9806745476623373,4.469126151164345,4.649903462426452,4.387571657645067,4.172896160073049,4.37867939606119,3.760281566842369,3.7086623773836167,4.197026034247858,3.4602238726633945,3.419348859600319
sample_10,5.703666875941401,5.875837029604488,5.511593978188373,5.373912877956943,5.520575178088352,4.629329129084615,4.710290325902824,5.342473693456696,4.090808951773392,3.9707667280419594,4.4274243101621,4.573886463674745,4.234710946702973,3.966167860630723,4.14467242249353,3.352406963044676,3.5294752629666686,3.948238627669758,3.226162076634092,2.876750446583287
sample_11,5.955831426564963,5.837499816527623,5.455260680275605,5.521665094985922,5.43037733287953,4.514358821548521,4.696069695539244,5.316660084524564,4.036273349873774,3.8906760595720833,4.532442769585711,4.657618712922854,4.3614876653989185,3.754811353596177,4.134153245372746,3.5433672914768,3.7802677430311626,4.089494151285196,3.0769763649125013,3.1308775957880335
sample_12,5.651387310007118,5.747242038348474,5.4182552684409195,5.349239119398345,5.486633268708215,4.656458338443987,4.532375676090445,5.215305986612376,4.062924102208437,3.971749299420441,4.678897000791327,4.656971930179457,4.398623858029536,4.136102202643062,4.208148060719377,3.7745906824071236,3.5442660938329924,4.068153915660933,3.479734130876421,3.3516167402626724
sample_13,5.668383608190276,5.853582487454685,5.452211236339082,5.264968657329049,5.435180512257716,4.551071020480058,4.718464899169563,5.2953527971566325,4.0620433104268185,3.946044158574018,4.633045280627907,4.726246816993089,4.325698092722587,4.036416221418185,4.172424847244947,3.521351549511564,3.618880656682767,4.0483094520710114,3.358680569783755,3.1801043940393243
sample_14,5.704778249387281,5.752053931611203,5.357654023369136,5.354225448052324,5.473233669042483,4.565301418350498,4.636193486342984,5.250447233606986,4.1042852779473264,4.01830281243937,4.6908950158103435,4.701562032800864,4.328041298985661,4.1394490354291245,4.253438708213643,3.578468074747552,3.7022597964979447,4.03363779833454,3.2640865684503737,3.1403787097994176
sample_15,5.508601635651104,5.674102050687931,5.335178782746051,5.263432984721725,5.4115192087517405,4.625296368873908,4.554393221951298,5.220585420030716,4.066711724138832,3.9247040356731278,4.622954434815366,4.881059864790388,4.576623586781677,4.197247284308386,4.4354812771384795,3.741326413396392,3.6753760933774795,4.28943045002039,3.4910792963734076,3.3746040689013053
sample_16,5.7765707579581,5.747167543950131,5.282955748925771,5.439545391200416,5.464562255324582,4.5646323796841735,4.600175328742727,5.097545938675166,4.120374760823992,3.8926562660200315,4.875672262368878,4.822217212317025,4.363189096281261,4.3497817769552345,4.366577163210346,3.7162856260841384,3.7042099320457558,4.047725914724145,3.466849016251152,3.3548752568072193
