Sample,G0F,G1F,G2F,G0FN,G1FN,G2FN,G1FS,G2FS,G1FNS,G2FNS
sample_01,152.07005327581442,164.5376551036932,121.87221010827217,101.66535083082886,101.18903776572093,48.18963330575088,80.03467364657483,133.5170189689261,27.076844259887025,24.827618736817225
sample_02,173.12530707304865,172.3694828074226,109.57222612318196,113.39786055402259,96.26103992151022,44.7069297585721,84.81733402398211,112.71465412570204,28.78724868451872,25.145661892797797
sample_03,126.06365647682678,155.5683417140263,144.14935738305536,82.281999872022,93.42466912548524,58.88300992578708,76.91972544530113,160.83264251770476,28.54180856806563,33.64994269410234
sample_04,161.34599962747967,176.75343201724303,129.56592420905898,97.08582374452428,96.35882971709414,49.18395377626062,82.55720191813086,133.7929406557865,26.993453972031155,25.837366948385988
sample_05,136.8345795974027,160.12627677755873,130.78232987874375,79.22584855079127,81.66895006323824,48.95768519064997,78.8428518683242,143.8533182543964,23.51351084105994,28.262860509627256
sample_06,129.49969967384212,156.05787514758902,124.16605766031383,78.79443174814213,89.27580287660844,50.2358115618846,78.89946578089672,139.9517813324914,27.76537387025729,29.28191779524308
sample_07,150.787331074705,158.52414397629687,112.48348045804941,99.98623648862797,95.5557460797746,50.16415030824904,77.17687001944655,126.09911048018134,26.73858338385379,29.65278459523882
sample_08,135.1599385154498,147.27839656256924,106.170972741777,111.16675555961415,120.77645395739553,60.82247409164038,71.79690981998786,111.49096609113178,34.496102238512485,34.786311319854796
sample_09,156.7750917583264,153.02804488933126,113.2473724227906,124.08242044452045,106.39599288806392,52.277695417240906,73.82671611727076,118.06287053741049,28.495495584685546,25.533053761010674
sample_10,161.01972591914804,154.34735267057528,106.68284475174505,107.17434048564876,101.13419570592538,50.24945791043269,73.76486517134175,117.92915710199021,27.462090099163504,29.541487313261282
sample_11,165.974749557219,161.1573744062475,110.03458526309355,97.29627230837005,92.97762712762771,45.19805496212015,85.98927198736382,131.05267455738195,28.6732857874951,26.365535358916734
sample_12,134.2994472261101,150.50179572703476,122.79390313381325,97.24659347808,100.60127112151967,56.9020178382498,76.79813893785438,143.54592843437953,26.130627802569755,28.003096704548376
sample_13,182.2603996171336,157.0936538263028,102.48120202954165,140.78357995135545,99.38778832745305,46.0885355714993,82.14626466591204,117.19768560237662,28.537874083634737,23.66472645166395
sample_14,205.719247824647,168.9159725309757,98.25335279742353,124.78803112534892,99.7148517131711,37.77855664331018,85.01222565211805,117.07037799388036,26.46860417526414,24.395435980416394
sample_15,206.1684561520056,160.66629751103034,102.00822097310078,144.59901255340486,106.16250660100525,43.020695592240564,80.01551296451746,116.61145467670602,23.15225666715659,15.9710023921095
sample_16,199.3549907693246,162.22642576037623,107.95832035229343,157.04189637971282,111.62724880280793,49.959425967776944,76.86566721892149,107.83296526452186,27.976374207578235,26.595722174258672
sample_17,163.93047042167044,166.24679378968074,116.72802376760619,112.12089651112117,99.23783092204903,47.49429583719541,76.78552584835562,117.07067223676336,23.378560747493044,19.52100534557582
sample_18,134.33214858884867,150.42455088159065,126.83875922470371,96.93265165080128,105.84539902363484,58.87549049083083,69.55451716026907,136.50221192853388,23.984491691609787,29.05058506331841
sample_19,124.70214003753594,142.31336125812527,113.43747857265258,99.92437801859232,102.7046401714906,56.74476385402648,68.11149416944063,116.22564684993112,28.968586328365873,28.54559430994563
sample_20,156.41895993071606,160.30909823332132,113.90409118332998,101.97065833957123,88.90510775476096,45.524792936046225,81.06103494904899,129.6560508802418,28.661879037216814,27.49340139660294
sample_21,120.2869967425659,151.79911060445207,126.26083754283557,84.61247910368824,98.03700178037661,56.42087261398616,72.33316901940438,142.48278152747002,28.486421239163366,30.411357833036814
sample_22,129.6605665276904,142.90704998052354,110.92142267179149,84.33655267077495,89.83166719970546,51.31425822971965,77.63815465663241,142.03685450465196,30.668297320240377,34.21242798273909
sample_23,148.32460353882885,147.17406274141612,118.48699664544799,113.88315778788477,89.22615492478135,49.82127665587313,76.06892194941324,133.01577676356004,29.041828984059343,27.672705462806537
sample_24,164.60543045424896,165.05893727365716,113.72123487459676,102.262508520038,87.3574669511068,43.168111134447784,84.32783906437403,126.94197905031601,27.71913225865191,26.309136909643296
sample_25,121.57508274784807,142.66235105539062,113.27503163635487,104.58978663637455,108.70042274614656,61.8668880663273,66.55157129332297,116.398705007556,33.457992632005286,32.58295881781739
sample_26,171.0241858865952,166.3827922957887,106.8014695444693,118.52741770885464,102.71770686165527,42.72220065921653,80.35146080042212,111.44365266858286,25.030093744378515,18.470982962052364
sample_27,179.51540073003935,188.66400330212917,119.73854903776004,96.70227977290153,95.47331051585147,43.275269433783976,91.4166380495923,122.06885286844167,24.9216810072233,23.500612059963547
sample_28,151.08065412839906,159.91797097266993,120.9665857228013,103.34559098668713,105.27322476084422,54.93718771218807,70.75557096600265,120.90404430450134,25.358444380614603,27.456133352440325
sample_29,193.46984082661055,199.94672175507827,129.11940237636813,94.31349041093713,89.92286697275303,43.31038655801734,94.52467887956134,127.84455417226674,24.538395704411563,19.338313173432198
sample_30,159.17588406214048,165.86578348414594,107.35885454166937,106.6530989919369,100.54885440137753,47.8826054437006,77.34246280342182,109.87266618040634,28.737358746110946,27.91477885363276
sample_31,190.63828615978545,165.72051697684964,100.0776900997148,131.88081911266565,108.40794042694587,48.39226970659705,75.7207773993907,98.25433638435337,28.965607210670306,22.75195209589173
sample_32,149.10431133692575,149.66745885645454,105.27757182111813,112.77036836473538,98.44874031617067,49.62216679035874,75.02222569948711,119.50859275218608,30.84295559833031,29.219201268144836
sample_33,161.32478723269193,154.3870726623427,97.78449399118513,114.3589871545158,100.55955905524094,46.53938987640961,79.70208639585147,106.30989726866362,29.49193543138309,27.548787470384326
sample_34,152.54141979082627,173.0061785704888,132.36041891857172,98.05477620123462,96.18731462871577,54.1790152583014,79.13799628232651,132.60940979478434,26.68380543482354,26.545622637020145
sample_35,152.8980903821312,173.2324463499193,135.5353446216211,88.49891200703354,94.19654087252233,51.650247790341886,80.88904600724497,137.35440281665217,23.94622962920098,25.53142696192528
sample_36,200.7657820320073,161.3952793178949,107.1884301021746,137.5848115628457,94.84884710162828,43.83864551541048,79.17927229470436,116.37338276779629,28.88750155652211,25.799089909726902
sample_37,176.67216189803057,146.45433495169138,104.19099449634308,145.5804234684161,99.64372903002487,49.50108725672053,77.58498227782853,133.85651620948835,27.457876180376772,24.07981988146553
sample_38,120.69217808363472,155.84210393026277,128.30531495152408,68.67985315749974,89.1581856338604,50.96662420396406,77.54505871279927,140.6680180411692,28.31396418049367,29.74730728893488
sample_39,164.04569825190774,145.73189914929492,95.45385240045708,120.06324838974209,106.17745897459871,47.98807094686772,77.99670977002667,104.69511141327094,32.407183948448555,27.572876513049795
sample_40,158.76116892276028,163.37170036377984,101.96945134056634,115.05083612683174,118.0796837422544,49.80663108863039,82.67215197944506,105.45111971642122,28.256754738745492,27.055405082562434
sample_41,164.1084175774985,177.11847768217808,123.46565926120708,100.20674083270835,95.81933409590212,46.942811285751745,83.75763882531948,128.16745985116756,22.97654707049564,21.974260062143248
sample_42,149.99185361784015,161.8506819550835,109.94076284684117,97.39966326752369,98.40606050650003,49.64365702637953,81.52498873632035,124.97703903775327,28.566818771253416,26.57141931074013
sample_43,160.13089531108355,161.31231746729787,107.99851871791385,110.71532820591443,101.1016625053062,48.89573636276068,77.32409122862697,116.88684976677779,28.53583416387287,26.937839309462543
sample_44,150.9338316346744,154.54892197506,105.56135433488916,123.5474564610299,111.25717919551222,52.579131595760124,78.91539846012833,116.23353212260511,24.314015345329118,28.53727658472427
sample_45,161.75853367943768,172.116272676867,115.70817387830319,105.35335639853994,101.24257827071384,48.50442983519583,83.79342895320761,117.25969779107871,26.581612515909015,26.23086801272358
sample_46,170.7054734177678,158.01474459566106,104.87665563055167,116.7956939605453,99.14337244543046,47.049949549450744,77.4271885377928,115.84355599701588,29.668558975232166,26.109450797805486
sample_47,162.97656525963913,164.94946736497064,120.88027792660041,100.78180474277953,84.0988462301714,43.911743122593876,85.38017499799321,140.04944918653268,27.81817168060888,27.011576928908493
sample_48,140.76765823908588,154.33691349671128,110.88684684551966,93.61349044416478,93.0229082975429,49.7822615371878,85.8884936379601,140.19177768694897,30.597256526292885,30.652463263708878
sample_49,160.31377843578483,155.62771951801105,115.48092899815795,113.02022821065029,92.18312147151114,49.508686640234174,79.91445885901516,134.33128982115934,27.5260082383868,23.696998757724586
