"estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","fdr","logFC"
"L27387",-1.81591465901596,-6.59604400056017,-4.78012934154421,-2.89447197003222,0.0543476435469411,3.38069566940039,-3.6911388480441,0.0593095300121873,"Welch Two Sample t-test","two.sided",0.481735130125689,-4.33756274821788
"L27388",0.074736510963632,-4.28614595121595,-4.36088246217958,0.148549066477954,0.886103270240679,6.99142778485314,-1.11522519834481,1.26469822027207,"Welch Two Sample t-test","two.sided",0.951550543510377,0.116624048051532
"L27389",-0.00677545558390857,-4.42080462653203,-4.41402917094813,-0.0134815133219835,0.989644112408651,6.56489823003281,-1.21132844280983,1.19777753164201,"Welch Two Sample t-test","two.sided",0.995283110200153,-0.0106582983573663
"L27390",-0.120079405288046,-4.31837339450438,-4.19829398921634,-0.228285632019306,0.825960449714915,6.98801549523373,-1.36431636208383,1.12415755150774,"Welch Two Sample t-test","two.sided",0.929803024839168,-0.186425926107637
"L27393",-1.22461282279394,-5.62902354364875,-4.4044107208548,-2.00816077058137,0.126882820135036,3.42129797295716,-3.03689208722578,0.587666441637889,"Welch Two Sample t-test","two.sided",0.559870443845848,-2.11431508849803
"L27401",-1.05516251349072,-6.49446537643625,-5.43930286294553,-1.25135529661459,0.291468720969019,3.331495310385,-3.59374037426273,1.48341534728128,"Welch Two Sample t-test","two.sided",0.663796506464927,-2.70732689239964
"L27404",-2.0051805423035,-6.20014367389672,-4.19496313159322,-2.78751661504538,0.0670893506065612,3.05762869924825,-4.27023430432837,0.259873219721369,"Welch Two Sample t-test","two.sided",0.483317158451349,-3.77324555555751
"L27405",-1.69688913169915,-6.15541360822753,-4.45852447652837,-2.13938448636629,0.121956091719565,2.99893237995451,-4.22160890015681,0.827830636758502,"Welch Two Sample t-test","two.sided",0.553649360922853,-3.23716558728093
"L27411",-0.647886402303944,-4.58348688669467,-3.93560048439073,-1.29395338147815,0.245140553729212,5.75966336181412,-1.88556248192874,0.589789677320857,"Welch Two Sample t-test","two.sided",0.618297046927593,-1.00745801517622
"L27425",-2.33383971245066,-6.81753150153316,-4.4836917890825,-5.21197848791989,0.0292505337736107,2.17129007899614,-4.121930887023,-0.545748537878325,"Welch Two Sample t-test","two.sided",0.469197884985871,-6.76817885702382
"L27428",-2.32729731538536,-6.81753150153316,-4.4902341861478,-2.92734303379321,0.096597073472701,2.0523892467543,-5.66566654342161,1.0110719126509,"Welch Two Sample t-test","two.sided",0.541697478626631,-6.7578197524557
"L27429",-1.56145172949559,-6.60958918294602,-5.04813745345043,-1.59623769509314,0.241653307552174,2.17347069645411,-5.46426283335267,2.34135937436149,"Welch Two Sample t-test","two.sided",0.618297046927593,-3.96402441052359
"L27439",-1.72453551963852,-6.18220754167426,-4.45767202203574,-3.342458024112,0.0163114497557119,5.81552658000397,-2.99678683780151,-0.452284201475526,"Welch Two Sample t-test","two.sided",0.411281554554737,-3.31251577423998
"L27440",-1.50500521351794,-6.33845298106368,-4.83344776754574,-2.93955213657559,0.0269734506716245,5.80864411732022,-2.76785869428734,-0.242151732748535,"Welch Two Sample t-test","two.sided",0.469197884985871,-3.181524871951
"L27441",-0.763300314775272,-6.73085832045337,-5.9675580056781,-3.64854876989521,0.00819370730909738,6.99998375772374,-1.25799543833878,-0.268605191211762,"Welch Two Sample t-test","two.sided",0.241031556675948,-3.01152995514197
"L27442",-0.886048998625931,-6.33638153745503,-5.4503325388291,-1.74606732655447,0.150373031966431,4.32170700657942,-2.25455339840609,0.482455401154232,"Welch Two Sample t-test","two.sided",0.614496945744916,-2.09598698176158
"L27443",-1.44155307011608,-6.51736499174059,-5.07581192162451,-3.20956323815081,0.0265992995114763,4.61486514063853,-2.62570399721492,-0.257402143017238,"Welch Two Sample t-test","two.sided",0.469197884985871,-3.45747550036166
"L27448",0.629009351643888,-3.83633233039996,-4.46534168204384,1.25420649096679,0.276690948654359,4.08829488725527,-0.751652547192063,2.00967125047984,"Welch Two Sample t-test","two.sided",0.651146032499925,0.970228057621018
"L27449",-0.161182794327468,-4.47798799450344,-4.31680520017597,-0.286482283966775,0.783324520775987,6.57464666228058,-1.50923405707497,1.18686846842003,"Welch Two Sample t-test","two.sided",0.928116248474577,-0.253127695247712
"L27453",-0.203992388414186,-5.78734921579797,-5.58335682738378,-0.405348894172665,0.697493442429612,6.90053638745734,-1.39747876856289,0.989493991734519,"Welch Two Sample t-test","two.sided",0.876334603529982,-0.417718593578846
"L27471",0.178009674438537,-3.84319696283881,-4.02120663727735,0.361288168541828,0.730398320641963,5.934070053095,-1.03085847666955,1.38687782554662,"Welch Two Sample t-test","two.sided",0.895245163842406,0.270641802422955
"L27474",-2.12212461633617,-6.0566224226155,-3.93449780627933,-5.42264716317546,0.00246023365276694,5.26667298323129,-3.11297903553937,-1.13127019713298,"Welch Two Sample t-test","two.sided",0.0964958310474146,-3.78907043750715
"L27478",-1.01620718850218,-6.90775527898214,-5.89154809047996,-1.80407611458023,0.212988133385415,2,-3.43982257715627,1.40740820015191,"Welch Two Sample t-test","two.sided",0.618297046927593,-52.8519997931287
"L27488",-0.997250387895601,-6.90775527898214,-5.91050489108654,-1,0.422649730810374,2,-5.28807249161832,3.29357171582712,"Welch Two Sample t-test","two.sided",0.669037466260369,-52.8089019005216
"L27496",-0.52406050751627,-6.90775527898214,-6.38369477146587,-1,0.422649730810374,2,-2.77891088073504,1.7307898657025,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.4965223466567
"L27507",1.363231545327,-4.41817320764503,-5.78140475297203,1.9164665290439,0.12044390922336,4.45812562870506,-0.534203192533689,3.26066628318769,"Welch Two Sample t-test","two.sided",0.553649360922853,2.40717044494997
"L27510",-0.0196976306652408,-6.20912169430339,-6.18942406363815,-0.0231895576968053,0.982701896643413,3.67780180005128,-2.46182014071622,2.42242487938574,"Welch Two Sample t-test","two.sided",0.995283110200153,-0.0559859614219159
"L27517",-0.914444535678381,-2.09672546231442,-1.18228092663604,-1.64293329503843,0.144886013050816,6.92119887858959,-2.23362071435484,0.404731642998073,"Welch Two Sample t-test","two.sided",0.614496945744916,-1.32634194309013
"L27518",0.195628111795852,-4.09598481101496,-4.29161292281081,0.178362160522059,0.865022304372101,5.32937480775125,-2.57218004016011,2.96343626375181,"Welch Two Sample t-test","two.sided",0.947592606524868,0.302303076319861
"L27521",0.106617306883113,-6.45835963368447,-6.56497694056758,0.217882800715125,0.834976837142412,5.80481023981317,-1.1005657048909,1.31380031865713,"Welch Two Sample t-test","two.sided",0.932743112377441,0.472681920533996
"L27523",0.0656209078616525,-4.84856751623291,-4.91418842409456,0.131062155354563,0.899428618623852,6.97042023317652,-1.11933118266202,1.25057299838533,"Welch Two Sample t-test","two.sided",0.958173319026974,0.109048201117532
"L27534",-0.901616020140155,-6.43295544229713,-5.53133942215698,-1.18730940284447,0.323562143112137,2.88651971628394,-3.37294194305513,1.56970990277482,"Welch Two Sample t-test","two.sided",0.669037466260369,-2.28451574754235
"L27537",-1.85598173177576,-6.90775527898214,-5.05177354720637,-4.56679853260735,0.0447543350886592,2,-3.60461259595159,-0.107350867599931,"Welch Two Sample t-test","two.sided",0.481735130125689,-54.4666343486145
"L27538",-1.85598173177576,-6.90775527898214,-5.05177354720637,-4.56679853260735,0.0447543350886592,2,-3.60461259595159,-0.107350867599931,"Welch Two Sample t-test","two.sided",0.481735130125689,-54.4666343486145
"L27541",-0.717927562745697,-5.9736413887391,-5.25571382599341,-0.681705754408272,0.531193544314579,4.1969074717673,-3.58858018570257,2.15272506021118,"Welch Two Sample t-test","two.sided",0.764917942690301,-1.44886227538505
"L27547",-1.61021654699719,-6.7017411263626,-5.0915245793654,-3.58798682267384,0.0347521502135795,3.12153995797768,-3.00748509485073,-0.212947999143649,"Welch Two Sample t-test","two.sided",0.471827270207445,-4.4922174927578
"L27549",-0.98838567800346,-6.7017411263626,-5.71335544835914,-1.56117483872082,0.234420394478455,2.48780296470074,-3.25947133934553,1.28269998333861,"Welch Two Sample t-test","two.sided",0.618297046927593,-3.33064834879365
"L27552",0.634691572494124,-5.919904130725,-6.55459570321913,0.685880655879314,0.516903669337339,6.38612259997041,-1.59682498331899,2.86620812830724,"Welch Two Sample t-test","two.sided",0.755967514715426,1.99250791564344
"L27562",0.232211118992484,-4.92710324599689,-5.15931436498937,0.281323538857816,0.787566375317308,6.23507407998487,-1.76921228467949,2.23363452266445,"Welch Two Sample t-test","two.sided",0.928116248474577,0.396669405444389
"L27579",-0.327316243161038,-6.90775527898214,-6.5804390358211,-1,0.422649730810374,2,-1.73564437028922,1.08101188396714,"Welch Two Sample t-test","two.sided",0.669037466260369,-50.6655160251646
"L27581",-2.0311383131524,-5.51022893557358,-3.47909062242118,-1.5600910404039,0.175939215055305,5.32538897730196,-5.31729006753474,1.25501344122994,"Welch Two Sample t-test","two.sided",0.614496945744916,-3.29242704395713
"L27585",-0.446186571058856,-6.90775527898214,-6.46156870792328,-1,0.422649730810374,2,-2.3659724390028,1.47359929688508,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.2037378018927
"L27595",-0.366850209089198,-6.6224218269854,-6.2555716178962,-0.515333246188167,0.644249771986142,2.79791360592098,-2.72778003375462,1.99407961557623,"Welch Two Sample t-test","two.sided",0.842296924115215,-1.477843508174
"L27600",-0.585575855479551,-5.2956892522108,-4.71011339673125,-0.917960172788178,0.39846031272785,5.30389730730284,-2.19751463774936,1.02636292679026,"Welch Two Sample t-test","two.sided",0.669037466260369,-0.995939377070588
"L27603",-1.6012234159968,-6.8189285229748,-5.21770510697799,-15.4062769176021,1.18539983076974e-06,6.99107052504293,-1.84704999235739,-1.35539683963622,"Welch Two Sample t-test","two.sided",0.000418446140261717,-5.5722782803872
"L27618",0.720032085493491,-5.14153016364397,-5.86156224913746,1.07030642785844,0.345527246522352,3.94632457901714,-1.1578403190963,2.59790449008329,"Welch Two Sample t-test","two.sided",0.669037466260369,1.39258589616945
"L27620",-0.160013370074171,-6.6224218269854,-6.46240845691123,-0.302532491064586,0.778367823633588,3.72773697223177,-1.67179319092928,1.35176645078094,"Welch Two Sample t-test","two.sided",0.928116248474577,-0.764717570029929
"L27623",0.285333451996738,-6.6224218269854,-6.90775527898214,1,0.363217467649122,5,-0.448139536805483,1.01880644079896,"Welch Two Sample t-test","two.sided",0.669037466260369,50.4356518314168
"L27628",-0.857120391972628,-6.90775527898214,-6.05063488700951,-1.38812505902594,0.29950641710242,2,-3.51386329151569,1.79962250757044,"Welch Two Sample t-test","two.sided",0.669037466260369,-52.4739617154306
"L27639",-0.565482677834616,-6.12340371242104,-5.55792103458642,-0.636213455356732,0.557612610233667,4.2067627171366,-2.98615089533613,1.85518553966689,"Welch Two Sample t-test","two.sided",0.784212157021851,-1.26223688905578
"L27645",-0.273283884256754,-6.75724409492417,-6.48396021066742,-0.607663915152674,0.593719841858386,2.52030861773075,-1.87167817952086,1.32511041100735,"Welch Two Sample t-test","two.sided",0.802771426655783,-1.70004744509673
"L27649",-0.270061730739634,-6.90775527898214,-6.6376935482425,-1,0.422649730810374,2,-1.43204357370739,0.891920112228117,"Welch Two Sample t-test","two.sided",0.669037466260369,-50.3447667253485
"L27652",-0.578660476805943,-6.90775527898214,-6.32909480217619,-1,0.422649730810374,2,-3.06843555693316,1.91111460332127,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.6824926384907
"L27657",0.0552022801330434,-5.88363565140999,-5.93883793154304,0.0494254126537356,0.963355290143706,3.38478200270553,-3.28120388586278,3.39160844612887,"Welch Two Sample t-test","two.sided",0.98717027725482,0.126265319665353
"L27661",0.19564630407922,-5.93768650709368,-6.1333328111729,0.217132507692429,0.840192977523949,3.49054618836956,-2.45685128406571,2.84814389222415,"Welch Two Sample t-test","two.sided",0.935609214719098,0.486353107465866
"L27662",0.483045418630539,-4.62091262130959,-5.10395803994012,0.308036960721576,0.773832805371691,3.89206079384391,-3.91884814504399,4.88493898230507,"Welch Two Sample t-test","two.sided",0.928116248474577,0.801924406858042
"L27664",-1.41642582705032,-5.72606720259338,-4.30964137554306,-1.29496444474248,0.262457757674197,4.16479577586848,-4.40647937956596,1.57362772546533,"Welch Two Sample t-test","two.sided",0.627999592004438,-2.46048394473953
"L27676",-0.234635545375576,-6.90775527898214,-6.67311973360656,-0.999999999999999,0.422649730810375,2,-1.24419081518205,0.7749197244309,"Welch Two Sample t-test","two.sided",0.669037466260369,-50.1152708713527
"L27679",-0.941356446841523,-6.29014316167877,-5.34878671483724,-1.23737753596713,0.281680511932987,4.12742907215463,-3.02811372114449,1.14540082746144,"Welch Two Sample t-test","two.sided",0.657414138443643,-2.13525311882144
"L27683",-0.896066697838577,-6.06973329641537,-5.1736665985768,-0.895905342155997,0.442718870083094,2.70804626231207,-4.28230676568096,2.49017337000381,"Welch Two Sample t-test","two.sided",0.68543754885672,-1.82995832857227
"L27685",0.605610993728814,-6.30214428525332,-6.90775527898214,1.56801233602019,0.177665274211022,5,-0.387220876390416,1.59844286384804,"Welch Two Sample t-test","two.sided",0.614496945744916,51.769515075461
"L27690",0.605610993728814,-6.30214428525332,-6.90775527898214,1.56801233602019,0.177665274211022,5,-0.387220876390416,1.59844286384804,"Welch Two Sample t-test","two.sided",0.614496945744916,51.769515075461
"L27693",1.08692948035448,-4.71832623327818,-5.80525571363266,1.44576621240854,0.205412576764589,5.22734250145238,-0.820629697530796,2.99448865823975,"Welch Two Sample t-test","two.sided",0.614496945744916,1.97893734058157
"L27695",0.163611928243467,-6.74414335073867,-6.90775527898214,0.999999999999997,0.363217467649124,5,-0.256965922592623,0.584189779079558,"Welch Two Sample t-test","two.sided",0.669037466260369,49.542195390967
"L27700",0.0668907452469467,-6.63214930601256,-6.69904005125951,0.264597535387385,0.804522386576941,3.95912859791717,-0.637866575527687,0.77164806602158,"Welch Two Sample t-test","two.sided",0.928116248474577,0.451268262942729
"L27703",-1.3726346849679,-6.12990118804991,-4.75726650308201,-2.02403931296158,0.0896137264957901,5.97288643900537,-3.03387483890676,0.288605468970967,"Welch Two Sample t-test","two.sided",0.541697478626631,-2.6890560431181
"L27712",0.740280090093719,-4.40323247106238,-5.14351256115609,2.21269996013901,0.0641403714331654,6.71767607395575,-0.057617848389925,1.53817802857736,"Welch Two Sample t-test","two.sided",0.481735130125689,1.21611980576841
"L27713",0.690130153864646,-6.21762512511749,-6.90775527898214,1.55672065840814,0.180266292213535,5,-0.449468031697714,1.82972833942701,"Welch Two Sample t-test","two.sided",0.614496945744916,52.0254972446255
"L27714",1.10163559235839,-5.80611968662375,-6.90775527898214,2.05317057149494,0.0952575750841234,5,-0.2776187582166,2.48088994293338,"Welch Two Sample t-test","two.sided",0.541697478626631,53.0407533381109
"L27716",-0.253476801987688,-6.51472524390316,-6.26124844191548,-0.335020844894088,0.756417866600621,3.55713961163082,-2.4614088933228,1.95445528934743,"Welch Two Sample t-test","two.sided",0.918739041546213,-0.916635408097003
"L27718",-0.416412617960173,-5.07503679047336,-4.65862417251318,-0.708865976319337,0.501483216255311,6.95100422631101,-1.80746274781861,0.974637511898261,"Welch Two Sample t-test","two.sided",0.746934917038501,-0.691425687545868
"L27721",-0.640178910918257,-5.41872638519922,-4.77854747428096,-1.01699293552574,0.343328195979927,6.93260277014767,-2.1316062081574,0.851248386320888,"Welch Two Sample t-test","two.sided",0.669037466260369,-1.10974261203082
"L27723",-0.27145366414694,-5.82468423009601,-5.55323056594907,-0.272213334740276,0.80717192147789,2.39567520023466,-3.94968628970484,3.40677896141096,"Welch Two Sample t-test","two.sided",0.928116248474577,-0.557285162234744
"L27726",0.117343876453821,-4.46567624340057,-4.58302011985439,0.228653480976445,0.826253132097686,6.41630267058855,-1.11891175381464,1.35359950672228,"Welch Two Sample t-test","two.sided",0.929803024839168,0.186505818528001
"L27731",-1.24455057894569,-6.1188610447929,-4.87431046584721,-2.28871231603575,0.067064249890661,5.37939356960564,-2.61323754979076,0.124136391899384,"Welch Two Sample t-test","two.sided",0.483317158451349,-2.46707190729978
"L27739",-1.65690974015147,-6.20014367389672,-4.54323393374525,-2.22855683736641,0.112967483701182,2.97260402910379,-4.0354111276468,0.721591647343867,"Welch Two Sample t-test","two.sided",0.546267421185169,-3.2274373162835
"L27765",-1.54742429960046,-6.71911412134942,-5.17168982174895,-1.68505161667309,0.223734312075677,2.1784142664899,-5.20418417503325,2.10933557583232,"Welch Two Sample t-test","two.sided",0.618297046927593,-4.49302671819593
"L27766",-1.73606545723318,-6.90775527898214,-5.17168982174895,-1.93166482743273,0.193129008247132,2,-5.60303382177894,2.13090290731257,"Welch Two Sample t-test","two.sided",0.614496945744916,-54.2591731379965
"L27768",-1.79121872449842,-6.81753150153316,-5.02631277703474,-1.88335462948635,0.198071851240007,2.03642186910208,-5.81403803012925,2.2316005811324,"Welch Two Sample t-test","two.sided",0.614496945744916,-5.88063056323653
"L27776",-0.508946835276184,-6.39643461756378,-5.88748778228759,-0.768564480622203,0.493131162720389,3.32030006189703,-2.50590746599311,1.48801379544074,"Welch Two Sample t-test","two.sided",0.737607205255497,-1.41013220932493
"L27783",-1.45701385082545,-6.90775527898214,-5.45074142815669,-5.75233249596095,0.0289167826212883,2,-2.54683691424168,-0.367190787409218,"Welch Two Sample t-test","two.sided",0.469197884985871,-53.753671005403
"L27784",-1.45701385082545,-6.90775527898214,-5.45074142815669,-5.75233249596095,0.0289167826212883,2,-2.54683691424168,-0.367190787409218,"Welch Two Sample t-test","two.sided",0.469197884985871,-53.753671005403
"L27793",-0.319795254623291,-6.23718863210591,-5.91739337748262,-0.501684832322072,0.646656213654912,3.39345498571637,-2.22163761669909,1.58204710745251,"Welch Two Sample t-test","two.sided",0.842323407454553,-0.824813708035303
"L27794",-0.000657336370912809,-4.68222519789468,-4.68156786152376,-0.00118151375323595,0.99909034515242,6.9804062168365,-1.31696738388318,1.31565271114135,"Welch Two Sample t-test","two.sided",0.99909034515242,-0.00106312666012121
"L27795",-0.894860844826674,-6.75922309357761,-5.86436224875094,-1.64773806523694,0.22331691815358,2.3303734279629,-2.94113118877407,1.15140949912073,"Welch Two Sample t-test","two.sided",0.618297046927593,-3.52147366016052
"L27797",-0.257464035142039,-5.84082555552158,-5.58336152037954,-0.540130373425031,0.60654830770379,6.71424910536408,-1.39440756309096,0.879479492806878,"Welch Two Sample t-test","two.sided",0.809835221891882,-0.533735944746078
"L27808",-1.24969395183014,-6.51736499174059,-5.26767103991045,-2.21390335038133,0.103644518405841,3.37877982366355,-2.93738082281241,0.437992919152133,"Welch Two Sample t-test","two.sided",0.541697478626631,-3.12131219980915
"L27815",-1.70105384721111,-6.90775527898214,-5.20670143177103,-3.78972846755854,0.0631084016617944,2,-3.63233838165926,0.230230687237045,"Welch Two Sample t-test","two.sided",0.481735130125689,-54.1976239983221
"L27816",-1.70105384721111,-6.90775527898214,-5.20670143177103,-3.78972846755854,0.0631084016617944,2,-3.63233838165926,0.230230687237045,"Welch Two Sample t-test","two.sided",0.481735130125689,-54.1976239983221
"L27817",-0.813224885222891,-6.27022308976426,-5.45699820454137,-1.69266218038107,0.134362732706112,6.99857463358707,-1.9493350338973,0.322885263451519,"Welch Two Sample t-test","two.sided",0.585556106731573,-1.87287378999781
"L27818",-1.63852605383817,-6.90775527898214,-5.26922922514397,-4.03522376626311,0.0562792008315136,2,-3.38564319198915,0.108591084312809,"Welch Two Sample t-test","two.sided",0.481735130125689,-54.0864843646567
"L27819",-1.63852605383817,-6.90775527898214,-5.26922922514397,-4.03522376626311,0.0562792008315136,2,-3.38564319198915,0.108591084312809,"Welch Two Sample t-test","two.sided",0.481735130125689,-54.0864843646567
"L27820",-0.081073799642744,-4.54665025615101,-4.46557645650826,-0.147562277483338,0.886855888994091,6.987498366683,-1.38071913744226,1.21857153815678,"Welch Two Sample t-test","two.sided",0.951550543510377,-0.128617356253114
"L27822",-0.957121160411305,-5.76919111748159,-4.81206995707029,-1.40007969489012,0.204760082119939,6.90882271351894,-2.57795808402108,0.663715763198471,"Welch Two Sample t-test","two.sided",0.614496945744916,-1.74849031081844
"L27827",-1.93607019508032,-6.57966856300289,-4.64359836792258,-5.84049286858248,0.00181725455290877,5.20557896165062,-2.77817166055448,-1.09396872960615,"Welch Two Sample t-test","two.sided",0.0916415510252565,-4.47291286780925
"L27828",-2.09978450107007,-6.17868844041198,-4.07890393934191,-5.3999076183481,0.00101002606295082,6.9969666696664,-3.01936277772386,-1.18020622441628,"Welch Two Sample t-test","two.sided",0.0713078400443279,-3.8914675391193
"L27832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L27837",-0.813811401702646,-6.90775527898214,-6.09394387727949,-1,0.422649730810374,2,-4.31535925073977,2.68773644733448,"Welch Two Sample t-test","two.sided",0.669037466260369,-52.3636172184997
"L27840",-0.706167920759132,-6.73405067215921,-6.02788275140008,-0.787382456001561,0.508276423935998,2.1576259955148,-4.30707146796325,2.89473562644498,"Welch Two Sample t-test","two.sided",0.75387217499751,-2.89447853606598
"L27841",-0.997250387895601,-6.90775527898214,-5.91050489108654,-1,0.422649730810374,2,-5.28807249161832,3.29357171582712,"Welch Two Sample t-test","two.sided",0.669037466260369,-52.8089019005216
"L27856",0.0864068211024387,-4.86647151265319,-4.95287833375563,0.184058915025547,0.859589429412431,6.48465161425536,-1.04180739942731,1.21462104163219,"Welch Two Sample t-test","two.sided",0.945280587484698,0.144222596783071
"L27871",0.189089200325948,-4.67332971619741,-4.86241891652336,0.142626517285535,0.893556959122337,3.95420571395431,-3.50869691065737,3.88687531130927,"Welch Two Sample t-test","two.sided",0.955835171424803,0.309256669938392
"L27876",0.33903650100565,-6.56871877797649,-6.90775527898214,1,0.363217467649122,5,-0.532484570097167,1.21055757210847,"Welch Two Sample t-test","two.sided",0.669037466260369,50.7251944095019
"L27877",0.647081949495557,-6.26067332948658,-6.90775527898214,1.54397527706144,0.183246903846176,5,-0.430252079263781,1.72441597825489,"Welch Two Sample t-test","two.sided",0.614496945744916,51.8980896895468
"L27879",-0.981612979230813,-6.49446537643625,-5.51285239720544,-1.20221670239407,0.305222108028257,3.45135728418028,-3.39803352328458,1.43480756482295,"Welch Two Sample t-test","two.sided",0.669037466260369,-2.56789336311223
"L27885",-0.393718479949464,-5.58550471182726,-5.19178623187779,-0.88194388542991,0.416851725004194,5.17960673228478,-1.52941476048796,0.741977800589027,"Welch Two Sample t-test","two.sided",0.669037466260369,-0.729281493764678
"L27895",-0.237033340493957,-6.08099022389368,-5.84395688339972,-0.213012766475856,0.848168607448666,2.38599619574144,-4.35411878398268,3.88005210299476,"Welch Two Sample t-test","two.sided",0.938569023289589,-0.561198072683522
"L27920",-0.415205305198254,-6.7017411263626,-6.28653582116434,-0.634396455268915,0.579972667166864,2.45223631291669,-2.78770391962782,1.95729330923131,"Welch Two Sample t-test","two.sided",0.796616153735032,-1.91244051382259
"L27929",-0.748001731296049,-6.90775527898214,-6.15975354768609,-1,0.422649730810374,2,-3.96639342231432,2.47038995972222,"Welch Two Sample t-test","two.sided",0.669037466260369,-52.1883762097105
"L27931",-1.36526324569309,-6.90775527898214,-5.54249203328904,-2.73534109911736,0.111700468485733,2,-3.51280295575101,0.782276464364821,"Welch Two Sample t-test","two.sided",0.546267421185169,-53.5785794218626
"L27941",-0.465057624481519,-5.47154717643367,-5.00648955195215,-0.881175864004366,0.413891584025822,5.6898010970306,-1.77372271643696,0.843607467473926,"Welch Two Sample t-test","two.sided",0.669037466260369,-0.829335223720713
"L27963",0.604953464094746,-6.30280181488739,-6.90775527898214,1.33840560702214,0.238397621406906,5,-0.556938250978962,1.76684517916845,"Welch Two Sample t-test","two.sided",0.618297046927593,51.7674259821239
"L27987",-0.701741412810021,-6.90775527898214,-6.20601386617212,-1.63496649273079,0.243679970021589,2,-2.5484762656829,1.14499344006286,"Welch Two Sample t-test","two.sided",0.618297046927593,-52.0589077765296
"L27991",-0.541859348333038,-6.90775527898214,-6.3658959306491,-0.999999999999999,0.422649730810374,2,-2.87329195257845,1.78957325591237,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.5586816137816
"L27992",-0.541859348333038,-6.90775527898214,-6.3658959306491,-0.999999999999999,0.422649730810374,2,-2.87329195257845,1.78957325591237,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.5586816137816
"L28004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L28005",0.654137971274237,-5.3130822535912,-5.96722022486543,1.08440133373259,0.33406532366163,4.39414170900739,-0.963068227452745,2.27134417000122,"Welch Two Sample t-test","two.sided",0.669037466260369,1.33052858205499
"L28010",-0.862886527917495,-6.73405067215921,-5.87116414424171,-2.74936588812356,0.0535359834646056,3.8556396648443,-1.74729088344136,0.0215178276063732,"Welch Two Sample t-test","two.sided",0.481735130125689,-3.26178999093011
"L28013",0.285333451996738,-6.6224218269854,-6.90775527898214,1,0.363217467649122,5,-0.448139536805483,1.01880644079896,"Welch Two Sample t-test","two.sided",0.669037466260369,50.4356518314168
"L28015",-0.381106270367739,-6.90775527898214,-6.5266490086144,-1,0.422649730810374,2,-2.02087420489013,1.25866166415465,"Welch Two Sample t-test","two.sided",0.669037466260369,-50.9261113147217
"L28031",-0.246967829851211,-6.6224218269854,-6.37545399713419,-0.408918614969906,0.708376998830926,3.208508551051,-2.10025140871483,1.60631574901241,"Welch Two Sample t-test","two.sided",0.877557841419686,-1.08984549898521
"L28037",-0.172213068474133,-6.90775527898214,-6.735542210508,-0.999999999999998,0.422649730810375,2,-0.913186097642895,0.568759960694628,"Welch Two Sample t-test","two.sided",0.669037466260369,-49.6224900472856
"L28046",-0.56053128304939,-6.90775527898214,-6.34722399593275,-1,0.422649730810374,2,-2.97230273817182,1.85124017207304,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.622258157842
"L28051",-0.411585586937138,-6.90775527898214,-6.496169692045,-0.999999999999999,0.422649730810374,2,-2.18249543609775,1.35932426222347,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.0605451728668
"L28054",0.67924887654349,-6.22850640243865,-6.90775527898214,1.51267522748647,0.190771839179177,5,-0.475040419791725,1.8335381728787,"Welch Two Sample t-test","two.sided",0.614496945744916,51.9938310793053
"L28055",-0.610614402813753,-6.26969189358773,-5.65907749077398,-0.444689603239179,0.68788590611605,2.87427013840718,-5.09066619554561,3.8694373899181,"Welch Two Sample t-test","two.sided",0.873466636183329,-1.47724239236206
"L28057",-0.137104734372169,-6.33845298106368,-6.20134824669151,-0.17237815808012,0.873704591341943,3.12473386366408,-2.61212031739135,2.33791084864701,"Welch Two Sample t-test","two.sided",0.947592606524868,-0.42064752158567
"L28058",-0.137104734372169,-6.33845298106368,-6.20134824669151,-0.17237815808012,0.873704591341943,3.12473386366408,-2.61212031739135,2.33791084864701,"Welch Two Sample t-test","two.sided",0.947592606524868,-0.42064752158567
"L28060",0.0101848559116249,-5.21008554493617,-5.2202704008478,0.0139341053547153,0.989333120103123,6.01652846033931,-1.7771461317038,1.79751584352705,"Welch Two Sample t-test","two.sided",0.995283110200153,0.0180079222671748
"L28067",-1.96928924574847,-5.53503378471644,-3.56574453896797,-1.53039567799678,0.183538534513005,5.26804536435215,-5.22708692876066,1.28850843726371,"Welch Two Sample t-test","two.sided",0.614496945744916,-3.21076191063724
"L28070",-0.391869840243404,-6.90775527898214,-6.51588543873873,-1,0.422649730810374,2,-2.07794967807317,1.29420999758636,"Welch Two Sample t-test","two.sided",0.669037466260369,-50.9745556783949
"L28072",-0.150038667504205,-6.42696613538357,-6.27692746787937,-0.210587291758452,0.84606991726189,3.15842733560725,-2.35445599882898,2.05437866382057,"Welch Two Sample t-test","two.sided",0.938569023289589,-0.510045665477184
