"estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","fdr","logFC"
"L26880",0.714702434705548,-5.79744449006506,-6.5121469247706,1.08602000358437,0.314415274119026,6.80901405425047,-0.850332985140048,2.27973785455114,"Welch Two Sample t-test","two.sided",0.669037466260369,2.06833098927693
"L26881",0.22733063369897,-6.1462456559718,-6.37357628967077,0.324228187309152,0.759120695352487,4.91008520807378,-1.58498984567156,2.0396511130695,"Welch Two Sample t-test","two.sided",0.918739041546213,0.693103166462424
"L26883",0.126898984449188,-6.78085629453295,-6.90775527898214,1.36336776640195,0.230945508662928,5,-0.112364574822614,0.366162543720989,"Welch Two Sample t-test","two.sided",0.618297046927593,49.1484742913806
"L26884",0.0278372633435628,-6.62351990297596,-6.65135716631952,0.0929344801782824,0.930976503470042,3.53708271385016,-0.848544314916586,0.904218841603712,"Welch Two Sample t-test","two.sided",0.974253729227573,0.16968439510593
"L26899",-0.934402173514025,-4.79377557312694,-3.85937339961292,-2.04914085624614,0.0952724201867758,5.04249548644799,-2.10361488845843,0.234810541430378,"Welch Two Sample t-test","two.sided",0.541697478626631,-1.46361111241891
"L26935",0.794364137040402,-6.11339114194173,-6.90775527898214,2.04880332650447,0.0957886938286631,5,-0.202304501252401,1.79103277533321,"Welch Two Sample t-test","two.sided",0.541697478626631,52.3128349463534
"L26937",0.715650952886096,-3.59564772291509,-4.31129867580118,2.10185661382905,0.0883131924166857,5.11289480353363,-0.153813042925833,1.58511494869803,"Welch Two Sample t-test","two.sided",0.541697478626631,1.09066668073615
"L26938",-1.39840172186608,-4.74110587852287,-3.34270415665679,-1.7795211153623,0.118381747505,6.99934908574885,-3.25663028426776,0.459826840535595,"Welch Two Sample t-test","two.sided",0.553649360922853,-2.15159161185592
"L26940",0.556217870121887,-5.95916067658988,-6.51537854671177,1.03773082031221,0.343948406615196,5.35695660115967,-0.794437841671711,1.90687358191548,"Welch Two Sample t-test","two.sided",0.669037466260369,1.71922657346376
"L26941",1.65623067174257,-4.13407747576835,-5.79030814751092,1.83168788655775,0.112093533716142,6.62147596224877,-0.506915549467956,3.81937689295309,"Welch Two Sample t-test","two.sided",0.546267421185169,2.8679966376038
"L26942",1.16191450803424,-5.32846866989266,-6.49038317792689,1.27173959108464,0.245216959121425,6.80223927457491,-1.01130325107524,3.33513226714371,"Welch Two Sample t-test","two.sided",0.618297046927593,2.89448524133518
"L26944",0.342124416052362,-6.56563086292977,-6.90775527898214,1.54771787406022,0.182366712437861,5,-0.226104990722366,0.91035382282709,"Welch Two Sample t-test","two.sided",0.614496945744916,50.7406285272711
"L26945",0.342124416052362,-6.56563086292977,-6.90775527898214,1.54771787406022,0.182366712437861,5,-0.226104990722366,0.91035382282709,"Welch Two Sample t-test","two.sided",0.614496945744916,50.7406285272711
"L26947",0.26117365208144,-4.5099189136717,-4.77109256575314,0.632315118135803,0.548729182203829,6.51140952083589,-0.730573910189175,1.25292121435205,"Welch Two Sample t-test","two.sided",0.774805605271806,0.420510105631603
"L26950",-0.23064538296547,-0.70871100660144,-0.47806562363597,-1.63283272208888,0.149875716883714,6.49066534460712,-0.570047366757788,0.108756600826849,"Welch Two Sample t-test","two.sided",0.614496945744916,-0.33335570437413
"L26951",0.0921319776277159,-2.65810785903532,-2.75023983666303,0.268208651640131,0.79731794595619,6.14336314360962,-0.743671382162624,0.927935337418055,"Welch Two Sample t-test","two.sided",0.928116248474577,0.134935280583298
"L26956",0.566333197754484,-2.85321298243555,-3.41954618019004,1.16363720494601,0.287670468369487,6.15759586382125,-0.61721040103974,1.74987679654871,"Welch Two Sample t-test","two.sided",0.659400489184603,0.836575170638458
"L26958",-0.487488968692049,-3.95190308661098,-3.46441411791894,-0.995279281999257,0.367589792388508,4.74707720887697,-1.76701010784208,0.792032170457981,"Welch Two Sample t-test","two.sided",0.669037466260369,-0.733533099420453
"L26960",-0.658034021786078,-1.44430366847021,-0.786269646684131,-1.44830363147817,0.190801999307867,6.99934869216718,-1.7324168545896,0.416348811017446,"Welch Two Sample t-test","two.sided",0.614496945744916,-0.952300383065671
"L26961",-0.592059501388917,-1.63791139190634,-1.04585189051742,-1.36424634367842,0.214731867784855,6.99935453921209,-1.61828503167226,0.434166028894429,"Welch Two Sample t-test","two.sided",0.618297046927593,-0.857490776652443
"L26962",-0.76184408523186,-6.63651317451548,-5.87466908928362,-1.22857783438665,0.327133191635096,2.37131951721733,-3.0669719659088,1.54328379544508,"Welch Two Sample t-test","two.sided",0.669037466260369,-2.53803677900513
"L26963",0.496755012961533,-4.18709672879712,-4.68385174175865,0.559552871986958,0.593806191080457,6.76904612652077,-1.61709787044916,2.61060789637223,"Welch Two Sample t-test","two.sided",0.802771426655783,0.783606079625052
"L26966",-0.197918601970671,-5.91405924054706,-5.71614063857639,-0.231648127071768,0.827076911613311,4.45135429744051,-2.47817928182456,2.08234207788322,"Welch Two Sample t-test","two.sided",0.929803024839168,-0.430301787500877
"L26969",-0.42702588670706,-5.91172097195242,-5.48469508524536,-0.656316535508442,0.533939327704398,6.56465561558203,-1.98647214371651,1.13242037030239,"Welch Two Sample t-test","two.sided",0.764917942690301,-0.883355059316842
"L26973",-0.86946218942713,-3.50986355485177,-2.64040136542464,-2.82537590048677,0.0284735699491972,6.32481479675574,-1.6131831401488,-0.125741238705456,"Welch Two Sample t-test","two.sided",0.469197884985871,-1.28307512214015
"L26974",-1.42890804440907,-4.84634508502844,-3.41743704061938,-2.81673374765568,0.0305709670104109,5.98433758666221,-2.67099613262252,-0.186819956195609,"Welch Two Sample t-test","two.sided",0.469197884985871,-2.21320441165202
"L26975",-0.350819837383495,-6.73808631763739,-6.3872664802539,-0.640831075828709,0.576721392199606,2.43663000342656,-2.3446448970539,1.64300522228691,"Welch Two Sample t-test","two.sided",0.796616153735032,-1.88472572695246
"L26976",-0.00526060033610021,-2.7871584921816,-2.7818978918455,-0.00900163201425168,0.993112882134876,5.93270141900447,-1.43918985608945,1.42866865541725,"Welch Two Sample t-test","two.sided",0.995934225550032,-0.00771435435284593
"L26977",0.280672730106211,-6.06192340001172,-6.34259613011793,0.553595234204043,0.602259448211758,5.33518998258223,-0.998365084145635,1.55971054435806,"Welch Two Sample t-test","two.sided",0.808355837333652,0.807779720071685
"L26979",0.121821619525549,-5.29617941181335,-5.41800103133889,0.163458354114634,0.87511385191815,6.51191754951732,-1.66761007681089,1.91125331586199,"Welch Two Sample t-test","two.sided",0.947592606524868,0.223122260726913
"L26981",-0.491007324084332,-6.57989564269844,-6.08888831861411,-0.873154535615391,0.430193756532178,4.1500719407539,-2.03028978938952,1.04827514122086,"Welch Two Sample t-test","two.sided",0.671742274727859,-1.70836690388127
"L26983",-1.16360861502084,-6.22933400746849,-5.06572539244764,-1.31886504403366,0.258201796797303,3.96657125547878,-3.62137459508774,1.29415736504606,"Welch Two Sample t-test","two.sided",0.627999592004438,-2.4513380195574
"L26985",-1.62072630035827,-5.47722640737452,-3.85650010701625,-4.01838113392548,0.00525790935229662,6.87781897202141,-2.57789115911228,-0.663561441604254,"Welch Two Sample t-test","two.sided",0.168731091032792,-2.66268587922634
"L26989",-0.475692279505332,-4.06772706270356,-3.59203478319823,-0.86525633341516,0.430764672206049,4.48195905988832,-1.93949507820597,0.988110519195309,"Welch Two Sample t-test","two.sided",0.671742274727859,-0.719773680784215
"L27019",-2.12212461633617,-6.0566224226155,-3.93449780627933,-5.42264716317546,0.00246023365276694,5.26667298323129,-3.11297903553937,-1.13127019713298,"Welch Two Sample t-test","two.sided",0.0964958310474146,-3.78907043750715
"L27020",-0.981952806520241,-4.90084721621549,-3.91889440969525,-2.17164373715542,0.0794935739436557,5.23801062342917,-2.12858601873377,0.164680405693286,"Welch Two Sample t-test","two.sided",0.539639069271355,-1.55036781287379
"L27027",-0.639400511982224,-6.90775527898214,-6.26835476699991,-1,0.422649730810374,2,-3.39051887026574,2.11171784630129,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.8747301943689
"L27032",-0.325635129326568,-6.90774873341891,-6.58211360409234,-1.00012181577746,0.422602846678691,2.00000000161658,-1.72655935166728,1.07528909301414,"Welch Two Sample t-test","two.sided",0.669037466260369,-15.8436734093143
"L27039",-0.621476100170645,-5.64965419353284,-5.0281780933622,-0.563070227456957,0.60794995411147,3.44854600993153,-3.88919436525415,2.64624216491286,"Welch Two Sample t-test","two.sided",0.809835221891882,-1.13998029118641
"L27040",-2.13243197909443,-6.49084835255878,-4.35841637346435,-5.13668237919533,0.00160991791295385,6.59750920907226,-3.12634892212228,-1.13851503606658,"Welch Two Sample t-test","two.sided",0.0916415510252565,-4.51158351997637
"L27052",-0.327316243161038,-6.90775527898214,-6.5804390358211,-1,0.422649730810374,2,-1.73564437028922,1.08101188396714,"Welch Two Sample t-test","two.sided",0.669037466260369,-50.6655160251646
"L27058",0.0194769314602787,-3.53651977577613,-3.55599670723641,0.0174347455360349,0.987009645003015,3.61174143176257,-3.21820882310472,3.25716268602528,"Welch Two Sample t-test","two.sided",0.995283110200153,0.0291088815432522
"L27067",0.928906695721487,-5.97884858326065,-6.90775527898214,2.76692991383397,0.0395087607807176,5,0.0659174790145374,1.79189591242844,"Welch Two Sample t-test","two.sided",0.481735130125689,52.6493868674391
"L27069",0.255784671149565,-6.65197060783257,-6.90775527898214,1,0.363217467649122,5,-0.401730758341713,0.913300100640842,"Welch Two Sample t-test","two.sided",0.669037466260369,50.2556578193949
"L27088",0.241550962587826,-5.89178184858508,-6.1333328111729,0.265669727215275,0.805024578701872,3.59415110127642,-2.39932758154454,2.88242950672019,"Welch Two Sample t-test","two.sided",0.928116248474577,0.591562361744481
"L27117",0.669841069174197,-6.23791420980794,-6.90775527898214,2.14536107705489,0.0847406785491699,5,-0.132765682480943,1.47244782082934,"Welch Two Sample t-test","two.sided",0.541697478626631,51.9661661196906
"L27120",0.68961579324144,-6.2181394857407,-6.90775527898214,2.21184584036809,0.0779232985247116,5,-0.111847762364841,1.49107934884772,"Welch Two Sample t-test","two.sided",0.539351458416141,52.0240082302036
"L27121",0.335653206040717,-6.57210207294142,-6.90775527898214,1.55535103974434,0.180584303707962,5,-0.219092322443443,0.890398734524876,"Welch Two Sample t-test","two.sided",0.614496945744916,50.7081477397341
"L27122",1.23990742589085,-5.66784785309128,-6.90775527898214,1.9817106448549,0.104349655939408,5,-0.368442165983582,2.84825701776529,"Welch Two Sample t-test","two.sided",0.541697478626631,53.3301112531075
"L27124",0.696828660387022,-5.79355451753987,-6.49038317792689,1.01297007036783,0.345877755426387,6.77458578831263,-0.940848144864915,2.33450546563896,"Welch Two Sample t-test","two.sided",0.669037466260369,1.98267123090166
"L27125",0.159627754867798,-4.21537981903563,-4.37500757390342,0.318748887457688,0.759976770910749,6.45771049866774,-1.04502383726784,1.36427934700344,"Welch Two Sample t-test","two.sided",0.918739041546213,0.2485466052491
"L27126",0.355256304825242,-3.04156528462253,-3.39682158944777,1.23357929468161,0.2632972793673,6.02623175784441,-0.348682597262399,1.05919520691288,"Welch Two Sample t-test","two.sided",0.627999592004438,0.525747191463902
"L27129",0.738192308744755,-5.50290847505342,-6.24110078379818,1.55132631302129,0.180563376275586,5.08428193329376,-0.478934831971819,1.95531944946133,"Welch Two Sample t-test","two.sided",0.614496945744916,1.69802255996624
"L27130",-0.0383910851434681,-4.24127433434741,-4.20288324920394,-0.0837593055138406,0.935614771127896,6.9334751133544,-1.12432845840841,1.04754628812147,"Welch Two Sample t-test","two.sided",0.974253729227573,-0.0594391832444707
"L27131",0.0471261173227582,-3.91224261517016,-3.95936873249292,0.127917764983732,0.907680216911598,2.53118676140707,-1.25827379750936,1.35252603215488,"Welch Two Sample t-test","two.sided",0.959314720268845,0.0716581309271812
"L27132",-1.78916686892636,-5.2953444584635,-3.50617758953714,-1.8860597333767,0.101328460936075,6.98862333257775,-4.03305333397839,0.454719596125671,"Welch Two Sample t-test","two.sided",0.541697478626631,-2.85318931881749
"L27133",-0.0762408895651125,-6.63651317451548,-6.56027228495037,-0.195098170164001,0.857363679806836,3.11190728475312,-1.29496252524772,1.1424807461175,"Welch Two Sample t-test","two.sided",0.945280587484698,-0.415188452338665
"L27134",0.243784275757887,-4.79821750630385,-5.04200178206174,0.270371795987279,0.794898227344478,6.79789201422089,-1.90122788917516,2.38879644069093,"Welch Two Sample t-test","two.sided",0.928116248474577,0.407759189151017
"L27135",0.713824287649573,-6.19393099133256,-6.90775527898214,1.54246561903715,0.183603119865288,5,-0.475792988107567,1.90344156340671,"Welch Two Sample t-test","two.sided",0.614496945744916,52.0932728961237
"L27136",-0.619461372200102,-1.62443577169575,-1.00497439949564,-1.33302753701908,0.224644547750759,6.9352816365299,-1.7203905541026,0.481467809702392,"Welch Two Sample t-test","two.sided",0.618297046927593,-0.897088371505479
"L27137",-0.593348852883361,-1.64110736122932,-1.04775850834596,-1.36416586963738,0.214756632886257,6.99924525360584,-1.62187316142679,0.435175455660065,"Welch Two Sample t-test","two.sided",0.618297046927593,-0.859366940801328
"L27138",-0.183583115544486,-4.12779796675385,-3.94421485120937,-0.388416256564336,0.717437505798035,4.01237129806246,-1.49426265748966,1.12709642640068,"Welch Two Sample t-test","two.sided",0.882423134309081,-0.280771061803251
"L27139",-0.202692033941729,-6.01791049265321,-5.81521845871148,-0.470460406063154,0.656523481772014,5.36878121294045,-1.28770041103332,0.882316343149858,"Welch Two Sample t-test","two.sided",0.844765672285064,-0.466031278060741
"L27140",-0.19311332524356,-6.53781024647456,-6.344696921231,-0.286638816092367,0.789276975719094,3.8150684492756,-2.09995825357909,1.71373160309197,"Welch Two Sample t-test","two.sided",0.928116248474577,-0.756065368981445
"L27142",-1.95626224771481,-6.59604400056017,-4.63978175284535,-3.55861908886331,0.0237477077240074,3.9866022163235,-3.48456887564196,-0.427955619787669,"Welch Two Sample t-test","two.sided",0.469197884985871,-4.56536419973037
"L27147",-0.126993074798785,-4.15560020938054,-4.02860713458176,-0.259826227355607,0.802530983424233,6.94582805892433,-1.28456031564423,1.03057416604666,"Welch Two Sample t-test","two.sided",0.928116248474577,-0.194888240838208
"L27149",0.3939904730196,-3.66548163855654,-4.05947211157614,0.689929509856701,0.533735724286944,3.45649008140259,-1.29485725612378,2.08283820216298,"Welch Two Sample t-test","two.sided",0.764917942690301,0.597018748766049
"L27150",-0.40196524765607,-4.06772706270356,-3.66576181504749,-0.771654745277924,0.475871474239074,4.89908716138701,-1.74935437355794,0.945423878245802,"Welch Two Sample t-test","two.sided",0.720955495306408,-0.609243215218807
"L27152",-0.625634890523143,-4.28951884455466,-3.66388395403152,-1.19837364495815,0.296066831573202,4.05624886007279,-2.06724056850632,0.815970787460038,"Welch Two Sample t-test","two.sided",0.669037466260369,-0.954441765048464
"L27153",-2.17175363821986,-6.08283740110333,-3.91108376288348,-4.41394062212017,0.00326431502640721,6.85584864570393,-3.34017702225721,-1.0033302541825,"Welch Two Sample t-test","two.sided",0.115230320432174,-3.89130266979004
"L27163",-0.901306111943887,-4.30421083984747,-3.40290472790358,-2.14030805281116,0.0698142401350782,6.96220388876629,-1.89817101990718,0.0955587960194011,"Welch Two Sample t-test","two.sided",0.492888535353652,-1.36722296852334
"L27173",-2.32424746863531,-6.2482292036147,-3.92398173497939,-3.99161079565275,0.0140121299406037,4.31068677720444,-3.89599213813312,-0.752502799137504,"Welch Two Sample t-test","two.sided",0.380483220694854,-4.32845863299562
"L27204",-2.19122801961492,-6.17868844041198,-3.98746042079706,-6.26106836730005,0.000746699340730828,6.04895911990619,-3.04591279857042,-1.33654324065941,"Welch Two Sample t-test","two.sided",0.0713078400443279,-4.03128718134654
"L27205",-1.74254601875017,-6.7017411263626,-4.95919510761243,-3.1449735411958,0.0603692278911459,2.66573850671855,-3.6377834863455,0.152691448845169,"Welch Two Sample t-test","two.sided",0.481735130125689,-4.71744835915892
"L27206",-0.771338930026875,-6.75724409492417,-5.9859051648973,-0.825794864439909,0.491895214598001,2.1074515803009,-4.60014233903037,3.05746447897662,"Welch Two Sample t-test","two.sided",0.737607205255497,-3.22043035233651
"L27209",-0.727687858621327,-6.66454873518513,-5.9368608765638,-0.727039133445031,0.535225869247888,2.25531862975313,-4.59912695981428,3.14375124257163,"Welch Two Sample t-test","two.sided",0.764917942690301,-2.57471976099866
"L27210",-1.36251502750801,-6.90775527898214,-5.54524025147413,-1.55915571489484,0.25930356311153,2,-5.122517281566,2.39748722654998,"Welch Two Sample t-test","two.sided",0.627999592004438,-53.573252735695
"L27228",-0.325635129326568,-6.90774873341891,-6.58211360409234,-1.00012181577746,0.422602846678691,2.00000000161658,-1.72655935166728,1.07528909301414,"Welch Two Sample t-test","two.sided",0.669037466260369,-15.8436734093143
"L27229",-0.387370181946029,-6.90774873341891,-6.52037855147288,-1.00010240052785,0.422610318795357,2.00000000114233,-2.05391889633934,1.27917853244729,"Welch Two Sample t-test","two.sided",0.669037466260369,-16.1412981825379
"L27230",-0.325635129326568,-6.90774873341891,-6.58211360409234,-1.00012181577746,0.422602846678691,2.00000000161658,-1.72655935166728,1.07528909301414,"Welch Two Sample t-test","two.sided",0.669037466260369,-15.8436734093143
"L27231",-0.267236875600376,-4.96191304728723,-4.69467617168686,-0.447540600177193,0.669426225108083,6.31632322900938,-1.71078942537583,1.17631567417508,"Welch Two Sample t-test","two.sided",0.856186440083889,-0.440858891866811
"L27242",-1.69550507840942,-6.08099022389368,-4.38548514548425,-2.89641408604408,0.045707959641032,3.89578495377104,-3.33807365461206,-0.0529365022067793,"Welch Two Sample t-test","two.sided",0.481735130125689,-3.15534580687369
"L27248",-2.20153507747853,-6.61291437035526,-4.41137929287673,-7.03185714012615,0.000825594956632721,5.10265500605309,-3.0014877359505,-1.40158241900656,"Welch Two Sample t-test","two.sided",0.0713078400443279,-5.02156003129361
"L27249",-0.791723274148051,-5.77249180403922,-4.98076852989117,-0.65853152169888,0.543736803923985,4.30821001888676,-4.03761856958077,2.45417202128467,"Welch Two Sample t-test","two.sided",0.770839726044846,-1.47445573287145
"L27250",-0.794952111318943,-5.82313020468114,-5.0281780933622,-0.70941170849394,0.521044451682746,3.62233024678508,-4.03838076565754,2.44847654301965,"Welch Two Sample t-test","two.sided",0.756908195242837,-1.50305446500381
"L27251",-0.404459446333107,-6.57967510856612,-6.17521566223301,-0.503903610355604,0.650837688445076,2.83714693676368,-3.04384248570739,2.23492359304117,"Welch Two Sample t-test","two.sided",0.844653323607029,-1.47626380128393
"L27255",-0.0820835167357519,-5.84878703141465,-5.76670351467889,-0.0641163819415169,0.952805284907501,3.08654571385104,-4.09246481126217,3.92829777779067,"Welch Two Sample t-test","two.sided",0.984414959647829,-0.177557975913264
"L27256",-0.887222828486243,-5.34976891685029,-4.46254608836404,-1.01607154789141,0.351260880087278,5.62898117441776,-3.05844634195646,1.28400068498398,"Welch Two Sample t-test","two.sided",0.669037466260369,-1.49023789258294
"L27277",-0.0526056089258948,-3.05057524096206,-2.99796963203617,-0.0871120275626324,0.933161226691283,6.61271010096361,-1.49769563236417,1.39248441451238,"Welch Two Sample t-test","two.sided",0.974253729227573,-0.0774886844342119
"L27279",-0.2887378785853,-6.75030658650858,-6.46156870792328,-0.610243751493944,0.592376167692606,2.51350877287086,-1.97360601004493,1.39613025287433,"Welch Two Sample t-test","two.sided",0.802771426655783,-1.7215032993298
"L27284",0.0281237131574801,-3.53651977577613,-3.56464348893361,0.0253337766334839,0.981115801585451,3.63984548441837,-3.17816774894137,3.23441517525633,"Welch Two Sample t-test","two.sided",0.995283110200153,0.0420383387430701
"L27299",0.323295701992673,-6.58445957698946,-6.90775527898214,1.58033920503936,0.174867782601592,5,-0.202577513347168,0.849168917332514,"Welch Two Sample t-test","two.sided",0.614496945744916,50.6446279815298
"L27300",0.763059686202371,-6.14469559277977,-6.90775527898214,2.07049566013338,0.093180889376069,5,-0.184301569668023,1.71042094207276,"Welch Two Sample t-test","two.sided",0.541697478626631,52.2293474525552
"L27304",-1.12092566916444,-6.29014316167877,-5.16921749251432,-1.3267373892844,0.262752734894649,3.58661525048319,-3.57724377921593,1.33539244088704,"Welch Two Sample t-test","two.sided",0.627999592004438,-2.45614305466105
"L27323",-0.270061730739634,-6.90775527898214,-6.6376935482425,-1,0.422649730810374,2,-1.43204357370739,0.891920112228117,"Welch Two Sample t-test","two.sided",0.669037466260369,-50.3447667253485
"L27326",-0.823533903958269,-6.90775527898214,-6.08422137502387,-1.60377713648021,0.249957098591648,2,-3.03293090763665,1.38586309972011,"Welch Two Sample t-test","two.sided",0.62569804654205,-52.3887104848983
"L27329",0.0370915209991001,-5.88363565140999,-5.92072717240909,0.0327481993743765,0.975739103453881,3.33402123071708,-3.37150840749059,3.44569144948879,"Welch Two Sample t-test","two.sided",0.995283110200153,0.0843873984502997
"L27337",-1.55929316219008,-5.68238172601163,-4.12308856382155,-1.48646949564707,0.204267412944534,4.45225128078311,-4.35871389319924,1.24012756881908,"Welch Two Sample t-test","two.sided",0.614496945744916,-2.65917007599714
"L27338",0.871627194138262,-3.87665226474675,-4.74827945888501,2.05861632739778,0.0857529366808307,5.93252445590945,-0.167269137440623,1.91052352571715,"Welch Two Sample t-test","two.sided",0.541697478626631,1.3630073906085
"L27345",-0.234635545375576,-6.90775527898214,-6.67311973360656,-0.999999999999999,0.422649730810375,2,-1.24419081518205,0.7749197244309,"Welch Two Sample t-test","two.sided",0.669037466260369,-50.1152708713527
"L27379",0.508848230556499,-6.39890704842564,-6.90775527898214,1.57533028594039,0.17599926848955,5,-0.321476705260617,1.33917316637361,"Welch Two Sample t-test","two.sided",0.614496945744916,51.442110671221
"L27380",1.25837143332015,-5.30333390827813,-6.56170534159828,2.85313928525642,0.0396356006849332,4.56539587053016,0.091377169652498,2.4253656969878,"Welch Two Sample t-test","two.sided",0.481735130125689,3.26508191407574
"L27384",-0.596249805054461,-5.14089691569413,-4.54464711063967,-0.908404199335791,0.397167626345436,6.28330378840128,-2.18493932703597,0.992439716927044,"Welch Two Sample t-test","two.sided",0.669037466260369,-0.987914974891507
"L27386",-0.2210383904464,-4.6934040777919,-4.4723656873455,-0.310367748036849,0.768628506127947,5.07289385248362,-2.04387698262084,1.60180020172804,"Welch Two Sample t-test","two.sided",0.926026835027868,-0.353552837598698
