"estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","fdr","logFC"
"1723",0.098286402738767,0.151154624957625,0.0528682222188575,0.870052641000182,0.413715388508248,6.85070538669897,-0.170020460606815,0.366593266084349,"Welch Two Sample t-test","two.sided",0.708818819379898,0.141925518977427
"1770",0.0959788114760977,0.0959788114760977,0,1,0.363217467649123,5,-0.150742577910321,0.342700200862516,"Welch Two Sample t-test","two.sided",0.708818819379898,0.138600312195975
"1771_1",0.0614396222374025,0.0986437710530582,0.0372041488156557,0.582772216446888,0.580579140206651,6.20952943499933,-0.19443425139664,0.317313495871445,"Welch Two Sample t-test","two.sided",0.830020064670376,0.0887215467165279
"1771_2",-0.0512522138776588,0,0.0512522138776588,-1,0.422649730810374,2,-0.27177269182407,0.169268264068753,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.0740134635899485
"1771_5",-0.0298497859270039,0.0249895269885854,0.0548393129155893,-0.522999715432457,0.646344260072474,2.340028454123,-0.244203680624159,0.184504108770151,"Welch Two Sample t-test","two.sided",0.833936466330023,-0.0431055585790869
"1771_6",-0.0415161842840596,0.0850920606742827,0.126608244958342,-0.467068912994853,0.6617551433244,4.59435256189108,-0.276209857486749,0.19317748891863,"Welch Two Sample t-test","two.sided",0.833936466330023,-0.0599491248640607
"1771_7",-0.175183574945822,0.0654218528050784,0.2406054277509,-0.702585998593574,0.546618528174855,2.30162934152102,-1.12393009491514,0.773562945023496,"Welch Two Sample t-test","two.sided",0.822482084450015,-0.252953817196147
"1812_1",0.133565027869856,0.133565027869856,0,1.54553307659932,0.18288003506569,5,-0.0885847531454878,0.355714808885201,"Welch Two Sample t-test","two.sided",0.708818819379898,0.192874151945054
"1812_2",0.0328857548658431,0.0328857548658431,0,1,0.363217467649123,5,-0.0516497692434817,0.117421278975168,"Welch Two Sample t-test","two.sided",0.708818819379898,0.0474908339030228
"1828_1",0.0317890573368784,0.0317890573368784,0,1,0.363217467649123,5,-0.0499273160253026,0.113505430699059,"Welch Two Sample t-test","two.sided",0.708818819379898,0.0459071004777518
"1828_2",0.0190788574908558,0.0463414843536641,0.0272626268628083,0.450456859235566,0.667073658276918,6.47521834641154,-0.082742685161367,0.120900400143079,"Welch Two Sample t-test","two.sided",0.833936466330023,0.0275515294989965
"1843",-0.203349810080756,0,0.203349810080756,-1,0.422649730810374,2,-1.07829342551875,0.671593805357242,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.293637470180015
"1844_1",0.158652601374388,0.25509212434462,0.0964395229702321,0.581755894975521,0.581207877869718,6.21406055986887,-0.503120191873058,0.820425394621834,"Welch Two Sample t-test","two.sided",0.830020064670376,0.229079678488375
"1844_3",-0.155496842675227,0,0.155496842675227,-1,0.422649730810374,2,-0.824545757279215,0.513552071928761,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.224542479614596
"1876_1",-0.0796596458483976,0,0.0796596458483976,-1,0.422649730810374,2,-0.422407438508881,0.263088146812086,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.115035148677289
"1876_2",-0.0440703612152844,0.0364169444028399,0.0804873056181243,-0.498857888671976,0.653769277922525,2.85482544346366,-0.333479362964891,0.245338640534322,"Welch Two Sample t-test","two.sided",0.833936466330023,-0.0636401232956578
"1885",0.00725121831011566,0.0606984518782351,0.0534472335681194,0.0896585957083238,0.931342960229664,6.29639559120471,-0.188408570728214,0.202911007348446,"Welch Two Sample t-test","two.sided",0.961193696134461,0.0104711870188106
"1917_1",-0.240147067427265,0,0.240147067427265,-1.7116706747441,0.229087951633237,2,-0.843808420310889,0.36351428545636,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.34676725644539
"1917_3",-0.0362844072025979,0.0956943871285595,0.131978794331157,-0.243277390302963,0.822714010383072,3.16480902779725,-0.497259179355027,0.424690364949831,"Welch Two Sample t-test","two.sided",0.932795462476582,-0.0523940935890188
"1917_5",-0.134093399631623,0.202702383226064,0.336795782857687,-1.31245896085469,0.243956142960565,5.23555868502914,-0.39321405009914,0.125027250835894,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.19360382389243
"1974_1",-0.312286971710061,0,0.312286971710061,-1.69544859592885,0.232077233823125,2,-1.10479840173508,0.480224458314961,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.450922172712762
"1974_3",-0.0508667786017066,6.54998712944432e-07,0.0508674336004196,-1.00007765801624,0.422619841356725,2.00000000066335,-0.269711867260889,0.167978310057476,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.0734568690934227
"1974_4",0.182330953607461,0.182330953607461,0,1.92948106012525,0.111564456027662,5,-0.0605823597718174,0.42524426698674,"Welch Two Sample t-test","two.sided",0.708818819379898,0.263288643664701
"1988",-0.238586554947093,0,0.238586554947093,-1,0.422649730810374,2,-1.26514164687172,0.787968536977536,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.344514139341536
"2031_1",0,0,0,NA,NA,NA,NA,NA,"Welch Two Sample t-test","two.sided",NA,0
"2031_2",0,0,0,NA,NA,NA,NA,NA,"Welch Two Sample t-test","two.sided",NA,0
"2031_3",-0.248695472379662,0,0.248695472379662,-2.38737586891576,0.139625072122536,2,-0.696907363537236,0.199516418777911,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.359109663957991
"2031_4",-0.154651136982967,0.0148077546782251,0.169458891661192,-1.57558269689726,0.250338137874712,2.09378696353087,-0.559357322517755,0.250055048551821,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.223318294394579
"2088",-0.124711326636072,0.0970165438802021,0.221727870516274,-0.793928552802577,0.489678034325288,2.76626941442204,-0.649379879326694,0.39995722605455,"Welch Two Sample t-test","two.sided",0.765419063362828,-0.180074057527237
"2136",0.00858576535923776,0.0519065931132432,0.0433208277540055,0.126991294395851,0.902783786557398,6.5032710686689,-0.153793359182904,0.17096488990138,"Welch Two Sample t-test","two.sided",0.949988167553863,0.0123984631022975
