"","start","end","igg","start_name","end_name","truth","Enzyme","truth_bokan","truth_bokan_all","k_2010_group_1.spearman.ppcor","k_2010_group_1.spearman.ppcor.glycan","k_2010_group_1.substrateProduct_ratio","k_2010_group_2.spearman.ppcor","k_2010_group_2.spearman.ppcor.glycan","k_2010_group_2.substrateProduct_ratio","k_2010_group_4.spearman.ppcor","k_2010_group_4.spearman.ppcor.glycan","k_2010_group_4.substrateProduct_ratio","k_2013_group_1.spearman.ppcor","k_2013_group_1.spearman.ppcor.glycan","k_2013_group_1.substrateProduct_ratio","k_2013_group_2.spearman.ppcor","k_2013_group_2.spearman.ppcor.glycan","k_2013_group_2.substrateProduct_ratio","k_2013_group_4.spearman.ppcor","k_2013_group_4.spearman.ppcor.glycan","k_2013_group_4.substrateProduct_ratio","split_group_1.spearman.ppcor","split_group_1.spearman.ppcor.glycan","split_group_1.substrateProduct_ratio","split_group_2.spearman.ppcor","split_group_2.spearman.ppcor.glycan","split_group_2.substrateProduct_ratio","split_group_4.spearman.ppcor","split_group_4.spearman.ppcor.glycan","split_group_4.substrateProduct_ratio","vis_group_1.spearman.ppcor","vis_group_1.spearman.ppcor.glycan","vis_group_1.substrateProduct_ratio","vis_group_2.spearman.ppcor","vis_group_2.spearman.ppcor.glycan","vis_group_2.substrateProduct_ratio","vis_group_4.spearman.ppcor","vis_group_4.spearman.ppcor.glycan","vis_group_4.substrateProduct_ratio"
"11","108","164","2","G0","G2",0,NA,NA,NA,NA,NA,NA,NA,-0.249570627191763,0.383419913615151,NA,NA,NA,NA,NA,NA,NA,-0.245381914437976,0.38731345139353,NA,NA,NA,NA,NA,NA,NA,-0.207673749281386,0.388306443202264,NA,NA,NA,NA,NA,NA,NA,-0.266324933592063,0.385209512892401,NA,NA,NA
"12","108","165","1","G0","G1S",0,NA,NA,NA,NA,0.0962354405886631,0.29095562641828,NA,NA,NA,NA,NA,NA,NA,0.153703767182495,0.28593543283719,NA,NA,NA,NA,NA,NA,NA,0.0635965377477709,0.284524711966071,NA,NA,NA,NA,NA,NA,NA,0.141764829838339,0.291973075735546,NA,NA,NA,NA,NA,NA
"13","108","165","2","G0","G1S",0,NA,NA,NA,NA,NA,NA,NA,-0.0131242152210967,0.301783640111497,NA,NA,NA,NA,NA,NA,NA,0.00523976418481723,0.291014764129167,NA,NA,NA,NA,NA,NA,NA,0.105889138483457,0.290901586647455,NA,NA,NA,NA,NA,NA,NA,0.135941306728144,0.30407007291079,NA,NA,NA
"14","108","173","1","G0","G1N",0,NA,NA,NA,NA,-0.0650793243802848,0.353754199216816,NA,NA,NA,NA,NA,NA,NA,-0.168208103467733,0.363079067990905,NA,NA,NA,NA,NA,NA,NA,-0.127120042095324,0.36105211154925,NA,NA,NA,NA,NA,NA,NA,-0.100874598324844,0.356694216094422,NA,NA,NA,NA,NA,NA
"15","108","173","2","G0","G1N",0,NA,NA,NA,NA,NA,NA,NA,-0.0958445857460428,0.348893162467749,NA,NA,NA,NA,NA,NA,NA,-0.120409920387136,0.355766224422647,NA,NA,NA,NA,NA,NA,NA,-0.217913620232115,0.356350480108498,NA,NA,NA,NA,NA,NA,NA,-0.0749398052629656,0.349661172267727,NA,NA,NA
"16","108","176","1","G0","G1F",0,NA,NA,NA,NA,-0.0253027512942505,0.43419831777005,NA,NA,NA,NA,NA,NA,NA,-0.0598660367815304,0.43469965191129,NA,NA,NA,NA,NA,NA,NA,-0.0631359695733897,0.436570070987942,NA,NA,NA,NA,NA,NA,NA,-0.0494922907408838,0.435078561356757,NA,NA,NA,NA,NA,NA
"17","108","176","2","G0","G1F",0,NA,NA,NA,NA,NA,NA,NA,0.0602342285808854,0.444666565026672,NA,NA,NA,NA,NA,NA,NA,0.0488550399083371,0.438832175052524,NA,NA,NA,NA,NA,NA,NA,0.0821618351263373,0.439953547759523,NA,NA,NA,NA,NA,NA,NA,-0.0252669337682731,0.442343364270543,NA,NA,NA
"18","108","182","1","G0","G0FN",0,NA,NA,NA,NA,-0.0676189261196342,0.254469333355972,NA,NA,NA,NA,NA,NA,NA,-0.102326471613147,0.258554713455191,NA,NA,NA,NA,NA,NA,NA,-0.0748601219549444,0.257771259356666,NA,NA,NA,NA,NA,NA,NA,-0.112842664149227,0.255896513684136,NA,NA,NA,NA,NA,NA
"19","108","182","2","G0","G0FN",0,NA,NA,NA,NA,NA,NA,NA,-0.0146260440790297,0.256199943556188,NA,NA,NA,NA,NA,NA,NA,-0.00589275067497609,0.2556471544255,NA,NA,NA,NA,NA,NA,NA,0.0161437270372041,0.2551313015496,NA,NA,NA,NA,NA,NA,NA,0.0104143398696462,0.255155540467746,NA,NA,NA
"20","108","184","1","G0","G2S",0,NA,NA,NA,NA,-0.150266590368068,0.151773315717831,NA,NA,NA,NA,NA,NA,NA,-0.0759851413281271,0.148927807148306,NA,NA,NA,NA,NA,NA,NA,-0.0252791245144077,0.149184676683912,NA,NA,NA,NA,NA,NA,NA,-0.0765805679030981,0.151973629944966,NA,NA,NA,NA,NA,NA
"21","108","184","2","G0","G2S",0,NA,NA,NA,NA,NA,NA,NA,0.205704261480749,0.151940795200669,NA,NA,NA,NA,NA,NA,NA,-0.145709334946565,0.148325316460058,NA,NA,NA,NA,NA,NA,NA,-0.0632092307353549,0.148574136178383,NA,NA,NA,NA,NA,NA,NA,0.0385271883755463,0.153029252790547,NA,NA,NA
"22","108","187","1","G0","G2N",0,NA,NA,NA,NA,-0.344798237156861,0.16743553626672,NA,NA,NA,NA,NA,NA,NA,0.11568825614558,0.173637195948765,NA,NA,NA,NA,NA,NA,NA,-0.107688636685329,0.172416503708014,NA,NA,NA,NA,NA,NA,NA,-0.208627987334362,0.168309799881642,NA,NA,NA,NA,NA,NA
"23","108","187","2","G0","G2N",0,NA,NA,NA,NA,NA,NA,NA,-0.213633849538677,0.169065324324486,NA,NA,NA,NA,NA,NA,NA,0.0114386834388368,0.175185412526736,NA,NA,NA,NA,NA,NA,NA,-0.132756344263091,0.174697161327794,NA,NA,NA,NA,NA,NA,NA,-0.165534617581804,0.170068536851565,NA,NA,NA
"24","108","188","1","G0","G1NS",0,NA,NA,NA,NA,0.0217069617219918,0.0709633686258762,NA,NA,NA,NA,NA,NA,NA,-0.0961312010730879,0.0744950184583616,NA,NA,NA,NA,NA,NA,NA,0.0103292803798871,0.0738144302413025,NA,NA,NA,NA,NA,NA,NA,-0.00851669598778367,0.072335332298973,NA,NA,NA,NA,NA,NA
"25","108","188","2","G0","G1NS",0,NA,NA,NA,NA,NA,NA,NA,0.0326010248020216,0.0728693677744581,NA,NA,NA,NA,NA,NA,NA,-0.0279095038159954,0.0730114306188601,NA,NA,NA,NA,NA,NA,NA,-0.0264638396240861,0.0762419510243674,NA,NA,NA,NA,NA,NA,NA,0.00540829131616556,0.0734796642759434,NA,NA,NA
"26","108","189","1","G0","G2F",0,NA,NA,NA,NA,-0.0508051768584402,0.214755502817942,NA,NA,NA,NA,NA,NA,NA,0.0513226849113946,0.214612349322278,NA,NA,NA,NA,NA,NA,NA,0.0341392015158329,0.216017515850959,NA,NA,NA,NA,NA,NA,NA,-0.0108821424446262,0.21541213671271,NA,NA,NA,NA,NA,NA
"27","108","189","2","G0","G2F",0,NA,NA,NA,NA,NA,NA,NA,0.01619249807723,0.217879609486259,NA,NA,NA,NA,NA,NA,NA,-0.0137155216362687,0.215717707794042,NA,NA,NA,NA,NA,NA,NA,-0.0646891820656086,0.216532960580733,NA,NA,NA,NA,NA,NA,NA,0.0456692346045848,0.217242192819646,NA,NA,NA
"28","108","190","1","G0","G1FS",0,NA,NA,NA,NA,-0.0122095872043168,0.198747883853273,NA,NA,NA,NA,NA,NA,NA,-0.0622322469514504,0.198731396390832,NA,NA,NA,NA,NA,NA,NA,0.0379901497743431,0.197678266095479,NA,NA,NA,NA,NA,NA,NA,-0.00826349996525941,0.199014289033813,NA,NA,NA,NA,NA,NA
"29","108","190","2","G0","G1FS",0,NA,NA,NA,NA,NA,NA,NA,-0.00695506654029855,0.207309602179645,NA,NA,NA,NA,NA,NA,NA,0.0694737519335555,0.204315071976919,NA,NA,NA,NA,NA,NA,NA,-0.0211097928552517,0.203531762719525,NA,NA,NA,NA,NA,NA,NA,0.0118495259376178,0.20673980846796,NA,NA,NA
"30","108","195","1","G0","G1FN",0,NA,NA,NA,NA,0.0247783636948574,0.196600244945173,NA,NA,NA,NA,NA,NA,NA,0.0116072431407136,0.200282570784892,NA,NA,NA,NA,NA,NA,NA,0.0198777199632721,0.199687359333274,NA,NA,NA,NA,NA,NA,NA,0.0578292769736615,0.198158156990847,NA,NA,NA,NA,NA,NA
"31","108","195","2","G0","G1FN",0,NA,NA,NA,NA,NA,NA,NA,0.0134182763341824,0.195725612434394,NA,NA,NA,NA,NA,NA,NA,-0.0267753260194011,0.1953536964633,NA,NA,NA,NA,NA,NA,NA,0.0603838738283858,0.195217060429028,NA,NA,NA,NA,NA,NA,NA,0.0125540617962491,0.195365081688826,NA,NA,NA
"32","108","196","1","G0","G2NS",0,NA,NA,NA,NA,0.0503249930639864,0.0343349269420591,NA,NA,NA,NA,NA,NA,NA,-0.116030601840659,0.0372472508582061,NA,NA,NA,NA,NA,NA,NA,-0.0135771801873662,0.0368223931313397,NA,NA,NA,NA,NA,NA,NA,-0.00050474627107513,0.0340122221784796,NA,NA,NA,NA,NA,NA
"33","108","196","2","G0","G2NS",0,NA,NA,NA,NA,NA,NA,NA,-0.00899539339009339,0.0358462680991616,NA,NA,NA,NA,NA,NA,NA,0.0933186328597613,0.0385830374792367,NA,NA,NA,NA,NA,NA,NA,0.0166922979554412,0.0382224820807645,NA,NA,NA,NA,NA,NA,NA,-0.0217616160670003,0.0364998022314729,NA,NA,NA
"34","108","197","1","G0","G2FS",0,NA,NA,NA,NA,0.0794136804484471,0.103642772266336,NA,NA,NA,NA,NA,NA,NA,-0.0206081662825479,0.103054555371361,NA,NA,NA,NA,NA,NA,NA,-0.0652793367524225,0.102825576775093,NA,NA,NA,NA,NA,NA,NA,0.00178365716576454,0.103858722487017,NA,NA,NA,NA,NA,NA
"35","108","197","2","G0","G2FS",0,NA,NA,NA,NA,NA,NA,NA,-0.0204813633834685,0.105510535652896,NA,NA,NA,NA,NA,NA,NA,0.0225238847742938,0.104008772257364,NA,NA,NA,NA,NA,NA,NA,0.00749036000202071,0.103675565864756,NA,NA,NA,NA,NA,NA,NA,-0.0971088024333301,0.105457212336025,NA,NA,NA
"36","108","199","1","G0","G2FN",0,NA,NA,NA,NA,-0.0501924070760254,0.0934950482293526,NA,NA,NA,NA,NA,NA,NA,-0.105393014355899,0.0951920861321478,NA,NA,NA,NA,NA,NA,NA,-0.0541110148995661,0.0949200856025311,NA,NA,NA,NA,NA,NA,NA,-0.0489867461605176,0.0944150455730363,NA,NA,NA,NA,NA,NA
"37","108","199","2","G0","G2FN",0,NA,NA,NA,NA,NA,NA,NA,-0.0934615001284052,0.0947420642893484,NA,NA,NA,NA,NA,NA,NA,-0.173941200354707,0.0951101330383789,NA,NA,NA,NA,NA,NA,NA,-0.0920595222934107,0.0951164826431368,NA,NA,NA,NA,NA,NA,NA,-0.0749975149302332,0.0947428171703051,NA,NA,NA
"38","108","200","1","G0","G1FNS",0,NA,NA,NA,NA,-0.0190303378087107,0.0868862009027356,NA,NA,NA,NA,NA,NA,NA,0.0801846655141256,0.088805863530525,NA,NA,NA,NA,NA,NA,NA,0.0273944886159211,0.0875236801250265,NA,NA,NA,NA,NA,NA,NA,-0.0138499593230503,0.087722641833041,NA,NA,NA,NA,NA,NA
"39","108","200","2","G0","G1FNS",0,NA,NA,NA,NA,NA,NA,NA,0.0278148892086624,0.0864766218812957,NA,NA,NA,NA,NA,NA,NA,-0.100796241285485,0.0870026113411167,NA,NA,NA,NA,NA,NA,NA,0.0338794074099552,0.0860387552890444,NA,NA,NA,NA,NA,NA,NA,-0.075382298387915,0.0868753932438288,NA,NA,NA
"40","108","201","1","G0","G2FNS",0,NA,NA,NA,NA,-0.0453052618076271,0.0432755133409422,NA,NA,NA,NA,NA,NA,NA,0.0360760711342102,0.0440068922064705,NA,NA,NA,NA,NA,NA,NA,-0.00327700573919173,0.0433450182329069,NA,NA,NA,NA,NA,NA,NA,-0.0503618498692254,0.0437357201041173,NA,NA,NA,NA,NA,NA
"41","108","201","2","G0","G2FNS",0,NA,NA,NA,NA,NA,NA,NA,-0.0213604411073703,0.0439043505363942,NA,NA,NA,NA,NA,NA,NA,0.0229772863685104,0.0441837234586934,NA,NA,NA,NA,NA,NA,NA,-0.0341396311190115,0.0437231088854132,NA,NA,NA,NA,NA,NA,NA,0.00952643254094259,0.0441024898340694,NA,NA,NA
"42","139","108","1","G1","G0",1,NA,NA,NA,NA,0.506960621397274,1.27340450095784,NA,NA,NA,NA,NA,NA,NA,0.493514930601349,1.27282481326552,NA,NA,NA,NA,NA,NA,NA,0.616646843263502,1.27063294312025,NA,NA,NA,NA,NA,NA,NA,0.494624039455977,1.27034492596954,NA,NA,NA,NA,NA,NA
"43","139","108","2","G1","G0",1,NA,NA,NA,NA,NA,NA,NA,0.542591475203037,1.27411867203476,NA,NA,NA,NA,NA,NA,NA,0.647670486494426,1.27703302280502,NA,NA,NA,NA,NA,NA,NA,0.686182780573281,1.27300573288263,NA,NA,NA,NA,NA,NA,NA,0.570498005273495,1.27086603619055,NA,NA,NA
"44","139","139","1",NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
"45","139","139","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
"46","139","139",NA,"G1","G1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","139","148","1","G1","G0N",0,NA,NA,NA,-0.414914962415744,-0.0780329628023573,0.579914699219851,NA,NA,NA,NA,NA,NA,-0.456908180198618,-0.0745322346042565,0.592216850868307,NA,NA,NA,NA,NA,NA,-0.538430497700632,-0.211815191530555,0.587064557754012,NA,NA,NA,NA,NA,NA,-0.384588057180492,-0.109350545344938,0.581519705610245,NA,NA,NA,NA,NA,NA
"48","139","148","2","G1","G0N",0,NA,NA,NA,NA,NA,NA,-0.403192994338739,0.074471898370882,0.573349315573178,NA,NA,NA,NA,NA,NA,-0.428991696205981,-0.00256867500786861,0.584706432865968,NA,NA,NA,NA,NA,NA,-0.524777497675872,-0.0513160029468465,0.582024032522428,NA,NA,NA,NA,NA,NA,-0.349304082501713,0.120949374390977,0.571546819577447,NA,NA,NA
"49","139","154","1","G1","G0F",0,NA,NA,NA,-0.13407502310661,-0.0290511926007347,0.70688830894905,NA,NA,NA,NA,NA,NA,-0.125056171893326,-0.130574244404249,0.706817504388382,NA,NA,NA,NA,NA,NA,-0.144677428633514,-0.102816190344644,0.708380254207557,NA,NA,NA,NA,NA,NA,-0.113118670599946,-0.0657387647846753,0.705738672783983,NA,NA,NA,NA,NA,NA
"50","139","154","2","G1","G0F",0,NA,NA,NA,NA,NA,NA,-0.0884857663757973,0.040457780586432,0.729212377621446,NA,NA,NA,NA,NA,NA,-0.042197258056007,-0.00863945375462203,0.721681600604482,NA,NA,NA,NA,NA,NA,-0.0678003138467547,0.0359746492357468,0.7200633419758,NA,NA,NA,NA,NA,NA,-0.069433200371274,0.000649173029501542,0.722604898365801,NA,NA,NA
"51","139","164","1","G1","G2",1,"B4GALT1",NA,"T",0.346688165461672,0.337427032689166,0.491761062102046,NA,NA,NA,NA,NA,NA,0.363889782822942,0.500902608764369,0.493846069317832,NA,NA,NA,NA,NA,NA,0.395451841408467,0.488374003064775,0.495204605172272,NA,NA,NA,NA,NA,NA,0.334609909353213,0.485413764913518,0.490793012738788,NA,NA,NA,NA,NA,NA
"52","139","164","2","G1","G2",1,"B4GALT1",NA,"T",NA,NA,NA,0.45910471179729,0.666616243165139,0.488427394707795,NA,NA,NA,NA,NA,NA,0.489718962823351,0.484213629891076,0.494550781603839,NA,NA,NA,NA,NA,NA,0.532805087224945,0.537479608668002,0.494253738700595,NA,NA,NA,NA,NA,NA,0.472875430239058,0.641765034209352,0.489461727496677,NA,NA,NA
"53","139","165","1","G1","G1S",1,"ST6GAL1",NA,"T",0.293573056073192,-0.0359014304109068,0.370460906131477,NA,NA,NA,NA,NA,NA,0.346277402510074,0.116346177594473,0.363908574115572,NA,NA,NA,NA,NA,NA,0.479998762575586,0.0958945761258547,0.361485732736814,NA,NA,NA,NA,NA,NA,0.277325273414876,0.000616866945378618,0.370861902935138,NA,NA,NA,NA,NA,NA
"54","139","165","2","G1","G1S",1,"ST6GAL1",NA,"T",NA,NA,NA,0.3395440751038,0.0633234767020245,0.384459898114628,NA,NA,NA,NA,NA,NA,0.488206819947262,0.165862806170396,0.371603314535848,NA,NA,NA,NA,NA,NA,0.465641952874104,0.145299157717521,0.370287155926015,NA,NA,NA,NA,NA,NA,0.231191081635599,-0.0109329913040472,0.386380443336033,NA,NA,NA
"55","139","173","1","G1","G1N",0,"",NA,"F",0.489119335994353,0.383657412050623,0.450424848288904,NA,NA,NA,NA,NA,NA,0.564749137149051,0.389117985021745,0.462100318368352,NA,NA,NA,NA,NA,NA,0.618621560598374,0.383112650204806,0.458731209997077,NA,NA,NA,NA,NA,NA,0.497540127966851,0.398804880119365,0.4530797550575,NA,NA,NA,NA,NA,NA
"56","139","173","2","G1","G1N",0,"",NA,"F",NA,NA,NA,0.567766910108395,0.0497691975075224,0.444486081835055,NA,NA,NA,NA,NA,NA,0.813258267310746,0.211602608552987,0.454295489437308,NA,NA,NA,NA,NA,NA,0.636190554358132,0.231960128058258,0.453614614898551,NA,NA,NA,NA,NA,NA,0.501437980665631,0.0646984096403244,0.444333084425148,NA,NA,NA
"57","139","176","1","G1","G1F",0,"",NA,"F",0.205546572520941,0.0706270679964589,0.552853399915067,NA,NA,NA,NA,NA,NA,0.230993567951243,0.115337418935694,0.553230176060887,NA,NA,NA,NA,NA,NA,0.221224301413755,0.0767567571961689,0.554656765943712,NA,NA,NA,NA,NA,NA,0.209872584182336,0.015948132994562,0.552644097390447,NA,NA,NA,NA,NA,NA
"58","139","176","2","G1","G1F",0,"",NA,"F",NA,NA,NA,0.154741341537339,-0.0476378460271457,0.566497757428938,NA,NA,NA,NA,NA,NA,0.169195437194204,0.0210697313609929,0.560340630870749,NA,NA,NA,NA,NA,NA,0.183501082022825,-0.0846254255389163,0.560011888167721,NA,NA,NA,NA,NA,NA,0.191029846808551,-0.0132692729500457,0.562107720970446,NA,NA,NA
"59","139","182","1","G1","G0FN",0,NA,NA,NA,-0.140565045759053,-0.0906025444425696,0.32403631806857,NA,NA,NA,NA,NA,NA,-0.146861284200764,-0.0338037133367618,0.329076585351091,NA,NA,NA,NA,NA,NA,-0.110260973768036,-0.036321077062867,0.327520381130615,NA,NA,NA,NA,NA,NA,-0.150711841455537,-0.0582285001460118,0.325069265154681,NA,NA,NA,NA,NA,NA
"60","139","182","2","G1","G0FN",0,NA,NA,NA,NA,NA,NA,-0.112352440065362,-0.137877138515511,0.326417702774166,NA,NA,NA,NA,NA,NA,-0.147108230000202,-0.0131529903861747,0.326453193413605,NA,NA,NA,NA,NA,NA,-0.112824356342714,-0.131244333639759,0.32477590896944,NA,NA,NA,NA,NA,NA,-0.145233541564299,-0.118988197011739,0.324263448495981,NA,NA,NA
"61","139","184","1","G1","G2S",0,NA,NA,NA,0.0757658167373253,0.126824228905735,0.193219740038698,NA,NA,NA,NA,NA,NA,0.0124819722873206,-0.0092225202489373,0.189521359040418,NA,NA,NA,NA,NA,NA,-0.0807727146650704,-0.0211364053750986,0.189518197897121,NA,NA,NA,NA,NA,NA,0.095477776703837,0.000942314894526746,0.193011176444691,NA,NA,NA,NA,NA,NA
"62","139","184","2","G1","G2S",0,NA,NA,NA,NA,NA,NA,-0.0949988710920423,-0.034485484459139,0.193546168173189,NA,NA,NA,NA,NA,NA,-0.143137574540281,0.179103582459977,0.189388168709569,NA,NA,NA,NA,NA,NA,-0.163756125493559,-0.0151568634294265,0.18910725581605,NA,NA,NA,NA,NA,NA,0.0183075494275325,0.0622048113246926,0.194434289547332,NA,NA,NA
"63","139","187","1","G1","G2N",0,NA,NA,NA,0.0133333339433743,0.0668675840514447,0.213166743722258,NA,NA,NA,NA,NA,NA,-0.104325202439467,-0.285769189648729,0.220975399924252,NA,NA,NA,NA,NA,NA,-0.104804570093305,-0.137470874377045,0.21904409622019,NA,NA,NA,NA,NA,NA,0.0641722304760312,-0.0369431715279726,0.213764266964723,NA,NA,NA,NA,NA,NA
"64","139","187","2","G1","G2N",0,NA,NA,NA,NA,NA,NA,-0.0546829733851011,-0.0829210016785131,0.215364390523499,NA,NA,NA,NA,NA,NA,-0.328992384479416,-0.0563706955194533,0.223690672478298,NA,NA,NA,NA,NA,NA,-0.185501292894626,-0.123285100712539,0.222365024605406,NA,NA,NA,NA,NA,NA,-0.00822037384660517,-0.0652237797597404,0.216095891768776,NA,NA,NA
"65","139","188","1","G1","G1NS",0,NA,NA,NA,0.198817337878715,-0.0859420174120928,0.0903475029385954,NA,NA,NA,NA,NA,NA,0.115481216851596,0.0347824684652152,0.0948129209387989,NA,NA,NA,NA,NA,NA,0.0537090368922154,-0.0384627148964377,0.0937833248689621,NA,NA,NA,NA,NA,NA,0.149094577593177,0.0168485150827026,0.091876449640666,NA,NA,NA,NA,NA,NA
"66","139","188","2","G1","G1NS",0,NA,NA,NA,NA,NA,NA,0.0788839818668719,-0.0196296878940147,0.0928247147504106,NA,NA,NA,NA,NA,NA,-0.0501262858843015,-0.0930955758798104,0.0932282289535169,NA,NA,NA,NA,NA,NA,0.0647759234596235,-0.0441046294394451,0.0970459217629617,NA,NA,NA,NA,NA,NA,0.058975382587686,-0.0807176646017468,0.0933657650942795,NA,NA,NA
"67","139","189","1","G1","G2F",0,NA,NA,NA,0.0363678615636914,0.0453142457581366,0.273409748141632,NA,NA,NA,NA,NA,NA,0.032347081010055,-0.0331886578864951,0.273105753109206,NA,NA,NA,NA,NA,NA,0.0589858462253467,0.022678462896808,0.274422126209753,NA,NA,NA,NA,NA,NA,0.0224093009432337,0.0879446416555619,0.273589048139794,NA,NA,NA,NA,NA,NA
"68","139","189","2","G1","G2F",0,NA,NA,NA,NA,NA,NA,-0.000471355119345719,-0.0335992897602237,0.277549472722968,NA,NA,NA,NA,NA,NA,0.0724856739188265,-0.00327763233934546,0.275428053459929,NA,NA,NA,NA,NA,NA,0.0289922099896432,0.0805687347692511,0.27560288942907,NA,NA,NA,NA,NA,NA,-0.0408059489954017,-0.00255255179531039,0.27603754543603,NA,NA,NA
