,425.21_12.63,513.256238473073_8.00981666666667,530.468409910354_22.59955,587.247037373666_10.8353333333333,587.280929111987_12.6303166666667,675.287385311069_9.82628333333333,675.301911758082_12.8898,716.320982768785_10.8020833333333,716.37706437096_13.8625666666667,733.355011684471_15.8555333333333,733.437819115961_19.4553666666667,733.500646199795_23.0988,749.339010644706_14.8636,790.330835177414_14.1894,813.341823293439_16.5157,821.460757350479_23.2211666666667,829.35134326032_17.25215,878.316689300301_16.0543833333333,895.316895342047_12.5830833333333,895.399672821398_17.00875,895.449536330882_19.4553666666667,895.524036316522_23.3432166666667,936.544339665785_16.0543833333333,936.525341582361_23.8338666666667,952.38521994166_16.0543833333333,952.440337636604_18.2192166666667,966.28751461525_13.4922333333333,975.371213218525_17.3741333333333,1024.35792093019_11.5100666666667,1024.4017532186_13.9869166666667,1041.55088112177_25.1262333333333,1057.43706293484_14.25385,1098.38071869905_14.7851333333333,1098.49182737929_20.8222166666667,1098.51572625538_23.5899333333333,1114.44353843252_19.5764333333333,1114.46536092232_21.07955,1121.47023411348_22.8482666666667,1121.46526454464_25.8008833333333,1139.49_22.69,1155.45129176915_17.13015,1186.44013353233_21.33565,1186.60691561959_16.8871166666667,1187.43_25.6,1203.52687928237_23.3432166666667,1244.51509550808_23.4659166666667,1260.46537559882_17.13015,1260.50031563177_21.84145,1260.53807923007_25.1895,1317.49418888742_18.9609833333333,1331.47225858895_21.5889166666667,1406.47506953504_15.96195,1406.54726710488_18.2192166666667,1406.5524610661_24.5759666666667,1447.55075194854_18.1004166666667,1463.51843407228_18.3382,1477.46872220965_18.9609833333333,1479.50029973261_20.8222166666667,1520.54_19.47,1552.57535232584_16.37885833333335,1552.57956314106_18.23123333333335,1552.58393892991_22.456708333333353,1593.66_17.78,1609.5_15.3845666666667,1609.5_17.7381833333333,1609.5_21.5889166666667,1625.5_22.8482666666667,1666.59_19.02,1698.64_21.53,1771.5_17.9801166666667,1771.5_22.2202833333333,1771.5_24.6969833333333,1771.5_26.1720833333333,1812.69_17.09,1843.68_22.01,1917.5_16.8871166666667,1917.5_24.6969833333333,1974.74_18.19,1988.72_19.0852666666667,1988.72_19.3330833333333,2031.76_19.56,2062.75_19.4553666666667
1A,0.4243478390017015,0.9844576497085652,1.1854129132510438,1.7459056052086113,1.5597384006832473,1.2804230359737505,1.5409904623585646,0.6200029282258205,0.48129320131471787,1.243811527832488,0.48578643571698954,0.918488840677744,1.615234832816511,1.3538860412381812,0.32583641875075264,0.4478794488962864,0.8673450712265954,0.7311042838521257,1.8541982362803715,0.7680551755848918,0.8773602149081298,1.2246787801873653,1.0802189829132363,0.9642496533460282,1.3651681294297446,1.2157541508665557,1.0540298104138905,0.4960683126170504,0.546359130567587,0.44941566104654795,2.0666019097951955,1.1238235313959637,1.3702316890942814,0.8279290535819254,1.1379539791185447,0.9916059930619575,0.5324842246223747,0.674916497961081,0.900630198491681,1.1347394794332621,1.2016985648891965,0.3810904407711042,0.4861380130410696,0.7668407486362934,1.722501485519123,1.8783833078643404,1.1504206316137466,0.7707503219477047,0.6899386458642559,1.1429157118849098,0.6639140470545126,1.2632069835648272,1.0566408671682057,0.8884670206033528,1.0948970129048035,1.25543169813473,0.9467708034029828,0.4472771128480626,0.9127506045099841,0.742063375295853,0.6966817419133019,0.7749399706057105,0.4951153658775501,0.5177941299997387,1.2339707223650482,0.768576164971429,0.9780997492739288,0.42929994713256336,0.2999163015076808,0.8841273200552852,0.6256409106127492,0.517423564702445,0.7891405117464481,0.752229007605969,0.4217326432444085,1.0653599392165076,1.0970018833902058,1.1636318558260377,0.5658439135155959,0.4285065923766854,1.1905906734875003,0.6695110237075759
2A,0.34650708988047174,0.487076584518889,2.378268175723473,0.7001148492945541,1.1606279880297747,0.7652818387285706,0.8301587578854283,0.4114016447289959,0.3486106126090889,0.6732135555890292,1.6637460770982686,0.8177777684195032,1.0746144898301333,0.8215483817453417,0.35090437084517845,0.4020276907274781,0.7579581130284818,0.4049479117884258,0.6313961771773691,0.5892163854618834,1.6749105015603076,2.175545946280001,0.39752971277303606,2.286361927156918,0.6075124871065017,0.873848043835535,0.8244096143479163,0.49475840375736846,0.297325275504954,0.2816314220117121,4.63286155740098,0.26787944117144236,0.47470408812485354,0.26787944117144236,0.8128351256162228,0.623105606795407,0.3773047992614458,1.1585496669359472,1.038361559392904,0.26787944117144236,0.6871786933381028,0.5801104959286406,0.7161966176827226,0.5922556189683347,0.26787944117144236,0.26787944117144236,0.7131822701790456,1.083469051912902,0.7378635666904847,0.5826315658668423,0.5793627856991395,0.6202909870050258,0.26787944117144236,1.5296740084482237,0.26787944117144236,0.8572410867275233,0.5553407169783299,0.3945040192724627,0.5389046840319163,0.30877107437327167,0.26787944117144236,0.9438439446678978,0.29859875286364335,0.28427378449058016,0.6379346562266636,0.26787944117144236,0.9082639595484324,0.3394637699295002,0.31073789211655856,0.5225695064055835,0.6479643220046385,0.8674418105706047,1.2169388626426667,0.3219366899567465,0.2720600548387815,0.6496866198285004,1.3022807244665973,0.7223411053418056,0.3588646465959545,0.3667320288654998,0.8187878794239642,0.5806548020187899
3A,0.37402273229915206,0.4340851477595171,1.9935475094293489,1.394676805709906,1.217979655403165,0.9766237638982621,1.0130344230697477,0.3604734866868422,0.3349170307471835,1.14259259580673,0.6920743621275974,1.4322389013655152,1.2677813848038275,0.7784467393499314,0.3152394239201306,0.37606541867631105,0.47683443195663755,0.39203767018703906,1.1584615715426365,0.9457036415285905,1.6496399081655586,1.9770528709281279,0.5670435118745555,1.2507229937229212,0.9506300165564584,0.8591574846601117,1.0017281583092534,0.4975603476653019,0.33348417006616227,0.28132623896359843,3.7989215918966015,0.26787944117144236,0.9533441417151037,0.8111023855019266,1.5794393206432629,0.5907343306373547,0.3283134464158054,0.8613660857925073,0.7633803111306748,0.7951177545787851,0.9815984573079221,0.3727918740043409,0.4578863562373279,1.3759029913488965,0.26787944117144236,1.9642769090873222,0.9212833267988635,0.6639140470545126,0.38186080160065805,0.9066117618272168,0.47752704876195473,0.6124824490891918,0.26787944117144236,0.9541766123696719,0.9226220846519101,1.1656679417232534,0.40717457767288767,0.3505437915994315,0.7705761892971605,0.4245051669514145,0.26787944117144236,1.225076243437928,0.30377398525718646,0.38065765415759945,1.1798463094752518,1.3367591687848461,0.7394570207692074,0.46321153115273783,0.34784862244280734,0.4992957878455384,0.9083446238917269,0.6637612795223642,0.4938669349205105,0.5085355170849417,0.29266439055686544,0.6092834811444227,1.6960862641671286,0.8413879031019332,0.37345424618028267,0.30171998009758605,0.9991531283788145,0.7980765224508026
4A,0.42356190683968276,1.2039002954021125,2.434940080803783,1.0643232302745156,1.5374988725369836,0.7738032876479285,1.248455684166765,0.40398942161004303,0.37142276373913086,1.2182696428248003,1.6946320233401986,1.0212790021893163,1.6955116085124033,0.8915360228629667,0.3290421985385088,0.5314099148625421,0.8373486257886696,0.4601783857476466,0.5983743513515736,0.8602131383963476,1.472395102664727,1.952379804307529,0.47023883336984285,1.681222631241982,0.6077247726938796,1.0352126611109378,1.1837686372832001,0.4337647927869638,0.27478603094630216,0.27576174250213437,4.475152355858566,0.26787944117144236,0.402077896006773,0.26787944117144236,0.6763126037756955,0.7633803111306748,0.7552170351304802,0.49989538338118555,0.3039355271575155,0.26787944117144236,0.7285318499048928,0.5863963832364039,0.5103638647864883,0.3528474342321588,0.26787944117144236,0.26787944117144236,0.5766507622193329,1.0502737988572273,0.35126523866973813,0.7748524809832039,0.7128570623168825,0.5360996789587434,0.26787944117144236,1.3147176916658727,0.26787944117144236,0.7436648165963837,0.5248772803282563,0.3679003186914619,0.44908611052496294,0.29859875286364335,0.26787944117144236,1.2112619576994477,0.29384415248660933,0.28774785843377226,0.719795795184359,0.26787944117144236,0.8546600217990092,0.31727909019869105,0.349194185645768,0.41078833081726573,0.7935079918416427,0.920629914583924,0.7586447541387279,0.3263903660828803,0.35000346331132437,0.6215165230934596,1.5591410023971446,0.6112722578797226,0.4262915195976953,0.31941264951046167,0.6776334576097676,0.6020855614331329
5A,0.5441008279455392,2.0718731544043503,1.5232981911015506,1.2497508231908299,1.633530360537076,1.1125553593704685,1.6951345906628756,0.7387018493286375,1.220235328664892,1.1364322317906899,0.6002625099672979,1.2242946790384694,1.995851678750511,1.1951286061643083,0.29475103655422163,0.8981018038573761,1.0166353366009522,0.5093880634520683,0.7956549863849572,0.6328604332997608,1.0227376127836276,1.3618021151323494,0.7480632997877381,0.8556151593099689,1.2255533567608112,1.8791550278300193,1.4483037858448438,0.45504837881425964,0.28875731459004306,0.2864317543598698,2.3903169710863468,0.26787944117144236,0.7207801406277248,0.6709744845001153,1.1362344184590918,1.1821392859709323,0.7108274577239172,0.4666009584532801,0.30656965974059913,1.1051692337168708,1.4409205537311718,0.43531495733823855,0.3036528712296218,0.34268359350735766,0.26787944117144236,1.9516410805562319,0.7664940816748533,0.5599441953740417,0.29736501001919713,1.6007511390895428,0.8134743339009529,0.6077955487098908,0.26787944117144236,0.5278211161408496,1.050078268931936,1.060162405430502,1.2709034842020006,0.49851720950690914,1.0021579160883136,0.41840421665375593,0.26787944117144236,0.7844405329797853,0.5604063180348648,0.3267742901522712,0.937371385857695,1.0979718476982638,1.1765230312044812,0.47001078344951963,0.3362673654799426,0.5807228709023793,0.9638346769068887,0.4195459613890994,0.35639345572467973,0.6527666447061963,0.7108274577239172,0.6152665561204959,1.2921927191577067,1.0174284292044966,0.6125537008966317,0.52819792184094,1.1752726514200673,0.7989750481612314
6A,0.35425343946040655,1.5148143556412224,2.166325958977207,1.1508208302442289,1.0811162902738571,1.279595030578625,1.681650175976796,0.37109288327614565,0.43381817193515537,1.0673777568203189,0.9140883180046077,0.8167687679262539,1.436012849115405,0.7793256254590953,0.2901983809828367,0.5426853637056267,0.6658262213941494,0.4643390813894299,0.857336815622561,0.9045302306083088,1.6716299525758713,2.334277505046215,0.4741870871308861,1.4385339769477081,0.8610777192239175,0.9899807112679225,1.3501108474096313,0.40062397930652194,0.30180033212854074,0.29184066055591784,3.5081674071446702,0.26787944117144236,0.9130747365617896,0.7644169893865839,1.0265050907887352,0.7697930232043986,0.5221338602450447,0.4178342855350202,0.3554815809919213,0.8836353793906724,0.8845210497239913,0.5950996933745645,0.7202057955735067,0.6178461562167354,0.26787944117144236,1.8993057594005025,0.864158093896324,1.0906745556379938,0.7154623711872927,0.7684024671088,0.7827616913717029,0.6376395413910748,0.26787944117144236,1.490979715904466,0.8285788313151068,1.074485289342409,0.5846140706503871,0.4258706547504021,0.7630350280674391,0.33692225757444116,0.26787944117144236,0.5350192281479114,0.31648701263927836,0.32214771105260254,0.8342604735772136,1.1099269670776752,1.0603132363470054,0.3982765673430879,0.3266462770681483,0.5345114159173686,1.0057678715343363,0.9837421438026793,1.0999021358380523,0.5967699361282515,0.30454188510301883,0.5974670545655051,1.2996469132628765,0.8475268544497669,0.38767796439082103,0.4060094165931235,1.014571470892652,0.5669101165121615
1B,0.4116062463044745,1.40995522791525,0.565244923579335,1.7991947869438467,1.2948543482979695,2.195039374476556,1.4891988161126997,0.7943125110136224,1.592877933766093,0.8584863093596111,0.3577189177372717,0.43999251534073214,2.5230296377467756,0.8911394877661281,0.30308815260517485,0.35429886707569547,0.9256843004162111,0.7760781322122511,1.144918417926807,0.5471999438475423,0.4532197380808738,0.4067183258970781,0.5062880959647322,0.4325918010068972,0.5190928608628609,0.8657019816273803,1.5956395749242251,0.4129894496537222,0.7050909713985352,1.0884381903154816,0.8091910780675841,0.4278199802012077,0.6205791610307907,0.5962127430862826,0.277947493158165,0.6777112248438254,0.3824393816411735,0.3040163223421961,0.28377455314142774,0.8935210793034477,0.9453690698976175,3.7287944935311135,0.6914409560341144,0.347222073058293,0.6919951586516245,1.0602204150010008,0.8034811793422207,0.4120668991888524,0.3343520059529028,0.7878078007619501,1.4341247147516736,0.5740843685590802,0.37663704008297205,0.6181333521145724,0.8022171906896499,0.9062997605437481,1.8125357894856342,0.2940017216593376,0.430359606332809,0.39203767018703906,1.0262460244116292,0.38767796439082103,0.5473941329576066,0.2907059687386704,0.6958854583795125,0.8331400334074756,0.9289717472872491,0.33149472212218767,0.41695471509631343,0.4252925150652993,0.6869425751496004,0.4786832586839974,0.5314730590111831,0.3711871112752867,0.9718970257867569,0.5075626387678068,1.3396931491316169,0.5952387272161601,1.7793575693275239,0.7130196499875711,0.6967614140710348,1.1304254452190297
2B,0.3248581204619245,0.48742893616452343,2.175159136348909,1.0888066632648357,1.2398665239379711,0.8714164644666048,1.2631797196977956,0.3339612650073457,0.3178636900493801,1.1462387310921618,1.1434129776161797,1.051424647984744,1.633634375479125,0.9419458764546064,0.29258586553151833,0.3960393602812189,0.6806721496924657,0.49983539684222433,0.7828499719547957,0.9240240370259823,1.9221473675202416,2.28242767662638,0.42914118096453957,1.5174163007575816,0.8954105637959723,0.9631646721341013,1.290884672879765,0.4365475987343326,0.2851971491677552,0.2828545986009151,3.871206687394637,0.26787944117144236,0.5199601978623034,0.26787944117144236,1.3417533830510464,0.8577198269459679,0.4007741890306459,0.6592683551333471,0.47218094512237907,0.26787944117144236,0.9122747235666463,0.3882635292167177,0.517114930085178,1.811962114804293,0.26787944117144236,0.26787944117144236,0.8765786394080872,0.9947543497795054,0.45978639808930977,0.9702368723480789,0.8216405411914118,0.46135599641614666,0.26787944117144236,1.108983592007461,0.26787944117144236,0.9071756222800315,0.5844771615276256,0.5062274701864752,0.7632939774163194,0.36757290307721224,0.26787944117144236,1.2705059798325016,0.31870025371428923,0.292507356209606,0.8943162141784332,0.26787944117144236,1.077484048623363,0.40936012391373744,0.35330050816560143,0.38714181356700605,0.9563504544797837,0.8650262267820303,0.7315199398994041,0.35680439472964576,0.3336142348259207,0.4405327779423518,1.7215540311061497,0.6247706637725476,0.35036361012148975,0.4583886799697141,0.7809098369475242,0.720862222745825
3B,0.3100402308800315,0.5608026807226012,1.344813142422066,1.4555046084002612,0.9554318292443061,0.7277865066947337,1.0384754012408408,0.38403406137497853,0.442644971877295,0.8224703910549078,0.5439076266787946,1.6187374833642965,1.518338490848221,0.9463103255620396,0.34914926847309946,0.3906128279632979,0.8685065820791976,0.4671111288581338,1.0860399681908657,0.6318351465613217,1.2512769036941322,1.891065654144084,0.5967002626183722,0.8349146848559515,1.4838680687612775,1.0651385418614712,0.7966407489399883,0.5992129036039207,0.36329095951123813,0.2902764284635212,2.7770918221590684,0.26787944117144236,0.9024229305635111,1.0427984099383492,2.278999449687831,0.8252419574990643,0.3517167296162569,0.8992003199146837,0.7389534976287937,0.7408853114075776,1.4894054253881064,0.4450378702694764,0.44875675767438383,2.7451619773505906,0.26787944117144236,1.6434920023509658,0.995214243177266,0.6790344583558664,0.3583143392704715,1.291482881894824,0.5890785559681998,0.5798385061318551,0.26787944117144236,0.6365339115087056,1.0496298258591357,1.3076336047885844,0.7856796168823051,0.4192862533408276,1.051251947240426,0.5303374298778029,0.26787944117144236,0.8570496576537233,0.3607959309698555,0.37725707116796403,1.4721907045875435,1.1467373262969918,0.928087211989277,0.7291949405857242,0.43670858716100946,0.5603402807049829,0.7626898830898095,0.48204937388210145,0.3497785178207278,0.517917701182445,0.36222661477001317,0.5215120373480667,1.3030381605471453,0.8778490172059749,0.42330019132059504,0.3134163840836922,1.2616674296851624,0.8101007238927604
4B,0.4629299957768708,1.6268172945080512,1.5931488159054887,1.130117877305316,1.0422499983308942,1.5396781949656224,3.04423305899917,0.3311496643859875,0.5223205284019418,0.8880717128619305,0.7365240568773925,1.1546416575762184,1.2189553213000224,0.5899059465704362,0.2906278353585211,0.9199055245334679,0.7885183311768307,1.0555425801133473,0.6735229028765977,0.5247523173689032,0.874724901601794,1.1914944032274484,0.371894422292842,0.6753815873727284,0.735520830065614,0.76088013523565,3.0006755279698067,0.3647758651635985,0.31983227193621644,0.3154055529132823,1.420546789340197,0.26787944117144236,0.6012435640588774,0.26787944117144236,0.6829393848285674,0.6048995278597644,0.2922326972021271,0.3604734866868422,0.3421084787413913,0.26787944117144236,0.6627690349576932,1.1663262602009195,1.0731236762950216,1.3952448908254118,0.26787944117144236,0.26787944117144236,0.46473425704174454,0.4929768022845066,0.2922326972021271,0.682861094804651,3.138758249449472,0.3318832421798985,0.26787944117144236,0.6198589420392739,0.26787944117144236,0.734518806403975,2.3966254498838793,0.47718063646677855,0.43387155642152875,0.33823499246494926,0.26787944117144236,0.5377556900055109,0.3417549333953923,0.3440580419415996,0.7642441232758937,0.26787944117144236,1.0772014863605213,0.310245302259044,0.6732135555890292,0.3294285103314242,0.8028489638179301,0.4559927635578366,0.501396998075916,0.3462392659817478,0.9681305810876367,0.42361426564826354,1.3947515414185687,0.510424904224888,0.6772447380689461,0.4421025981374854,0.5305265594747873,0.7225055900107926
