"","154_","176_","189_","182_","195_","199_","190_","197_","200_","201_","108_","139_","164_","148_","173_","187_","165_","184_","188_","196_"
"154_",1,0.297730446713473,-0.0959816106971174,0.325919515107131,0.622221307570402,-0.626522115549565,-0.295418118971145,0.315798761363354,-0.051074297122388,-0.0136278969182006,-0.0204016030066273,0.0359746492357475,-0.0481257752539801,-0.109567347533608,-0.0681899716966361,0.0940851682757789,0.0779294308212864,0.0489330910166183,-0.0866968956880025,0.0571000007990644
"176_",0.297730446713474,1,0.709513859564358,-0.294233859794425,0.131657427546181,-0.00570162310409314,0.624850650051831,-0.546438690361187,0.0212292797320245,-0.00156452825542083,0.082161835126338,-0.0846254255389162,0.107733427332878,0.0281836001018325,0.0479635580894047,-0.120262346537093,0.0195124315562505,-0.143046042068315,-0.0826795189038953,0.126700978224975
"189_",-0.0959816106971169,0.709513859564359,1,0.0014246453393463,-0.0127564361508979,0.371181300398102,-0.42295901121268,0.668902822571106,-0.107422153945554,-0.264551417501731,-0.064689182065608,0.0805687347692516,0.0519393098160285,-0.0484995738078376,-0.14933151701277,0.0954277828573084,-0.0728470202654993,-0.0454814190382735,0.0361559526668126,0.0495624720948433
"182_",0.325919515107132,-0.294233859794425,0.00142464533934612,1,0.354706984449362,0.196941534761093,0.0160974588013971,-0.073846895356878,0.105182053157781,-0.0740744969399436,0.0161437270372041,-0.131244333639759,-0.0568232223062441,0.145271769991939,0.152037718818121,-0.0234264665892274,0.0126426933338732,-0.00293184912857839,-0.0434407670713754,-0.110764277794548
"195_",0.622221307570401,0.131657427546181,-0.0127564361508978,0.354706984449361,1,0.479157544388027,0.244027822713937,-0.269552831776889,0.0346352290021823,0.0468583145617851,0.060383873828386,-0.00161018478492665,-0.00404541806881704,-0.067580107688768,0.0192230888093252,0.0884291041360723,-0.064719851174367,-0.0689170181965514,0.0869071886742531,-0.115032424683295
"199_",-0.626522115549565,-0.00570162310409329,0.371181300398101,0.196941534761093,0.479157544388028,1,-0.321851921101291,0.0958138459332196,-0.00773549179279959,0.429277666429244,-0.0920595222934108,0.0395677749564405,-0.0919969983179053,-0.0168242811079814,0.0771786372439354,-0.0253622719311725,0.0358433100759764,0.0315708144515259,0.0118520071082867,-0.00402328823361056
"190_",-0.295418118971144,0.62485065005183,-0.42295901121268,0.0160974588013966,0.244027822713937,-0.321851921101292,1,0.736938058792933,0.179346844507875,-0.0337507010787284,-0.0211097928552511,0.0305305927202303,-0.142645939031913,-0.0529254221527695,-0.0373992738760136,0.0542137147220508,0.0357545124701157,0.0516739459867547,0.0762483080397722,-0.144010522082461
"197_",0.315798761363354,-0.546438690361187,0.668902822571105,-0.0738468953568772,-0.269552831776888,0.0958138459332198,0.736938058792934,1,-0.100906883720231,0.36403592049411,0.00749036000202091,-0.0320162154650314,0.0241038231294802,0.0664150834550266,-0.0405450243359135,-0.124314819203487,-0.00135050378388044,0.0965334192082023,-0.102378548339733,-0.0143436147562642
"200_",-0.0510742971223885,0.0212292797320245,-0.107422153945553,0.105182053157782,0.0346352290021829,-0.00773549179279936,0.179346844507874,-0.100906883720232,1,0.493193884897726,0.0338794074099548,-0.00683126038519265,-0.0840915292503556,-0.0632339276028272,-0.0173893975126527,0.0836443586874965,0.0467538896436024,-0.00693135139692822,-0.0998307447910407,0.176067722846946
"201_",-0.0136278969182004,-0.00156452825542078,-0.264551417501731,-0.0740744969399438,0.0468583145617851,0.429277666429245,-0.0337507010787284,0.364035920494109,0.493193884897725,1,-0.0341396311190112,-0.0342796901255543,0.0574450964885556,0.0146206634506499,0.0177630228164176,-0.0637592495548693,-0.0586345878034138,-0.0177456021753825,-0.0187463328821264,0.0618498066575127
