"","154_","176_","189_","182_","195_","199_","190_","197_","200_","201_","108_","139_","164_","148_","173_","187_","165_","184_","188_","196_"
"108_",-0.0204016030066274,0.0821618351263373,-0.0646891820656086,0.0161437270372041,0.0603838738283858,-0.0920595222934107,-0.0211097928552517,0.00749036000202071,0.0338794074099552,-0.0341396311190115,1,0.686182780573281,-0.207673749281386,0.517885498480233,-0.217913620232115,-0.132756344263091,0.105889138483457,-0.0632092307353549,-0.0264638396240861,0.0166922979554412
"139_",0.0359746492357468,-0.0846254255389163,0.0805687347692511,-0.131244333639759,-0.00161018478492659,0.0395677749564404,0.0305305927202304,-0.0320162154650315,-0.00683126038519258,-0.0342796901255543,0.686182780573281,1,0.537479608668002,-0.0513160029468465,0.231960128058258,-0.123285100712539,0.145299157717521,-0.0151568634294265,-0.0441046294394451,-0.058690575403278
"164_",-0.0481257752539794,0.107733427332877,0.0519393098160282,-0.056823222306244,-0.00404541806881581,-0.0919969983179046,-0.142645939031913,0.0241038231294808,-0.084091529250356,0.0574450964885546,-0.207673749281386,0.537479608668001,1,-0.153909641241194,0.139601174911781,0.383555381869332,-0.11539620503688,0.533631150005379,-0.0658661879621243,-0.183441473678306
"148_",-0.109567347533607,0.0281836001018328,-0.0484995738078376,0.145271769991939,-0.0675801076887675,-0.0168242811079819,-0.0529254221527696,0.0664150834550267,-0.0632339276028298,0.0146206634506506,0.517885498480234,-0.0513160029468464,-0.153909641241194,1,0.458354337170027,0.093568803043295,-0.00883531730098847,-0.0706453127510126,0.0563012629414961,-0.106045765992741
"173_",-0.0681899716966359,0.0479635580894045,-0.14933151701277,0.152037718818121,0.0192230888093256,0.0771786372439355,-0.0373992738760137,-0.0405450243359129,-0.0173893975126533,0.0177630228164186,-0.217913620232115,0.231960128058258,0.13960117491178,0.458354337170027,1,0.154831424470769,-0.00979415148331805,0.0697646099698822,-0.10943952919272,0.0582695717173531
"187_",0.094085168275778,-0.120262346537093,0.0954277828573085,-0.0234264665892276,0.0884291041360723,-0.0253622719311726,0.0542137147220492,-0.124314819203488,0.0836443586874973,-0.0637592495548691,-0.132756344263092,-0.12328510071254,0.383555381869333,0.0935688030432958,0.15483142447077,1,0.0477257620927672,-0.107503200881697,0.0421917479197091,0.302318129171168
"165_",0.0779294308212865,0.0195124315562504,-0.0728470202654993,0.0126426933338737,-0.0647198511743667,0.0358433100759775,0.0357545124701172,-0.00135050378387996,0.0467538896436013,-0.0586345878034138,0.105889138483457,0.145299157717521,-0.115396205036879,-0.0088353173009875,-0.00979415148331892,0.0477257620927665,1,0.28888964261251,0.00892332882492617,0.111072382883514
"184_",0.0489330910166181,-0.143046042068315,-0.0454814190382739,-0.00293184912857916,-0.0689170181965506,0.0315708144515262,0.0516739459867551,0.0965334192082009,-0.00693135139692905,-0.0177456021753816,-0.0632092307353545,-0.0151568634294268,0.533631150005382,-0.0706453127510131,0.0697646099698815,-0.1075032008817,0.288889642612508,1,0.0415333054396431,0.104629960938943
"188_",-0.0866968956880014,-0.0826795189038948,0.0361559526668116,-0.0434407670713745,0.0869071886742515,0.0118520071082879,0.0762483080397725,-0.102378548339732,-0.0998307447910421,-0.0187463328821282,-0.0264638396240848,-0.0441046294394444,-0.0658661879621244,0.0563012629414973,-0.109439529192717,0.0421917479197093,0.00892332882492659,0.0415333054396445,1,0.106954685225075
"196_",0.0571000007990643,0.126700978224975,0.0495624720948424,-0.110764277794548,-0.115032424683296,-0.00402328823361147,-0.144010522082462,-0.0143436147562633,0.176067722846947,0.0618498066575126,0.016692297955442,-0.0586905754032775,-0.183441473678306,-0.106045765992743,0.0582695717173524,0.302318129171169,0.111072382883514,0.104629960938943,0.106954685225075,1
