"","176_","182_","189_","190_","195_","197_","199_","200_","201_"
"176_",1,-0.644144938490323,0.514385293597872,0.447733993218296,0.622718444718678,-0.250175108646108,0.0260856515232223,-0.208437617190381,-0.0738128318654156
"182_",-0.644144938490323,1,-0.039105350192005,-0.106230517368302,0.756558927085999,0.165814290228637,0.133400660613616,0.0850450102205261,-0.213251643540784
"189_",0.514385293597872,-0.0391053501920053,1,-0.407749453179947,-0.159876104381883,0.724593958263122,0.483772261702021,0.135652968012153,-0.433395360919259
"190_",0.447733993218296,-0.106230517368302,-0.407749453179946,1,-0.0982132039301045,0.668283011039558,-0.101287005997112,0.714804555489843,-0.233973568881591
"195_",0.622718444718678,0.756558927085999,-0.159876104381883,-0.0982132039301045,1,-0.0930168834592904,0.373715596443404,0.373443110620409,-0.12398865021737
"197_",-0.250175108646108,0.165814290228636,0.724593958263122,0.668283011039558,-0.0930168834592906,1,-0.115255853616139,-0.354117771952133,0.549612696702745
"199_",0.0260856515232226,0.133400660613616,0.483772261702021,-0.101287005997111,0.373715596443404,-0.115255853616139,1,-0.233346843492653,0.66233283895056
"200_",-0.208437617190381,0.0850450102205265,0.135652968012152,0.714804555489843,0.373443110620409,-0.354117771952132,-0.233346843492653,1,0.534142228745594
"201_",-0.0738128318654159,-0.213251643540784,-0.433395360919258,-0.233973568881591,-0.12398865021737,0.549612696702745,0.66233283895056,0.534142228745594,1
