,EPO266.fut8.,WT
0,0.9188807967989866,0.8934955882835307
1,0.6477867234735754,0.8977973568281938
2,0.9188807967989866,0.9084239311678782
5,0.6477867234735754,0.8977973568281938
7,0.6477867234735754,0.8977973568281938
9,0.6477867234735754,0.8977973568281938
11,0.6477867234735754,0.8977973568281938
13,0.7128624125211156,1.0
