,st3gal4.st3gal6,EPO266.fut8.,WT
0,0.9426676432291669,0.9188807967989866,0.8934955882835307
1,0.7858160314240081,0.6477867234735754,0.8977973568281938
5,0.7858160314240081,0.6477867234735754,0.8977973568281938
9,0.815855516715963,0.6477867234735754,0.8977973568281938
