,EPO266.fut8.,WT
0,0.7950030102347984,0.8708189158016145
2,0.7950030102347984,0.8708189158016145
3,1.0,1.0
4,0.7950030102347984,0.8708189158016145
5,1.0,1.0
6,1.0,1.0
9,1.0,1.0
10,0.7950030102347984,0.8708189158016145
13,0.7950030102347984,0.8708189158016145
14,1.0,1.0
18,1.0,1.0
19,0.7950030102347984,0.8708189158016145
22,0.7950030102347984,0.8708189158016145
23,1.0,1.0
29,0.4836057645807138,0.38706644379440025
