Sample,G0F,G1F,G2F,G0FN,G1FN,G2FN,G1FS,G2FS,G1FNS,G2FNS
sample_01,5.278419944818226,5.280337648307995,4.8316861686484085,4.692816341949595,4.591499717241691,3.7866982357894385,4.502479076948495,4.878153026366099,3.2839047708589355,3.181347413426408
sample_02,5.391038174679404,5.110279335970083,4.580040366082252,4.8776953859240395,4.581925475906761,3.7749330878756275,4.479370419789906,4.806167038639008,3.4717769157179035,3.3839333968652365
sample_03,5.157461560240686,5.022779527159175,4.666266840650837,4.7931645092313255,4.585111718032035,3.968864688132797,4.347459410905122,4.849620195298803,3.4272974826744402,3.6150992151977026
sample_04,5.208066161802874,5.104402921572626,4.695965355067451,5.023945370484999,4.690926095510692,3.7707425439467666,4.495018413547555,4.853527914263217,3.2902676472195163,3.4376563353994984
sample_05,5.141871141609379,5.1889308444406765,4.793016679752739,4.642323808250638,4.593505554275193,3.8248308540030296,4.596384577357116,4.988110259822439,3.332324368609678,3.4586917067755962
sample_06,4.854711018986512,5.049190821775456,4.780267039347842,4.484804418633171,4.586579461471566,4.022126810716624,4.401476221746308,4.96023851348854,3.428147785088576,3.4863398421600187
sample_07,5.153670502931726,5.038961693390825,4.7181721486540935,4.7535084097486555,4.464430566238767,3.75892157539523,4.437282161554477,4.952797206887388,3.4177061072527875,3.398732348091721
sample_08,5.12795127404235,5.128752459953108,4.834765484312881,4.55524587444912,4.5664916122105135,3.8917184487809102,4.475775308081783,5.007458471237932,3.347975353553092,3.144309891589521
sample_09,5.310782884168306,5.1581717381341745,4.650804745209115,4.956757099446264,4.752485189824279,3.7985352330951776,4.402010194896748,4.715596162151877,3.333395275658629,3.506918490722785
sample_10,5.380457124512472,5.110562019752255,4.649019580284977,4.957230316223345,4.597640992306541,3.8219986287549483,4.44859852908706,4.792571143504535,3.4495102287391113,3.3469693023178557
sample_11,5.137976096053989,5.172004070735028,4.825139072064485,4.666133623783695,4.5090285489782165,3.716251447993136,4.436372803521756,4.901957312524101,3.343466925608638,3.8013684741212668
sample_12,5.118922449974043,5.079473694315709,4.585582878450143,4.762463953469061,4.617640406401951,3.8300396296773744,4.5393169280464924,4.878760640839227,3.5764819078147774,3.4438987914193038
sample_13,5.134605046790541,5.127167732162477,4.678103748445104,4.667147229512968,4.614927941673952,3.8850821528286597,4.499477673831937,4.864880855693896,3.484492017052281,3.4597244855997635
sample_14,4.9482039051375,5.181950196476037,4.9678089376163665,4.46960802153755,4.611198613594844,4.044279837606921,4.434995693257305,5.059077225621548,3.320526845831687,3.3899750389178895
sample_15,5.19174764743203,5.217936061290525,4.76923602408115,4.545032384248392,4.5373708414568705,3.8319827574869345,4.539668919212745,4.881169169028473,3.38656344985866,3.4572614288494092
sample_16,5.054536789677125,5.109728693478907,4.792803830399925,4.65771457393932,4.633648581634807,3.920353240425741,4.420643784485012,4.872458018684778,3.376887964363626,3.466297289774772
sample_17,5.175741083382918,5.039838953800496,4.622553904279339,4.752586841759478,4.575341115953587,3.8036948513037117,4.469238320659202,4.939501488073823,3.267587840289619,3.782969998894735
sample_18,5.294496040243597,5.1496034034460925,4.641064514308695,4.823078925131492,4.583301763415143,3.7749522919362586,4.51863422822295,4.8108468809858485,3.3900535451702205,3.488366983494693
sample_19,5.038936491824713,5.010559901221668,4.786330778518498,4.5858751108438405,4.584340910468405,4.0629344826221185,4.461152895117012,5.03696994615186,3.3273417716148908,3.537936088617956
sample_20,5.133109635330306,5.129766995222221,4.783376613176084,4.683855871936361,4.661924901691045,3.8865914027558683,4.365873928365117,4.864948072035276,3.2525688925162406,4.109498117528559
sample_21,5.357281687747693,5.142156534853173,4.5534375298953345,4.920856830166963,4.627872575103961,2.4617386047988514,4.417032675240798,4.745245416692939,2.265443959654883,4.679270402517506
sample_22,5.314727966235192,5.069479550503482,4.490105511930733,4.961563789573553,4.6786105003075615,3.7557070921861784,4.427432246426481,4.621894833865533,3.4240572811543903,3.5078342788911643
sample_23,5.1082881047697635,5.341154545128487,5.133312965256831,4.295511474579386,4.583805309987297,3.9069114921614916,4.675120655062633,5.255990768013791,3.177550981259774,3.3234707721572763
sample_24,5.1926150466364405,4.988410443580973,4.414833303775288,4.794294938453903,4.565510341273407,3.6472512445415473,4.477717644975596,4.766354591987284,3.49931710760812,3.5785828056699933
sample_25,5.32591137760976,5.198777042419432,4.623219966166404,4.7454476154925045,4.536603979068039,3.6138890521108102,4.572563092087439,4.820934172667744,3.251388649456812,3.7232769136427666
sample_26,5.019524433573187,4.9598328599811925,4.618837895251253,4.740552067423882,4.638547943973376,3.964116757600812,4.271576010284695,4.831131277248075,3.496391971224647,3.5284599470711098
sample_27,5.149868792893186,5.011296947028755,4.614200073353481,4.737114446077749,4.6029675442029205,3.888623757669877,4.349012703797874,4.775039771938699,3.4526198738376563,3.520091576229028
sample_28,5.262745066178645,5.17111730039457,4.857914557836762,4.707730755755881,4.5009674361236325,3.778936988925024,4.436978335109526,4.933922585541754,3.1150687419375456,3.150030845659147
sample_29,5.155757009936466,5.099691040990366,4.706743947756908,4.667379379509338,4.531708476538369,3.859440413724737,4.462037857733176,4.946659506358076,3.4155388287354946,3.447707889347597
sample_30,5.0153522810474165,5.014462730315248,4.723431485003889,4.715823540521329,4.740324059817658,4.089625976827047,4.317974350436386,4.858214838903117,3.4627706417736652,3.4307110612353062
sample_31,5.216266355114055,5.086519881415851,4.491232453794122,4.790343417588682,4.606709143040206,3.65869800969394,4.489020252066701,4.59443195059695,3.5061987915597617,3.4147599328172156
sample_32,5.391612865931077,5.169712448420793,4.6297073461395515,4.911692711200184,4.634458974303695,3.609412946380495,4.409527586429739,4.771298530738787,3.0734048453722638,4.2810045558981304
sample_33,5.14759162069049,5.197635518339008,4.792635051864974,4.625661265770122,4.52905555633466,3.8196286246000213,4.577931949646748,4.996664932718417,3.3931054543974315,3.361725142856671
sample_34,5.222306551277888,5.1572941902126,4.805884629704653,4.622718447932189,4.404951737226877,3.7231780715618887,4.456009052073093,4.936902552163017,3.395561713244511,3.2960519915509785
sample_35,5.181440172077278,5.110945273054887,4.724118132856921,4.696511852242772,4.632168745758029,3.8860203668482356,4.360931331240548,4.8197583458072035,3.3198855799665505,3.4716363031539936
sample_36,4.896091342575107,5.0130796176104955,4.745175305630957,4.532900451139179,4.592245024303953,3.996951424545847,4.392424750047903,4.918879803993098,3.4206343359239213,3.5500443096180625
sample_37,4.812779268242689,4.953437337366715,4.744594843809,4.4526794028443915,4.56961053490965,4.064282108548776,4.392531744846475,5.033124731719085,3.551464130310361,3.667274710124892
sample_38,5.361096489149775,5.121935434313087,4.5127336231147295,4.8159833467826285,4.568694297904869,3.70642881619063,4.620010238516345,4.823964123509519,3.5470254403187647,3.3899361428676142
sample_39,5.314398511130751,5.189799841997107,4.708665877498012,4.825349682131711,4.607987013977042,3.8175879169658984,4.407578696439003,4.713781971134971,3.5052886205726392,3.2329718159191443
sample_40,5.253861743557408,5.030398498905024,4.6416732317938365,5.008013286836652,4.688782421628016,3.8922424404610103,4.422261999061968,4.837060975343857,3.4856734597033,3.465376802316528
sample_41,5.166311603897615,5.239306256969175,5.010563799404918,4.5580240251098205,4.403081375043081,3.779950445205129,4.591403665250816,5.1490507876395135,3.1327538275850673,3.432402917532663
sample_42,5.089436563337104,5.12207819904747,4.720277686472504,4.6351596697463355,4.583682211534981,3.8803827962096333,4.505214077051951,4.898320623606915,3.4380361362678795,3.3814548621091
sample_43,5.149318792452006,4.950901654895237,4.606867412457459,4.811011837580916,4.590923158755747,3.91979911847594,4.386977360135468,4.849629309492713,3.477659444334355,3.4822812809511756
sample_44,5.369987804769868,5.1178509566341965,4.665687502658602,4.997797273603235,4.641195751352062,3.8405362590035517,4.4577162473107785,4.853272152356425,3.3601920248768753,3.4069189231657306
sample_45,5.393036765716076,5.090006422801547,4.575688255700252,4.91358799014713,4.623185013631196,3.5557171747696312,4.442065687044951,4.82034983705076,2.8734528639364654,3.9541921187649907
sample_46,5.504323473355061,5.127010497336018,4.496380314693078,5.036148632966412,4.562689852307412,3.6457628434502305,4.584477439674651,4.80757337913629,3.5528001348804987,3.3338110500721068
sample_47,4.8011238239758125,4.951049726548415,4.7178222810018475,4.394737846103537,4.430844845303106,3.8829087504549444,4.499535213590393,5.066649893356077,3.479962977855746,3.562074541596389
sample_48,5.609187027914018,5.313242350778856,4.7252959944837585,4.995609230079414,4.588463662022505,3.671589723804911,4.587569436032271,4.848648700445391,3.396712446742418,3.2155785245673556
sample_49,5.005512094436359,5.160614789484572,4.800900569820082,4.49151586158751,4.632591539579107,3.985088992726491,4.438225471002229,4.869953898638789,3.408431366847487,3.3550100206947624
