Sample,G0F,G1F,G2F,G0FN,G1FN,G2FN,G1FS,G2FS,G1FNS,G2FNS,G0,G1,G2,G0N,G1N,G2N,G1S,G2S,G1NS,G2NS
sample_01,5.836296080244905,5.780816144142504,5.298237387419395,5.211908505675173,5.004705839760578,4.287788483620687,5.108595642922338,5.276585964151323,3.7223893760464803,3.7655957242119045,4.331641898068871,4.347386310528437,4.011998417084006,3.7388333530206257,3.76881841890081,3.4330263169776165,4.32402379704945,4.091761534907707,3.3125914967333663,3.1504797270076486
sample_02,5.951352608505641,5.765961147459149,5.278657186830507,5.3194918673567475,4.989182250306589,4.338122269075376,5.118482410053757,5.285061090408126,3.817586331899904,3.814765355659099,4.0733569451315175,4.208119909217041,3.896019342929848,3.4528555427932455,3.6625026167125263,3.414291040153921,4.37712744546869,4.007924508902438,3.3813888702788333,3.38953722341141
sample_03,6.1099126309012215,5.841812786670419,5.387312608641639,5.4334576615666705,5.0706816841116105,4.406688056028209,5.145768476077487,5.369981543105333,3.7789142566463036,3.7338064908003825,3.810157436496583,4.034055855399395,3.7828671438904893,3.2821267028648453,3.3945028421399535,3.1952679999635323,4.398811679457793,4.019617222186765,3.2350551584063387,3.2667695715835454
sample_04,5.7513927525782504,5.808824140136497,5.393903120527574,5.233489171161352,5.088622612660571,4.420662293207137,5.10020273230628,5.310868344230544,3.645793415711489,3.7471356293647617,4.371093716553237,4.345363146960821,3.931076161256162,3.839045244299639,3.7586790193943354,3.2274136372979063,4.288584594001295,4.02992056766512,3.1229531393165924,3.196390604653609
sample_05,5.80421545185966,5.789971320220047,5.315273204119851,5.0844075258437265,4.8888601877002245,4.223544198090966,5.1598386289272495,5.361479985354593,3.600215550552264,3.6936909953619477,4.31789916072449,4.497634752658219,4.266872648573046,3.7202362369167568,3.8367261496715326,3.400372645900874,4.471747926170478,4.389081395163726,3.1256307122608353,3.061465642192617
sample_06,5.660919307233348,5.763087954942219,5.385104960958387,5.106756522765292,5.063162981695309,4.498967419202608,5.1138209662811525,5.386560315584657,3.685594150961225,3.8514735488246634,3.805185306595939,4.246525965807132,4.184376290304569,3.3170955430648994,3.7992754897455097,3.557916541935218,4.315825203078197,4.295700873053094,3.1436834688287,3.1375506317578026
sample_07,5.633002117712605,5.810851912565609,5.488927932940026,4.952815471218568,4.977565559729757,4.4696970670265985,5.167515082508484,5.535130573444251,3.67176249415296,3.860676801629315,3.61064863398662,3.8066683998283124,3.611816289153197,2.9492479052629847,3.417909709002081,3.386748903076003,4.508620621042536,4.4336136616595905,3.3162182139033987,3.289808296254267
sample_08,5.62718526835898,5.689640517749664,5.361369907889723,5.014028890308104,5.009369739664342,4.478413448301918,5.054336277796443,5.390164354101297,3.6625422606647176,3.8541167930578015,4.378129171145488,4.299971420903368,3.9248737743294573,3.466071132830111,3.5198355449175565,3.3659594044555496,4.3848360779989575,4.289295114685541,3.257097608478536,3.216347735778572
sample_09,5.863213788480859,5.798205013433939,5.294326337873887,5.3112617237106114,5.107445840144432,4.4044552590308195,5.024236453124073,5.16531692268899,3.6996597997333533,3.7407736217424814,4.420894699215696,4.2656203820961025,3.8594785692818974,3.8694447012428204,3.6771412446245493,3.274584546504595,4.263608778476398,3.884791942944353,3.2496559429544263,3.2322983823028473
sample_10,5.815406508920217,5.72928206468912,5.309752263340663,5.286013549026508,5.079571003902856,4.4488288062041,4.971893334563832,5.172189903323115,3.6106075195935396,3.6673019629801233,4.314427768648731,4.289046917122129,4.0111814660171135,3.628913065909708,3.737624345451069,3.40137692863532,4.069607490474119,3.913057774114184,3.331569308662513,3.1277583224492944
sample_11,5.661570906428422,5.773164206196121,5.4313420583048,4.970890813604168,5.008518632464875,4.476498060150916,5.033474224816318,5.397807155824945,3.629372735860178,3.8084207403143844,4.071246383308136,4.23663810697306,3.970652047613243,3.427757619366537,3.5909560731702563,3.3936346191001743,4.329256782301692,4.21023199040941,3.266303596604191,3.2208232223198703
sample_12,5.727332379907721,5.722151503284631,5.222399090601096,5.202853058402052,5.034905014702355,4.3293906428185265,5.148405691464506,5.330029688045101,3.7474266527212907,3.795740017809112,4.4851458918412055,4.391410907028193,3.9741873105737624,3.9263872063538354,3.818510766088682,3.418393603472089,4.4402250321089065,4.177515194619732,3.1465203125833736,2.993713753651521
sample_13,5.778367950046103,5.7554484903634755,5.303086133741246,5.322469404588431,5.181039082498649,4.526382339658726,5.1123762062883,5.3672628274732945,3.791185265733336,3.947703250276474,4.154780227097108,4.181363200885617,3.91880547762101,3.6581013109117886,3.706842211029361,3.3526923128076516,4.408766951674213,4.159324589154827,3.1648733469221066,3.0549154745413922
sample_14,5.633383405224346,5.773322087204234,5.444324630100701,5.047103384440842,4.960406482244301,4.405017861855353,5.025184981462617,5.373436309450466,3.579676129902364,3.73945800163935,4.221273288569912,4.345410237759392,4.053890626401907,3.5612041748571395,3.7004468777279955,3.448221600832062,4.333499266093874,4.288797920883501,3.2203907389772746,3.1996228804856806
sample_15,5.977311278210098,5.858186776924688,5.303744624167711,5.199615343287288,4.963835523698437,4.297445910633199,5.172347556313749,5.298703279968114,3.7427092207993207,3.8037013818744847,4.243954092266459,4.209910649169907,3.854105068205102,3.6024474012999406,3.6491199568130877,3.397555339361731,4.508875268369543,4.06525750008655,3.2413266131244347,3.2994846277156054
