Sample,G0F,G1F,G2F,G0FN,G1FN,G2FN,G1FS,G2FS,G1FNS,G2FNS
sample_01,4.768117790453873,4.707547400426877,4.3660088442006435,4.402359787224192,4.095664873649343,3.3343479565290077,4.053860507050132,4.506257155601263,2.9119833485255517,3.2057749352656137
sample_02,4.823904877660481,4.707575349414187,4.287820566477156,4.387729172400433,4.240635430994003,3.3887764226834007,4.120534376077691,4.405922392306185,2.9658651361914186,2.859717444648148
sample_03,4.759150116757352,4.619169713928179,4.190714683078758,4.641548821176403,4.29863374864963,3.493591685130061,4.092681977979986,4.402608911895437,3.2351674390573666,3.085412679100438
sample_04,4.65430080261781,4.647473032492673,4.42701762333643,4.333298911108596,4.330767592521392,3.760245662144541,3.91070167339231,4.4808131152354935,2.9598237299850036,3.185834315456097
sample_05,4.885842430656982,4.680224443105865,3.9958435737752196,4.660168160173512,4.402807648077795,3.468114074071469,4.0403232225328765,4.031526365788894,3.2367200065488824,2.8575797751998016
sample_06,4.594030823632057,4.693076738126286,4.419856824954983,3.989048576639293,4.112317624698958,3.580466892946461,4.081562118548359,4.6095602567790825,2.9742793454399905,3.069021805549127
sample_07,4.802594228733845,4.698816138699191,4.237893385836466,4.271290967475325,4.2503020217468865,3.49367106422537,4.069398287326921,4.364628210116425,2.9362888387973065,3.245207346674338
sample_08,4.65441133506195,4.751034752596648,4.477582733754614,4.117769389906456,4.196386983075605,3.5173959812104285,4.01354581705809,4.516722133934973,2.5681742731461545,3.2779898792396778
sample_09,4.7979020691634595,4.6720145653610565,4.213247963446589,4.367501103525583,4.1679176705071415,3.4471716147283447,4.128548953975142,4.488593040490908,3.1919096480674725,3.174887689999301
sample_10,4.495427772491013,4.590532873368489,4.269694061270537,4.211514664238608,4.264834654838822,3.634645171632527,4.040791714674089,4.533929203569751,3.2384931213602868,3.283536311625228
sample_11,5.13102076568485,4.704871418646127,4.045476064533285,4.67067812546855,4.244253669455949,3.1546587742050893,4.2567396014223124,4.442910986129023,3.209685096370168,2.942660727969214
sample_12,4.731247101688431,4.6507721886093085,4.295523425062194,4.367460163140556,4.235120282385139,3.4989823623492704,4.091559987233377,4.558573549498415,3.09238092308428,3.044099216583967
sample_13,4.842788380532038,4.705687298796235,4.311833764717224,4.552850268332656,4.211506915762543,3.3349077620068384,4.092108708730723,4.471657411058452,2.6776925057778205,2.221760550128096
sample_14,4.833693817287873,4.569535324880271,4.160420501248422,4.432668013355935,4.146312658281469,3.4403265331205617,4.06870649616562,4.455779859780781,3.084277809698142,3.2323787936049264
sample_15,5.3274092162688875,4.886560485478092,4.182598071015935,4.825872978329899,4.233173801063998,3.120572245340182,4.269609205759771,4.381587285904116,2.933399713624822,3.144253078939715
sample_16,4.756929019110036,4.686048749143135,4.255960025633869,4.492172733042887,4.247421123527266,3.4818921448588527,4.1143898867901125,4.474889991737216,3.1117765671292523,3.0204846593737007
sample_17,4.758767106047133,4.7151741852624465,4.263516979830031,4.4031327288925,4.1860832400551935,3.4363870553056866,4.237402005411742,4.569076323474693,3.18655912959223,3.094015337546513
sample_18,4.762276900172847,4.77833453575827,4.3922119097439705,4.228318407243936,4.159362300985376,3.4029670204670213,4.111669088575406,4.5058965003822316,2.8510168272394254,3.3958795552183947
sample_19,5.129471558691601,4.687945184047366,4.103954372382693,4.712409794711556,4.170709476194382,3.2373880519538933,4.233580638142867,4.401771731719457,3.148368282101958,3.144526831663544
sample_20,4.940356742875327,4.805552292943062,4.274792599535128,4.443207271825153,4.2368788817336505,3.3641583294188666,4.175005310321692,4.401294320482661,2.975365590860179,2.9316351494025734
sample_21,4.960056762390216,4.700900224589384,4.219618773320821,4.564816801321245,4.242105660327457,3.411806614062538,4.164385842056393,4.476470992194327,3.1352058370731957,2.9690606878730703
sample_22,4.501294618021624,4.482951018828393,4.257608841839099,4.397167198899421,4.223522643808645,3.57684150413344,3.946589148278156,4.5170584895551995,3.1591495589791547,3.215933453767873
sample_23,4.628779152326263,4.572597147611439,4.2069227339002815,4.447615659171446,4.2264219756256916,3.461444914246473,4.110558099044943,4.463373278577609,3.0550013556564277,3.1941351173374786
sample_24,4.815112959546722,4.747391571613625,4.25022448138962,4.463024810198231,4.269342761583838,3.4122754831650273,4.176525537321518,4.405154164364228,2.944595784678206,2.976980557655498
sample_25,4.84865217658209,4.616846757413067,4.1841974542716835,4.525143902828737,4.163437771756473,3.3966190012036814,4.094868205284089,4.517197635900446,3.109939584006385,3.0921607571667087
sample_26,4.808249042926423,4.653786384417727,4.23683584556187,4.573532326906798,4.358792943134552,3.6124606155996584,4.031026831849157,4.346536696439843,3.1146976447140235,3.1173907536304344
sample_27,4.641172688786761,4.703875319952064,4.404023335088471,4.208393058169146,4.238174804812352,3.605334905341418,4.057594445208063,4.585236453358154,2.8079668817757653,3.3200065668844347
sample_28,4.849140382560621,4.621149665927171,4.185746532485798,4.616097497358296,4.233640762023661,3.452299506349739,4.056924741295999,4.4010183231157844,3.1567238301872202,3.4834047090386204
sample_29,4.83127765572343,4.769937514528733,4.354639640229608,4.211215236521187,4.030890725198049,3.3370575972028673,4.25776491978379,4.6740123071969055,2.9261197852294503,2.9947432250323196
sample_30,5.040579204845125,4.837578478170827,4.1656451228903,4.573843517775559,4.3298631853434255,3.2513692229997737,4.179866130919164,4.26924959572444,2.8630058822839777,3.017403727898663
sample_31,5.0180518813837836,4.786447582605974,4.239973193611109,4.57257900754993,4.1788688463917785,3.1530615827854933,4.164087987013537,4.406280868948647,2.962002497294362,3.1342235062004713
sample_32,4.625190038585982,4.700333129381672,4.428567151917905,3.970708085286295,4.1909893367628195,3.4516265808304256,4.1020295161258575,4.621009701475877,3.0299450944493778,2.806100895721373
sample_33,4.770830246295746,4.74525864088717,4.3684827168319575,4.295574575113106,4.247121952808255,3.5528664023946557,4.077326808318966,4.475189481909661,2.8625409525463286,3.1176373090031704
sample_34,4.795391378830929,4.721331232535527,4.241711728394058,4.374693185257772,4.140293645550353,3.3172419864738854,4.210070194882558,4.518580841474663,3.0891727668409663,3.0709987979123796
sample_35,4.803804898096675,4.780907860339012,4.338433419599909,4.2743368844973,4.136154450645786,3.3857562688344687,4.1667932074556004,4.46652014724173,3.0937317594573006,2.841688224484193
sample_36,4.922714183915918,4.767008938280677,4.216778039031983,4.5954600023888705,4.166693818203024,3.225310856056735,4.13363779269072,4.301163906243887,2.774553296130178,3.1921706288853255
sample_37,4.646705506867046,4.741850983096575,4.4479495335771215,4.056593875449106,4.168274841119102,3.566890507844247,4.138443321907006,4.659646449560242,2.6939110209446278,3.0870602909526146
sample_38,4.575627907989662,4.602965031240414,4.262234467599849,4.221730716071229,4.177851824624433,3.5291485241570886,4.083918180076176,4.528903251880669,3.09874739727019,3.1823356932105376
sample_39,5.006089094885318,4.7693123961204105,4.318656672192757,4.342160466162436,4.105630722029629,3.2620794666522124,4.201779383609936,4.571815584228914,2.85720644558572,2.876728585288195
