Sample,G0F,G1F,G2F,G0FN,G1FN,G2FN,G1FS,G2FS,G1FNS,G2FNS,G0,G1,G2,G0N,G1N,G2N,G1S,G2S,G1NS,G2NS
sample_01,5.85991331669227,5.818990846046186,5.51350107796442,5.34997593865968,5.120111660297262,4.519230585597335,5.121482980503723,5.409397615958932,3.6966330256994793,3.867678985425937,4.27883345637574,4.541426954849097,4.394548368156105,3.7000804201890634,4.018235618293153,3.7104072021570476,3.8594278201641816,4.153648135668331,3.2741614495303457,3.510494548205684
sample_02,5.805537389721771,5.872766566049073,5.573198599581514,5.394206669445309,5.184340674298508,4.7804335918783405,5.1743282176086565,5.452377490914261,3.9012994088818207,4.088080277970025,3.7081913327347342,3.9702191567035383,3.872967666697026,3.2247090527421185,3.56365836181249,3.566167705461708,3.630192764885354,3.824137293973767,3.5688402953230347,3.477445907401943
sample_03,5.5933578273542555,5.7910221225093625,5.607315802640625,5.112406510519127,5.06797294734311,4.766232169562349,5.160059063387954,5.582558808465407,3.939130716309243,4.132597249733299,3.7418433976315972,4.199664095964021,4.244108870818216,3.156631049303389,3.6700664374162697,3.6552449873050494,3.757851237829578,4.163233966033413,3.49531301378711,3.610756521236355
sample_04,5.807378756107698,5.761984590329981,5.367642064182535,5.465993778789165,5.182171463842479,4.6975642620366855,5.099873259986291,5.281096705867336,3.8824766142065226,4.046086441593086,4.225489621342369,4.435696260404511,4.183908362426354,3.8328537849072135,4.053017062295684,3.708990128017876,3.8702292209210087,4.097994886074655,3.5786913174233104,3.3686798367629813
sample_05,5.83911607401964,5.733096194977482,5.344886113677149,5.4375993823000615,5.12549105565309,4.479734358276341,5.1119792818298215,5.293150397071487,3.802697676920305,3.8908248935055165,4.549902569744842,4.634746749560138,4.340699445846997,3.995838995307181,4.036382198235422,3.7440220461805387,3.9497645401959454,4.172500399338995,3.536931108686178,3.3591329913029653
sample_06,5.978730308802474,5.806787166524553,5.378412546337081,5.4757522984226386,5.2325765327949805,4.521657734643713,5.040713711160969,5.169279177678797,3.816880174267423,3.9489925803340795,4.468340185881837,4.452823105231193,4.19560224039707,3.7775215189151434,3.928325513986182,3.7577087486740086,3.7782299548863203,3.9990103915485795,3.612610253932846,3.4167609863583603
sample_07,6.0066281942852395,5.816765814746375,5.305645414814303,5.684786901530038,5.284422917364032,4.5264206617853455,5.1275825339520384,5.117627080385585,3.9323016348288893,3.876755403150096,4.2184000237292425,4.276653422891712,3.9420473415975574,3.7721295266751547,3.9594153420063942,3.837848627906866,3.819510185119143,3.7973349272514816,3.7362037598639337,3.5265555567955627
sample_08,5.831351340827696,5.816831679357567,5.423695206521083,5.545656302405049,5.232062603844594,4.723439119200356,5.232508906493227,5.4350753623091554,3.952748858885437,4.115187505499456,4.082203961996533,4.250283692978037,4.101113609285744,3.6586198417851583,3.8335786504419316,3.7062032449285924,3.501451619892201,3.931647133007572,3.5072006701394756,3.3341895267030046
sample_09,5.9510362794769485,5.675765583577282,5.243380787359235,5.646912230885567,5.201274292951626,4.515368470998012,5.089154569016871,5.251518524433864,3.8265251776449043,3.9373579178788125,4.436511830694315,4.464269236756254,4.175331753493694,4.127965207468599,4.1099745189006125,3.7561156680177525,3.864807317095054,3.993171042147075,2.9654572642098245,3.3945593289101934
sample_10,5.874735364085328,5.864701607105597,5.437162810744865,5.384591041671598,5.164434738498872,4.538461027468025,5.218601010380562,5.361676804371075,3.8456792616404876,3.9481556592571345,4.006301664564829,4.12429715907147,3.9771402831307117,3.5262765617827987,3.7033949269109954,3.6797364801052805,3.660475075458321,3.843405665031252,3.604485527686088,3.4260979276192662
