Sample,G0F,G1F,G2F,G0FN,G1FN,G2FN,G1FS,G2FS,G1FNS,G2FNS,G0,G1,G2,G0N,G1N,G2N,G1S,G2S,G1NS,G2NS
sample_01,5.115774010113517,5.470566588934337,5.213605902369858,4.628826815708473,5.0766419446305635,4.404912126567459,4.22212647711058,5.095725651827052,3.730923788512534,3.696754090137316,4.136701681747118,4.524202540444731,4.4543721862079755,3.57908752850828,4.129713596420196,3.5863053593315737,3.46283971190304,4.171856433992224,3.1657963831956124,3.1704835034739727
sample_02,5.361741360153367,5.556997682996626,5.198141916218418,4.947923819690262,5.142915201444294,4.337180575519185,4.356650432510217,5.083280429748104,3.7645536134609676,3.7396050962506346,3.9600083524382605,4.361150254930063,4.172212520358697,3.5943323600533743,3.9651922991554645,3.460906895510795,3.5363404130756875,3.9807989430233874,3.3704829776940373,3.223165998204907
sample_03,5.130183901838051,5.539855949845113,5.430074343583278,4.552397556654666,5.042356807898562,4.4738597629162244,4.245654025116752,5.260430441818691,3.723049064214694,3.781988135125086,3.6498032060269168,4.349956149782789,4.380825976133744,3.1050009675026016,3.854796722540982,3.5100976538441095,3.457925235549874,4.10910728130063,3.2484961820555784,3.225068432782944
sample_04,5.324749182706235,5.603193780752103,5.299476702606702,4.8418772702331445,5.15809200891426,4.414640308691411,4.3264189240772,5.1163603259184045,3.740259171120795,3.6921937929104196,4.080290750152155,4.4654820664175645,4.267021060584407,3.4400656979919852,3.9003838389550247,3.5057371427195965,3.506932888193874,3.931329992458108,3.1024357775365066,3.0533995567870305
sample_05,5.208537428072162,5.586536522425095,5.409091064062583,4.5314623976814605,5.01239634787331,4.423792647079331,4.315683162876961,5.3055889821695015,3.72043840881178,3.7592094680637977,3.775678144361074,4.395900539724198,4.45794026796383,3.135558255175589,3.8216949407538574,3.4826385900168058,3.4482696883855435,4.213054963698544,3.165277287103302,3.302022814429945
sample_06,5.176272229074871,5.528350306177336,5.340313458144456,4.7419047952214735,5.095865725629618,4.448860225963036,4.282055195806081,5.231516299233997,3.7720814573460077,3.751712328693544,3.8166781577549,4.397887076195385,4.383317242358832,3.1877054195419503,3.8513353079427985,3.5496306597843303,3.4125079165992966,4.1125805392133055,3.2077892805209363,3.3587480836208825
sample_07,5.284216277875414,5.42612176093544,5.047209016520659,5.037235693312727,5.177886784688237,4.3070545468467305,4.317962425916407,4.98677793982942,3.820276936073388,3.7343035549433674,4.355475946246126,4.449829547016425,4.106510730856518,3.9908793659396364,4.060052996612886,3.386387556936202,3.5014882403404957,3.8661040124533375,3.400358700833218,3.138444637019736
sample_08,5.1722205512222965,5.452556544399759,5.171474724350448,4.98931766656059,5.336330666262385,4.558883429556314,4.2280888118954145,5.016038960131375,3.953217678041644,3.8765417826775876,3.9673294326383464,4.258896323145408,4.091124302781565,3.7832686054558122,4.089271168989474,3.560638486944272,3.3937364294554206,3.8663506050456116,3.4071656444853757,3.292467653444957
sample_09,5.180642682025393,5.481111120458099,5.278589927181902,4.777405588115211,5.0924360449431205,4.431095173420553,4.204198670939182,5.128853541844959,3.671788100625366,3.700346193142909,4.14807147002311,4.629162127981399,4.489050290083119,3.5860462356350165,4.123843413297958,3.5957663551060555,3.4444314567303214,4.174444923150465,3.1314281558790276,3.2205142554058512
sample_10,5.417344350832143,5.453619284565677,5.110833880120108,5.099578449328926,5.179267226857748,4.365073099515476,4.24463684305914,4.976413484059453,3.7539484100439418,3.694112775990321,4.30670416371359,4.443490623157339,4.132335157434741,3.8002595878821652,4.043324482155358,3.409009592415281,3.560719263185869,3.9085832723095915,3.2906138064330825,3.1640008994316124
