"","139_G1","148_G0N","154_G0F","164_G2","165_G1S","173_G1N","176_G1F","182_G0FN","184_G2S","187_G2N","188_G1NS","189_G2F","190_G1FS","195_G1FN","196_G2NS","197_G2FS","199_G2FN","200_G1FNS","201_G2FNS"
"139_G1",1,-0.262832999075417,-0.112599535359487,0.611279759161582,0.320017749557698,0.416561566434178,0.0861010718656729,-0.094122436245662,-0.0409755234014908,-0.213976027549021,0.245938626286961,0.214431430395979,-0.0443453462761719,0.210980175632965,-0.168704994059658,-0.161799327363467,-0.312414699911071,-0.123182267125608,0.161020460316296
"148_G0N",-0.262832999075418,1,-0.335669466331698,0.15422501545801,-0.0440710286728006,0.535464989915335,0.0247498832375373,0.46957754934896,-0.184403174362877,-0.0760848573556641,0.0742961049738679,0.0373781659722001,0.0622771996169463,-0.15146583836375,-0.094276989961012,0.0451597724351701,-0.0903835064822116,0.0335285408934227,0.0323632556332353
"154_G0F",-0.112599535359485,-0.335669466331698,1,0.121619691067958,-0.00505250651934421,0.0373260994780511,0.628571076135913,0.791662463457085,-0.108023941101332,0.00394868102496673,0.122827477550346,-0.112969887876004,0.134530490750744,-0.46760781189381,-0.0297001331265135,-0.0938791819064029,0.105498095437553,-0.0229684302940618,0.0246482486588919
"164_G2",0.611279759161585,0.15422501545801,0.121619691067961,1,-0.346986594506368,-0.27381116840922,-0.0662168358825812,-0.0673254015567917,0.537996108010077,0.597161907743488,-0.199414132553417,0.0353897127619638,0.0720234560536628,-0.0783942018900685,0.0471420323083883,-0.08853766460433,0.130827954008643,0.0204500241952407,-0.0918345360938645
"165_G1S",0.320017749557699,-0.0440710286727997,-0.00505250651934166,-0.346986594506369,1,-0.0987332336184751,0.085853233552283,-0.0045834107458635,0.490424146899547,0.165698264448148,-0.150817462574471,-0.191598236215697,0.236614929082421,-0.12478157730125,0.179924342047357,0.106795633726086,0.0679303425257256,0.219579035575184,-0.168363101119377
"173_G1N",0.416561566434179,0.535464989915336,0.0373260994780513,-0.27381116840922,-0.0987332336184722,1,-0.0361948106018883,-0.162501592456985,0.0693793960810209,0.540171240334779,0.443025838937851,-0.139886582788004,-0.00382238609714817,0.166907855594155,-0.242622824646543,0.0238500764345895,0.121744083451486,-0.0326319700334314,-0.0218207554879552
"176_G1F",0.086101071865672,0.0247498832375379,0.628571076135918,-0.0662168358825788,0.0858532335522829,-0.0361948106018876,1,-0.505455270093544,-0.187493073595546,0.0709379978714107,-0.00755685968954405,0.564974995850849,0.440089922982031,0.63150730765131,-0.0598426541665926,-0.141770972664363,-0.316991579718775,-0.339025357381323,0.121639444364063
"182_G0FN",-0.0941224362456638,0.46957754934896,0.791662463457084,-0.0673254015567901,-0.00458341074586126,-0.162501592456985,-0.505455270093539,1,0.128315148972517,0.0720252072468777,-0.044359180128894,0.189458021265379,-0.0629695101444164,0.713464760555314,0.0153315888040477,0.0203767505338803,-0.264831255098604,-0.0447616258360911,-0.0116463604420172
"184_G2S",-0.0409755234014938,-0.184403174362879,-0.108023941101334,0.53799610801008,0.490424146899547,0.0693793960810232,-0.187493073595545,0.128315148972518,1,-0.293314958622792,0.0427617707465343,0.0786999255982022,-0.0492189810311897,0.0210794034882548,-0.0580613584687169,0.311959783923653,-0.00144739510426526,-0.0298618078212922,0.0149200849861479
"187_G2N",-0.21397602754902,-0.0760848573556649,0.00394868102496296,0.597161907743486,0.165698264448145,0.540171240334779,0.0709379978714159,0.0720252072468823,-0.29331495862279,1,-0.235167281298293,-0.0776122037662771,-0.118258152148198,-0.165327870987028,0.519530265284295,0.103952763259264,0.190515266669499,0.128231128701191,-0.0695032991818954
"188_G1NS",0.245938626286961,0.0742961049738659,0.122827477550346,-0.199414132553417,-0.150817462574473,0.443025838937852,-0.00755685968954331,-0.0443591801288931,0.0427617707465339,-0.235167281298293,1,0.000724147316087916,-0.00621534969375638,-0.132866632963131,0.668876047490872,0.102123274249102,0.0305565981121628,0.0951442298119619,-0.099149770377798
"189_G2F",0.214431430395975,0.0373781659721985,-0.112969887876011,0.0353897127619685,-0.191598236215694,-0.139886582788003,0.564974995850857,0.189458021265385,0.0786999255981991,-0.0776122037662766,0.000724147316089782,1,-0.423137507541777,-0.346573582800238,0.0884329634578071,0.651840158338414,0.573782035005129,0.277459993419471,-0.450071688124135
"190_G1FS",-0.0443453462761779,0.062277199616945,0.134530490750737,0.0720234560536658,0.236614929082427,-0.00382238609714719,0.440089922982035,-0.0629695101444115,-0.0492189810311894,-0.118258152148196,-0.00621534969375334,-0.423137507541768,1,-0.12821997748841,0.0522452966934656,0.546909785979036,0.078564712686397,0.564461663100772,-0.269566256830509
"195_G1FN",0.210980175632968,-0.15146583836375,-0.467607811893812,-0.0783942018900707,-0.124781577301252,0.166907855594153,0.63150730765131,0.713464760555318,0.0210794034882543,-0.165327870987021,-0.132866632963129,-0.346573582800234,-0.128219977488409,1,0.108750820969053,0.00481938629557711,0.666114034711243,0.457315012120416,-0.227149125089167
"196_G2NS",-0.16870499405966,-0.0942769899610106,-0.029700133126511,0.0471420323083897,0.179924342047359,-0.242622824646544,-0.0598426541665972,0.015331588804043,-0.0580613584687168,0.519530265284295,0.668876047490873,0.0884329634578099,0.0522452966934693,0.10875082096906,1,-0.0906291099824981,-0.222660011345195,-0.0898360497864708,0.13757376956666
"197_G2FS",-0.161799327363458,0.0451597724351727,-0.0938791819063961,-0.0885376646043376,0.10679563372608,0.0238500764345881,-0.141770972664372,0.0203767505338762,0.311959783923656,0.103952763259265,0.102123274249098,0.651840158338411,0.546909785979046,0.00481938629557836,-0.0906291099824949,1,-0.201759036463001,-0.344653844276128,0.543658875176267
"199_G2FN",-0.312414699911074,-0.0903835064822101,0.10549809543756,0.130827954008642,0.0679303425257262,0.121744083451488,-0.316991579718783,-0.264831255098613,-0.00144739510426113,0.190515266669497,0.030556598112162,0.573782035005133,0.0785647126864059,0.666114034711251,-0.222660011345192,-0.201759036463008,1,-0.41882978961628,0.588258578627794
"200_G1FNS",-0.123182267125606,0.0335285408934228,-0.0229684302940546,0.0204500241952402,0.21957903557518,-0.0326319700334288,-0.339025357381329,-0.0447616258360968,-0.0298618078212925,0.128231128701185,0.0951442298119578,0.277459993419464,0.564461663100776,0.457315012120418,-0.0898360497864645,-0.344653844276121,-0.418829789616271,1,0.686917813770482
"201_G2FNS",0.161020460316293,0.032363255633234,0.0246482486588838,-0.0918345360938606,-0.168363101119373,-0.0218207554879567,0.121639444364074,-0.01164636044201,0.0149200849861454,-0.0695032991818937,-0.0991497703777949,-0.450071688124134,-0.269566256830519,-0.227149125089173,0.137573769566656,0.543658875176268,0.58825857862779,0.686917813770492,1
