"","139_G1","148_G0N","154_G0F","164_G2","165_G1S","173_G1N","176_G1F","182_G0FN","184_G2S","187_G2N","188_G1NS","189_G2F","190_G1FS","195_G1FN","196_G2NS","197_G2FS","199_G2FN","200_G1FNS","201_G2FNS"
"139_G1",1,-0.222315761959423,-0.0773736561600853,0.610766582881512,0.275472299992295,0.524601953458592,0.274993798363312,-0.0778021423972618,-0.0294407503417282,-0.234257875067574,-0.000674113990160556,-0.0182632350105513,-0.112333405944906,-0.0758419165130768,-0.0819445419419475,-0.0717222619688563,-0.0416818743332098,0.114138250587385,0.0186526890505609
"148_G0N",-0.222315761959421,1,-0.3274362913051,0.00128471549395321,-0.0526017771164792,0.589036251264295,0.115791360031575,0.415333034719815,-0.0682451019922522,-0.098839195766107,-0.123591673556812,-0.0449454608512213,0.00657740924215188,-0.214702786320151,0.115817952974496,0.0695510074852045,0.0393521348608816,-0.0671334372994792,0.055495205779873
"154_G0F",-0.0773736561600828,-0.327436291305099,1,-0.0372986193088781,0.0301520298128628,0.109433147174542,0.584263921201721,0.765643946164667,-0.0161954302975127,0.0705664742600913,0.0514082969985342,-0.140830575559156,0.0654943248879461,-0.497404205562126,-0.0331019559905486,-0.0341595373360868,0.148156880009889,0.0175188443590496,-0.0389071789927173
"164_G2",0.61076658288151,0.00128471549395423,-0.0372986193088762,1,-0.59473468913379,-0.357667338485599,-0.156814951215166,0.0364485849735467,0.587257310042601,0.639871420276732,-0.0158217068505066,0.2104018969465,0.367666217791354,0.022290683763028,-0.0547489820384555,-0.233546500679323,-0.0374429742720025,-0.155944471124416,-0.00786548577718267
"165_G1S",0.275472299992294,-0.0526017771164773,0.0301520298128641,-0.594734689133788,1,-0.208219610416674,0.0561010359270085,-0.0460831199921621,0.78812680642451,0.297846903625729,0.121651666417871,-0.0459333940618492,0.456514743410304,0.0136144811542175,-0.017026562745483,-0.203264792704148,0.0299468863606807,-0.0342178988455983,-0.0805307590496327
"173_G1N",0.52460195345859,0.589036251264296,0.109433147174545,-0.3576673384856,-0.208219610416675,1,-0.157957453660108,-0.169560984016396,0.138098829104303,0.596088429371987,0.515523872457614,0.00452038464470382,0.0617804901446223,0.239777231640269,-0.419439967916323,-0.0114225030779932,-0.0739182450279572,0.0533372871754982,-0.0741487847246445
"176_G1F",0.274993798363308,0.115791360031574,0.584263921201724,-0.15681495121516,0.0561010359270136,-0.157957453660105,1,-0.39459430796678,-0.102145741114469,0.091620471473283,-0.0149847391675116,0.641153170345517,0.371371045076997,0.670221652674787,0.00256993934473897,-0.195923559469128,-0.503498149405925,-0.405376737275667,0.286147652825815
"182_G0FN",-0.0778021423972663,0.415333034719814,0.765643946164668,0.0364485849735522,-0.0460831199921591,-0.169560984016391,-0.394594307966774,1,0.060739003605244,0.0113011475927277,-0.0909681150746598,0.155569396871627,-0.0659018679605535,0.668786788525104,0.027605323683939,-0.00778158026833842,-0.25050510618354,0.0912883816761799,-0.0239944992307446
"184_G2S",-0.0294407503417249,-0.0682451019922521,-0.0161954302975123,0.587257310042596,0.788126806424507,0.138098829104299,-0.102145741114463,0.0607390036052459,1,-0.358043759509732,-0.109808423068308,-0.0910826905742444,-0.527245261388222,0.000304248180242726,0.085642357296582,0.538493117674582,0.0276481925641444,0.1049074475367,-0.0450146345431649
"187_G2N",-0.234257875067571,-0.0988391957661088,0.0705664742600871,0.639871420276733,0.297846903625732,0.596088429371986,0.0916204714732879,0.0113011475927353,-0.358043759509738,1,-0.283815918234209,-0.125503715157524,-0.226670040159701,-0.134329584077505,0.555068789002307,0.121069431770873,0.202440064727964,0.0979241317283729,0.0439587721339339
"188_G1NS",-0.00067411399016094,-0.123591673556813,0.0514082969985321,-0.0158217068505057,0.12165166641787,0.515523872457616,-0.0149847391675078,-0.0909681150746572,-0.109808423068308,-0.283815918234211,1,0.041863129034051,-0.0649125204013615,-0.0427537335359854,0.763813523315056,0.0623295110639653,0.0646841580973131,0.0507897872742172,-0.0893468540590231
"189_G2F",-0.0182632350105464,-0.0449454608512197,-0.140830575559159,0.210401896946491,-0.0459333940618573,0.00452038464470028,0.641153170345522,0.155569396871635,-0.0910826905742329,-0.12550371515752,0.0418631290340549,1,-0.433224507620437,-0.385259535682993,0.0360077820433865,0.658354118700255,0.693630907655963,0.324483840778963,-0.623528943324827
"190_G1FS",-0.112333405944901,0.0065774092421536,0.0654943248879466,0.367666217791345,0.456514743410296,0.0617804901446175,0.371371045077001,-0.0659018679605507,-0.527245261388214,-0.226670040159694,-0.0649125204013601,-0.433224507620444,1,-0.181224971428737,0.0505143931986861,0.700936427830847,0.221913757882151,0.59546337152195,-0.349099108769087
