"","139_G1","148_G0N","154_G0F","164_G2","165_G1S","173_G1N","176_G1F","182_G0FN","184_G2S","187_G2N","188_G1NS","189_G2F","190_G1FS","195_G1FN","196_G2NS","197_G2FS","199_G2FN","200_G1FNS","201_G2FNS"
"139_G1",1,-0.149720638604074,-0.0262994681862706,0.687473948774898,0.476131574946178,0.401376287201226,0.124005576469014,-0.135283379545011,-0.292102055411049,-0.322565149463792,0.208295512935919,-0.0260723689458365,-0.164607961381744,0.0518939941768048,-0.161052072197153,0.03446788747392,0.00811613723416786,0.00292301114235415,0.00257366789973411
"148_G0N",-0.149720638604074,1,-0.342391999465717,-0.0450037700916603,-0.187693862707709,0.499589696749579,0.122936451306119,0.437171536549549,-0.0168649660051259,-0.124419890211624,-0.0558980361983993,-0.0448266154126702,0.0259449794899908,-0.244676670294223,0.125926596154707,0.0949006348996955,0.0753030491589499,0.0739111453147506,-0.0518567597585997
"154_G0F",-0.0262994681862686,-0.342391999465717,1,-0.0582211738111541,-0.165562677199844,-0.0585325251732044,0.570333355023676,0.788319751329494,0.0543302883951978,0.145549707416715,0.124764624515184,-0.116036985307823,0.216720282249631,-0.452054563595944,-0.0185525998929251,-0.127352423068683,0.134587301973932,-0.0899979685527047,0.0337611263973972
"164_G2",0.687473948774903,-0.0450037700916571,-0.0582211738111496,1,-0.529351041191089,-0.323101254967519,-0.0628214554672345,0.0672831894871498,0.708983509150373,0.652849206012702,-0.10884698386272,0.1866890283095,0.155728982220488,0.00723872795358539,0.0671646321039535,-0.180862160391522,-0.121484881050672,-0.016032778522153,-0.0181505787094822
"165_G1S",0.476131574946183,-0.187693862707711,-0.165562677199848,-0.529351041191089,1,-0.166768777417555,-0.0097294954628022,0.114990380009416,0.652866873233773,0.30650202625528,0.0359941851038403,-0.0107295423913385,0.478461285161918,0.0129510408559817,0.0130234022490093,-0.110674919031041,-0.136300539036722,-0.137468555621381,0.104980471189277
"173_G1N",0.401376287201226,0.499589696749579,-0.0585325251732039,-0.323101254967513,-0.166768777417552,1,-0.0497074510183275,-0.105294124943853,0.221585610903977,0.711346241466766,0.489718293999452,-0.0107667230781407,0.124956189716616,0.231014297561534,-0.410650829357204,-0.117647715035831,-0.0461690860855274,-0.0543705120204928,-0.0161017310018795
"176_G1F",0.124005576469022,0.122936451306114,0.570333355023669,-0.0628214554672336,-0.00972949546280997,-0.0497074510183297,1,-0.481184043526673,-0.110711571724297,-0.0174034589620943,-0.0489531026502766,0.669996616994176,0.486564465301544,0.648656915669243,0.0303941441462611,-0.357136886925362,-0.43220239829399,-0.359734071181971,0.313345452957372
"182_G0FN",-0.13528337954501,0.43717153654955,0.788319751329493,0.0672831894871525,0.114990380009409,-0.105294124943856,-0.481184043526684,1,0.0141119685234603,-0.00814724219041481,0.00711929938085915,0.171378110898955,-0.0828725120397875,0.681199150185349,-0.0475889127396863,-0.0168568964069716,-0.262162312799124,-0.00179795171842318,0.0508939051224359
"184_G2S",-0.292102055411058,-0.0168649660051286,0.0543302883951977,0.708983509150378,0.652866873233779,0.221585610903987,-0.110711571724294,0.0141119685234591,1,-0.547862202827222,-0.0816756224747003,-0.0432865437090796,-0.202881624785786,-0.111121298036839,0.0395476226123722,0.281011652161774,0.245814461715206,0.132046068852103,-0.121820813954177
"187_G2N",-0.322565149463797,-0.124419890211627,0.145549707416713,0.652849206012701,0.30650202625528,0.711346241466772,-0.0174034589620914,-0.008147242190415,-0.547862202827215,1,-0.354865629896429,-0.0989907763828488,-0.159507303500391,-0.149762453874263,0.500999949840849,0.221560832542789,0.176158419918742,0.0865258195290499,-0.0101685103366102
