"","139_G1","148_G0N","154_G0F","164_G2","165_G1S","173_G1N","176_G1F","182_G0FN","184_G2S","187_G2N","188_G1NS","189_G2F","190_G1FS","195_G1FN","196_G2NS","197_G2FS","199_G2FN","200_G1FNS","201_G2FNS"
"139_G1",1,-0.329911091453559,-0.219537745213475,0.659546582301759,0.414073507628101,0.522316208206894,0.147050296794495,0.0381506267462782,-0.21813956096202,-0.305430538418056,0.0529610956554934,0.107729295997695,0.0162890870691799,0.0171243042091662,-0.0253133778532022,-0.106279625235588,-0.123579108154202,-0.0732622920928096,0.113040456804866
"148_G0N",-0.329911091453561,1,-0.319316785259381,0.12291149385648,-0.0923862371421744,0.592214994212259,0.0889982284838743,0.459808060072338,-0.0691963654462152,-0.121941992208028,0.00128555460202191,-0.0118195700524347,0.0269937536753354,-0.170508355452781,0.0518767963956663,0.035836000656747,-0.0245676726020333,0.00078899059701815,0.0247839836212342
"154_G0F",-0.219537745213478,-0.319316785259382,1,0.0995646109483061,0.0892649298429139,0.181000833605694,0.630334380334136,0.781805322366373,-0.0424476338916837,-0.0440737922763618,-0.0164195894093525,-0.0458350789443448,0.146519161804033,-0.50134156162029,0.0721684579853149,-0.167047891221472,0.0803393154999516,-0.00522047866541736,0.0615190553188462
"164_G2",0.65954658230176,0.122911493856478,0.0995646109483047,1,-0.561714438950598,-0.31964783715085,-0.137858429777304,-0.0482420714450817,0.639034936807018,0.625459851910811,-0.162419607820093,0.145318864084727,0.152397479409691,-0.0101008427578613,0.0276122227547609,-0.125625268681911,-0.0021413644598234,0.0507142603108239,-0.134949156782112
"165_G1S",0.414073507628099,-0.0923862371421754,0.0892649298429124,-0.561714438950595,1,-0.14988807895129,0.037833531369474,-0.0165542145305431,0.730023515410927,0.203715907081488,-0.0135620130032735,-0.111472911183358,0.106106155856734,-0.0417674560036393,0.107324361375706,0.03913164276706,0.0732284751005189,0.211021268993826,-0.208829321723975
"173_G1N",0.522316208206896,0.592214994212257,0.181000833605691,-0.319647837150851,-0.149888078951294,1,-0.0429913877867238,-0.273510797264796,0.0838995033800257,0.559796838894984,0.379751759425427,-0.177338974625743,-0.0750063791902935,0.21923526339385,-0.27129664118775,0.123420161001006,0.086509852685079,0.0857473180723831,-0.195438735382237
"176_G1F",0.147050296794503,0.0889982284838766,0.630334380334141,-0.137858429777308,0.0378335313694749,-0.0429913877867315,1,-0.444942951349137,-0.0453690070891714,0.068320570344716,-0.0129272989688482,0.615404182187155,0.43562553142732,0.62035707575148,-0.0130742900495956,-0.261023030067357,-0.469974431536882,-0.416120841222524,0.299039505764402
"182_G0FN",0.0381506267462818,0.459808060072341,0.781805322366375,-0.0482420714450834,-0.0165542145305436,-0.2735107972648,-0.444942951349135,1,0.026639554220192,0.0958043584988736,0.0131266280004916,0.0603740418814279,-0.153438631195522,0.701667391368989,-0.0677491369284925,0.124902654094717,-0.209381810983761,0.00845110877118754,-0.0461798050653184
"184_G2S",-0.218139560962017,-0.0691963654462155,-0.0424476338916867,0.639034936807014,0.730023515410925,0.0838995033800238,-0.0453690070891628,0.0266395542201958,1,-0.276621466286456,0.0560832701277698,-0.102699574030439,-0.273106507019678,0.0314136974374624,-0.084317087207846,0.351161433983173,0.0210286103475703,-0.0420871826705557,0.0605268883658863
"187_G2N",-0.30543053841806,-0.121941992208026,-0.0440737922763579,0.625459851910814,0.203715907081495,0.559796838894984,0.0683205703447054,0.0958043584988683,-0.27662146628646,1,-0.106284878006871,-0.0183558318046218,-0.01565699851868,-0.145858065966685,0.47859197703421,-0.0498837794659551,0.144376514184777,-0.0405691335702355,0.185853395237538
"188_G1NS",0.0529610956554913,0.00128555460202209,-0.016419589409351,-0.162419607820092,-0.0135620130032711,0.379751759425428,-0.0129272989688525,0.0131266280004897,0.0560832701277679,-0.106284878006871,1,0.164924200517748,0.0999615493693401,-0.0620972546050065,0.648942065617568,-0.128562239342566,-0.0777082327215187,-0.0735548559283939,0.0888174888879634
"189_G2F",0.107729295997689,-0.0118195700524359,-0.04583507894435,0.145318864084734,-0.11147291118336,-0.177338974625736,0.615404182187166,0.0603740418814296,-0.102699574030435,-0.0183558318046344,0.164924200517744,1,-0.544415022972585,-0.285200105970568,-0.0651479944656828,0.750508248972468,0.690419891829161,0.356211201144118,-0.653004284950195
"190_G1FS",0.0162890870691774,0.0269937536753333,0.146519161804021,0.152397479409689,0.106106155856727,-0.0750063791902886,0.435625531427335,-0.153438631195511,-0.273106507019668,-0.0156569985186843,0.0999615493693382,-0.544415022972581,1,-0.10135627068371,-0.170910795208335,0.747770345799057,0.229256533187432,0.62973326525535,-0.462861903933918
"195_G1FN",0.0171243042091591,-0.170508355452783,-0.501341561620295,-0.0101008427578583,-0.0417674560036399,0.219235263393856,0.620357075751481,0.701667391368991,0.0314136974374709,-0.145858065966694,-0.0620972546050105,-0.285200105970561,-0.101356270683694,1,0.0329459015891663,-0.00546470169894164,0.668393186404364,0.467128394432203,-0.249602630580571
"196_G2NS",-0.0253133778531982,0.0518767963956647,0.0721684579853099,0.0276122227547567,0.1073243613757,-0.27129664118775,-0.0130742900495854,-0.067749136928486,-0.0843170872078411,0.478591977034211,0.648942065617568,-0.0651479944656907,-0.170910795208338,0.0329459015891556,1,0.152880724013752,-0.0955379229297412,0.165244345840108,-0.0976285424046691
"197_G2FS",-0.106279625235586,0.0358360006567492,-0.167047891221463,-0.125625268681912,0.0391316427670655,0.123420161001001,-0.261023030067377,0.124902654094709,0.351161433983168,-0.0498837794659482,-0.128562239342564,0.750508248972474,0.74777034579907,-0.00546470169892317,0.15288072401375,1,-0.364932617146558,-0.40231628041206,0.68332877916483
"199_G2FN",-0.123579108154194,-0.0245676726020321,0.0803393154999549,-0.00214136445983113,0.0732284751005196,0.0865098526850731,-0.469974431536888,-0.20938181098376,0.0210286103475662,0.144376514184789,-0.0777082327215159,0.69041989182916,0.22925653318743,0.668393186404365,-0.0955379229297501,-0.36493261714655,1,-0.5060777794056,0.679107684774228
"200_G1FNS",-0.0732622920928046,0.000788990597020404,-0.00522047866540624,0.0507142603108237,0.21102126899383,0.0857473180723786,-0.416120841222533,0.00845110877117924,-0.0420871826705667,-0.0405691335702297,-0.0735548559283919,0.356211201144111,0.629733265255341,0.467128394432213,0.165244345840102,-0.402316280412042,-0.5060777794056,1,0.666812289946267
"201_G2FNS",0.113040456804861,0.0247839836212313,0.0615190553188393,-0.134949156782107,-0.20882932172398,-0.195438735382232,0.299039505764417,-0.0461798050653142,0.0605268883658911,0.18585339523753,0.0888174888879627,-0.6530042849502,-0.462861903933925,-0.249602630580581,-0.0976285424046646,0.683328779164828,0.679107684774233,0.666812289946279,1
