"","176_G1F","182_G0FN","189_G2F","190_G1FS","195_G1FN","197_G2FS","199_G2FN","200_G1FNS","201_G2FNS"
"176_G1F",1,-0.516161909821418,0.686915613552166,0.587644257293991,0.621308178292076,-0.408829206936937,-0.345712932223201,-0.400786638120797,0.252965752506523
"182_G0FN",-0.516161909821417,1,0.073042273268786,-0.115814484945669,0.631285555303031,0.123562666558314,-0.129264210814707,0.0453622136190146,-0.0484028643231606
"189_G2F",0.686915613552167,0.0730422732687862,1,-0.595943205645122,-0.396619580216069,0.810418333862875,0.638360216274639,0.389428214171781,-0.622484680089643
"190_G1FS",0.587644257293992,-0.115814484945669,-0.595943205645124,1,-0.274239352406536,0.721863888159874,0.209471072108106,0.71058952975489,-0.408847199020885
"195_G1FN",0.621308178292079,0.631285555303033,-0.396619580216071,-0.274239352406536,1,0.0804773069455882,0.695800932074008,0.596606216555234,-0.362044834671652
"197_G2FS",-0.408829206936938,0.123562666558314,0.810418333862876,0.721863888159874,0.0804773069455868,1,-0.329605270136966,-0.409739671294771,0.661713624172303
"199_G2FN",-0.345712932223205,-0.129264210814709,0.638360216274642,0.209471072108106,0.695800932074008,-0.329605270136967,1,-0.531721552158806,0.740362226119525
"200_G1FNS",-0.400786638120802,0.0453622136190124,0.389428214171786,0.710589529754892,0.596606216555237,-0.409739671294774,-0.531721552158809,1,0.639184670513099
"201_G2FNS",0.252965752506527,-0.0484028643231589,-0.622484680089648,-0.408847199020886,-0.362044834671654,0.661713624172305,0.740362226119527,0.639184670513098,1
