"","139_G1","148_G0N","154_G0F","164_G2","165_G1S","173_G1N","176_G1F","182_G0FN","184_G2S","187_G2N","188_G1NS","189_G2F","190_G1FS","195_G1FN","196_G2NS","197_G2FS","199_G2FN","200_G1FNS","201_G2FNS"
"139_G1",1,-0.314621127121912,-0.0923663679038256,0.69327262270345,0.532426390444561,0.511660536633438,0.143301900612391,0.021772793832806,-0.360296339865991,-0.27679975273631,0.221163514678988,0.0237625947129541,-0.0565266079221619,-0.12741176639097,-0.202039407632399,-0.0616815313007411,0.0197602774497632,-0.0319761884500868,0.0930275994396139
"148_G0N",-0.314621127121917,1,-0.317342584732188,0.0619821790587965,-0.0292846419205504,0.576275111795889,0.156958294439229,0.499708718428224,-0.096412656285787,-0.0900185444849515,-0.0603157531341423,-0.0842677659494098,0.00208224126572579,-0.369491721065494,0.0271779339582836,0.0705518664070477,0.205532247540666,0.0994570604799477,-0.0852093743973996
"154_G0F",-0.0923663679038393,-0.317342584732196,1,-0.00943716237433577,-0.0759417168136196,0.0977321985488513,0.669264665146318,0.719217837554477,0.0709303993424288,0.069196651601426,0.0698930743240944,-0.21822816344162,-0.148652220321396,-0.267822152110519,-0.0362089119424593,0.121128419678181,-0.0690255151586993,-0.028660293224405,-0.00357382627431502
"164_G2",0.693272622703459,0.0619821790587928,-0.00943716237434737,1,-0.458346976759589,-0.304647431224182,-0.12991490495515,-0.00768354991959926,0.742081241601392,0.58201126541071,-0.240177144521844,0.272821843386907,0.138102120204563,0.100414577598428,0.148152156231415,-0.235089587859626,-0.209623748919734,-0.0393473722660519,0.016153679344792
"165_G1S",0.532426390444565,-0.0292846419205554,-0.0759417168136298,-0.458346976759587,1,-0.307380758358336,-0.0283029570222348,0.095713621786975,0.643370512836325,0.247658904184878,-0.0692294509262837,-0.0986846318760567,0.244466337964385,0.0370461026499345,0.123872449859653,0.015055170782826,0.00682482458354325,0.0757603573275666,-0.142175579666594
"173_G1N",0.511660536633439,0.576275111795883,0.0977321985488373,-0.304647431224177,-0.307380758358336,1,-0.109239972613766,-0.134035052841062,0.261470911051814,0.570496229903191,0.538931083235124,-0.0378848833875087,0.0378132258138414,0.291211641279041,-0.273727633010952,0.0116818988055188,-0.128153805638613,0.0317664442248299,-0.0877695921374912
"176_G1F",0.143301900612419,0.156958294439244,0.66926466514632,-0.129914904955172,-0.0283029570222562,-0.109239972613794,1,-0.529783891452155,0.00349179204269119,0.072837022418713,-0.0770333864951473,0.669734371083402,0.681149075387439,0.581202032554696,0.0591808916998943,-0.484606581776006,-0.395658929425135,-0.478302245191978,0.330501765231436
"182_G0FN",0.0217727938328216,0.499708718428233,0.719217837554473,-0.00768354991961395,0.0957136217869636,-0.134035052841078,-0.529783891452149,1,-0.00215609757786135,-0.0134522134770656,-0.0793474852152619,0.208919219328137,0.097238825473089,0.691302159441912,-0.00134019527709271,-0.0844217176185223,-0.215988397429452,-0.194641946697306,0.0691903401714784
"184_G2S",-0.360296339866005,-0.0964126562857838,0.0709303993424394,0.742081241601401,0.643370512836334,0.261470911051822,0.003491792042674,-0.00215609757787473,1,-0.481913300705587,0.073564797900346,-0.204661521271743,-0.2346486798444,-0.0959905519293146,-0.0773972703398672,0.362478994102182,0.223748052400571,0.0596136954947976,-0.0538956516243728
"187_G2N",-0.276799752736314,-0.0900185444849452,0.0691966516014371,0.582011265410706,0.24765890418488,0.570496229903192,0.0728370224186902,-0.0134522134770796,-0.481913300705578,1,-0.341283850025448,-0.154300637931838,-0.13029577005281,-0.124681650741662,0.542873686251725,0.152680070604126,0.277441202972471,0.024345034393756,0.0480268664268451
"188_G1NS",0.221163514678991,-0.0603157531341393,0.0698930743240964,-0.240177144521846,-0.0692294509262841,0.538931083235121,-0.0770333864951519,-0.0793474852152639,0.0735647979003475,-0.341283850025445,1,0.12728284569156,0.0685217631161232,-0.0515641016491944,0.619090248030811,-0.0676365867828996,0.0108839148299614,-0.103360235554311,0.0932989628157167
"189_G2F",0.0237625947129228,-0.0842677659494225,-0.218228163441627,0.272821843386933,-0.098684631876032,-0.0378848833874787,0.669734371083414,0.208919219328143,-0.204661521271761,-0.154300637931866,0.127282845691554,1,-0.594275301776658,-0.345780933853345,-0.0254967652175466,0.835770921575473,0.747858521410514,0.428673438378415,-0.685165893769903
"190_G1FS",-0.0565266079221892,0.00208224126571573,-0.148652220321397,0.138102120204589,0.244466337964408,0.0378132258138655,0.68114907538744,0.0972388254730902,-0.23464867984442,-0.130295770052834,0.0685217631161201,-0.594275301776653,1,-0.316297655950865,-0.0486100279846868,0.740571697286522,0.313508349599847,0.660666954395008,-0.453422731404413
"195_G1FN",-0.127411766390992,-0.369491721065505,-0.267822152110515,0.100414577598445,0.0370461026499494,0.291211641279062,0.581202032554686,0.691302159441912,-0.0959905519293282,-0.124681650741679,-0.0515641016491978,-0.345780933853331,-0.316297655950859,1,0.00610220292505436,0.162424116832582,0.589509242497185,0.629857866962555,-0.260114794198991
"196_G2NS",-0.202039407632402,0.0271779339582802,-0.0362089119424607,0.14815215623142,0.123872449859653,-0.273727633010949,0.0591808916998987,-0.00134019527709076,-0.077397270339871,0.542873686251722,0.619090248030812,-0.025496765217555,-0.0486100279846911,0.00610220292505145,1,0.0304402191817821,-0.149442935640143,0.0975592915066423,-0.0639786225397572
"197_G2FS",-0.0616815313007106,0.0705518664070577,0.121128419678184,-0.235089587859655,0.0150551707828,0.0116818988054915,-0.484606581776016,-0.0844217176185241,0.362478994102206,0.152680070604156,-0.067636586782895,0.835770921575479,0.740571697286527,0.162424116832592,0.030440219181774,1,-0.515156908844736,-0.473124611681532,0.718204449857769
"199_G2FN",0.0197602774497875,0.205532247540675,-0.0690255151586973,-0.209623748919751,0.00682482458352394,-0.128153805638637,-0.395658929425137,-0.215988397429454,0.223748052400582,0.277441202972492,0.0108839148299673,0.747858521410505,0.313508349599844,0.589509242497193,-0.14944293564015,-0.515156908844723,1,-0.502052631433214,0.699516839087428
"200_G1FNS",-0.0319761884500634,0.0994570604799583,-0.0286602932244034,-0.0393473722660755,0.0757603573275484,0.031766444224808,-0.478302245191981,-0.194641946697308,0.0596136954948178,0.0243450343937777,-0.103360235554308,0.428673438378415,0.660666954395012,0.629857866962561,0.097559291506639,-0.473124611681535,-0.502052631433219,1,0.613283961973466
"201_G2FNS",0.0930275994395893,-0.0852093743974095,-0.0035738262743221,0.0161536793448161,-0.142175579666573,-0.0877695921374673,0.33050176523145,0.069190340171484,-0.0538956516243927,0.0480268664268202,0.0932989628157117,-0.685165893769912,-0.453422731404422,-0.260114794199003,-0.06397862253975,0.718204449857773,0.69951683908744,0.613283961973468,1
